name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
			OtherIntangibleAssets,"8,107,000","8,526,000","8,955,000","9,383,000","9,806,000","10,225,000","10,653,000","11,081,000","11,504,000","11,928,000","12,356,000","12,784,000","13,207,000","13,626,000"
		InvestmentsAndAdvances,"137,110,000","217,145,000","217,379,000","91,131,000","30,688,000","118,525,000","16,466,000","57,383,000","100,618,000","105,435,000","135,306,000",,,"0"
			InvestmentinFinancialAssets,"137,110,000","217,145,000","217,379,000","91,131,000","30,688,000","118,525,000","16,466,000","57,383,000","100,618,000","105,435,000","135,306,000",,,"0"
				AvailableForSaleSecurities,"137,110,000","217,145,000","217,379,000","91,131,000","30,688,000","118,525,000","16,466,000","57,383,000","100,618,000","105,435,000","135,306,000",,,
		OtherNonCurrentAssets,"3,256,000","3,013,000","3,008,000","2,857,000","2,855,000","2,736,000","3,135,000","3,413,000","3,136,000","2,922,000","2,860,000","5,040,000","2,073,000","247,000"
TotalLiabilitiesNetMinorityInterest,"304,938,000","319,242,000","341,064,000","340,064,000","346,376,000","373,148,000","320,426,000","324,883,000","323,323,000","341,263,000","331,467,000","885,769,000","326,486,000","590,800,000"
	CurrentLiabilities,"115,066,000","113,807,000","122,382,000","116,648,000","106,768,000","105,197,000","100,832,000","93,422,000","77,950,000","78,313,000","73,377,000","74,862,000","63,251,000","22,800,000"
		PayablesAndAccruedExpenses,"16,366,000","12,650,000","25,286,000","19,632,000","18,681,000","16,399,000","10,758,000","8,518,000","7,699,000","8,824,000","5,802,000","7,963,000","7,993,000","4,355,000"
			Payables,"5,959,000","3,698,000","8,252,000","6,093,000","5,197,000","5,004,000","5,412,000","3,686,000","3,895,000","4,453,000","2,421,000","2,944,000","3,266,000","1,793,000"
				AccountsPayable,"5,959,000","3,307,000","8,252,000","6,093,000","5,197,000","3,237,000","5,412,000","3,686,000","3,895,000","4,453,000","2,421,000","2,944,000","3,266,000","1,793,000"
				TotalTaxPayable,,"391,000",,,,"1,767,000",,,,,,,,
			CurrentAccruedExpenses,"10,407,000","8,952,000","17,034,000","13,539,000","13,484,000","11,395,000","5,346,000","4,832,000","3,804,000","4,371,000","3,381,000","5,019,000","4,727,000","2,562,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"6,651,000","15,642,000","12,034,000","8,630,000","5,431,000","11,950,000","7,913,000","5,976,000","4,177,000","8,124,000","5,982,000","4,429,000","2,039,000","4,641,000"
		CurrentDebtAndCapitalLeaseObligation,"8,545,000","5,055,000","5,108,000","4,833,000","4,308,000","3,529,000","3,969,000","3,229,000","1,502,000",,,,,
			CurrentCapitalLeaseObligation,"8,545,000","5,055,000","5,108,000","4,833,000","4,308,000","3,529,000","3,969,000","3,229,000","1,502,000",,,,,
		CurrentDeferredLiabilities,"83,504,000","80,460,000","79,954,000","83,553,000","78,348,000","73,319,000","78,192,000","75,699,000","64,572,000","61,365,000","61,593,000","62,470,000","53,219,000","13,804,000"
			CurrentDeferredRevenue,"83,504,000","80,460,000","79,954,000","83,553,000","78,348,000","73,319,000","78,192,000","75,699,000","64,572,000","60,994,000","61,269,000","61,194,000","52,024,000","12,695,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"189,872,000","205,435,000","218,682,000","223,416,000","239,608,000","267,951,000","219,594,000","231,461,000","245,373,000","262,950,000","258,090,000","810,907,000","263,235,000","568,000,000"
		LongTermDebtAndCapitalLeaseObligation,"104,978,000","106,685,000","108,044,000","103,774,000","95,252,000","104,333,000","42,366,000","42,503,000","36,545,000","36,607,000","23,449,000",,,
			LongTermCapitalLeaseObligation,"104,978,000","106,685,000","108,044,000","103,774,000","95,252,000","104,333,000","42,366,000","42,503,000","36,545,000","36,607,000","23,449,000",,,
		NonCurrentDeferredLiabilities,"84,894,000","98,750,000","110,638,000","119,642,000","144,356,000","163,618,000","174,853,000","187,462,000","208,828,000","226,250,000","234,597,000","246,374,000","263,235,000","6,806,000"
			NonCurrentDeferredRevenue,"84,894,000","98,750,000","110,638,000","119,642,000","144,356,000","163,618,000","174,853,000","187,462,000","208,828,000","219,332,000","228,339,000","240,919,000","257,454,000","704,000"
		DerivativeProductLiabilities,,,,,,,,,,"0","0","2,602,000","0","336,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,"0","0","561,931,000","0","560,858,000"
		OtherNonCurrentLiabilities,,,,,,,"2,375,000","1,496,000",,"93,000","44,000",,,
TotalEquityGrossMinorityInterest,"553,255,000","604,102,000","651,543,000","693,310,000","725,717,000","743,266,000","775,047,000","529,939,000","551,563,000","571,039,000","585,925,000","-284,374,000","288,098,000","-258,112,000"
	StockholdersEquity,"553,205,000","603,992,000","651,509,000","693,181,000","725,588,000","743,266,000","775,047,000","529,939,000","551,563,000","571,039,000","585,925,000","-284,374,000","288,098,000","-258,112,000"
		CapitalStock,"14,000","14,000","14,000","14,000","14,000","14,000","13,000","12,000","12,000","12,000","12,000","1,000","11,000","1,000"
			PreferredStock,"0","0","0","0","0","0","0","0",,"0","0",,,
			CommonStock,"14,000","14,000","14,000","14,000","14,000","14,000","13,000","12,000","12,000","12,000","12,000","1,000","11,000","1,000"
		AdditionalPaidInCapital,"1,339,601,000","1,324,006,000","1,308,946,000","1,294,506,000","1,277,197,000","1,253,971,000","1,240,649,000","958,097,000","945,026,000","935,834,000","930,208,000","46,160,000","602,543,000","37,902,000"
		RetainedEarnings,"-781,627,000","-718,891,000","-657,458,000","-601,555,000","-552,254,000","-511,612,000","-467,042,000","-430,323,000","-396,788,000","-365,478,000","-344,867,000","-330,917,000","-314,548,000","-295,908,000"
		GainsLossesNotAffectingRetainedEarnings,"-4,783,000","-1,137,000","7,000","216,000","631,000","893,000","1,427,000","2,153,000","3,313,000","671,000","572,000","382,000","92,000","-107,000"
	MinorityInterest,"50,000","110,000","34,000","129,000","129,000",,,,,,,,,
TotalCapitalization,"553,205,000","603,992,000","651,509,000","693,181,000","725,588,000","743,266,000","775,047,000","529,939,000","551,563,000","571,039,000","585,925,000","-284,374,000","288,098,000","-258,112,000"
CommonStockEquity,"553,205,000","603,992,000","651,509,000","693,181,000","725,588,000","743,266,000","775,047,000","529,939,000","551,563,000","571,039,000","585,925,000","-284,374,000","288,098,000","-258,112,000"
CapitalLeaseObligations,"113,523,000","111,740,000","113,152,000","108,607,000","99,560,000","107,862,000","46,335,000","45,732,000","38,047,000","36,607,000","23,449,000",,,
NetTangibleAssets,"426,126,000","476,494,000","523,582,000","564,826,000","596,810,000","614,069,000","645,422,000","399,886,000","421,087,000","440,139,000","454,597,000","-416,130,000","155,919,000","-390,710,000"
WorkingCapital,"304,054,000","288,941,000","344,645,000","527,081,000","658,192,000","621,717,000","776,526,000","506,099,000","506,696,000","534,377,000","527,979,000","367,439,000","395,897,000","157,918,000"
InvestedCapital,"553,205,000","603,992,000","651,509,000","693,181,000","725,588,000","743,266,000","775,047,000","529,939,000","551,563,000","571,039,000","585,925,000","-284,374,000","288,098,000","-258,112,000"
TangibleBookValue,"426,126,000","476,494,000","523,582,000","564,826,000","596,810,000","614,069,000","645,422,000","399,886,000","421,087,000","440,139,000","454,597,000","-416,130,000","155,919,000","-390,710,000"
TotalDebt,"113,523,000","111,740,000","113,152,000","108,607,000","99,560,000","107,862,000","46,335,000","45,732,000","38,047,000","36,607,000","23,449,000",,,
ShareIssued,"142,183,258","141,393,865","141,027,487","140,663,755","139,884,698","137,646,896","136,392,256","128,233,842","126,621,829","125,238,142","124,316,080","123,224,230","120,974,230","123,224,230"
OrdinarySharesNumber,"142,183,258","141,393,865","141,027,487","140,663,755","139,884,698","137,646,896","136,392,256","128,233,842","126,621,829","125,238,142","124,316,080","123,224,230","120,974,230","123,224,230"
