name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996
TotalRevenue,"28,390,000,000","7,242,000,000","7,416,000,000","6,997,000,000","6,769,418,000","6,619,842,000","6,888,133,000","6,672,607,000","7,689,397,000","6,667,681,000","6,137,604,000","6,019,585,000","6,407,086,000","5,962,620,000","6,149,206,000","2,868,156,000","2,592,248,000","2,648,879,000","2,528,011,000","2,457,545,000","2,341,033,000","2,369,556,000","2,285,518,000","2,278,364,000","2,213,821,000","2,132,104,000","2,047,712,000","2,076,649,000","2,061,313,000","2,114,643,000","2,016,546,000","1,992,476,000","1,764,666,000","1,781,729,000","1,646,041,000","1,602,011,000","1,642,398,000","1,566,217,000","1,445,703,000","1,410,037,000","1,343,660,000","1,388,023,000","1,286,910,000","1,217,428,000","1,158,616,000","1,203,983,000","1,114,449,000","1,052,967,000","988,460,000","985,694,000","898,217,000","884,768,000","853,491,000","889,538,000","847,635,000","864,236,000","911,850,000","886,962,000","830,656,000","736,389,000","706,786,000","732,516,000","668,545,000","646,433,000","619,804,000","637,068,000","601,082,000","575,641,000","542,981,000","534,335,000","504,710,000","477,542,000","446,422,000","448,900,000","393,248,000","381,382,000","366,843,000","363,611,000","338,447,000","310,993,000","309,254,000","300,362,000","285,461,000","280,315,000","269,734,000","258,536,000","244,422,000","244,141,000","229,653,000","229,205,000","231,400,000","218,500,000","214,500,000","226,900,000","215,700,000","199,900,000","190,000,000","187,600,000","178,000,000","173,400,000","110,700,000","108,100,000","103,400,000","99,500,000"
	OperatingRevenue,"28,390,000,000","7,242,000,000","7,416,000,000","6,997,000,000","6,769,418,000","6,619,842,000","6,888,133,000","6,672,607,000","7,689,397,000","6,667,681,000","6,137,604,000","6,019,585,000","6,407,086,000","5,962,620,000","6,149,206,000","2,868,156,000","2,592,248,000","2,648,879,000","2,528,011,000","2,457,545,000","2,341,033,000","2,369,556,000","2,285,518,000","2,278,364,000","2,213,821,000","2,132,104,000","2,047,712,000","2,076,649,000","2,061,313,000","2,114,643,000","2,016,546,000","1,992,476,000","1,764,666,000","1,781,729,000","1,646,041,000","1,602,011,000","1,642,398,000","1,566,217,000","1,445,703,000","1,410,037,000","1,343,660,000","1,388,023,000","1,286,910,000","1,217,428,000","1,158,616,000","1,203,983,000","1,114,449,000","1,052,967,000","988,460,000","985,694,000","898,217,000","884,768,000","853,491,000","889,538,000","847,635,000","864,236,000","911,850,000","886,962,000","830,656,000","736,389,000","706,786,000","732,516,000","668,545,000","646,433,000","619,804,000","637,068,000","601,082,000","575,641,000","542,981,000","534,335,000","504,710,000","477,542,000","446,422,000","448,900,000","393,248,000","381,382,000","366,843,000","363,611,000","338,447,000","310,993,000","309,254,000","300,362,000","285,461,000","280,315,000","269,734,000","258,536,000","244,422,000","244,141,000","229,653,000","229,205,000","231,400,000","218,500,000","214,500,000","226,900,000","215,700,000","199,900,000","190,000,000","187,600,000","178,000,000","173,400,000","110,700,000","108,100,000","103,400,000","99,500,000"
CostOfRevenue,"24,257,000,000","6,230,000,000","6,341,000,000","5,955,000,000","5,754,075,000","5,653,043,000","5,897,774,000","5,706,108,000","6,217,637,000","5,811,151,000","5,362,144,000","5,248,543,000","5,584,740,000","5,174,070,000","5,387,423,000","2,455,825,000","2,216,306,000","2,240,792,000","2,156,489,000","2,090,329,000","1,972,434,000","2,003,195,000","1,940,573,000","1,929,348,000","1,868,358,000","1,809,671,000","1,750,194,000","1,762,712,000","1,744,907,000","1,788,729,000","1,717,347,000","1,673,480,000","1,474,493,000","1,483,600,000","1,377,874,000","1,330,835,000","1,357,945,000","1,303,220,000","1,204,030,000","1,174,084,000","1,112,448,000","1,143,492,000","1,063,763,000","1,000,315,000","943,314,000","985,439,000","915,817,000","860,635,000","805,143,000","803,287,000","731,611,000","720,167,000","691,415,000","720,787,000","685,570,000","696,648,000","733,944,000","721,119,000","675,984,000","600,918,000","574,790,000","602,573,000","544,477,000","522,861,000","500,729,000","516,904,000","484,677,000","465,374,000","437,651,000","432,387,000","409,385,000","385,099,000","358,501,000","361,323,000","314,463,000","305,209,000","292,482,000","290,056,000","272,360,000","250,157,000","248,465,000","242,048,000","228,949,000","225,314,000","222,294,000","206,782,000","194,959,000","194,528,000","181,942,000","182,250,000","187,500,000","176,400,000","171,900,000","176,100,000","168,300,000","155,900,000","148,200,000","147,100,000","140,300,000","138,100,000","87,100,000","85,000,000","80,900,000","77,600,000"
GrossProfit,"4,133,000,000","1,012,000,000","1,075,000,000","1,042,000,000","1,015,343,000","966,799,000","990,359,000","966,499,000","1,471,760,000","856,530,000","775,460,000","771,042,000","822,346,000","788,550,000","761,783,000","412,331,000","375,942,000","408,087,000","371,522,000","367,216,000","368,599,000","366,361,000","344,945,000","349,016,000","345,463,000","322,433,000","297,518,000","313,937,000","316,406,000","325,914,000","299,199,000","318,996,000","290,173,000","298,129,000","268,167,000","271,176,000","284,453,000","262,997,000","241,673,000","235,953,000","231,212,000","244,531,000","223,147,000","217,113,000","215,302,000","218,544,000","198,632,000","192,332,000","183,317,000","182,407,000","166,606,000","164,601,000","162,076,000","168,751,000","162,065,000","167,588,000","177,906,000","165,843,000","154,672,000","135,471,000","131,996,000","129,943,000","124,068,000","123,572,000","119,075,000","120,164,000","116,405,000","110,267,000","105,330,000","101,948,000","95,325,000","92,443,000","87,921,000","87,577,000","78,785,000","76,173,000","74,361,000","73,555,000","66,087,000","60,836,000","60,789,000","58,314,000","56,512,000","55,001,000","47,440,000","51,754,000","49,463,000","49,613,000","47,711,000","46,955,000","43,900,000","42,100,000","42,600,000","50,800,000","47,400,000","44,000,000","41,800,000","40,500,000","37,700,000","35,300,000","23,600,000","23,100,000","22,500,000","21,900,000"
OperatingExpense,"3,796,000,000","969,000,000","944,000,000","932,000,000","958,695,000","866,463,000","866,880,000","900,962,000","1,240,852,000","774,376,000","750,845,000","775,414,000","776,945,000","737,681,000","751,922,000","363,165,000","321,565,000","325,779,000","320,076,000","312,109,000","304,212,000","297,469,000","298,674,000","295,677,000","282,219,000","256,417,000","253,830,000","257,224,000","251,317,000","256,942,000","249,448,000","260,048,000","238,871,000","235,514,000","219,322,000","223,150,000","228,362,000","209,140,000","202,693,000","197,758,000","188,414,000","195,856,000","185,760,000","185,713,000","179,655,000","179,638,000","166,890,000","162,676,000","157,053,000","148,565,000","139,001,000","137,409,000","133,478,000","138,327,000","136,197,000","142,543,000","154,029,000","141,018,000","135,100,000","111,266,000","108,211,000","104,818,000","102,633,000","100,432,000","96,667,000","97,460,000","96,199,000","95,658,000","86,027,000","82,832,000","78,749,000","74,738,000","71,124,000","72,064,000","65,620,000","63,164,000","65,065,000","62,060,000","55,244,000","50,881,000","50,277,000","47,591,000","47,271,000","45,088,000","38,401,000","41,451,000","43,307,000","42,607,000","41,803,000","42,489,000","47,500,000","42,500,000","42,700,000","40,000,000","36,900,000","34,500,000","33,100,000","30,500,000","29,500,000","29,100,000","18,500,000","17,700,000","18,000,000","17,700,000"
	SellingGeneralAndAdministration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"197,758,000","188,414,000","195,856,000","185,760,000","185,713,000",,,"166,890,000",,,,,,,,"136,212,000","142,543,000","154,029,000","141,018,000","135,100,000","111,266,000","108,211,000","104,818,000","101,739,000","100,281,000","96,517,000","97,318,000","96,057,000","95,513,000","85,857,000","82,655,000","78,577,000","74,597,000","70,960,000","71,388,000","65,386,000","62,932,000","63,483,000","61,930,000","55,178,000","50,843,000","50,231,000","47,535,000","47,239,000","45,024,000","43,988,000","41,182,000","41,373,000","40,782,000","39,937,000","40,561,000","45,600,000","40,600,000","39,800,000","36,900,000","35,400,000","32,800,000","31,400,000","29,100,000","27,900,000","27,700,000","17,400,000","16,700,000","16,900,000","16,500,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"138,000","151,000","150,000","142,000","142,000","145,000","170,000","177,000","172,000","141,000","164,000","676,000","234,000","232,000","229,000","130,000","66,000","38,000","46,000","56,000","32,000","64,000","-5,587,000","2,340,000","1,934,000","1,825,000","1,866,000","1,928,000","1,900,000","1,900,000","2,900,000","3,100,000","1,500,000","1,700,000","1,700,000","1,400,000","1,600,000","1,400,000","1,100,000","1,000,000","1,100,000","1,200,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"138,000","151,000","150,000","142,000","142,000","145,000","170,000","177,000","172,000","141,000","164,000","676,000","234,000","232,000","229,000","130,000","66,000","38,000","46,000","56,000","32,000","64,000","-5,587,000","2,340,000","1,934,000","1,825,000","1,866,000","1,928,000","1,900,000","1,900,000","2,900,000","3,100,000","1,500,000","1,700,000","1,700,000","1,400,000","1,600,000","1,400,000","1,100,000","1,000,000","1,100,000","1,200,000"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,071,000",,,,,,,,,,,,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"138,000","151,000","150,000","142,000","142,000","145,000","170,000","177,000","172,000","141,000","164,000","676,000","234,000","232,000","229,000","130,000","66,000","38,000","46,000","56,000","32,000","64,000","243,000","269,000",,,,,,,,,,,,,,,,,,
