name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
TotalRevenue,"3,840,400,000","964,300,000","1,133,900,000","805,100,000","936,900,000","1,262,300,000","1,064,800,000","757,900,000","607,100,000","524,500,000","466,200,000","228,100,000","223,400,000","316,700,000","262,800,000","112,100,000"
	OperatingRevenue,"3,840,400,000","964,300,000","1,133,900,000","805,100,000","936,900,000","1,262,300,000","1,064,800,000","757,900,000","624,500,000","518,400,000","458,200,000","224,800,000","219,400,000","312,700,000","258,600,000","109,600,000"
CostOfRevenue,"2,858,500,000","780,100,000","853,700,000","542,500,000","683,200,000","817,400,000","640,000,000","429,200,000","318,200,000","278,800,000","269,100,000","122,900,000","123,200,000","196,100,000","151,500,000","60,600,000"
GrossProfit,"981,800,000","184,200,000","280,200,000","262,700,000","253,600,000","444,900,000","424,800,000","328,700,000","288,700,000","245,800,000","197,100,000","105,100,000","100,100,000","120,600,000","111,300,000","51,500,000"
OperatingExpense,"2,422,100,000","547,100,000","698,300,000","622,300,000","555,400,000","458,600,000","366,000,000","259,800,000","198,800,000","304,200,000","258,700,000","155,900,000","149,500,000","161,900,000","167,300,000","107,100,000"
	SellingGeneralAndAdministration,"2,053,600,000","470,000,000","598,300,000","524,600,000","461,500,000","388,800,000","318,500,000","223,200,000","170,400,000","281,700,000","238,000,000","138,500,000","132,500,000","148,100,000","154,900,000","95,500,000"
		GeneralAndAdministrativeExpense,"963,400,000","242,300,000","248,700,000","240,300,000","232,100,000","180,600,000","141,100,000","108,600,000","86,200,000","126,900,000","77,500,000","60,900,000","54,600,000","47,000,000","55,400,000","50,000,000"
			OtherGandA,"963,400,000","242,300,000","248,700,000","240,300,000","232,100,000","180,600,000","141,100,000","108,600,000","86,200,000","126,900,000","77,500,000","60,900,000","54,600,000","47,000,000","55,400,000","50,000,000"
		SellingAndMarketingExpense,"1,090,200,000","227,700,000","349,600,000","284,300,000","229,400,000","208,200,000","177,400,000","114,600,000","84,200,000","154,800,000","160,500,000","77,600,000","77,900,000","101,100,000","99,500,000","45,500,000"
	ResearchAndDevelopment,"368,500,000","77,100,000","100,000,000","97,700,000","93,900,000","69,800,000","47,500,000","36,600,000","28,400,000","22,500,000","20,700,000","17,400,000","17,000,000","13,800,000","12,400,000","11,600,000"
OperatingIncome,"-1,440,300,000","-362,900,000","-418,100,000","-359,600,000","-301,800,000","-13,700,000","58,800,000","68,900,000","89,900,000","-58,400,000","-61,600,000","-50,800,000","-49,400,000","-41,300,000","-56,000,000","-55,600,000"
NetNonOperatingInterestIncomeExpense,"-33,300,000","-8,900,000","-8,500,000","-8,000,000","-7,900,000","-3,300,000","1,900,000","2,400,000","3,500,000","5,600,000","5,900,000","1,300,000","1,800,000","3,000,000","1,200,000","1,000,000"
