name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalAssets,"7,264,072,000","6,781,165,000","6,223,757,000","5,265,726,000","5,069,899,000","4,951,174,000","4,170,242,000","4,155,034,000","3,872,431,000","3,638,622,000","3,502,394,000","3,265,341,000","3,037,116,000","2,787,685,000","2,668,838,000","2,612,379,000","2,165,864,000","2,111,373,000","2,003,001,000","1,705,252,000","1,529,953,000","1,515,008,000","1,504,184,000","1,412,514,000","1,176,140,000","1,153,251,000","1,075,242,000","1,037,528,000","1,018,046,000","932,778,000","848,228,000","725,822,000","571,615,000","554,675,000","489,062,000","452,391,000","420,390,000","420,496,000"
	CurrentAssets,"146,081,000","132,194,000","135,403,000","136,946,000","186,885,000","241,536,000","335,942,000","360,394,000","155,572,000","128,943,000","242,383,000","216,955,000","316,288,000","208,698,000","211,041,000","187,656,000","53,755,000","41,271,000","31,962,000","31,640,000","40,517,000","36,081,000","75,026,000","60,151,000","18,411,000","16,068,000","15,563,000","32,802,000","68,338,000","30,679,000","80,144,000","29,917,000","26,452,000","36,158,000","23,900,000","39,717,000","73,915,000","72,930,000"
		CashCashEquivalentsAndShortTermInvestments,"48,844,000","43,987,000","60,154,000","64,219,000","123,933,000","176,293,000","243,619,000","254,373,000","112,432,000","78,857,000","197,508,000","172,209,000","276,575,000","180,601,000","183,904,000","162,704,000","15,625,000","6,620,000","12,918,000","13,118,000","11,676,000","15,525,000","55,263,000","29,177,000","6,402,000","5,201,000","5,083,000","9,988,000","47,541,000","8,606,000","60,541,000","9,272,000","6,344,000","8,997,000","4,399,000","24,951,000","47,446,000","43,499,000"
			CashAndCashEquivalents,"48,844,000","43,987,000","60,154,000","64,219,000","123,933,000","176,293,000","243,619,000","254,373,000","112,432,000","78,857,000","197,508,000","172,209,000","276,575,000","180,601,000","183,904,000","162,704,000","15,625,000","6,620,000","12,918,000","13,118,000","11,676,000","15,525,000","55,263,000","29,177,000","6,402,000","5,201,000","5,083,000","9,988,000","47,541,000","8,606,000","60,541,000","9,272,000","6,344,000","8,997,000","4,399,000","24,951,000","47,446,000","43,499,000"
		Receivables,"78,962,000","72,538,000","65,589,000","58,161,000","52,830,000","51,101,000","46,311,000","42,342,000","37,198,000","35,560,000","31,878,000","29,076,000","28,838,000","27,172,000","25,812,000","23,352,000","21,094,000","19,490,000","17,969,000","16,272,000","21,804,000","20,556,000","19,363,000","12,595,000","11,609,000","10,867,000","9,230,000","21,414,000","20,547,000","19,963,000","19,296,000","18,816,000","18,206,000","17,710,000","17,768,000","12,530,000","12,376,000","16,264,000"
			AccountsReceivable,"78,962,000","72,538,000","65,589,000","58,161,000","52,830,000","51,101,000","46,311,000","42,342,000","37,198,000","35,560,000","31,878,000","29,076,000","28,838,000","27,172,000","25,812,000","23,352,000","21,094,000","19,490,000","17,969,000","16,272,000","15,714,000","14,622,000","13,546,000","12,595,000","11,609,000","10,867,000","9,230,000","8,277,000","7,412,000","6,826,000","6,158,000","5,680,000","5,071,000","4,571,000","4,615,000","4,654,000","4,473,000","4,353,000"
				GrossAccountsReceivable,,,,,,,,,"37,198,000",,"31,878,000","29,076,000","28,838,000","29,192,000","27,652,000","25,102,000","23,055,000","21,195,000","20,191,000","18,538,000","17,902,000","17,438,000","13,546,000","12,595,000","11,609,000","10,867,000","9,230,000","8,277,000","7,412,000","6,826,000","6,158,000","5,680,000","5,071,000","4,571,000","4,615,000","4,654,000","4,473,000","4,353,000"
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,"-2,020,000","-1,840,000","-1,750,000","-1,961,000","-1,705,000","-2,222,000","-2,266,000","-2,188,000","-2,816,000",,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,"0","0","0","6,090,000","5,934,000","5,817,000",,"0","0","0","13,137,000","13,135,000","13,137,000","13,138,000","13,136,000","13,135,000","13,139,000","13,153,000","7,876,000","7,903,000","11,911,000"
		PrepaidAssets,"18,275,000","8,445,000","9,610,000","14,540,000","10,075,000","4,067,000","3,625,000","63,612,000","5,896,000","14,526,000","8,415,000","4,615,000","10,875,000","925,000","1,325,000","1,600,000","4,525,000","2,475,000","1,075,000","2,250,000","500,000",,"400,000","400,000","400,000","0","1,250,000","1,400,000","250,000","2,110,000","0","1,450,000","1,550,000","1,510,000","1,435,000","210,000","2,483,000","260,000"
		RestrictedCash,"0","11,000","50,000","26,000","47,000","1,230,000","42,387,000","67,000","46,000",,"0","11,055,000","0","0","0",,"4,211,000","250,000","0","0","6,537,000",,,"17,979,000",,,,,,"0","307,000","379,000","352,000","325,000","298,000","2,026,000","2,086,000","1,882,000"
		AssetsHeldForSaleCurrent,"0","7,213,000","0","0","0","8,845,000",,,,,"4,582,000",,"0","0","0",,"8,300,000","12,436,000",,,,,,,,,,,,"0","0","0","0","7,616,000","0","0","9,524,000","11,025,000"
	TotalNonCurrentAssets,"7,117,991,000","6,648,971,000","6,088,354,000","5,128,780,000","4,883,014,000","4,709,638,000","3,834,300,000","3,794,640,000","3,716,859,000","3,509,679,000","3,260,011,000","3,048,386,000","2,720,828,000","2,578,987,000","2,457,797,000","2,424,723,000","2,112,109,000","2,070,102,000","1,971,039,000","1,673,612,000","1,489,436,000","1,478,927,000","1,429,158,000","1,352,363,000","1,157,729,000","1,137,183,000","1,059,679,000","1,004,726,000","949,708,000","902,099,000","768,084,000","695,905,000","545,163,000","518,517,000","465,162,000","412,674,000","346,475,000","347,566,000"
