name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012
OperatingCashFlow,"-276,773,000","-137,787,000","-79,387,000","-38,765,000","-20,834,000","160,686,000","89,177,000","-33,091,000","87,269,000","58,803,000","62,225,000","-85,266,000","14,285,000","-33,178,000","-14,707,000","-6,346,000","15,254,000","-110,924,000","3,706,000","-4,511,000","-20,478,000","-47,184,000","-41,220,000","-32,498,000","-23,919,000","-10,546,000","-64,804,000","-22,510,000","3,566,000","-5,408,000","-43,629,000","-62,109,000","-26,078,000","-41,398,000","-30,207,363","-10,897,593","-8,391,524","-4,992,000","-2,097,694","-720,189"
	CashFlowFromContinuingOperatingActivities,"-276,773,000","-137,787,000","-79,387,000","-38,765,000","-20,834,000","160,686,000","89,177,000","-33,091,000","87,269,000","58,803,000","62,225,000","-85,266,000","14,285,000","-33,178,000","-14,707,000","-6,346,000","15,254,000","-110,924,000","3,706,000","-4,511,000","-20,478,000","-47,184,000","-41,220,000","-32,498,000","-23,919,000","-10,546,000","-64,804,000","-22,510,000","3,566,000","-5,408,000","-43,629,000","-62,109,000","-26,078,000","-41,398,000","-30,207,363","-10,897,593","-8,391,524","-4,992,000","-2,097,694","-720,189"
		NetIncomeFromContinuingOperations,"408,673,000","78,686,000","111,303,000","100,550,000","118,134,000","99,658,000","136,428,000","89,004,000","55,624,000","42,839,000","64,870,000","49,349,000","46,055,000","18,334,000","42,653,000","37,723,000","47,608,000","27,302,000","35,640,000","33,687,000","32,199,000","11,780,000","23,205,000","19,467,000","20,659,000","11,700,000","15,731,000","15,420,000","13,977,000","7,702,000","7,534,000","7,046,000","9,037,000","4,594,000","9,123,962","5,150,183","5,013,110","2,450,000","2,332,456","3,749,761"
		OperatingGainsLosses,,"-1,613,000","163,000","12,084,000",,,,,,,"37,000","0",,,"0","3,064,000","366,000","164,000",,,,,,,,,,,,,"0","4,000","0","10,000","-6,431,296","144,123","147,569","-132,000","31,474","-210,426"
			EarningsLossesFromEquityInvestments,,"-49,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-6,425,882","91,682","147,569","-132,000","31,474","-210,426"
		DepreciationAmortizationDepletion,"1,214,000","348,000","322,000","295,000","249,000","288,000","201,000","192,000","156,000","161,000","156,000","161,000","161,000","165,000","168,000","177,000","186,000","180,000","191,000","194,000","195,000","211,000","217,000","223,000","283,000","366,000","236,000","225,000","216,000","206,000","354,000","170,000","157,000","144,000","92,859","67,469","67,283","64,000","59,054","48,887"
			DepreciationAndAmortization,"1,214,000","348,000","322,000","295,000","249,000","288,000","201,000","192,000","156,000","161,000","156,000","161,000","161,000","165,000","168,000","177,000","186,000","180,000","191,000","194,000","195,000","211,000","217,000","223,000","283,000","366,000","236,000","225,000","216,000","206,000","354,000","170,000","157,000","144,000","92,859","67,469","67,283","64,000","59,054","48,887"
		DeferredTax,"416,000","3,264,000","1,415,000","-1,516,000","-2,747,000","3,636,000","-1,533,000","-1,766,000","-1,386,000","2,320,000","-1,833,000","-773,000","-875,000","1,650,000","1,060,000","-1,689,000","-1,027,000","932,000","261,000","-1,722,000","-1,608,000","977,000","-1,610,000","-619,000","-727,000","394,000","1,224,000","-503,000","-924,000","245,000","180,000","-20,000","-61,000","-98,000",,,,"0",,
			DeferredIncomeTax,"416,000","3,264,000","1,415,000","-1,516,000","-2,747,000","3,636,000","-1,533,000","-1,766,000","-1,386,000","2,320,000","-1,833,000","-773,000","-875,000","1,650,000","1,060,000","-1,689,000","-1,027,000","932,000","261,000","-1,722,000","-1,608,000","977,000","-1,610,000","-619,000","-727,000","394,000","1,224,000","-503,000","-924,000","245,000","180,000","-20,000","-61,000","-98,000",,,,"0",,
		StockBasedCompensation,"13,743,000","3,570,000","3,426,000","3,352,000","3,395,000","3,422,000","5,125,000","3,926,000","2,613,000","1,853,000","2,358,000","1,759,000","1,639,000","1,783,000","1,765,000","1,402,000","1,419,000","1,351,000","1,511,000","1,097,000","350,000","1,230,000","1,036,000","835,000","711,000","814,000","635,000","973,000","336,000","335,000","235,000","247,000","255,000","125,000",,,,"0",,
