name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003
TotalRevenue,"51,558,098,000","15,269,791,000","15,469,977,000","15,611,265,000","5,207,064,000","5,856,825,000","4,939,014,000","7,413,945,000","6,464,782,000","5,532,639,000","5,264,197,000","6,581,293,000","6,203,658,000","5,722,888,000","5,249,453,000","5,622,201,000","4,906,610,000","4,972,583,000","4,552,370,000","5,311,877,000","4,276,686,000","3,936,268,000","3,520,869,000","3,886,902,000","3,669,814,000","3,379,499,000","3,125,622,000","3,549,617,000","3,332,537,000","3,253,785,000","3,202,458,000","3,823,869,000","3,535,202,000","3,453,535,000","3,026,984,000","3,059,051,000","2,733,913,000","2,591,361,000","2,460,839,000","2,765,066,000","2,576,948,000","2,482,799,000","2,460,694,000","2,840,971,000","2,572,133,000","2,495,802,000","2,500,934,000","2,468,225,000","2,177,066,000","2,032,812,000","1,936,038,000","2,171,089,000","2,007,163,000","1,812,053,000","1,728,892,000","2,095,895,000","2,045,689,000","1,878,072,000","1,748,574,000","1,970,676,000","1,760,360,000","1,684,808,000","1,588,276,000","1,740,874,000","1,592,204,000","1,511,701,000","1,501,735,000","1,593,088,000","1,391,590,000","1,346,328,000","1,349,425,000","1,478,598,000","1,340,181,000","1,273,061,000","1,222,151,000","1,252,947,000","1,035,265,000","919,014,000","919,014,000"
	OperatingRevenue,"51,558,098,000","15,269,791,000","15,469,977,000","15,611,265,000","5,207,064,000","5,856,825,000","4,939,014,000","7,413,945,000","6,464,782,000","5,532,639,000","5,264,197,000","6,581,293,000","6,203,658,000","5,722,888,000","5,249,453,000","5,622,201,000","4,906,610,000","4,972,583,000","4,552,370,000","5,311,877,000","4,276,686,000","3,936,268,000","3,520,869,000","3,886,902,000","3,669,814,000","3,379,499,000","3,125,622,000","3,549,617,000","3,332,537,000","3,253,785,000","3,202,458,000","3,823,869,000","3,535,202,000","3,453,535,000","3,026,984,000","3,059,051,000","2,733,913,000","2,591,361,000","2,460,839,000","2,765,066,000","2,576,948,000","2,482,799,000","2,460,694,000","2,840,971,000","2,572,133,000","2,495,802,000","2,500,934,000","2,468,225,000","2,177,066,000","2,032,812,000","1,936,038,000","2,171,089,000","2,007,163,000","1,812,053,000","1,728,892,000","2,095,895,000","2,045,689,000","1,878,072,000","1,748,574,000","1,970,676,000","1,760,360,000","1,684,808,000","1,588,276,000","1,737,874,000","1,592,204,000","1,511,701,000","1,501,735,000","1,593,088,000","1,391,590,000","1,346,328,000","1,349,425,000","1,478,598,000","1,340,181,000","1,273,061,000","1,222,151,000","1,252,947,000","1,035,265,000","919,014,000","919,014,000"
CostOfRevenue,"48,377,856,000","14,314,002,000","14,501,316,000","14,668,096,000","4,894,442,000","5,527,650,000","4,634,447,000","6,590,589,000","5,756,690,000","4,914,826,000","4,565,854,000","5,786,753,000","5,477,669,000","5,024,420,000","4,570,532,000","4,970,717,000","4,473,440,000","4,543,489,000","4,138,419,000","4,849,909,000","3,901,742,000","3,564,023,000","3,179,086,000","3,508,116,000","3,343,857,000","3,085,469,000","2,841,430,000","3,236,881,000","3,041,759,000","2,953,726,000","2,914,240,000","3,510,247,000","3,235,480,000","3,174,521,000","2,820,338,000","2,879,238,000","2,569,633,000","2,436,571,000","2,304,752,000","2,585,966,000","2,425,019,000","2,326,363,000","2,291,422,000","2,653,130,000","2,418,380,000","2,350,694,000","2,357,138,000","2,327,306,000","2,052,197,000","1,916,145,000","1,826,877,000","2,071,369,000","1,896,028,000","1,705,675,000","1,623,095,000","1,973,530,000","1,932,790,000","1,777,267,000","1,652,724,000","1,865,189,000","1,669,134,000","1,600,563,000","1,513,852,000","1,658,591,000","1,519,486,000","1,443,353,000","1,436,725,000","1,526,198,000","1,332,612,000","1,289,772,000","1,290,402,000","1,415,006,000","1,285,481,000","1,219,337,000","1,169,189,000","1,197,078,000",,,
GrossProfit,"3,180,242,000","955,789,000","968,661,000","943,169,000","312,622,000","329,175,000","304,567,000","823,355,000","708,092,000","617,812,000","698,345,000","794,538,000","725,990,000","698,468,000","678,921,000","651,484,000","433,170,000","429,094,000","413,951,000","461,968,000","374,944,000","372,245,000","341,783,000","378,786,000","325,957,000","294,030,000","284,192,000","312,736,000","290,778,000","300,059,000","288,218,000","313,622,000","299,722,000","279,014,000","206,646,000","179,813,000","164,280,000","154,790,000","156,087,000","179,100,000","151,929,000","156,436,000","169,272,000","187,841,000","153,753,000","145,108,000","143,796,000","140,919,000","124,869,000","116,667,000","109,161,000","99,720,000","111,135,000","106,378,000","105,797,000","122,365,000","112,899,000","100,805,000","95,850,000","105,487,000","91,226,000","84,245,000","74,424,000","82,283,000","72,718,000","68,348,000","65,010,000","66,890,000","58,978,000","56,556,000","59,023,000","63,592,000","54,700,000","53,724,000","52,962,000","55,869,000",,,
OperatingExpense,"2,133,497,000","670,574,000","652,851,000","645,655,000","164,418,000","181,274,000","162,820,000","502,768,000","498,956,000","506,088,000","509,690,000","526,250,000","517,135,000","523,813,000","516,958,000","453,215,000","316,274,000","305,156,000","302,019,000","302,108,000","252,728,000","247,115,000","240,024,000","248,144,000","227,935,000","218,724,000","208,566,000","207,771,000","209,499,000","210,698,000","209,271,000","213,950,000","220,920,000","210,931,000","144,696,000","110,388,000","100,781,000","102,826,000","100,147,000","104,448,000","94,878,000","97,115,000","105,284,000","103,144,000","87,235,000","90,948,000","92,214,000","76,310,000","72,715,000","73,233,000","70,208,000","55,748,000","71,856,000","74,680,000","71,097,000","74,474,000","73,394,000","69,133,000","63,070,000","71,361,000","63,960,000","58,433,000","49,481,000","51,197,000","49,205,000","45,952,000","42,763,000","42,501,000","39,249,000","38,159,000","41,695,000","40,076,000","35,710,000","34,856,000","35,356,000",,,,
	SellingGeneralAndAdministration,"2,133,497,000","670,574,000","652,851,000","645,655,000","164,418,000","181,274,000","162,820,000","502,768,000","498,956,000","506,088,000","509,690,000","526,250,000","517,135,000","523,813,000","516,958,000","453,215,000","316,274,000","305,156,000","302,019,000","302,108,000","252,728,000","247,115,000","240,024,000","248,144,000","227,935,000","218,724,000","208,566,000","207,771,000","209,499,000","210,698,000","209,271,000","213,950,000","220,920,000","210,931,000","144,696,000","110,388,000","100,781,000","102,826,000","100,147,000","104,448,000","94,878,000","97,115,000","105,284,000","103,144,000","87,235,000","90,948,000","92,214,000","76,310,000","72,715,000","73,233,000","70,208,000","55,748,000","71,856,000","74,680,000","71,097,000","74,474,000","73,394,000","69,133,000","63,070,000","71,361,000","63,960,000","58,433,000","49,481,000","51,197,000","49,205,000","45,952,000","42,763,000","42,501,000","39,249,000","38,159,000","41,695,000","40,076,000","35,710,000","34,856,000","35,356,000",,,,
OperatingIncome,"1,046,745,000","285,215,000","315,810,000","297,514,000","148,204,000","147,901,000","141,747,000","320,587,000","209,136,000","111,724,000","188,655,000","268,288,000","208,855,000","174,655,000","161,963,000","198,269,000","116,896,000","123,938,000","111,932,000","159,860,000","122,216,000","125,130,000","101,759,000","130,642,000","98,022,000","75,306,000","75,626,000","104,965,000","81,279,000","89,361,000","78,947,000","99,672,000","78,802,000","68,083,000","61,950,000","69,425,000","63,499,000","51,964,000","55,940,000","74,652,000","57,051,000","59,321,000","63,988,000","84,697,000","66,518,000","54,160,000","51,582,000","64,609,000","52,154,000","43,434,000","38,953,000","43,972,000","39,279,000","31,698,000","34,700,000","47,891,000","39,505,000","31,672,000","32,780,000","34,126,000","27,266,000","25,812,000","24,943,000","31,086,000","23,513,000","22,396,000","22,247,000","24,389,000","19,729,000","18,397,000","17,328,000","23,516,000","18,990,000","18,868,000","17,606,000","-73,981,000","1,035,265,000","919,014,000","919,014,000"
NetNonOperatingInterestIncomeExpense,"-202,745,000","-47,968,000","-42,343,000","-86,069,000","-26,365,000","-22,563,000","-22,838,000","-28,290,000","-28,749,000","-33,921,000","-36,376,000","-38,726,000","-42,945,000","-43,144,000","-41,606,000","-30,791,000","-20,058,000","-16,375,000","-17,451,000","-18,459,000","-9,754,000","-8,962,000","-8,182,000","-8,748,000","-7,517,000","-6,512,000","-6,216,000","-7,246,000","-6,794,000","-5,815,000","-6,441,000","-6,927,000","-7,602,000","-6,160,000","-4,498,000","-3,776,000","-2,983,000","-4,863,000","-5,493,000","-5,567,000","-5,809,000","-5,519,000","-6,035,000","-6,595,000","-6,472,000","-6,269,000","-6,169,000","-4,984,000","-4,585,000","-3,736,000","-3,809,000","-3,822,000","-3,095,000","-3,083,000","-3,983,000",,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,180,000","1,524,000",,,"876,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"202,745,000","47,968,000","42,343,000","86,069,000","26,365,000","22,563,000","22,838,000","28,290,000","28,749,000","33,921,000","36,376,000","38,726,000","42,945,000","43,144,000","41,606,000","30,791,000","20,058,000","16,375,000","17,451,000","18,459,000","9,754,000","8,962,000","8,182,000","8,748,000","7,517,000","6,512,000","6,216,000","7,246,000","6,794,000","5,815,000","6,441,000","6,927,000","7,602,000","6,160,000","4,498,000","3,776,000","2,983,000","4,863,000","5,493,000","5,567,000","6,989,000","7,043,000",,"6,595,000","7,348,000",,"6,169,000","4,984,000","4,585,000","3,736,000","3,809,000","3,822,000","3,095,000","3,083,000",,,,,,,,,,,,,,,,,,,,,,,,,
