name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
TotalRevenue,"30,990,000,000","7,798,000,000","7,639,000,000","7,890,000,000","7,663,000,000","6,295,000,000","6,138,000,000","5,848,000,000","4,560,000,000","6,339,000,000","6,934,000,000","6,531,000,000","6,443,000,000","6,031,000,000","6,041,204,000","6,152,784,000","6,158,491,000","5,822,521,000","5,995,888,000","6,204,194,000","6,158,654,000","5,788,425,000","5,677,938,000","5,840,963,000","5,806,758,000","5,593,149,000","5,935,281,000","5,796,066,000","5,842,547,000","5,553,638,000","5,753,732,000"
	OperatingRevenue,"30,990,000,000","7,798,000,000","7,639,000,000","7,890,000,000","7,663,000,000","6,295,000,000","6,138,000,000","5,848,000,000","4,560,000,000","6,339,000,000","6,934,000,000","6,531,000,000","6,443,000,000","6,031,000,000","6,041,204,000","6,152,784,000","6,158,491,000","5,822,521,000","5,995,888,000","6,204,194,000","6,158,654,000","5,788,425,000","5,677,938,000","5,840,963,000","5,806,758,000","5,593,149,000","5,935,281,000","5,796,066,000","5,842,547,000","5,553,638,000","5,753,732,000"
CostOfRevenue,"26,143,000,000","6,603,000,000","6,397,000,000","6,649,000,000","6,494,000,000","5,292,000,000","5,130,000,000","4,874,000,000","3,889,000,000","5,273,000,000","5,697,000,000","5,375,000,000","5,301,000,000","4,979,000,000","4,949,319,000","5,044,449,000","5,044,638,000","4,830,594,000","4,922,264,000","5,105,632,000","5,104,605,000","4,797,117,000","4,651,008,000","4,808,426,000","4,772,721,000","4,633,381,000","4,856,886,000","4,782,971,000","4,849,862,000","4,624,574,000","4,775,786,000"
GrossProfit,"4,847,000,000","1,195,000,000","1,242,000,000","1,241,000,000","1,169,000,000","1,003,000,000","1,008,000,000","974,000,000","671,000,000","1,066,000,000","1,237,000,000","1,156,000,000","1,142,000,000","1,052,000,000","1,091,885,000","1,108,335,000","1,113,853,000","991,927,000","1,073,624,000","1,098,562,000","1,054,049,000","991,308,000","1,026,930,000","1,032,537,000","1,034,037,000","959,768,000","1,078,395,000","1,013,095,000","992,685,000","929,064,000","977,946,000"
OperatingExpense,"4,409,000,000","1,161,000,000","1,105,000,000","1,099,000,000","1,044,000,000","972,000,000","978,000,000","873,000,000","714,000,000","1,192,000,000","1,051,000,000","968,000,000","948,000,000","921,000,000","920,751,000","929,487,000","908,881,000","887,881,000","895,777,000","907,830,000","927,771,000","912,911,000","896,647,000","902,784,000","922,240,000","864,314,000","935,102,000","910,740,000","919,287,000","885,575,000","864,237,000"
	SellingGeneralAndAdministration,"4,409,000,000","1,161,000,000","1,105,000,000","1,099,000,000","1,044,000,000","972,000,000","978,000,000","873,000,000","714,000,000","1,192,000,000","1,051,000,000","968,000,000","948,000,000","921,000,000","920,751,000","929,487,000","908,881,000","887,881,000","895,777,000","907,830,000","927,771,000","912,911,000","896,647,000","902,784,000","922,240,000","864,314,000","935,102,000","910,740,000","919,287,000","885,575,000","864,237,000"
OperatingIncome,"438,000,000","34,000,000","137,000,000","142,000,000","125,000,000","31,000,000","30,000,000","101,000,000","-43,000,000","-126,000,000","186,000,000","188,000,000","194,000,000","131,000,000","171,134,000","178,848,000","204,972,000","104,046,000","177,847,000","190,732,000","126,278,000","78,397,000","130,283,000","129,753,000","111,797,000","95,454,000","143,293,000","102,355,000","73,398,000","43,489,000","113,709,000"
NetNonOperatingInterestIncomeExpense,"-214,000,000","-55,000,000","-55,000,000","-50,000,000","-54,000,000","-54,000,000","-60,000,000","-63,000,000","-63,000,000","-52,000,000","-57,000,000","-43,000,000","-42,000,000","-42,000,000","-42,312,000","-41,843,000","-48,001,000","-42,844,000","-43,483,000","-43,211,000","-41,003,000","-41,886,000","-39,321,000","-48,956,000","-70,245,000","-70,559,000","-74,354,000","-69,927,000","-69,981,000","-70,913,000","-70,966,000"
	InterestExpenseNonOperating,"214,000,000","55,000,000","55,000,000","50,000,000","54,000,000","54,000,000","60,000,000","63,000,000","63,000,000","52,000,000","57,000,000","43,000,000","42,000,000","42,000,000","42,312,000","41,843,000","48,001,000","42,844,000","43,483,000","43,211,000","41,003,000","41,886,000","39,321,000","48,956,000","70,245,000","70,559,000","74,354,000","69,927,000","69,981,000","70,913,000","70,966,000"
	TotalOtherFinanceCost,,,,,,,,,,,"57,000,000","43,000,000","42,000,000","42,000,000","42,312,000","41,843,000","48,001,000","42,844,000","43,483,000","43,211,000","41,003,000","41,886,000","39,321,000","48,956,000","70,245,000","70,559,000","74,354,000","69,927,000","69,981,000","70,913,000","70,966,000"
OtherIncomeExpense,"17,000,000","6,000,000","7,000,000","-1,000,000","5,000,000","-19,000,000","5,000,000","-17,000,000","-12,000,000","6,000,000","-7,000,000","-1,000,000","2,000,000","2,000,000","3,358,000","3,532,000","3,532,000","1,578,000","3,850,000","-702,000","-704,000","-1,873,000","-14,666,000","-26,145,000","-55,509,000","-10,777,000","-91,010,000","-29,104,000","236,061,000","-1,154,000",
	SpecialIncomeCharges,"-8,000,000","0","0","-7,000,000","-1,000,000","-26,000,000","0","-23,000,000","-16,000,000",,"0","0","0","0","-195,000","360,000","387,000","-1,552,000","3,850,000","-702,000","-704,000","-1,873,000","-14,666,000","-26,145,000","-55,509,000","-10,777,000","-91,010,000","-29,104,000","236,061,000","-1,154,000","-80,000"
		RestructuringAndMergernAcquisition,"1,000,000","0","-7,000,000","7,000,000","1,000,000","3,000,000","-9,000,000","23,000,000","16,000,000",,"0","0","0","0","195,000","-360,000","-387,000","1,552,000","-3,850,000","702,000","704,000","1,873,000","14,666,000","14,662,000","13,360,000","10,777,000","91,010,000","29,104,000","-236,061,000","1,154,000","80,000"
		OtherSpecialCharges,,,"0",,,"23,000,000",,,,,,,,,,,,,,,,,"0","11,483,000","42,149,000",,,,,,
	OtherNonOperatingIncomeExpenses,"25,000,000","6,000,000","7,000,000","6,000,000","6,000,000","7,000,000","5,000,000","6,000,000","4,000,000","6,000,000","-7,000,000","-1,000,000","2,000,000","2,000,000","3,553,000","3,172,000","3,145,000","3,130,000",,,,,,,,,,,,,
PretaxIncome,"241,000,000","-15,000,000","89,000,000","91,000,000","76,000,000","-42,000,000","-25,000,000","21,000,000","-118,000,000","-172,000,000","122,000,000","144,000,000","154,000,000","91,000,000","132,180,000","140,537,000","160,503,000","62,780,000","138,214,000","146,819,000","84,571,000","34,638,000","76,296,000","54,652,000","-13,957,000","14,118,000","-22,071,000","3,324,000","239,478,000","-28,578,000","42,663,000"
TaxProvision,"60,000,000","-8,000,000","20,000,000","27,000,000","21,000,000","-18,000,000","-15,000,000","13,000,000","-26,000,000","-40,000,000","29,000,000","39,000,000","38,000,000","20,000,000","32,316,000","26,251,000","34,970,000","-4,537,000","-118,255,000","51,268,000","19,113,000","7,822,000","-568,000","-78,359,000","-565,000","807,000","-12,126,000","-2,063,000","74,517,000","-35,693,000","-5,183,000"
NetIncomeCommonStockholders,"144,000,000","-16,000,000","59,000,000","55,000,000","46,000,000","-39,000,000","-23,000,000","-2,000,000","-97,000,000","-132,000,000","92,000,000","106,000,000","116,000,000","71,000,000","99,864,000","114,286,000","125,533,000","67,317,000","256,469,000","95,551,000","65,458,000","26,816,000","76,864,000","133,011,000","-13,392,000","13,311,000","-9,945,000","5,387,000","164,961,000","7,115,000","47,846,000"
	NetIncome,"181,000,000","-7,000,000","69,000,000","64,000,000","55,000,000","-24,000,000","-10,000,000","8,000,000","-92,000,000","-132,000,000","92,000,000","106,000,000","116,000,000","71,000,000","99,864,000","114,286,000","125,533,000","67,317,000","256,469,000","95,551,000","65,458,000","26,816,000","76,864,000","133,011,000","-13,392,000","13,311,000","-9,945,000","5,387,000","164,961,000","7,115,000","47,846,000"
		NetIncomeIncludingNoncontrollingInterests,"181,000,000","-7,000,000","69,000,000","64,000,000","55,000,000","-24,000,000","-10,000,000","8,000,000","-92,000,000","-132,000,000","92,000,000","106,000,000","116,000,000","71,000,000","99,864,000","114,286,000","125,533,000","67,317,000","256,469,000","95,551,000","65,458,000","26,816,000","76,864,000","133,011,000","-13,392,000","13,311,000","-9,945,000","5,387,000","164,961,000","7,115,000","47,846,000"
			NetIncomeContinuousOperations,"181,000,000","-7,000,000","69,000,000","64,000,000","55,000,000","-24,000,000","-10,000,000","8,000,000","-92,000,000","-132,000,000","93,000,000","105,000,000","116,000,000","71,000,000","99,864,000","114,286,000","125,533,000","67,317,000","256,469,000","95,551,000","65,458,000","26,816,000","76,864,000","133,011,000","-13,392,000","13,311,000","-9,945,000","5,387,000","164,961,000","7,115,000","47,846,000"
			NetIncomeDiscontinuousOperations,,,,,,,,"0",,,"-1,000,000","1,000,000",,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,"37,000,000","9,000,000","10,000,000","9,000,000","9,000,000","15,000,000","13,000,000","10,000,000","5,000,000",,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"144,000,000","-16,000,000","59,000,000","55,000,000","46,000,000","-39,000,000","-23,000,000","-2,000,000","-97,000,000","-132,000,000","92,000,000","106,000,000","116,000,000","71,000,000","99,864,000","114,286,000","125,533,000","67,317,000","256,469,000","95,551,000","65,458,000","26,816,000","76,864,000","133,011,000","-13,392,000","13,311,000","-9,945,000","5,387,000","164,961,000","7,115,000","47,846,000"
BasicEPS,,"-0.07","0.26","0.25","0.21","-0.18",,"-0.01","-0.44","-0.6","0.42","0.49","0.53","0.33","0.46","0.53","0.58","0.31","1.16","0.43","0.29","0.12","0.35","0.6","-0.07","0.062",,"0.028","0.863","0.037",
DilutedEPS,,"-0.07","0.26","0.24","0.2","-0.18",,"-0.01","-0.44","-0.6","0.42","0.48","0.53","0.32","0.46","0.52","0.58","0.31","1.15","0.42","0.29","0.12","0.34","0.59","-0.07","0.062",,"0.028","0.856","0.037",
BasicAverageShares,,"223,000,000","222,583,630","222,000,000","221,846,967","220,713,683",,"220,155,366","220,000,000","219,000,000","218,803,641","218,000,000","218,000,000","217,000,000","216,916,869","216,623,903","215,827,074","215,080,238","221,606,591","223,807,520","222,754,030","221,364,013","220,711,716","220,608,821","190,077,211","213,640,934",,"191,248,181","191,248,181","191,248,181",
DilutedAverageShares,,"223,000,000","225,709,620","225,000,000","225,206,584","220,713,683",,"220,155,366","220,000,000","219,000,000","220,344,293","220,000,000","219,000,000","219,000,000","218,212,582","218,107,064","217,770,313","217,212,222","223,678,006","225,862,274","226,791,449","226,323,410","225,522,264","225,054,051","190,077,211","213,640,934",,"192,748,285","192,748,285","192,748,285",
TotalOperatingIncomeAsReported,"430,000,000","34,000,000","137,000,000","135,000,000","124,000,000","28,000,000","30,000,000","78,000,000","-59,000,000","-126,000,000","186,000,000","188,000,000","194,000,000","131,000,000","170,939,000","179,208,000","205,359,000","102,494,000","181,697,000","190,030,000","125,574,000","76,524,000","115,617,000","115,091,000","98,437,000","84,677,000","52,283,000","73,251,000","21,959,000","42,335,000","113,629,000"
TotalExpenses,"30,552,000,000","7,764,000,000","7,502,000,000","7,748,000,000","7,538,000,000","6,264,000,000","6,108,000,000","5,747,000,000","4,603,000,000","6,465,000,000","6,748,000,000","6,343,000,000","6,249,000,000","5,900,000,000","5,870,070,000","5,973,936,000","5,953,519,000","5,718,475,000","5,818,041,000","6,013,462,000","6,032,376,000","5,710,028,000","5,547,655,000","5,711,210,000","5,694,961,000","5,497,695,000","5,791,988,000","5,693,711,000","5,769,149,000","5,510,149,000","5,640,023,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"181,000,000","-7,000,000","69,000,000","64,000,000","55,000,000","-24,000,000","-10,000,000","8,000,000","-92,000,000","-132,000,000","92,000,000","106,000,000","116,000,000","71,000,000","99,864,000","114,286,000","125,533,000","67,317,000","256,469,000","95,551,000","65,458,000","26,816,000","76,864,000","133,011,000","-13,392,000","13,311,000","-9,945,000","5,387,000","164,961,000","7,115,000","47,846,000"
NormalizedIncome,"187,008,298.755","-7,000,000","69,000,000","68,900,000","55,720,000","-5,020,000","-10,000,000","24,790,000","-79,520,000","-132,000,000","93,000,000","105,000,000","116,000,000","71,000,000","100,011,325.465","113,994,400","125,231,140","68,760,360","254,159,000","96,007,300","66,000,080","28,258,210","85,663,600","148,698,000","39,896,640","23,441,380","44,661,000","22,849,400","2,078,910","7,807,400","47,898,000"
InterestExpense,"214,000,000","55,000,000","55,000,000","50,000,000","54,000,000","54,000,000","60,000,000","63,000,000","63,000,000","52,000,000","57,000,000","43,000,000","42,000,000","42,000,000","42,312,000","41,843,000","48,001,000","42,844,000","43,483,000","43,211,000","41,003,000","41,886,000","39,321,000","48,956,000","70,245,000","70,559,000","74,354,000","69,927,000","69,981,000","70,913,000","70,966,000"
NetInterestIncome,"-214,000,000","-55,000,000","-55,000,000","-50,000,000","-54,000,000","-54,000,000","-60,000,000","-63,000,000","-63,000,000","-52,000,000","-57,000,000","-43,000,000","-42,000,000","-42,000,000","-42,312,000","-41,843,000","-48,001,000","-42,844,000","-43,483,000","-43,211,000","-41,003,000","-41,886,000","-39,321,000","-48,956,000","-70,245,000","-70,559,000","-74,354,000","-69,927,000","-69,981,000","-70,913,000","-70,966,000"
EBIT,"455,000,000","40,000,000","144,000,000","141,000,000","130,000,000","12,000,000","35,000,000","84,000,000","-55,000,000","-120,000,000","179,000,000","187,000,000","196,000,000","133,000,000","174,492,000","182,380,000","208,504,000","105,624,000","181,697,000","190,030,000","125,574,000","76,524,000","115,617,000","103,608,000","56,288,000","84,677,000","52,283,000","73,251,000","309,459,000","42,335,000","113,629,000"
EBITDA,"821,000,000"
ReconciledCostOfRevenue,"26,143,000,000","6,603,000,000","6,397,000,000","6,649,000,000","6,494,000,000","5,292,000,000","5,130,000,000","4,874,000,000","3,889,000,000","5,273,000,000","5,697,000,000","5,375,000,000","5,301,000,000","4,979,000,000","4,949,319,000","5,044,449,000","5,044,638,000","4,830,594,000","4,922,264,000","5,105,632,000","5,104,605,000","4,797,117,000","4,651,008,000","4,808,426,000","4,772,721,000","4,633,381,000","4,856,886,000","4,782,971,000","4,849,862,000","4,624,574,000","4,775,786,000"
ReconciledDepreciation,"366,000,000","89,000,000","92,000,000","91,000,000","94,000,000","101,000,000","106,000,000","109,000,000","106,000,000","101,000,000","102,000,000","87,000,000","92,000,000","81,000,000","89,551,000","85,029,000","84,017,000","81,403,000","83,192,000","80,893,000","106,034,000","107,758,000","107,386,000","106,038,000","105,139,000","102,808,000","100,546,000","101,469,000","97,783,000","99,449,000","101,491,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"181,000,000","-7,000,000","69,000,000","64,000,000","55,000,000","-24,000,000","-10,000,000","8,000,000","-92,000,000","-132,000,000","93,000,000","105,000,000","116,000,000","71,000,000","99,864,000","114,286,000","125,533,000","67,317,000","256,469,000","95,551,000","65,458,000","26,816,000","76,864,000","133,011,000","-13,392,000","13,311,000","-9,945,000","5,387,000","164,961,000","7,115,000","47,846,000"
TotalUnusualItemsExcludingGoodwill,"-8,000,000","0","0","-7,000,000","-1,000,000","-26,000,000","0","-23,000,000","-16,000,000",,"0","0","0","0","-195,000","360,000","387,000","-1,552,000","3,850,000","-702,000","-704,000","-1,873,000","-14,666,000","-26,145,000","-55,509,000","-10,777,000","-91,010,000","-29,104,000","236,061,000","-1,154,000","-80,000"
TotalUnusualItems,"-8,000,000","0","0","-7,000,000","-1,000,000","-26,000,000","0","-23,000,000","-16,000,000",,"0","0","0","0","-195,000","360,000","387,000","-1,552,000","3,850,000","-702,000","-704,000","-1,873,000","-14,666,000","-26,145,000","-55,509,000","-10,777,000","-91,010,000","-29,104,000","236,061,000","-1,154,000","-80,000"
NormalizedEBITDA,"829,000,000","129,000,000","236,000,000","239,000,000","225,000,000","139,000,000","141,000,000","216,000,000","67,000,000","-19,000,000","281,000,000","274,000,000","288,000,000","214,000,000","264,238,000","267,049,000","292,134,000","188,579,000","261,039,000","271,625,000","232,312,000","186,155,000","237,669,000","235,791,000","216,936,000","198,262,000","243,839,000","203,824,000","171,181,000","142,938,000","215,200,000"
TaxRateForCalcs,"0.249","0.4","0.225","0.3","0.28","0.27","0.27","0.27","0.22","0.23","0.238","0.27","0.25","0.22","0.244","0.19","0.22","0.07","0.4","0.35","0.23","0.23","0.4","0.4","0.04","0.06","0.4","0.4","0.31","0.4","0.35"
TaxEffectOfUnusualItems,"-1,991,701.245","0","0","-2,100,000","-280,000","-7,020,000","0","-6,210,000","-3,520,000","0","0","0","0","0","-47,674.535","68,400","85,140","-108,640","1,540,000","-245,700","-161,920","-430,790","-5,866,400","-10,458,000","-2,220,360","-646,620","-36,404,000","-11,641,600","73,178,910","-461,600","-28,000"
