name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
OperatingCashFlow,"149,447,000","21,632,000","68,589,000","30,589,000","28,637,000","-1,226,000","11,973,000","-2,542,000","-16,263,000","-5,233,000","22,175,000","4,275,000","8,985,000","-3,452,000","-134,000","-1,462,000","-11,326,000","-9,764,000","12,322,000","-3,592,000","9,924,000","2,881,000","11,309,000","15,561,000","22,582,000","10,668,000","55,671,000","-7,441,000","6,190,000","22,436,000","1,393,000","4,704,000","2,357,000","-1,809,000","12,301,000","-1,402,000","12,436,000","-2,243,000","10,075,000"
	CashFlowFromContinuingOperatingActivities,"149,447,000","21,632,000","68,589,000","30,589,000","28,637,000","-1,226,000","11,973,000","-2,542,000","-16,263,000","-5,233,000","22,175,000","4,275,000","8,985,000","-3,452,000","-134,000","-1,462,000","-11,326,000","-9,764,000","12,322,000","-3,592,000","9,924,000","2,881,000","11,309,000","15,561,000","22,582,000","10,668,000","55,671,000","-7,441,000","6,190,000","22,436,000","1,393,000","4,704,000","2,357,000","-1,809,000","12,301,000","-1,402,000","12,436,000","-2,243,000","10,075,000"
		NetIncomeFromContinuingOperations,"-31,651,000","-44,593,000","453,000","-24,319,000","36,808,000","-12,877,000","5,886,000","-10,515,000","-39,128,000","-9,675,000","1,523,000","-6,174,000","-8,281,000","-12,546,000","-2,230,000","-13,792,000","-17,984,000","-27,816,000","-23,817,000","-103,571,000","-11,555,000","-15,840,000","-21,190,000","3,530,000","-2,677,000","2,284,000","20,405,000","-3,009,000","-11,943,000","-5,031,000","1,429,000","-4,622,000","-9,366,000","-6,114,000","-37,000","-4,945,000","-2,105,000","-2,162,000","2,021,000"
		OperatingGainsLosses,"-1,348,000","456,000","371,000","-771,000","-1,404,000","-325,000","942,000","183,000","-1,219,000","-1,089,000","-410,000","-1,092,000","972,000","-179,000","-597,000","589,000","-993,000","347,000","524,000","-760,000","1,024,000","377,000","-913,000","1,179,000","-2,149,000","975,000","15,000","-566,000","1,563,000","-1,026,000","596,000","-1,477,000","1,849,000","-797,000","1,464,000","1,259,000","496,000","963,000","419,000"
			GainLossOnSaleOfPPE,"78,000","-2,000","52,000","6,000","22,000","50,000","-5,000","-5,000","-6,000","-6,000","22,000","76,000","12,000","4,000","94,000","29,000","0","120,000","-74,000","-2,000","13,000","258,000","209,000","0","2,000","3,000","29,000","0","1,000","28,000","3,000","0","175,000","24,000","5,000","-12,000","0","0","0"
			NetForeignCurrencyExchangeGainLoss,"-1,426,000","458,000","319,000","-777,000","-1,426,000","-375,000","947,000","188,000","-1,213,000","-1,083,000","-432,000","-1,168,000","960,000","-183,000","-691,000","560,000","-993,000","227,000","598,000","-758,000","1,011,000","119,000",,,"-2,151,000","972,000","-14,000","-566,000","1,562,000","-1,054,000","593,000","-1,477,000","-68,000","189,000","-595,000","181,000","68,000","414,000","-9,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","1,742,000","-1,010,000","2,054,000","1,090,000","428,000","549,000","428,000"
		DepreciationAmortizationDepletion,"180,267,000","45,866,000","49,802,000","48,702,000","35,897,000","12,485,000","13,091,000","14,076,000","14,557,000","7,524,000","7,285,000","8,027,000","8,174,000","8,640,000","8,983,000","8,767,000","8,878,000","8,710,000","9,071,000","8,178,000","8,855,000","10,121,000","13,401,000","10,954,000","9,782,000","8,626,000","8,540,000","8,621,000","9,459,000","4,390,000","4,394,000","3,070,000","2,678,000","2,375,000","2,305,000","2,032,000","2,040,000","2,061,000","2,043,000"
			DepreciationAndAmortization,"180,267,000","45,866,000","49,802,000","48,702,000","35,897,000","12,485,000","13,091,000","14,076,000","14,557,000","7,524,000","7,285,000","8,027,000","8,174,000","8,640,000","8,983,000","8,767,000","8,878,000","8,710,000","9,071,000","8,178,000","8,855,000","10,121,000","13,401,000","10,954,000","9,782,000","8,626,000","8,540,000","8,621,000","9,459,000","4,390,000","4,394,000","3,070,000","2,678,000","2,375,000","2,305,000","2,032,000","2,040,000","2,061,000","2,043,000"
		DeferredTax,"-100,723,000","-1,891,000","-7,230,000","-4,338,000","-87,264,000","62,000","-48,000","476,000","200,000","161,000","153,000","4,000","1,000","-753,000","-42,000",,,,"-111,000","-1,727,000","-8,000","282,000","-1,650,000","-5,542,000","4,908,000","-4,351,000","-3,143,000","-2,132,000",,,"-102,000",,,,"0",,,,"-21,000"
