name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015
MarketCap,"2,232,097,222","3,506,004,810","5,155,912,051","4,889,337,328","4,688,448,201","3,781,633,688","3,935,028,153","4,056,245,492","4,113,004,342","2,357,796,501","2,540,096,770","2,570,690,482","2,785,581,401","2,230,253,984","1,880,570,514","1,998,598,583","1,522,311,161","1,377,051,671","1,134,121,813","966,657,333","895,390,227","816,291,453","850,635,329","841,819,530","781,544,824","649,444,929","651,936,761","685,376,744","811,705,568"
EnterpriseValue,"2,660,852,222","3,929,258,810","5,574,871,051","5,315,807,328","5,119,311,201","4,213,693,688","4,214,038,153","4,337,325,492","4,408,435,342","2,657,622,501","2,846,905,770","2,865,326,482","3,084,087,401","2,529,534,984","2,092,397,514","2,215,020,583","1,741,251,161","1,506,329,671","1,269,717,813","1,103,239,333","1,036,827,227","963,258,453","1,004,240,329","916,874,530","858,270,824","734,254,929","741,719,761","781,001,744","941,303,568"
PeRatio,"58.827","82.641","178.144","174.394","165.926","163.038","120.5","142.344","187.797","115.507","128.701","128.353","128.041","104.151","61.721","68.96","56.043","50.785","54.139","51.953","51.5","53.358","58.02","55.283","65.893","63","83.453","103.344","93.091"
ForwardPeRatio,"49.751","66.667","96.154","87.719","126.582","103.093","96.154","105.263","161.29","91.743","98.039","102.041",,,,,,"62.893","52.083",,"49.751","44.843","46.296","47.17",,,,,
PegRatio,"4.137","5.567","8","7.313","10.581","8.616","8.004","8.76","13.388","7.634","8.166","8.507",,,,,,,,,,,,,,,,,
PsRatio,"7.776","12.439","18.881","17.998","17.806","15.233","16.526","18.082","19.931","11.843","13.68","14.76","17.129","14.685","15.804","17.513","14.021","13.166","11.18","9.918","9.373","8.972","9.836","10.037","9.631","8.091","8.641","9.423","11.536"
EnterprisesValueRevenueRatio,"9.239","51.562","77.399","80.807","69.18","59.608","66.591","67.783","66.688","47.94","53.527","57.45","63.508","52.641","51.653","57.915","47.014","40.288","44.89","42.39","42.024","36.255","40.572","42.039","37.771","33.263","36.046","40.817","48.945"
EnterprisesValueEBITDARatio,"34.03","218.839","329.972","231.979","250.627","195.096","-3,114.588","260.735","210.577","176.868","274.824","214.519","265.366","193.879","250.527","192.778","158.224","143.242","122.406","109.677","108.945","99.233","110.648","138.71","107.864","88.315","102.561","122.165","336.902"
