name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
OperatingCashFlow,"-567,599","-374,204","-48,577","-43,069","-101,749","-1,233,839"
	CashFlowFromContinuingOperatingActivities,"-567,599","-374,204","-48,577","-43,069","-101,749","-1,233,839"
		NetIncomeFromContinuingOperations,"5,473,891","4,090,620","739,691","4,498,783","-3,855,203","13,313,350"
		OperatingGainsLosses,"-6,615,128","-4,278,389","-1,253,954","-4,633,074","3,550,289","-13,471,188"
			GainLossOnInvestmentSecurities,"-6,615,128","-4,278,389","-1,253,954","-4,633,074","3,550,289","-13,471,188"
		ChangeInWorkingCapital,"573,638","-186,435","465,686","91,222","203,165","-1,076,001"
			ChangeInPrepaidAssets,"267,887","22,891","77,515","84,132","83,349","-1,153,770"
			ChangeInPayablesAndAccruedExpense,"305,751","-209,326","388,171","7,090","119,816","77,769"
				ChangeInPayable,"316,641","-139,326","65,748","47,090","343,129","66,776"
					ChangeInTaxPayable,"-970","-150,000","49,851","49,863","49,316","48,269"
						ChangeInIncomeTaxPayable,"-970","-150,000","49,851","49,863","49,316","48,269"
					ChangeInAccountPayable,"313,561","6,624","15,897","-2,773","293,813","18,507"
				ChangeInAccruedExpense,"-10,890","-70,000","322,423","-40,000","-223,313","10,993"
InvestingCashFlow,"0","0","0","0","0","-345,000,000"
	CashFlowFromContinuingInvestingActivities,"0","0","0","0","0","-345,000,000"
		NetOtherInvestingChanges,,,"0","0","0","-345,000,000"
FinancingCashFlow,"57,999","0","0","0","57,999","347,222,488"
	CashFlowFromContinuingFinancingActivities,"57,999","0","0","0","57,999","347,222,488"
		NetIssuancePaymentsOfDebt,"0","0","0","0","0","-112,400"
			NetLongTermDebtIssuance,"0","0","0","0","0","-112,400"
				LongTermDebtIssuance,"0","0","0","0","0","8,000"
				LongTermDebtPayments,"0","0","0","0","0","-120,400"
		NetCommonStockIssuance,"0","0","0","0","0","354,436,750"
			CommonStockIssuance,"0","0","0","0","0","354,436,750"
		NetOtherFinancingCharges,,,"0","0","57,999","-7,101,862"
EndCashPosition,"533,689","533,689","907,893","956,470","999,539","1,043,289"
	ChangesInCash,"-509,600","-374,204","-48,577","-43,069","-43,750","988,649"
	BeginningCashPosition,"1,043,289","907,893","956,470","999,539","1,043,289","54,640"
IssuanceOfCapitalStock,"0","0","0","0","0","354,436,750"
IssuanceOfDebt,"0","0","0","0","0","8,000"
RepaymentOfDebt,"0","0","0","0","0","-120,400"
FreeCashFlow,"-567,599","-374,204","-48,577","-43,069","-101,749","-1,233,839"
