name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008
OperatingCashFlow,"751,797,000","214,299,000","221,835,000","160,328,000","155,335,000","119,458,000","239,464,000","87,528,000","184,903,000","131,522,000","164,182,000","136,246,000","118,664,000","66,421,000","192,787,000","121,245,000","117,636,000","46,399,000","178,725,000","89,929,000","67,323,000","52,547,000","127,279,000","60,987,000","68,984,000","34,917,000","118,097,000","55,686,000","18,904,000","66,402,000","104,848,000","62,342,000","32,714,000","37,740,000","97,342,000","38,053,000","-11,868,000","64,372,000","12,585,000","94,584,000","28,933,000","-16,124,000","80,472,000","17,680,000","-13,496,000","3,246,000","42,309,000","-37,722,000","-77,017,000","113,487,000","200,729,000","193,311,000","131,420,000","213,622,000","154,923,000","136,276,000"
	CashFlowFromContinuingOperatingActivities,"751,797,000","214,299,000","221,835,000","160,328,000","155,335,000","119,458,000","239,464,000","87,528,000","184,903,000","131,522,000","164,182,000","136,246,000","118,664,000","66,421,000","192,787,000","121,245,000","117,636,000","46,399,000","178,725,000","89,929,000","67,323,000","52,547,000","127,279,000","60,987,000","68,984,000","34,917,000","118,097,000","55,686,000","18,904,000","66,402,000","104,848,000","62,342,000","32,714,000","37,740,000","97,342,000","38,053,000","-11,868,000","64,372,000","12,585,000","94,584,000","28,933,000","-16,124,000","80,472,000","17,680,000","-13,496,000","3,246,000","42,309,000","-37,722,000","-77,017,000","113,487,000","200,729,000","193,311,000","131,420,000","213,622,000","154,923,000","136,276,000"
		NetIncomeFromContinuingOperations,"352,872,000","78,764,000","34,508,000","111,439,000","128,161,000","97,872,000","100,084,000","112,101,000","101,510,000","72,469,000","93,557,000","96,223,000","97,446,000","79,165,000","86,544,000","85,136,000","86,699,000","65,715,000","168,442,000","66,637,000","63,106,000","52,070,000","56,874,000","58,038,000","59,326,000","45,176,000","47,947,000","49,351,000","49,172,000","43,401,000","45,465,000","41,595,000","49,272,000","45,080,000","37,200,000","43,190,000","43,490,000","38,845,000","40,271,000","45,599,000","46,180,000","41,756,000","41,185,000","40,601,000","44,023,000","52,467,000","52,889,000","39,595,000","22,008,000","143,286,000","126,081,000","123,831,000","132,120,000","112,557,000","-206,708,000","105,334,000"
		OperatingGainsLosses,"-4,857,000","-751,000","-1,996,000","-1,409,000","-701,000","-1,766,000","-2,649,000","-643,000","-1,742,000","10,030,000","-765,000","-286,000","-1,067,000","-2,847,000","1,651,000","126,000","-1,312,000","1,656,000","-1,079,000","-22,000","-104,000","-134,000","-1,465,000","34,000","-3,440,000","783,000","3,361,000","258,000","-597,000","-1,284,000","1,074,000","298,000","-831,000","-1,858,000","-899,000","407,000","-3,468,000","-2,286,000","-27,492,000","7,923,000","6,511,000","1,676,000","5,729,000","6,900,000","8,264,000","-23,736,000","-8,040,000","-1,016,000","252,000","-31,681,000","-34,577,000","9,985,000","6,320,000","12,147,000",,"52,602,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","17,000","0","-1,595,000",,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-4,857,000","-751,000","-1,996,000","-1,409,000","-701,000","-1,766,000","-2,649,000","-643,000","-1,742,000","10,030,000","-765,000","-286,000","-1,067,000","-2,847,000","1,651,000","126,000","-1,312,000","1,656,000","-1,079,000","-22,000","-104,000","-134,000","-1,465,000","34,000","-3,440,000","783,000","3,361,000","258,000","-597,000","-1,284,000","1,074,000","281,000","-831,000","-263,000","-899,000","407,000","-3,468,000","-2,286,000","-27,492,000","7,923,000","6,511,000","1,676,000","5,729,000","7,295,000","7,869,000","-23,736,000","-7,694,000","-1,016,000","-372,000","-31,057,000","-37,598,000","11,212,000","9,002,000","11,259,000",,"46,862,000"
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-624,000",,"-1,227,000","-2,682,000","888,000",,"5,740,000"
		DeferredTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-13,619,000","1,063,000","-1,980,000","7,296,000","-17,673,000","68,280,000","-49,761,000","-6,349,000"
			DeferredIncomeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-13,619,000","1,063,000","-1,980,000","7,296,000","-17,673,000","68,280,000","-49,761,000","-6,349,000"
		AmortizationOfSecurities,"271,137,000","86,063,000","68,575,000","62,214,000","54,285,000","66,105,000","53,342,000","47,491,000","53,177,000","70,311,000","67,279,000","63,883,000","58,762,000","64,628,000","66,184,000","59,535,000","53,846,000","60,165,000","56,305,000","53,384,000","47,860,000","51,850,000","53,305,000","45,428,000","38,720,000","43,129,000","44,335,000","40,797,000","36,382,000","36,213,000","39,544,000","36,944,000","32,697,000","35,193,000","35,627,000","32,192,000","30,112,000","31,252,000","245,937,000","-181,771,000","28,179,000","26,253,000","35,387,000","30,112,000","27,342,000","23,689,000","29,393,000","23,363,000","22,135,000","91,266,000","105,874,000","88,666,000","86,409,000","92,116,000","-97,368,000","82,412,000"
		StockBasedCompensation,"17,626,000","12,437,000","2,008,000","642,000","2,539,000","11,653,000","3,290,000","2,219,000","2,357,000","11,161,000","2,464,000","2,069,000","2,104,000","10,896,000","1,873,000","1,986,000","1,890,000","11,502,000","1,776,000","1,824,000","1,924,000","9,743,000","1,688,000","1,723,000","2,548,000","7,483,000","2,022,000","2,060,000","1,915,000","8,943,000","3,649,000","8,497,000","2,988,000","2,848,000","3,099,000","2,737,000","2,756,000","5,196,000","-977,000","6,725,000","8,169,000","5,027,000","3,864,000","4,126,000","173,000","3,425,000","3,087,000","3,075,000",,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,"922,000","3,316,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"35,668,000","12,629,000","11,958,000","8,362,000","2,719,000","-17,811,000","-2,916,000","8,685,000","23,211,000","-1,535,000","-29,869,000","9,664,000","2,922,000","-13,038,000","1,868,000","6,414,000","5,167,000","-24,151,000","4,739,000","3,659,000","-3,156,000","-5,701,000","4,546,000","-4,627,000","-516,000","-2,865,000","916,000","1,266,000","-1,144,000","-73,000","-1,376,000","-929,000","1,273,000","1,439,000","-3,447,000","32,000","-4,224,000","-2,180,000","7,391,000","244,041,000","-87,097,000","-131,363,000","-39,747,000","-80,888,000","-94,991,000","-90,940,000","-286,346,000","111,635,000","-138,701,000","-26,373,000","-24,468,000","-29,065,000","-122,428,000","-44,373,000","368,929,000","-96,104,000"
		ChangeInWorkingCapital,"-4,172,000","16,469,000","46,230,000","-29,845,000","-37,026,000","-42,003,000","82,836,000","-86,992,000","2,511,000","-34,854,000","27,342,000","-40,102,000","-45,837,000","-76,539,000","28,782,000","-35,080,000","-31,604,000","-71,532,000","-898,000","-34,644,000","-46,814,000","-62,006,000","-35,701,000","-43,380,000","-31,623,000","-61,928,000","-21,573,000","-40,874,000","-69,564,000","-23,431,000","-12,920,000","-26,957,000","-55,518,000","-47,846,000","4,808,000","-43,348,000","-83,449,000","-8,879,000","-268,417,000","-30,577,000","24,571,000","38,036,000","23,753,000","14,238,000","-915,000","35,684,000","216,644,000","-229,527,000","1,387,000","-66,506,000","27,367,000","-10,123,000","44,290,000","-29,912,000","8,476,000","-4,969,000"
