name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,03/31/2013
			AccumulatedDepreciation,"-623,985,000",,,,"-688,119,000",,,,"-631,893,000",,,,"-603,247,000",,,,"-587,895,000",,,,"-568,205,000",,,,"-532,138,000",,,,"-496,076,000","-415,174,000","-408,568,000","-400,629,000","-391,474,000","-382,504,000","-359,926,000"
		GoodwillAndOtherIntangibleAssets,"1,041,678,000","1,058,989,000","1,049,901,000","1,065,639,000","1,092,258,000","1,100,769,000","1,118,076,000","1,135,657,000","1,164,202,000","1,166,267,000","1,171,325,000","138,577,000","152,884,000","140,977,000","143,695,000","145,278,000","157,649,000","149,721,000","151,809,000","150,985,000","160,304,000","153,898,000","156,378,000","158,679,000","168,018,000","161,697,000","164,294,000","154,655,000","164,010,000","143,811,000","146,546,000","149,563,000","167,728,000","155,477,000","180,888,000"
			Goodwill,"610,293,000","611,578,000","598,976,000","599,255,000","599,072,000","598,957,000","598,416,000","598,200,000","597,819,000","668,154,000","669,753,000","102,844,000","102,638,000","102,423,000","103,002,000","102,792,000","103,017,000","103,282,000","103,380,000","100,860,000","100,566,000","100,441,000","100,696,000","100,857,000","100,885,000","100,205,000","100,483,000","98,894,000","98,679,000","86,231,000","86,280,000","86,299,000","86,297,000","86,228,000","86,259,000"
			OtherIntangibleAssets,"431,385,000","447,411,000","450,925,000","466,384,000","493,186,000","501,812,000","519,660,000","537,457,000","566,383,000","498,113,000","501,572,000","35,733,000","50,246,000","38,554,000","40,693,000","42,486,000","54,632,000","46,439,000","48,429,000","50,125,000","59,738,000","53,457,000","55,682,000","57,822,000","67,133,000","61,492,000","63,811,000","55,761,000","65,331,000","57,580,000","60,266,000","63,264,000","81,431,000","69,249,000","94,629,000"
		InvestmentsAndAdvances,,,,,"11,861,000",,,,"9,250,000",,,,"10,467,000",,,,"12,343,000",,,,"8,986,000",,,,"13,188,000",,,,"25,038,000",,,,"25,231,000",,"22,012,000"
			LongTermEquityInvestment,,,,,"11,861,000",,,,"9,250,000",,,,"10,467,000",,,,"12,343,000",,,,"8,986,000",,,,"13,188,000",,,,"25,038,000",,,,"25,231,000",,"22,012,000"
				InvestmentsinAssociatesatCost,,,,,"11,861,000",,,,"9,250,000",,,,"10,467,000",,,,"12,343,000",,,,"8,986,000",,,,"13,188,000",,,,"25,038,000",,,,"25,231,000",,"22,012,000"
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,000",,"1,200,000"
		NonCurrentDeferredAssets,,,,,"7,015,000",,,,"6,745,000",,,,"2,385,000",,,,"2,089,000",,,,"1,856,000",,,,"4,171,000",,,,"6,651,000",,,,"15,036,000",,"15,646,000"
		NonCurrentPrepaidAssets,,,,,"4,649,000",,,,"3,842,000",,,,"2,985,000",,,,"2,776,000",,,,"1,289,000",,,,"4,553,000",,,,"4,947,000",,,,"5,501,000",,"2,172,000"
		OtherNonCurrentAssets,"116,799,000","98,802,000","94,963,000","95,154,000","19,559,000","82,081,000","72,770,000","72,910,000","13,383,000","68,737,000","67,758,000","52,903,000","8,034,000","36,856,000","39,342,000","36,158,000","10,551,000","37,623,000","35,691,000","48,860,000","26,426,000","45,002,000","46,195,000","45,614,000","19,211,000","49,220,000","51,656,000","59,561,000","17,255,000","66,556,000","68,591,000","71,277,000","2,918,000","69,517,000","3,499,000"
TotalLiabilitiesNetMinorityInterest,"1,544,713,000","1,535,249,000","1,575,103,000","1,448,724,000","1,350,406,000","1,315,538,000","1,417,769,000","1,550,518,000","1,585,306,000","1,452,775,000","1,532,344,000","608,074,000","541,524,000","512,052,000","605,043,000","634,802,000","617,904,000","586,210,000","720,033,000","743,712,000","704,077,000","633,862,000","706,672,000","747,145,000","715,439,000","666,337,000","776,147,000","790,191,000","727,102,000","551,076,000","655,642,000","747,474,000","691,980,000","545,632,000","585,115,000"
	CurrentLiabilities,"391,241,000","364,084,000","413,839,000","407,450,000","318,270,000","277,559,000","282,491,000","258,901,000","238,213,000","222,085,000","241,348,000","243,983,000","206,285,000","190,055,000","220,797,000","233,421,000","221,243,000","197,568,000","226,531,000","228,811,000","255,754,000","216,676,000","239,626,000","248,260,000","241,628,000","211,475,000","228,459,000","207,532,000","197,594,000","140,240,000","190,546,000","182,234,000","164,592,000","162,359,000","167,145,000"
		PayablesAndAccruedExpenses,"299,676,000","338,153,000","389,372,000","381,516,000","240,882,000","251,602,000","256,172,000","231,352,000","168,904,000","192,718,000","212,598,000","195,349,000","139,128,000","140,536,000","171,432,000","185,011,000","154,408,000","148,081,000","177,764,000","179,564,000","184,589,000","148,488,000","168,145,000","177,555,000","186,527,000","157,241,000","173,317,000","179,656,000","172,283,000","128,540,000","179,398,000","170,567,000","153,439,000","154,036,000","155,203,000"
			Payables,"231,824,000","197,575,000","259,554,000","257,435,000","175,801,000","131,646,000","137,088,000","126,204,000","108,760,000","86,191,000","114,619,000","119,082,000","95,335,000","72,969,000","106,316,000","118,974,000","111,828,000","81,416,000","106,153,000","120,041,000","130,129,000","91,768,000","108,563,000","112,749,000","121,428,000","82,171,000","92,627,000","117,835,000","117,934,000","86,280,000","135,890,000","134,433,000","115,483,000","117,019,000","119,762,000"
				AccountsPayable,"224,986,000","195,471,000","257,576,000","229,300,000","171,098,000","108,368,000","114,030,000","96,654,000","106,710,000","78,292,000","111,450,000","106,413,000","93,577,000","66,361,000","95,861,000","102,884,000","105,521,000","71,591,000","93,944,000","107,131,000","121,922,000","71,362,000","95,437,000","112,646,000","119,606,000","74,000,000","87,020,000","109,163,000","111,893,000","70,197,000","113,530,000","123,189,000","108,111,000","86,368,000","110,251,000"
				TotalTaxPayable,"6,838,000","2,104,000","1,978,000","28,135,000","4,703,000","23,278,000","23,058,000","29,550,000","2,050,000","7,899,000","3,169,000","12,669,000","1,758,000","6,608,000","10,455,000","16,090,000","6,307,000","9,825,000","12,209,000","12,910,000","8,207,000","20,406,000","13,126,000","103,000","1,822,000","8,171,000","5,607,000","8,672,000","6,041,000","16,083,000","22,360,000","11,244,000","7,372,000","30,651,000","9,511,000"
					IncomeTaxPayable,"6,838,000","2,104,000","1,978,000","28,135,000","4,703,000","23,278,000","23,058,000","29,550,000","2,050,000","7,899,000","3,169,000","12,669,000","1,758,000","6,608,000","10,455,000","16,090,000","6,307,000","9,825,000","12,209,000","12,910,000","8,207,000","20,406,000","13,126,000","103,000","1,822,000","8,171,000","5,607,000","8,672,000","6,041,000","16,083,000","22,360,000","11,244,000","7,372,000","30,651,000","9,511,000"
			CurrentAccruedExpenses,"67,852,000","140,578,000","129,818,000","124,081,000","65,081,000","119,956,000","119,084,000","105,148,000","60,144,000","106,527,000","97,979,000","76,267,000","43,793,000","67,567,000","65,116,000","66,037,000","42,580,000","66,665,000","71,611,000","59,523,000","54,460,000","56,720,000","59,582,000","64,806,000","65,099,000","75,070,000","80,690,000","61,821,000","54,349,000","42,260,000","43,508,000","36,134,000","37,956,000","37,017,000","35,441,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"52,822,000",,,,"42,075,000",,,,"33,215,000",,,,"18,108,000",,,,"17,980,000",,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"38,743,000","25,931,000","24,467,000","25,934,000","35,313,000","25,957,000","26,319,000","27,549,000","36,094,000","29,367,000","28,750,000","48,634,000","49,049,000","49,519,000","49,365,000","48,410,000","48,855,000","49,487,000","48,767,000","49,247,000","59,239,000","57,084,000","57,137,000","56,752,000","55,101,000","54,234,000","55,142,000","27,876,000","25,311,000","11,700,000","11,148,000","11,667,000","11,153,000","8,240,000","11,942,000"
			CurrentDebt,"19,451,000","20,764,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,963,000","7,955,000","7,954,000","6,195,000","25,939,000","25,932,000","26,165,000","26,395,000","26,623,000","26,848,000","26,833,000","26,818,000","27,301,000","37,789,000","36,717,000","36,497,000","35,880,000","35,870,000","35,860,000","35,850,000","10,215,000","9,580,000","11,700,000","11,148,000","11,667,000","11,153,000","8,240,000","11,942,000"
				OtherCurrentBorrowings,"19,451,000","20,764,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,963,000","7,955,000","7,954,000","6,195,000","25,939,000","25,932,000","26,165,000","26,395,000","26,623,000","26,848,000","26,833,000","26,818,000","27,301,000","37,789,000","36,717,000","36,497,000","35,880,000","35,870,000","35,860,000","35,850,000","10,215,000","9,580,000",,,,,,
			CurrentCapitalLeaseObligation,"19,292,000","5,167,000","17,467,000","18,934,000","28,313,000","18,957,000","19,319,000","19,586,000","28,139,000","21,413,000","22,555,000","22,695,000","23,117,000","23,354,000","22,970,000","21,787,000","22,007,000","22,654,000","21,949,000","21,946,000","21,450,000","20,367,000","20,640,000","20,872,000","19,231,000","18,374,000","19,292,000","17,661,000","15,731,000",,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,"11,926,000","11,104,000","14,344,000","13,953,000",,,,,,,,,,"83,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,153,472,000","1,171,165,000","1,161,264,000","1,041,274,000","1,032,136,000","1,037,979,000","1,135,278,000","1,291,617,000","1,347,093,000","1,230,690,000","1,290,996,000","364,091,000","335,239,000","321,997,000","384,246,000","401,381,000","396,661,000","388,642,000","493,502,000","514,901,000","448,323,000","417,186,000","467,046,000","498,885,000","473,811,000","454,862,000","547,688,000","582,659,000","529,508,000","410,836,000","465,096,000","565,240,000","527,388,000","383,273,000","417,970,000"
		LongTermDebtAndCapitalLeaseObligation,"920,098,000","945,119,000","936,660,000","815,806,000","815,184,000","817,881,000","922,544,000","1,078,081,000","1,133,869,000","1,039,871,000","1,095,900,000","286,705,000","270,157,000","264,305,000","314,807,000","335,949,000","330,863,000","325,940,000","418,981,000","439,233,000","369,559,000","324,989,000","371,882,000","398,361,000","372,154,000","357,830,000","447,271,000","488,269,000","435,818,000","326,725,000","386,435,000","481,215,000","442,895,000","298,025,000","338,048,000"
			LongTermDebt,"908,705,000","931,765,000","901,511,000","780,565,000","782,220,000","783,874,000","885,528,000","1,037,470,000","1,089,368,000","991,267,000","1,043,154,000","230,337,000","208,602,000","200,764,000","252,524,000","278,561,000","270,900,000","260,981,000","358,047,000","377,712,000","310,849,000","269,388,000","312,712,000","335,130,000","315,345,000","301,565,000","389,685,000","431,754,000","390,315,000","326,725,000","386,435,000","481,215,000","442,895,000","298,025,000","338,048,000"
			LongTermCapitalLeaseObligation,"11,393,000","13,354,000","35,149,000","35,241,000","32,964,000","34,007,000","37,016,000","40,611,000","44,501,000","48,604,000","52,746,000","56,368,000","61,555,000","63,541,000","62,283,000","57,388,000","59,963,000","64,959,000","60,934,000","61,521,000","58,710,000","55,601,000","59,170,000","63,231,000","56,809,000","56,265,000","57,586,000","56,515,000","45,503,000",,,,,,
		NonCurrentDeferredLiabilities,"168,435,000","172,143,000","163,238,000","162,988,000","162,185,000","167,645,000","172,183,000","173,270,000","175,616,000","156,707,000","158,079,000","48,745,000","45,963,000","35,472,000","35,750,000","34,008,000","32,304,000","31,021,000","42,971,000","43,753,000","44,007,000","52,159,000","54,602,000","52,545,000","63,683,000","60,567,000","61,842,000","64,225,000","65,088,000","63,663,000","64,398,000","67,913,000","69,169,000","70,503,000","74,114,000"
			NonCurrentDeferredTaxesLiabilities,"168,435,000","172,143,000","163,238,000","162,988,000","162,185,000","167,645,000","172,183,000","173,270,000","175,616,000","156,707,000","158,079,000","48,745,000","45,963,000","35,472,000","35,750,000","34,008,000","32,304,000","31,021,000","42,971,000","43,753,000","44,007,000","52,159,000","54,602,000","52,545,000","63,683,000","60,567,000","61,842,000","64,225,000","65,088,000","63,663,000","64,398,000","67,913,000","69,169,000","70,503,000","74,114,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,"269,529,000","269,529,000","275,896,000","279,785,000","279,816,000","0","0","8,968,000","8,474,000","8,471,000","9,000,000","8,682,000","8,431,000","8,227,000","8,968,000","8,415,000","7,794,000","7,171,000","7,166,000","6,698,000","317,665,000","320,490,000","322,469,000","326,623,000","348,898,000","291,720,000","307,581,000","282,547,000"
		OtherNonCurrentLiabilities,"64,939,000","53,903,000","61,366,000","62,480,000","54,767,000","52,453,000","40,551,000","40,266,000","37,608,000","34,112,000","37,017,000","28,641,000","19,119,000","22,220,000","24,721,000","22,950,000","25,023,000","22,681,000","22,868,000","23,484,000","26,530,000","31,070,000","32,147,000","40,185,000","30,803,000","29,299,000","31,877,000","30,165,000","28,602,000","20,448,000","14,263,000","16,112,000","15,324,000","14,745,000","5,808,000"
TotalEquityGrossMinorityInterest,"1,105,045,000","1,020,510,000","931,521,000","1,025,894,000","1,063,426,000","1,026,898,000","955,603,000","864,513,000","784,582,000","796,400,000","762,976,000","460,341,000","500,635,000","494,988,000","489,192,000","456,104,000","425,338,000","427,024,000","390,076,000","369,617,000","342,208,000","353,304,000","348,207,000","327,483,000","322,209,000","334,510,000","330,488,000","327,674,000","314,597,000","360,559,000","362,582,000","264,855,000","245,615,000","340,316,000","322,624,000"
	StockholdersEquity,"1,088,423,000","1,005,141,000","916,737,000","1,011,369,000","1,049,695,000","1,013,744,000","942,613,000","852,230,000","772,820,000","781,847,000","749,398,000","447,283,000","486,649,000","482,095,000","472,402,000","440,518,000","408,675,000","412,314,000","374,184,000","353,331,000","327,301,000","338,988,000","334,048,000","313,064,000","307,176,000","320,129,000","313,954,000","311,517,000","298,184,000","340,071,000","340,696,000","242,297,000","223,039,000","318,197,000","299,359,000"
		CapitalStock,"206,996,000","222,489,000","240,122,000","240,121,000","252,522,000","267,058,000","274,434,000","281,086,000","281,084,000","287,445,000","291,330,000","291,255,000","294,074,000","296,550,000","296,550,000","298,768,000","302,673,000","304,708,000","308,803,000","310,750,000","315,207,000","316,242,000","317,754,000","319,906,000","322,633,000","323,633,000","325,695,000","330,058,000","332,883,000","334,862,000","339,016,000","360,855,000","303,677,000","319,538,000","294,504,000"
			PreferredStock,"195,384,000","210,888,000","228,532,000","228,532,000","240,944,000","255,491,000","262,872,000","269,529,000","269,529,000","275,896,000","279,785,000","279,816,000","282,638,000","285,117,000","285,117,000","287,337,000","291,247,000","293,284,000","296,410,000","298,357,000","302,814,000","303,849,000","305,361,000","307,513,000","310,240,000","311,240,000","313,302,000","317,665,000","320,490,000","322,469,000","326,623,000","348,898,000","291,720,000","307,581,000","282,547,000"
			CommonStock,"11,612,000","11,601,000","11,590,000","11,589,000","11,578,000","11,567,000","11,562,000","11,557,000","11,555,000","11,549,000","11,545,000","11,439,000","11,436,000","11,433,000","11,433,000","11,431,000","11,426,000","11,424,000","12,393,000","12,393,000","12,393,000","12,393,000","12,393,000","12,393,000","12,393,000","12,393,000","12,393,000","12,393,000","12,393,000","12,393,000","12,393,000","11,957,000","11,957,000","11,957,000","11,957,000"
		AdditionalPaidInCapital,"1,065,628,000","1,008,610,000","968,198,000","950,963,000","918,587,000","882,843,000","859,254,000","839,765,000","827,573,000","817,028,000","800,947,000","501,046,000","391,039,000","383,300,000","381,475,000","375,215,000","364,908,000","357,684,000","778,548,000","774,874,000","755,787,000","749,684,000","748,177,000","746,054,000","715,859,000","713,695,000","710,341,000","705,179,000","700,977,000","679,393,000","675,183,000","0","22,547,000","40,991,000","41,152,000"
		RetainedEarnings,"158,876,000","121,918,000","57,386,000","-8,666,000","-75,202,000","-86,903,000","-133,011,000","-205,669,000","-267,619,000","-261,986,000","-277,725,000","-278,727,000","17,582,000","22,017,000","11,631,000","-11,976,000","-39,214,000","-29,007,000","-56,746,000","-70,289,000","-83,678,000","-61,729,000","-67,109,000","-87,170,000","-63,396,000","-42,101,000","-47,055,000","-54,933,000","-62,621,000","0","0","-91,219,000","0","42,159,000","87,331,000"
		TreasuryStock,"318,691,000","316,049,000","315,935,000","139,313,000","10,959,000","10,949,000","10,859,000","10,853,000","10,461,000","10,200,000","10,162,000","10,162,000","9,863,000","9,117,000","9,035,000","9,033,000","8,277,000","7,958,000","442,787,000","443,561,000","436,984,000","437,990,000","438,404,000","439,009,000","440,995,000","441,822,000","442,418,000","443,660,000","445,065,000","446,479,000","447,674,000","447,992,000","448,439,000","448,963,000","448,571,000"
		GainsLossesNotAffectingRetainedEarnings,"-24,386,000","-26,681,000","-26,020,000","-22,794,000","-24,220,000","-24,353,000","-30,426,000","-32,494,000","-35,325,000","-24,969,000","-26,427,000","-24,470,000","-25,867,000","-27,675,000","-22,843,000","-24,684,000","-21,247,000","-20,933,000","-19,442,000","-22,239,000","-24,815,000","-27,039,000","-24,362,000","-22,881,000","-21,261,000","-26,122,000","-23,683,000","-14,430,000","-15,521,000","-10,568,000","-8,483,000","-5,672,000","-5,977,000","-6,122,000","-856,000"
		OtherEquityInterest,,"-5,146,000","-7,014,000","-8,942,000","-11,033,000","-13,952,000","-16,779,000","-19,605,000","-22,432,000","-25,471,000","-28,565,000","-31,659,000","-180,316,000","-182,980,000","-185,376,000","-187,772,000","-190,168,000","-192,180,000","-194,192,000","-196,204,000","-198,216,000","-200,180,000","-202,008,000","-203,836,000","-205,664,000","-207,154,000","-208,926,000","-210,697,000","-212,469,000","-217,137,000","-217,346,000","426,325,000","351,231,000","370,594,000","325,799,000"
	MinorityInterest,"16,622,000","15,369,000","14,784,000","14,525,000","13,731,000","13,154,000","12,990,000","12,283,000","11,762,000","14,553,000","13,578,000","13,058,000","13,986,000","12,893,000","16,790,000","15,586,000","16,663,000","14,710,000","15,892,000","16,286,000","14,907,000","14,316,000","14,159,000","14,419,000","15,033,000","14,381,000","16,534,000","16,157,000","16,413,000","20,488,000","21,886,000","22,558,000","22,576,000","22,119,000","23,265,000"
TotalCapitalization,"1,997,128,000","1,936,906,000","1,818,248,000","1,791,934,000","1,831,915,000","1,797,618,000","1,828,141,000","1,889,700,000","1,862,188,000","1,773,114,000","1,792,552,000","677,620,000","695,251,000","682,859,000","724,926,000","719,079,000","679,575,000","673,295,000","732,231,000","731,043,000","638,150,000","608,376,000","646,760,000","648,194,000","622,521,000","621,694,000","703,639,000","743,271,000","688,499,000","666,796,000","727,131,000","723,512,000","665,934,000","616,222,000","637,407,000"
