name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
			DeferredIncomeTax,,,"0","0","0","0","0","64,509,000","-11,820,000","-1,242,000","-9,768,000","-1,102,000","2,771,000","1,281,000","2,239,000","3,216,000","1,826,000","1,103,000","32,168,000","5,711,000","1,323,000","938,000","2,777,000","1,189,000","1,897,000","1,131,000","-39,902,000","-300,000","-334,000","-18,000","-7,000","146,000","-593,000","-188,000","-523,000","-118,000","-100,000","-98,000","259,000","-67,000","-268,000","-11,000",,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,"2,725,000","0","4,036,000","3,172,000","2,514,000","0","-204,000","-250,000","-210,000","-183,000","-160,000","-143,000","-127,000","-114,000","-102,000","-91,000","-82,000","-73,000","-66,000","-57,000","-52,000","2,874,000","3,343,000","3,334,000","3,014,000","4,709,000","1,855,000","1,062,000","1,000,000","1,026,000","1,159,000","2,205,000","1,452,000","1,761,000","878,000","567,000","877,000","1,970,000"
		AssetImpairmentCharge,"138,899,000","0","0","138,899,000","0","5,946,000",,,,,,,,,,,,,,,,,,,,,"1,003,000",,,,"0",,,,"0",,,,"0",,,,,,,,"0",,,,"0"
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","-15,000","-22,000","-21,000","-26,000"
		StockBasedCompensation,"19,486,000","5,184,000","4,289,000","5,165,000","4,848,000","2,752,000","3,179,000","3,196,000","3,325,000","2,696,000","2,751,000","2,948,000","3,035,000","2,725,000","2,529,000","4,036,000","3,172,000","2,514,000","2,643,000","2,495,000","3,135,000","2,334,000","2,055,000","1,921,000","-577,000","2,591,000","2,514,000","2,697,000","3,768,000","4,023,000","3,844,000","3,851,000","3,820,000","3,573,000","3,387,000","3,343,000","3,334,000","3,014,000","2,863,000","2,550,000","1,754,000","1,459,000","1,322,000","1,323,000",,,,,,,
		OtherNonCashItems,"11,039,000","-4,182,000","1,673,000","1,526,000","12,022,000","1,321,000","844,000","-57,000","676,000","2,577,000","1,056,000","1,573,000","3,305,000","-1,458,000","816,000","880,000","879,000","929,000","902,000","518,000","1,048,000","1,031,000","1,050,000","1,068,000","1,421,000","1,234,000","1,275,000","1,276,000","1,248,000","1,281,000","1,254,000","1,321,000","1,345,000","1,459,000","1,271,000","2,309,000","1,077,000","1,079,000","6,492,000","-594,000","674,000","40,000","40,000","40,000","2,205,000","1,452,000","1,761,000","863,000","545,000","856,000","1,944,000"
		ChangeInWorkingCapital,"-27,560,000","-20,971,000","-8,428,000","13,895,000","-12,056,000","-5,453,000","-42,876,000","18,661,000","-10,063,000","8,974,000","17,885,000","26,346,000","-6,896,000","-14,686,000","-12,296,000","8,351,000","14,388,000","-34,188,000","-44,741,000","10,016,000","5,661,000","-14,674,000","5,540,000","-148,000","6,872,000","-15,930,000","20,058,000","3,471,000","3,762,000","-24,159,000","-1,785,000","3,627,000","8,443,000","-21,454,000","4,494,000","19,529,000","-9,067,000","-9,989,000","1,551,000","14,594,000","-6,218,000","-19,047,000","2,874,000","-52,000","4,608,000","-2,464,000","-891,000","4,338,000","5,839,000","-3,700,000","-7,234,000"
			ChangeInReceivables,"-19,207,000","-6,946,000","-2,220,000","-3,678,000","-6,363,000","-5,708,000","949,000","-2,892,000","11,363,000","16,989,000","14,083,000","10,385,000","-165,000","-15,490,000","24,000,000","-4,814,000","3,216,000","-16,822,000","10,807,000","-8,103,000","260,000","-8,650,000","11,856,000","-3,588,000","-3,279,000","-5,252,000","13,759,000","-7,533,000","-982,000","-5,129,000","11,883,000","-2,508,000","-2,874,000","-8,623,000","9,899,000","1,152,000","-4,860,000","-5,475,000","6,679,000","-36,000","-2,687,000","-6,449,000","7,317,000","-53,000","-2,608,000","-4,625,000","568,000","-2,740,000","-2,521,000","-2,738,000","4,658,000"
				ChangesInAccountReceivables,,,,,,,,,,,,,,,,"-4,814,000","3,216,000","-16,822,000","10,807,000","-8,103,000","260,000","-8,650,000","11,856,000","-3,588,000","-3,279,000","-5,252,000","13,759,000","-7,533,000","-982,000","-5,129,000","11,883,000",,"-2,874,000","-8,623,000","9,899,000","1,152,000","-4,860,000","-5,475,000",,,,,,,,,,,,,
			ChangeInPrepaidAssets,"-1,152,000","-4,254,000","-7,755,000","4,696,000","6,161,000","-4,192,000","-5,986,000","8,988,000","5,461,000","10,715,000","-9,277,000","2,346,000","519,000","77,000","-12,520,000","-4,013,000","16,595,000","289,000","3,731,000","1,540,000","-2,103,000","637,000","-1,230,000","-3,200,000","4,142,000","-4,874,000","3,029,000","-1,838,000","4,155,000","-544,000","3,399,000","-9,537,000","3,664,000","-1,039,000","3,197,000","5,532,000","-11,031,000","5,226,000","-5,415,000","5,193,000","-8,687,000","3,058,000","1,172,000","-7,450,000","7,765,000","-8,210,000","-701,000","5,326,000","-660,000","-1,917,000","4,773,000"
			ChangeInPayablesAndAccruedExpense,"474,000","-11,220,000","2,886,000","15,229,000","-6,421,000","8,413,000","-32,729,000","16,494,000","-19,173,000","-10,201,000","-19,782,000","11,737,000","-3,555,000","-3,995,000","-20,057,000","14,639,000","189,000","-24,529,000","-55,210,000","16,334,000","11,275,000","-8,949,000","-4,748,000","6,208,000","7,588,000","-7,617,000","3,857,000","11,508,000","2,120,000","-20,887,000","-13,977,000","13,698,000","10,900,000","-15,629,000","-5,911,000","12,135,000","8,187,000","-14,114,000","2,160,000","7,899,000","3,581,000","-17,919,000","-7,335,000","9,737,000","662,000","8,174,000","-1,100,000","1,734,000","10,993,000","-1,000,000","-17,015,000"
				ChangeInPayable,"5,552,000","-320,000","-7,163,000","12,308,000","727,000","1,331,000","-25,785,000","8,636,000","-9,438,000","-22,204,000","-9,100,000","4,953,000","4,647,000","-11,206,000","-13,674,000","8,469,000","7,122,000","-22,507,000","-55,986,000","26,559,000","11,054,000","-9,202,000","-4,986,000","6,187,000","9,275,000","-7,606,000","3,563,000","9,662,000","2,132,000","-20,859,000","-14,049,000","13,667,000","10,833,000","-15,547,000","-6,092,000","11,714,000","8,497,000","-14,233,000","2,273,000","7,845,000","3,524,000","-18,090,000","-7,351,000","10,732,000","1,914,000","7,323,000","-2,349,000","409,000","11,578,000","-1,391,000","-17,465,000"
					ChangeInAccountPayable,"5,552,000","-320,000","-7,163,000","12,308,000","727,000","1,331,000","-25,785,000","8,636,000","-9,438,000","-22,204,000","-9,100,000","4,953,000","4,647,000","-11,206,000","-13,674,000","8,469,000","7,122,000","-22,507,000","-55,986,000","26,559,000","11,054,000","-9,202,000","-4,986,000","6,187,000","9,275,000","-7,606,000","3,563,000","9,662,000","2,132,000","-20,859,000","-14,049,000","13,667,000","10,833,000","-15,547,000","-6,092,000","11,714,000","8,497,000","-14,233,000",,,,,,,,,,,,,
				ChangeInAccruedExpense,"-5,078,000","-10,900,000","10,049,000","2,921,000","-7,148,000","7,082,000","-6,944,000","7,858,000","-9,735,000","12,003,000","-10,682,000","6,784,000","-8,202,000","7,211,000","-6,383,000","6,170,000","-6,933,000","-2,022,000","776,000","-10,225,000","221,000","253,000","238,000","21,000","-1,687,000","-11,000","294,000","1,846,000","-12,000","-28,000","72,000","31,000","67,000","-82,000","181,000","421,000","-310,000","119,000","-113,000","54,000","57,000","171,000","16,000","-995,000","-1,252,000","851,000","1,249,000","1,325,000","-585,000","391,000","450,000"
					ChangeInInterestPayable,"-5,078,000","-10,900,000","10,049,000","2,921,000","-7,148,000","7,082,000","-6,944,000","7,858,000","-9,735,000","12,003,000","-10,682,000","6,784,000","-8,202,000","7,211,000","-6,383,000","6,170,000","-6,933,000","-2,022,000","776,000","-10,225,000","221,000","253,000","238,000","21,000","-1,687,000","-11,000","294,000","1,846,000","-12,000","-28,000","72,000","31,000","67,000","-82,000","181,000","421,000","-310,000","119,000","-113,000",,,,"16,000","-995,000","-1,252,000","851,000",,,"-585,000","391,000",
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,090,000",,"-3,247,000","3,837,000",,,"-1,363,000","4,374,000",,,"1,575,000","2,263,000",,,,,,,,,
			ChangeInOtherWorkingCapital,"-7,675,000","1,449,000","-1,339,000","-2,352,000","-5,433,000","-3,966,000","-5,110,000","-3,929,000","-7,714,000","-8,529,000","32,861,000","1,878,000","-3,695,000","4,722,000","-3,719,000","2,539,000","-5,612,000","6,874,000","-4,069,000","245,000","-3,771,000","2,288,000","-338,000","432,000","-1,579,000","1,813,000","-587,000","1,334,000","-1,531,000","2,401,000","-3,090,000","1,974,000","-3,247,000","3,837,000","-2,691,000","710,000","-1,363,000","4,374,000","-1,873,000",,,,"3,245,000",,,"2,197,000",,,,"1,955,000",
		DividendReceivedCFO,"669,000",,,,,,,"0","0","0","669,000","244,000","501,000","550,000","541,000","1,236,000","564,000","250,000","1,150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"-8,760,000","9,791,000","39,259,000","-53,236,000","-4,574,000","-6,076,000","-11,008,000","-12,577,000","-13,675,000","-29,432,000","22,875,000","148,519,000","403,120,000","-44,102,000","-26,312,000","271,384,000","-45,424,000","77,466,000","147,262,000","-49,511,000","-19,843,000","-12,928,000","239,747,000","-21,692,000","-25,782,000","-18,902,000","-33,214,000","-163,920,000","-45,316,000","204,349,000","-41,798,000","-158,823,000","-200,008,000","-210,554,000","-49,050,000","-5,265,000","-119,555,000","-88,197,000","-101,811,000","-7,400,000","-214,773,000","-39,844,000","-81,186,000","-19,928,000","-41,938,000","-203,960,000","-536,597,000","-195,011,000","-58,751,000","3,752,000","-18,189,000"
	CashFlowFromContinuingInvestingActivities,"-8,760,000","9,791,000","39,259,000","-53,236,000","-4,574,000","-6,076,000","-11,008,000","-12,577,000","-13,675,000","-29,432,000","22,875,000","148,519,000","403,120,000","-44,102,000","-26,312,000","271,384,000","-45,424,000","77,466,000","147,262,000","-49,511,000","-19,843,000","-12,928,000","239,747,000","-21,692,000","-25,782,000","-18,902,000","-33,214,000","-163,920,000","-45,316,000","204,349,000","-41,798,000","-158,823,000","-200,008,000","-210,554,000","-49,050,000","-5,265,000","-119,555,000","-88,197,000","-101,811,000","-7,400,000","-214,773,000","-39,844,000","-81,186,000","-19,928,000","-41,938,000","-203,960,000","-536,597,000","-195,011,000","-58,751,000","3,752,000","-18,189,000"
		NetPPEPurchaseAndSale,,,,,,,,,,,,,"-111,000","-52,000","-163,000","-86,000","-3,000","-27,000","-67,000","-88,000","-61,000","-3,000","-72,000","-54,000","-15,000","-142,000","260,000","-697,000","-172,000","-50,000","-21,000","-6,000","-19,000","-1,000","-48,000","-89,000","-2,000","-46,000","280,841,000","-21,261,000","-219,009,000","-40,913,000","-83,540,000","-25,677,000","-18,550,000","-202,684,000","-836,763,000","126,503,000","-59,495,000","-2,434,000","-3,835,000"
			PurchaseOfPPE,,,,,,,,,,,,,"-111,000","-52,000","-163,000","-86,000","-3,000","-27,000","-67,000","-88,000","-61,000","-3,000","-72,000","-54,000","-15,000","-142,000","260,000","-697,000","-172,000","-50,000","-21,000","-6,000","-19,000","-1,000","-48,000","-89,000","-2,000","-46,000","280,841,000","-21,261,000","-219,009,000","-40,913,000","-83,540,000","-25,677,000","-18,550,000","-202,684,000","-836,393,000","126,552,000","-132,661,000","-2,434,000","-3,835,000"
			SaleOfPPE,,,,,,,,,,,,,,,,,"1,041,000","116,076,000",,,,,"266,556,000","-5,000","-13,000","2,647,000","13,467,000","5,101,000","2,244,000","225,593,000","8,593,000",,"12,995,000","111,081,000",,,,,,,,,"0","0",,,"-370,000","-49,000",,,"0"
		NetBusinessPurchaseAndSale,"-166,000","0","0","0","-166,000","-165,000","0","0","0","-100,000","0","0","0","-603,000","-350,000",,,,"17,038,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
			PurchaseOfBusiness,"-166,000","0","0","0","-166,000","-165,000","0","0","0","-100,000","0","0","0","-603,000","-350,000",,,,"17,038,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
		NetInvestmentPropertiesPurchaseAndSale,"-8,594,000","9,791,000","34,259,000","-49,736,000","-2,908,000","-5,911,000","-11,008,000","-12,576,000","-13,659,000","-30,925,000","22,812,000","148,356,000","400,795,000","-43,447,000","-25,799,000","271,470,000","-45,421,000","77,493,000","136,192,000","-19,686,000","-20,623,000","-18,593,000","241,657,000","-17,540,000","-19,044,000","-19,668,000","-35,506,000","-174,225,000","-34,998,000","198,140,000","-39,207,000","-159,943,000","-202,818,000","-215,790,000","-41,021,000","-15,733,000","-119,205,000","-90,944,000",,,,,,,,,,,,,
			PurchaseOfInvestmentProperties,"-237,371,000","-24,334,000","-128,166,000","-69,685,000","-15,186,000","-9,901,000","-15,692,000","-12,967,000","-13,651,000","-31,027,000","-39,483,000","-27,726,000","-46,698,000","-43,447,000","-53,125,000","-59,150,000","-46,462,000","-38,583,000","-44,087,000","-19,686,000","-20,623,000","-18,593,000","-24,899,000","-17,535,000","-19,031,000","-22,315,000","-48,973,000","-179,326,000","-37,242,000","-27,453,000","-47,800,000","-159,943,000","-215,813,000","-326,871,000","-43,390,000","-15,733,000","-119,205,000","-90,944,000",,,,,,,,,,,,,
			SaleOfInvestmentProperties,"228,777,000","34,125,000","162,425,000","19,949,000","12,278,000","3,990,000","4,684,000","391,000","-8,000","102,000","62,295,000","176,082,000","447,493,000","0","27,326,000","330,620,000","1,041,000","116,076,000",,,,,"266,556,000","-5,000","-13,000","2,647,000","13,467,000","5,101,000","2,244,000","225,593,000","8,593,000","0","12,995,000","111,081,000",,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,,,,,,,,,,,,,,,"0",,,,"0",,,,,,,,,"0",,,"1,000,000","0","6,246,000","0","647,000","-729,000","732,000","2,014,000","54,000","51,000","14,000","88,000","52,000","47,000","48,000","60,000",,,"0","0",
			PurchaseOfInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,000,000",,,,,,"0",,"0","0","0",,,,,,,,,,,,,
			SaleOfInvestment,,,,,,,,,,,,,,,"0",,,,"0",,,,,,,,,"0",,,"1,000,000","0","6,246,000","0","647,000","-729,000","732,000","2,014,000","54,000","51,000","14,000","88,000","52,000","47,000","48,000","60,000",,,"0","0",
		DividendsReceivedCFI,,,"0","0","0","0","0","-1,000","-16,000","1,593,000","63,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,,,,"-3,500,000",,,,,,,,,,,,,,,"-5,901,000","-608,000","841,000","5,668,000","-1,838,000","-4,098,000","-6,723,000","908,000","2,032,000","11,002,000","-10,146,000","6,259,000","-3,570,000","1,126,000","-3,417,000","5,237,000","-8,628,000","11,286,000","-1,080,000","779,000","-6,422,000","13,810,000","4,222,000","981,000","2,302,000","5,702,000","-23,436,000","-1,336,000","-10,111,000","-11,305,000","744,000","6,186,000","-1,437,000"
FinancingCashFlow,"-232,434,000","-211,650,000","-8,418,000","-27,450,000","15,084,000","-218,471,000","-10,934,000","-9,369,000","-10,239,000","273,572,000","-81,981,000","-112,356,000","-70,996,000","-120,086,000","-173,703,000","-346,262,000","-117,023,000","-309,194,000","-29,839,000","-75,003,000","-42,880,000","-42,655,000","-42,661,000","-45,952,000","-49,204,000","-44,437,000","-69,038,000","-46,510,000","-132,446,000","-171,085,000","-44,912,000","-32,533,000","202,494,000","117,511,000","-28,397,000","420,000","-30,293,000","285,338,000","-26,890,000","-21,573,000","61,576,000","-19,789,000","-20,591,000","-12,114,000","43,654,000","244,720,000","626,700,000","65,465,000","163,253,000","-16,817,000","15,133,000"
	CashFlowFromContinuingFinancingActivities,"-232,434,000","-211,650,000","-8,418,000","-27,450,000","15,084,000","-218,471,000","-10,934,000","-9,369,000","-10,239,000","273,572,000","-81,981,000","-112,356,000","-70,996,000","-120,086,000","-173,703,000","-346,262,000","-117,023,000","-309,194,000","-29,839,000","-75,003,000","-42,880,000","-42,655,000","-42,661,000","-45,952,000","-49,204,000","-44,437,000","-69,038,000","-46,510,000","-132,446,000","-171,085,000","-44,912,000","-32,533,000","202,494,000","117,511,000","-28,397,000","420,000","-30,293,000","285,338,000","-26,890,000","-21,573,000","61,576,000","-19,789,000","-20,591,000","-12,114,000","43,654,000","244,720,000","626,700,000","65,465,000","163,253,000","-16,817,000","15,133,000"
		NetIssuancePaymentsOfDebt,"-182,034,000","-200,000,000","2,000","-13,116,000","31,080,000","-209,375,000","-850,000","-839,000","-1,053,000","399,366,000","-919,000","-797,000","5,193,000","-1,068,000","-86,531,000","-279,634,000","-51,642,000","-240,691,000","-2,592,000","-1,367,000","-899,000","-902,000","-891,000","-888,000","-936,000","10,064,000","-840,000","147,061,000","-26,380,000","-129,428,000","-588,000","-1,565,000","-1,570,000","151,001,000","-1,591,000","31,429,000","-3,701,000","-19,578,000","-3,316,000","-3,219,000","81,702,000","-3,251,000","-1,082,000","-3,063,000","-477,444,000","134,247,000","133,439,000","-32,301,000","74,726,000","-70,553,000","13,884,000"
			NetLongTermDebtIssuance,"17,966,000","0","2,000","-13,116,000","31,080,000","-9,375,000","-850,000","-839,000","-1,053,000","-634,000","-919,000","-797,000","5,193,000","-141,068,000","-86,531,000","-279,634,000","-51,642,000","-540,691,000","-2,592,000","-1,367,000","-899,000","-902,000","-891,000","-888,000","-51,936,000","10,064,000","-840,000","147,061,000","-26,380,000","-129,428,000","-588,000","-1,565,000","-1,570,000","151,001,000","-1,591,000","31,429,000","-3,701,000","-19,578,000","-3,316,000","-3,219,000","81,702,000","-3,251,000","-1,082,000","-3,063,000","-477,444,000","-5,753,000","279,422,000","-201,206,000","174,726,000","-1,648,000","-131,099,000"
				LongTermDebtIssuance,,,"0","500,000,000","500,000,000","0","0","0","0","400,000,000","0","0","381,000,000","140,000,000","0","0","0","300,000,000","0","0","0","0","0","0","-30,000,000","41,000,000","0","157,000,000","0","0","143,000,000","34,000,000","88,500,000","345,000,000","0","722,500,000","0","83,000,000","416,000,000","0",,,"142,000,000","0","0","0","-112,506,000","203,550,000","229,528,000","10,428,000","-134,856,000"
				LongTermDebtPayments,"-982,034,000","0","2,000","-513,116,000","-468,920,000","-9,375,000","-850,000","-839,000","-1,053,000","-634,000","-919,000","-797,000","-375,807,000","-141,068,000","-86,531,000","-279,634,000","-51,642,000","-540,691,000","-2,592,000","-1,367,000","-899,000","-902,000","-891,000","-888,000","-21,936,000","-30,936,000","-840,000","-9,939,000","-26,380,000","-129,428,000","-143,588,000","-35,565,000","-90,070,000","-193,999,000","-1,591,000","-691,071,000","-3,701,000","-102,578,000","-419,316,000","-3,219,000","-88,298,000","-3,251,000","-143,082,000","-3,063,000","-477,444,000","-5,753,000","391,928,000","-404,756,000","-54,802,000","-12,076,000","3,757,000"
			NetShortTermDebtIssuance,"-200,000,000","-200,000,000","0","0","0","-200,000,000","0","0","0","400,000,000","0","0","0","140,000,000","0","0","0","300,000,000","0","0","0","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","140,000,000",,,"-100,000,000","-68,905,000",
				ShortTermDebtIssuance,,,"0","0","0","0","0","0","0","400,000,000","0","0","0","140,000,000","0","0","0","300,000,000","0","0","0","0","0","0",,"30,000,000",,"0","0","0","0",,"88,500,000","170,000,000","0","122,500,000","0","83,000,000","501,000,000","0","0","0","0","0","0","140,000,000",,,"0","0",
				ShortTermDebtPayments,"-200,000,000","-200,000,000","0","0","0","-200,000,000",,,,,,,,,,,,,,,,,,,,"-30,000,000",,"155,808,000","-26,380,000","-129,428,000","27,134,000",,"-90,070,000","-193,999,000","0","-122,500,000","3,578,000","-102,578,000",,,,,"0","0","0","0",,,"-100,000,000","-68,905,000",
