name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016
MarketCap,"3,670,740,859","4,319,492,664","5,047,410,340","3,998,073,060","3,273,292,836","3,378,053,541","1,916,752,722","1,077,561,632","1,292,560,835","993,996,781","1,920,982,416","1,425,089,197","1,207,528,505","995,034,613","912,252,544","1,221,360,044","954,841,368","924,569,230","1,362,486,239","1,250,260,890","1,439,021,259","1,666,789,447","1,508,452,060","1,170,469,797","999,333,872"
EnterpriseValue,"4,078,521,859","4,621,185,664","5,271,528,340","4,419,750,060","3,769,800,836","3,899,958,541","2,475,946,722","1,725,875,632","2,043,511,835","1,720,765,781","2,642,884,416","2,208,858,197","2,040,125,505","1,823,770,613","1,689,837,544","2,017,980,044","1,786,158,368","1,416,825,230","1,892,846,239","1,646,196,890","1,853,777,259","2,072,563,447","1,938,486,060","1,670,831,797","1,497,106,872"
PeRatio,"4.936","6.669","9.121","9.594","11.973","17.367","13.261","7.784","8.601","7.023","14.297","11.949","10.474","8.249","8","12.34","11.048","13.979","16.89","16.124","19.956","24.792","25.436","71.892","68.368"
ForwardPeRatio,"6.725","7.491","11.249","12.077","12.87","12.092","9.97","6.536","8.045","5.236","10.537","8.21","7.289","6.676","6.935","9.083","8.475","9.823","13.755","12.987","12.531","15.798","16.502","14.104",
PsRatio,"1.099","1.422","1.796","1.668","1.683","1.884","1.126","0.61","0.691","0.523","1.009","0.768","0.655","0.571","0.585","0.888","0.796","0.836","0.95","0.844","0.96","1.114","0.986","0.757","0.632"
PbRatio,"3.587","4.582","5.837","5.905","5.741","7.724","5.065","3.324","4.375","3.653","8.247","7.037","7.619","8.014","7.474","16.933","15.382","2.379","3.776","3.597","4.692","5.943","5.864","5.856","5.576"
EnterprisesValueRevenueRatio,"1.133","4.703","6.27","4.785","4.416","6.098","4.845","3.615","5.309","3.776","5.907","4.403","4.134","3.886","3.738","4.226","3.587","3.184","4.566","4.159","4.661","5.56","5.742","4.014","3.783"
EnterprisesValueEBITDARatio,"3.389","13.474","18.059","14.734","14.028","20.042","17.353","16.124","31.881","20.222","35.188","23.858","26.087","25.537","25.884","31.456","24.406","17.052","35.374","30.92","31.935","41.606","41.825","36.643","27.277"
