name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,02/28/2021
TotalAssets,"415,254,693","415,590,956","415,746,324","415,970,768","416,220,588","416,897,455"
	CurrentAssets,"1,148,465","1,535,632","1,732,408","1,952,001","2,216,846","2,897,455"
		CashCashEquivalentsAndShortTermInvestments,"525,747","818,897","843,172","886,576","1,014,063","2,861,155"
			CashAndCashEquivalents,"525,747","818,897","843,172","886,576","1,014,063","2,861,155"
				CashFinancial,"525,747","818,897","843,172","886,576","1,014,063","2,861,155"
		PrepaidAssets,"622,718","716,735","889,236","1,065,425","1,202,783","36,300"
	TotalNonCurrentAssets,"414,106,228","414,055,324","414,013,916","414,018,767","414,003,742","414,000,000"
		NonCurrentDeferredAssets,,"0","0","0","0",
		OtherNonCurrentAssets,"414,106,228","414,055,324","414,013,916","414,018,767","414,003,742","414,000,000"
TotalLiabilitiesNetMinorityInterest,"21,243,858","27,224,928","26,778,614","31,695,470","36,493,393","15,242,691"
	CurrentLiabilities,"1,214,158","1,119,428","851,814","228,970","158,063","752,691"
		PayablesAndAccruedExpenses,"1,214,158","1,119,428","851,814","228,970","158,063","616,898"
			Payables,"86,715","199,728","162,114","113,970","73,230","521,898"
				AccountsPayable,"37,350","16,664","12,875","12,875","21,428","487,875"
				TotalTaxPayable,"49,365","183,064","149,091","98,680","48,817","34,023"
				DuetoRelatedPartiesCurrent,,"0","148","2,415","2,985",
			CurrentAccruedExpenses,"1,127,443","919,700","689,700","115,000","84,833","95,000"
		CurrentDebtAndCapitalLeaseObligation,,,,,,"135,793"
			CurrentDebt,,,,,,"135,793"
				CurrentNotesPayable,,"0","0","0","0","135,793"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"20,029,700","26,105,500","25,926,800","31,466,500","36,335,330","14,490,000"
		NonCurrentDeferredLiabilities,"14,490,000","14,490,000","14,490,000","14,490,000","14,490,000","14,490,000"
		DerivativeProductLiabilities,"5,539,700","11,615,500","11,436,800","16,976,500","21,845,330",
TotalEquityGrossMinorityInterest,"394,010,835","388,366,028","388,967,710","384,275,298","379,727,195","401,654,764"
	StockholdersEquity,"394,010,835","388,366,028","388,967,710","384,275,298","379,727,195","401,654,764"
		CapitalStock,"414,001,035","414,001,035","414,001,035","379,276,672","374,728,618","396,655,968"
			PreferredStock,"0","0","0","0","0","0"
			CommonStock,"414,001,035","414,001,035","414,001,035","379,276,672","374,728,618","396,655,968"
		AdditionalPaidInCapital,"0","0","0","0","2,850,236","5,073,274"
		RetainedEarnings,"-19,990,200","-25,635,007","-25,033,325","4,998,626","2,148,341","-74,478"
TotalCapitalization,"394,010,835","388,366,028","388,967,710","384,275,298","379,727,195","401,654,764"
CommonStockEquity,"394,010,835","388,366,028","388,967,710","384,275,298","379,727,195","401,654,764"
NetTangibleAssets,"394,010,835","388,366,028","388,967,710","384,275,298","379,727,195","401,654,764"
WorkingCapital,"-65,693","416,204","880,594","1,723,031","2,058,783","2,144,764"
InvestedCapital,"394,010,835","388,366,028","388,967,710","384,275,298","379,727,195","401,790,557"
TangibleBookValue,"394,010,835","388,366,028","388,967,710","384,275,298","379,727,195","401,654,764"
TotalDebt,,,,,,"135,793"
ShareIssued,"51,750,000","51,750,000","51,750,000","51,750,000","51,750,000",
OrdinarySharesNumber,"51,750,000","51,750,000","51,750,000","51,750,000","51,750,000",
