name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"430,903,000","436,510,000","441,792,000","424,742,000","248,019,000","249,166,000"
	CurrentAssets,"339,879,000","345,161,000","350,818,000","368,194,000","191,494,000","193,236,000"
		CashCashEquivalentsAndShortTermInvestments,"299,279,000","308,581,000","314,402,000","338,477,000","162,075,000","166,790,000"
			CashAndCashEquivalents,"187,291,000","308,581,000","314,402,000","338,477,000","162,075,000","166,790,000"
			OtherShortTermInvestments,"111,988,000",,,,,
		Receivables,"23,350,000","20,821,000","20,281,000","15,590,000","14,614,000","14,103,000"
			AccountsReceivable,"17,881,000","15,991,000","15,507,000","12,491,000","11,866,000","11,804,000"
			OtherReceivables,"5,671,000","5,032,000","4,987,000","3,273,000","3,219,000","2,783,000"
			ReceivablesAdjustmentsAllowances,"-202,000","-202,000","-213,000","-174,000","-471,000","-484,000"
		PrepaidAssets,"10,721,000","9,487,000","10,399,000","8,693,000","9,742,000","7,598,000"
		CurrentDeferredAssets,"6,529,000","6,272,000","5,736,000","5,434,000","5,063,000","4,745,000"
	TotalNonCurrentAssets,"91,024,000","91,349,000","90,974,000","56,548,000","56,525,000","55,930,000"
		NetPPE,"12,754,000","11,828,000","10,891,000","10,418,000","10,308,000","10,461,000"
			GrossPPE,"25,383,000","23,845,000","22,298,000","21,236,000","20,544,000","20,123,000"
				Properties,"0","0","0","0","0","0"
				MachineryFurnitureEquipment,"13,668,000","12,133,000","10,621,000","9,573,000","8,881,000","8,473,000"
				Leases,"11,715,000","11,712,000","11,677,000","11,663,000","11,663,000","11,650,000"
			AccumulatedDepreciation,"-12,629,000","-12,017,000","-11,407,000","-10,818,000","-10,236,000","-9,662,000"
		GoodwillAndOtherIntangibleAssets,"58,853,000","59,255,000","59,700,000","24,390,000","24,599,000","24,484,000"
			Goodwill,"48,091,000","48,091,000","48,391,000","16,542,000","16,542,000","16,218,000"
			OtherIntangibleAssets,"10,762,000","11,164,000","11,309,000","7,848,000","8,057,000","8,266,000"
		NonCurrentDeferredAssets,"18,203,000","17,991,000","15,478,000","15,219,000","15,096,000","14,858,000"
		OtherNonCurrentAssets,"1,214,000","2,275,000","4,905,000","6,521,000","6,522,000","6,127,000"
TotalLiabilitiesNetMinorityInterest,"88,788,000","91,899,000","96,274,000","73,484,000","78,408,000","69,426,000"
	CurrentLiabilities,"34,752,000","33,198,000","36,104,000","29,553,000","28,851,000","20,484,000"
		PayablesAndAccruedExpenses,"18,789,000","20,286,000","24,770,000","19,446,000","19,600,000","12,834,000"
			Payables,"6,777,000","7,373,000","5,485,000","5,002,000","7,098,000","2,754,000"
				AccountsPayable,"2,963,000","3,649,000","2,538,000","2,575,000","4,725,000","360,000"
				TotalTaxPayable,"3,814,000","3,724,000","2,947,000","2,427,000","2,373,000","2,394,000"
			CurrentAccruedExpenses,"12,012,000","12,913,000","19,285,000","14,444,000","12,502,000","10,080,000"
		CurrentProvisions,"2,000,000","1,000,000",,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"2,109,000","821,000",,,,
		CurrentDebtAndCapitalLeaseObligation,"1,875,000","1,563,000","1,250,000","938,000","625,000","313,000"
			CurrentDebt,"1,875,000","1,563,000","1,250,000","938,000","625,000","313,000"
				OtherCurrentBorrowings,"1,875,000","1,563,000","1,250,000","938,000","625,000","313,000"
			CurrentCapitalLeaseObligation,,,,,,"0"
		CurrentDeferredLiabilities,"9,979,000","9,528,000","10,084,000","9,169,000","8,626,000","7,337,000"
			CurrentDeferredRevenue,"8,009,000","8,198,000","6,893,000","6,618,000","6,715,000","6,116,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"54,036,000","58,701,000","60,170,000","43,931,000","49,557,000","48,942,000"
		LongTermDebtAndCapitalLeaseObligation,"22,438,000","23,053,000","23,668,000","23,967,000","24,267,000","24,566,000"
			LongTermDebt,"22,438,000","23,053,000","23,668,000","23,967,000","24,267,000","24,566,000"
		NonCurrentDeferredLiabilities,"18,798,000","19,148,000","18,609,000","18,571,000","19,561,000","20,291,000"
			NonCurrentDeferredTaxesLiabilities,"118,000","85,000",,,,
			NonCurrentDeferredRevenue,"13,678,000","13,873,000","13,234,000","13,018,000","13,835,000","14,424,000"
		DerivativeProductLiabilities,,"0","0","0","4,336,000","2,692,000"
		OtherNonCurrentLiabilities,"12,800,000","16,500,000","17,893,000","1,393,000","1,393,000","1,393,000"
TotalEquityGrossMinorityInterest,"342,115,000","344,611,000","345,518,000","351,258,000","169,611,000","179,740,000"
	StockholdersEquity,"342,115,000","344,611,000","345,518,000","351,258,000","169,611,000","179,740,000"
		CapitalStock,"90,000","90,000","88,000","87,000","443,547,000","443,268,000"
			PreferredStock,"0","0","0","0","443,540,000","443,263,000"
			CommonStock,"90,000","90,000","88,000","87,000","7,000","5,000"
		AdditionalPaidInCapital,"669,284,000","658,374,000","645,934,000","640,456,000","3,974,000","0"
		RetainedEarnings,"-327,259,000","-313,853,000","-300,504,000","-289,285,000","-277,910,000","-263,528,000"
TotalCapitalization,"364,553,000","367,664,000","369,186,000","375,225,000","193,878,000","204,306,000"
PreferredStockEquity,,,,,"443,540,000","443,263,000"
CommonStockEquity,"342,115,000","344,611,000","345,518,000","351,258,000","-273,929,000","-263,523,000"
CapitalLeaseObligations,,,,,,"0"
NetTangibleAssets,"283,262,000","285,356,000","285,818,000","326,868,000","145,012,000","155,256,000"
WorkingCapital,"305,127,000","311,963,000","314,714,000","338,641,000","162,643,000","172,752,000"
InvestedCapital,"366,428,000","369,227,000","370,436,000","376,163,000","-249,037,000","-238,644,000"
TangibleBookValue,"283,262,000","285,356,000","285,818,000","326,868,000","-298,528,000","-288,007,000"
TotalDebt,"24,313,000","24,616,000","24,918,000","24,905,000","24,892,000","24,879,000"
ShareIssued,"90,469,637","89,954,657","88,147,853","87,186,730","83,135,445","83,135,445"
OrdinarySharesNumber,"90,469,637","89,954,657","88,147,853","87,186,730","83,135,445","83,135,445"
