name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007
MarketCap,"1,115,363,942","1,819,777,567","2,882,648,642","4,072,704,285","5,376,953,987","4,894,292,831","4,511,276,186","3,019,192,434","3,957,716,044","2,543,519,882","3,508,382,835","4,284,635,762","5,320,979,173","6,909,043,226","8,541,485,547","10,195,852,150","9,956,178,012","11,940,742,390","11,821,056,137","10,653,015,037","11,078,987,725","9,022,670,488","9,337,565,753","9,361,628,531","12,071,617,203","12,159,459,180","13,398,446,563","12,070,379,601","12,939,996,297","13,839,899,768","14,021,403,650","13,566,416,627","14,223,457,688","14,254,303,576","14,691,098,417","12,029,846,499","12,188,047,830","11,530,562,815","10,719,446,317","10,064,901,451","9,908,793,811","10,971,625,055","9,571,019,200","8,808,035,786","10,079,530,975","9,634,442,440","9,452,296,624","8,198,879,917","6,273,789,272","9,130,629,193","6,461,197,758","6,541,367,846","2,980,331,462","1,728,714,969","1,859,858,863","7,695,762,155","8,798,563,083","9,621,192,965","11,416,848,179"
EnterpriseValue,"7,599,363,942","8,221,777,567","9,378,648,642","10,310,704,285","11,667,953,987","11,024,292,831","10,333,276,186","8,712,192,434","10,447,716,044","9,282,519,882","10,443,382,835","11,223,635,762","12,255,979,173","13,629,043,226","15,366,485,547","17,233,852,150","17,139,178,012","18,313,742,390","17,613,056,137","16,330,015,037","16,883,987,725","15,059,670,488","15,441,565,753","15,365,628,531","18,246,617,203","18,256,459,180","18,562,446,563","17,259,379,601","18,148,996,297","19,256,899,768","18,707,403,650","18,097,416,627","18,828,457,688","18,739,303,576","19,071,098,417","16,162,846,499","16,272,047,830","15,373,562,815","14,562,446,317","15,323,901,451","15,297,793,811","16,163,625,055","14,724,019,200","13,961,035,786","13,515,530,975","14,903,442,440","13,543,296,624","12,777,879,917","11,432,789,272","14,140,629,193","11,780,197,758","12,020,367,846","8,657,331,462","7,985,714,969","8,158,858,863","14,618,762,155","15,724,563,083","16,636,192,965","18,036,848,179"
PeRatio,"8.719","5.805","2.621","3.006","3.85","4.112","6.856",,,,,"8.892","9.68","11.021","6.873","7.529","7.579","9.322","22.2","24.552","24.788","20.429","19.212","16.402","21.142","18.985","20.388","21.858","23.718","26.78","32.33","32.409","33.747","34.783","22.317","29.752","27.881","24.991","23.014","29.988","32.306","20.676","13.54","12.325","11.474","19.829","13.58","12.351","11.413","15.938","25.209",,,,,"81.246","19.539","21.761","27.652"
ForwardPeRatio,,,,,"8.496","7.634","7.981","4.036","10.225","4.401","4.322","5.371","9.47","9.099","9.042","10.395","11.877","10.834","15.314","15.798","22.075","18.692","15.244","13.661","20.08","15.221","17.123","15.773","19.455","19.57","20.325","14.925",,,"8.489","6.789","6.658","6.184","5.695","5.353","5.165","15.504","16.155","14.451","17.271","15.699","20.325",,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,"5.105","5.268",,,,,,,,,,"0.979","1.017","0.746",,,"0.655","0.524","0.513","0.477","0.439","0.413","0.398","1.196",,"14.445","17.271","15.709","20.322",,,,,,,,,,,,
PsRatio,"0.087","0.141","0.222","0.294","0.379","0.349","0.329","0.22","0.3","0.192","0.257","0.331","0.403","0.528","0.691","0.837","0.855","1.086","1.099","1.136","1.138","0.942","0.947","0.97","1.279","1.325","1.489","1.395","1.415","1.432","1.397","1.394","1.472","1.476","1.471","1.205","1.211","1.162","1.071","1.018","1.032","1.148","1.283","1.168","1.281","1.322","1.324","0.935","0.724","1.075","0.775","0.82","0.376","0.216","0.23","0.943","1.098","1.286","1.555"
PbRatio,"0.385","0.628","0.765","1.079","1.478","1.345","1.262","0.581","0.796","0.526","0.755","0.777","0.962","1.221","1.521","1.779","1.67","1.746","2.399","2.063","2.292","1.857","1.848","1.847","2.371","2.344","3.226","2.923","3.05","3.232","2.372","2.202","2.257","2.235","2.234","1.804","1.77","1.626","1.53","1.626","1.513","1.667","1.447","1.357","0.85","1.517","1.504","1.377","1.099","1.605","0.951","0.993","0.465","0.28","0.295","1.071","1.197","1.32","1.516"
EnterprisesValueRevenueRatio,"0.559","2.852","2.311","3.279","3.33","3.304","2.321","2.575","3.053","3.179","2.503","3.633","3.94","4.418","3.512","5.334","5.301","5.67","5.278","6.876","7.197","6.483","4.941","6.672","7.527","7.713","5.754","8.6","9.084","9.936","6.727","7.767","7.546","7.658","5.908","7.199","6.78","6.316","4.633","6.978","6.468","6.985","4.782","6.545","4.856","6.903","4.693","6.493","5.569","6.983","4.345","6.579","4.472","4.361","3.432","8.131","8.047","8.531","7.273"
EnterprisesValueEBITDARatio,"5.285","25.855","60.9","23.978","21.769","21.079","16.775","13.18","19.639","43.785","28.534","-16.852","34.917","44.394","29.103","49.381","35.856","33.542","18.777","39.349","36.077","33.918","25.273","38.999","36.348","41.492","29.652","37.358","43.315","46.854","32.422","47.375","43.484","43.58","33.167","46.312","38.835","38.243","26.051","42.566","24.282","40.714","19.272","41.427","17.831","46.428","19.102","35.104","26.222","18.879","18.909","43.552","18.112","24.126","22.231","48.088","39.509","42.011","33.402"
