name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007
				AmortizationCashFlow,"87,244,000","21,720,000","21,023,000","14,105,000","30,396,000","15,068,000","14,770,000","14,333,000","14,062,000","13,776,000","13,243,000","12,361,000","12,013,000","11,793,000","11,633,000","11,681,000","19,537,000","11,338,000","11,560,000","10,614,000","11,122,000","11,251,000","11,498,000","11,752,000","11,943,000","11,840,000","11,803,000","11,710,000","11,695,000","11,702,000","11,591,000","11,574,000","11,442,000","14,010,000","14,760,000","14,448,000","14,509,000","14,486,000","15,421,000","15,959,000","15,959,000","15,959,000","16,268,000","16,422,000","16,423,000","16,692,000","16,694,000","16,350,000","4,277,000","4,278,000","6,268,000","6,429,000","6,428,000","6,429,000","7,001,000","7,249,000","7,125,000","7,125,000","7,125,000","6,697,000"
					AmortizationOfIntangibles,"87,244,000","21,720,000","21,023,000","14,105,000","30,396,000","15,068,000","14,770,000","14,333,000","14,062,000","13,776,000","13,243,000","12,361,000","12,013,000","11,793,000","11,633,000","11,681,000","19,537,000","11,338,000","11,560,000","10,614,000","11,122,000","11,251,000","11,498,000","11,752,000","11,943,000","11,840,000","11,803,000","11,710,000","11,695,000","11,702,000","11,591,000","11,574,000","11,442,000","14,010,000","14,760,000","14,448,000","14,509,000","14,486,000","15,421,000","15,959,000","15,959,000","15,959,000","16,268,000","16,422,000","16,423,000","16,692,000","16,694,000","16,350,000","4,277,000","4,278,000","6,268,000","6,429,000","6,428,000","6,429,000","7,001,000","7,249,000","7,125,000","7,125,000","7,125,000","6,697,000"
		DeferredTax,"-125,472,000","-12,961,000","-9,529,000","-93,352,000","-9,630,000","1,142,000","-51,023,000","5,222,000","-4,679,000","-5,165,000","-10,923,000","-4,535,000","3,088,000","-8,397,000","8,330,000","-4,830,000","-3,183,000","-1,097,000","-7,450,000","-4,372,000","-5,045,000","-2,035,000","-9,329,000","-2,882,000","-987,000","-3,769,000","-4,193,000","-2,554,000","-6,974,000","3,433,000","-5,956,000","-2,479,000","29,746,000","-26,271,000","-12,941,000","-5,481,000","8,499,000","-5,143,000","-6,494,000","-6,185,000","-11,829,000","-5,687,000","18,575,000","-17,176,000","-7,837,000","12,063,000","-3,935,000","9,444,000","-2,665,000","-1,918,000","888,000","-4,276,000","-6,736,000","-4,214,000","29,000","-299,000","-3,997,000","-2,911,000","-15,779,000","-3,467,000"
			DeferredIncomeTax,"-125,472,000","-12,961,000","-9,529,000","-93,352,000","-9,630,000","1,142,000","-51,023,000","5,222,000","-4,679,000","-5,165,000","-10,923,000","-4,535,000","3,088,000","-8,397,000","8,330,000","-4,830,000","-3,183,000","-1,097,000","-7,450,000","-4,372,000","-5,045,000","-2,035,000","-9,329,000","-2,882,000","-987,000","-3,769,000","-4,193,000","-2,554,000","-6,974,000","3,433,000","-5,956,000","-2,479,000","29,746,000","-26,271,000","-12,941,000","-5,481,000","8,499,000","-5,143,000","-6,494,000","-6,185,000","-11,829,000","-5,687,000","18,575,000","-17,176,000","-7,837,000","12,063,000","-3,935,000","9,444,000","-2,665,000","-1,918,000","888,000","-4,276,000","-6,736,000","-4,214,000","29,000","-299,000","-3,997,000","-2,911,000","-15,779,000","-3,467,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"738,000","19,936,000","1,497,000","1,621,000","1,508,000","1,511,000","2,187,000","1,753,000","4,293,000","3,254,000","127,000","181,000","202,000","254,000","400,000",,,,,,
		StockBasedCompensation,"58,864,000","22,857,000","11,699,000","12,362,000","11,946,000","18,910,000","10,713,000","11,116,000","14,102,000","15,163,000","10,714,000","10,517,000","10,427,000","9,541,000","10,955,000","9,870,000","9,019,000","9,053,000","8,908,000","8,931,000","9,343,000","9,394,000","8,410,000","8,318,000","8,193,000","7,080,000","8,006,000","6,013,000","7,189,000","7,350,000","6,469,000","7,659,000","7,286,000","5,171,000","5,854,000","6,321,000","6,018,000","6,811,000","5,914,000","7,537,000","6,029,000","5,843,000","7,401,000","7,860,000","8,008,000","8,454,000","9,341,000","12,458,000","5,366,000","5,120,000","10,093,000","8,354,000","8,978,000","7,736,000",,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,"-1,145,000","-1,604,000","-1,019,000","-3,857,000","-1,547,000","-474,000","-10,242,000","-2,990,000","362,000","-424,000","-1,599,000","-1,174,000","-867,000","-364,000","-230,000","-1,172,000","531,000","80,000","-397,000","-1,262,000","-3,187,000","-313,000","-1,186,000","-2,577,000","2,503,000","-1,040,000","-71,000","-1,392,000",,,,,,,,,,
		OtherNonCashItems,"2,643,000","2,336,000","-4,587,000","2,988,000","1,906,000","4,470,000","1,171,000","2,118,000","1,474,000","1,426,000","7,213,000","7,295,000","12,361,000","786,000","440,000","1,147,000","770,000","1,170,000","1,259,000","1,607,000","360,000","874,000","917,000","1,415,000","860,000","1,068,000","925,000","-5,599,000","596,000","4,146,000","8,362,000","1,775,000","1,212,000","464,000","1,913,000","1,039,000","1,191,000","-100,000","-106,329,000","48,437,000","37,321,000","43,892,000","44,608,000","50,158,000","79,099,000","1,131,000","-5,612,000","-701,000","967,000","55,000","163,000","438,000","62,000","314,000","16,252,000","5,673,000","6,348,000","4,413,000","1,078,000","601,000"
		ChangeInWorkingCapital,"63,354,000","-31,017,000","44,502,000","59,666,000","-9,797,000","-34,223,000","90,812,000","-28,977,000","74,166,000","-84,077,000","76,284,000","18,705,000","24,069,000","-117,473,000","30,721,000","-5,318,000","68,861,000","-55,164,000","56,156,000","-9,485,000","16,012,000","-64,258,000","49,660,000","56,780,000","22,737,000","-47,867,000","-646,000","52,420,000","-42,320,000","-7,992,000","31,266,000","31,411,000","-8,250,000","-53,397,000","32,392,000","-7,846,000","-10,657,000","-7,852,000","-16,687,000","26,398,000","48,878,000","4,849,000","-9,697,000","31,556,000","38,459,000","-102,459,000","5,576,000","10,127,000","30,982,000","-51,860,000","-28,538,000","16,914,000","15,110,000","-8,859,000","323,000","-2,000,000","31,349,000","-6,304,000","31,411,000","-2,574,000"
			ChangeInReceivables,"-79,416,000","70,417,000","-168,527,000","205,000","18,489,000","50,630,000","-127,454,000","37,717,000","16,205,000","15,926,000","-88,254,000","26,717,000","-11,191,000","46,805,000","-93,692,000","11,301,000","63,250,000","-134,801,000","-18,425,000","-20,507,000","-26,079,000","-40,582,000","12,527,000","9,360,000","11,283,000","-51,664,000","-418,000","5,699,000","-29,000,000","-7,181,000","11,814,000","20,446,000","-20,202,000","-38,879,000","10,350,000","-18,826,000","6,277,000","-14,213,000","-21,349,000","12,108,000","36,140,000","8,574,000","-13,401,000","9,074,000","8,992,000","-46,949,000","-34,051,000","15,343,000","20,537,000","-37,680,000","-513,000","18,423,000","9,260,000","-16,845,000","2,481,000","17,091,000","19,163,000","-45,621,000","2,554,000","14,872,000"
				ChangesInAccountReceivables,"-79,416,000","70,417,000","-168,527,000","205,000","18,489,000","50,630,000","-127,454,000","37,717,000","16,205,000","15,926,000","-88,254,000","26,717,000","-11,191,000","46,805,000","-93,692,000","11,301,000","63,250,000","-134,801,000","-18,425,000","-20,507,000","-26,079,000","-40,582,000","12,527,000","9,360,000","11,283,000","-51,664,000","-418,000","5,699,000","-29,000,000","-7,181,000","11,814,000","20,446,000","-20,202,000","-38,879,000","10,350,000","-18,826,000","6,277,000","-14,213,000","-21,349,000","12,108,000","36,140,000","8,574,000","-13,401,000","9,074,000","8,992,000","-46,949,000","-34,051,000",,,"-37,680,000","-513,000","18,423,000","4,875,000","-14,225,000",,,,,,
			ChangeInPrepaidAssets,"-5,007,000","-4,108,000","9,037,000","35,069,000","-45,005,000","11,923,000","45,975,000","-50,990,000","12,587,000","3,626,000","20,266,000","18,016,000","-5,973,000","-53,207,000","3,901,000","-4,721,000","-19,082,000","13,818,000","-5,012,000","-1,288,000","-14,306,000","13,067,000","10,935,000","33,873,000","-25,368,000","22,516,000","-11,697,000","18,418,000","-24,926,000","15,016,000","3,040,000","-2,136,000","-35,526,000","9,767,000","19,928,000","-6,103,000","-29,602,000","19,245,000","5,363,000","-1,125,000","-22,712,000","24,357,000","-14,479,000","10,678,000","-7,135,000","-8,332,000","26,657,000","-2,900,000","-12,213,000","9,005,000","-8,625,000","-645,000","-843,000","6,723,000","-10,841,000","6,034,000","-4,260,000","-193,000","647,000","-781,000"
			ChangeInPayablesAndAccruedExpense,"53,121,000","37,358,000","9,624,000","20,706,000","-14,567,000","6,696,000","4,206,000","7,071,000","10,325,000","-2,870,000","16,536,000","-5,064,000","7,279,000","-14,743,000","16,306,000","-7,728,000","18,673,000","1,255,000","14,398,000","4,671,000","3,855,000","-5,964,000","6,727,000","4,168,000","9,265,000","-2,331,000","-1,967,000","18,416,000","-9,232,000","9,650,000","3,031,000","-5,494,000","9,190,000","3,829,000","-3,535,000","7,252,000","-6,757,000","635,000","19,512,000","22,695,000","21,447,000","-69,908,000","21,048,000","18,917,000","23,539,000","-60,441,000","27,015,000","9,906,000","8,177,000","-38,700,000","-15,927,000","10,703,000","10,456,000","-32,522,000","-1,688,000","-13,047,000",,,,
				ChangeInPayable,"60,097,000","22,197,000","26,074,000","3,146,000","8,680,000","-6,192,000","12,333,000","-11,361,000","15,393,000","693,000","6,077,000","235,000","1,668,000","-7,636,000","8,367,000","-11,142,000","-586,000","2,771,000","-779,000","2,053,000","-4,563,000","4,316,000","-649,000","-473,000","216,000","-1,006,000","714,000","-343,000","1,012,000","-1,681,000","1,155,000","-256,000","880,000","349,000","-128,000","326,000","-164,000","-2,179,000","531,000","1,034,000","484,000","-70,000","-180,000","-195,000","161,000","271,000","716,000","-2,034,000","131,000","-1,466,000","-32,612,000","-3,905,000","-47,000","2,260,000",,,,,,
					ChangeInTaxPayable,"56,451,000","24,257,000","21,922,000","4,282,000","5,990,000","1,709,000","2,969,000","-9,580,000","13,958,000","2,229,000","2,011,000","1,304,000","288,000","-5,843,000","6,672,000","-12,112,000","-451,000","3,001,000",,,,"3,755,000",,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0","-459,000","459,000","-656,000","656,000",,,,,,
						ChangeInIncomeTaxPayable,"56,451,000","24,257,000","21,922,000","4,282,000","5,990,000","1,709,000","2,969,000","-9,580,000","13,958,000","2,229,000","2,011,000","1,304,000","288,000","-5,843,000","6,672,000","-12,112,000","-451,000","3,001,000",,,,"3,755,000",,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0","-459,000","459,000","-656,000","656,000",,,,,,
					ChangeInAccountPayable,"3,646,000","-2,060,000","4,152,000","-1,136,000","2,690,000","-7,901,000","9,364,000","-1,781,000","1,435,000","-1,536,000","4,066,000","-1,069,000","1,380,000","-1,793,000","1,695,000","970,000","-135,000","-230,000","-779,000","2,053,000","-808,000","561,000","-649,000","-473,000","216,000","-1,006,000","714,000","-343,000","1,012,000","-1,681,000","1,155,000","-256,000","880,000","349,000","-128,000","326,000","-164,000","-2,179,000","531,000","1,034,000","484,000","-70,000","-180,000","-195,000","161,000","271,000","716,000","-2,034,000","131,000","-1,466,000","-32,153,000","-4,364,000","37,564,000","-359,000",,,,,,
				ChangeInAccruedExpense,"-6,976,000","15,161,000","-16,450,000","17,560,000","-23,247,000","12,888,000","-8,127,000","18,432,000","-5,068,000","-3,563,000","10,459,000","-5,299,000","5,611,000","-7,107,000","7,939,000","3,414,000","19,259,000","-1,516,000","15,177,000","2,618,000","8,418,000","-10,280,000","7,376,000","4,641,000","9,049,000","-1,325,000","-2,681,000","18,759,000","-10,244,000","11,331,000","1,876,000","-5,238,000","8,310,000","3,480,000","-3,407,000","6,926,000","-6,593,000","2,814,000","18,981,000","21,661,000","20,963,000","-69,838,000","21,228,000","19,112,000","23,378,000","-60,712,000","26,299,000","11,940,000","8,046,000","-37,234,000","16,685,000","14,608,000","10,503,000","-34,782,000",,,,,,
			ChangeInOtherCurrentAssets,"-40,473,000","-5,005,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,"-791,000","-3,847,000","15,102,000","-4,509,000","-5,237,000","-5,898,000","-5,480,000","-5,402,000","-5,537,000","-6,078,000","-5,470,000","-5,635,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,062,000","-16,792,000","14,826,000","18,008,000","-14,829,000","-10,516,000","-3,585,000","33,548,000","1,525,000","-4,935,000","22,655,000","18,294,000","28,210,000","-16,665,000"
			ChangeInOtherWorkingCapital,"135,920,000","-125,832,000","214,711,000","8,195,000","36,523,000","-97,574,000","173,565,000","-17,373,000","40,586,000","-94,681,000","133,206,000","-15,329,000","43,093,000","-96,328,000","104,206,000","-4,170,000","6,020,000","64,564,000","65,195,000","7,639,000","52,542,000","-30,779,000","19,471,000","9,379,000","27,557,000","-16,388,000","13,436,000","9,887,000","20,838,000","-25,477,000","13,381,000","18,595,000","38,288,000","-28,114,000","5,649,000","9,831,000","19,425,000","-13,519,000","-20,213,000","-7,280,000","14,003,000","41,826,000","-22,244,000","-7,113,000","13,063,000","13,263,000","-1,983,000","4,570,000","-345,000","-2,493,000","11,356,000","-1,051,000","-178,000","237,000","8,846,000",,,"21,216,000",,
InvestingCashFlow,"-1,040,663,000","-15,310,000","-49,834,000","-963,558,000","-11,961,000","-10,360,000","-16,892,000","-11,725,000","-11,536,000","-201,638,000","-36,645,000","-14,765,000","-12,391,000","-8,136,000","40,038,000","-13,097,000","13,805,000","-5,872,000","-20,600,000","-11,553,000","-6,264,000","-9,629,000","-10,535,000","-13,071,000","-12,905,000","-5,520,000","-18,329,000","-12,250,000","-11,962,000","-6,320,000","-8,665,000","-35,153,000","350,908,000","-10,053,000","-20,812,000","-14,208,000","-3,791,000","42,932,000","-102,969,000","-25,549,000","92,085,000","-57,928,000","-3,976,000","-41,657,000","-63,853,000","18,875,000","-37,653,000","-1,084,486,000","295,403,000","-65,541,000","-47,308,000","-6,655,000","-248,220,000","-6,033,000","-6,459,000","190,038,000","-44,075,000","-27,435,000","-85,415,000","314,622,000"
	CashFlowFromContinuingInvestingActivities,"-1,040,663,000","-15,310,000","-49,834,000","-963,558,000","-11,961,000","-10,360,000","-16,892,000","-11,725,000","-11,536,000","-201,638,000","-36,645,000","-14,765,000","-12,391,000","-8,136,000","40,038,000","-13,097,000","13,805,000","-5,872,000","-20,600,000","-11,553,000","-6,264,000","-9,629,000","-10,535,000","-13,071,000","-12,905,000","-5,520,000","-18,329,000","-12,250,000","-11,962,000","-6,320,000","-8,665,000","-35,153,000","350,908,000","-10,053,000","-20,812,000","-14,208,000","-3,791,000","42,932,000","-102,969,000","-25,549,000","92,085,000","-57,928,000","-3,976,000","-41,657,000","-63,853,000","18,875,000","-37,653,000","-1,084,486,000","295,403,000","-65,541,000","-47,308,000","-6,655,000","-248,220,000","-6,033,000","-6,459,000","190,038,000","-44,075,000","-27,435,000","-85,415,000","314,622,000"
		CapitalExpenditureReported,"-57,772,000","-15,338,000","-16,597,000","-14,787,000","-11,050,000","-10,360,000","-16,892,000","-11,725,000","-11,542,000","-10,816,000","-18,468,000","-14,765,000","-12,391,000","-8,146,000","-22,777,000","-13,107,000","-7,205,000","-5,872,000","-20,600,000","-11,553,000","-7,035,000","-9,629,000","-10,535,000","-13,728,000","-12,905,000","-5,460,000","-18,565,000","-12,250,000","-12,017,000","-6,320,000","-8,638,000","-20,273,000","-11,904,000","-10,060,000","-20,812,000","-14,237,000","-3,691,000","-4,800,000","-6,775,000","-18,163,000","-15,654,000","-4,292,000","-6,269,000","-10,110,000","-2,897,000","-3,835,000",,,"-1,411,000","-3,285,000",,"-1,669,000","-3,486,000","-6,033,000",,,,,,
		NetPPEPurchaseAndSale,,,,,,,"0","0",,,"0","0","0","10,000","0","0",,,,,,,,,,,"0","0","55,000","0","14,000","0","1,000","7,000","0",,,,,,,,"0",,,,"-6,095,000",,,,,,,,"-6,459,000","-13,277,000","-4,859,000","-961,000","411,000","-589,000"
			PurchaseOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,095,000",,,,,,,,"-6,459,000","-13,277,000","-4,859,000","-961,000","411,000","-589,000"
			SaleOfPPE,,,,,,,"0","0",,,"0","0","0","10,000","0","0",,,,,,,,,,,"0","0","55,000","0","14,000","0","1,000","7,000","0",,,,,,,,"0",,,,"0",,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,,,"-26,578,000","-948,772,000","0","0","0","0","6,000","-190,822,000","-18,177,000","0",,,"62,815,000","10,000",,,"0","0","0","0","0","657,000","0","-60,000","-6,500,000","0",,,"-41,000","-14,880,000","362,811,000","0","0","0","-100,000","-23,168,000",,,,,"0",,,,"-300,000",,,,,"0","0","0",,,,,,
			PurchaseOfBusiness,,,"-26,578,000","-948,772,000","0","0","0","0","6,000","-190,822,000",,,,,,,,,"0","0","0","0","0","0","0","-60,000","-6,500,000",,,,"-41,000","-14,880,000","0","0","0","0","-100,000","-23,168,000",,,,,"0",,,,"-300,000",,,,,,,,,,,,,
			SaleOfBusiness,,,,,,,,,,,,"0",,,"62,815,000","10,000",,,"0",,,,"0",,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,,"0","0","0",,,,,,
		NetInvestmentPurchaseAndSale,,,,,,,,,,,,,,,"0",,,,"0","0",,,,,,,,,,,"0","0","0","0","0","0","0","70,900,000","23,009,000","-7,386,000","107,739,000","-53,636,000","2,293,000","-31,547,000","-60,956,000","22,710,000","-31,258,000","18,834,000","296,814,000","-62,256,000","-45,084,000","-4,986,000",,,,,,,,
			PurchaseOfInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-30,991,000","-29,984,000","0","-76,331,000","-74,896,000","-33,469,000","-82,229,000","-27,198,000","-72,764,000","-9,096,000","0","-112,556,000","-154,181,000","-164,471,000",,,,,,,,
			SaleOfInvestment,,,,,,,,,,,,,,,"0",,,,"0","0",,,,,,,,,,,"0","0","0","0","0","0","0","70,900,000","54,000,000","22,598,000","107,739,000","22,695,000","77,189,000","1,922,000","21,273,000","49,908,000","41,506,000","27,930,000","296,814,000","50,300,000","109,097,000",,,,,,,,,
		NetOtherInvestingChanges,,"28,000","-6,659,000","1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","203,315,000","-39,216,000","-26,474,000","-85,826,000","315,211,000"
FinancingCashFlow,"-982,154,000","-966,117,000","-91,744,000","64,391,000","11,316,000","245,542,000","-229,554,000","-274,433,000","65,030,000","-340,081,000","413,648,000","-58,766,000","-49,914,000","-341,635,000","-707,083,000","-97,758,000","304,416,000","-126,058,000","-33,668,000","-43,251,000","-65,398,000","-125,226,000","-299,996,000","436,430,000","-139,399,000","-362,309,000","-276,084,000","419,451,000","-96,282,000","-27,136,000","-29,951,000","-301,528,000","-1,511,000","-109,338,000","1,006,000","-108,497,000","-7,896,000","-30,461,000","-112,046,000","-8,315,000","-202,099,000","-516,000","-43,639,000","-1,381,000","4,160,000","-137,134,000","2,173,000","1,064,298,000","-298,913,000","-9,500,000","99,913,000","-5,671,000","-6,027,000","-5,673,000","-5,658,000","-5,612,000","-6,120,000","-5,562,000","55,035,000","-347,099,000"
	CashFlowFromContinuingFinancingActivities,"-982,154,000","-966,117,000","-91,744,000","64,391,000","11,316,000","245,542,000","-229,554,000","-274,433,000","65,030,000","-340,081,000","413,648,000","-58,766,000","-49,914,000","-341,635,000","-707,083,000","-97,758,000","304,416,000","-126,058,000","-33,668,000","-43,251,000","-65,398,000","-125,226,000","-299,996,000","436,430,000","-139,399,000","-362,309,000","-276,084,000","419,451,000","-96,282,000","-27,136,000","-29,951,000","-301,528,000","-1,511,000","-109,338,000","1,006,000","-108,497,000","-7,896,000","-30,461,000","-112,046,000","-8,315,000","-202,099,000","-516,000","-43,639,000","-1,381,000","4,160,000","-137,134,000","2,173,000","1,064,298,000","-298,913,000","-9,500,000","99,913,000","-5,671,000","-6,027,000","-5,673,000","-5,658,000","-5,612,000","-6,120,000","-5,562,000","55,035,000","-347,099,000"
		NetIssuancePaymentsOfDebt,"248,190,000","0","0","166,435,000","81,755,000","503,750,000","0","0","165,493,000","97,125,000","486,875,000","0",,,"0","0",,,"0",,,,"0",,,,"0","800,000,000","0","0","5,187,000","-5,062,000","-5,062,000","-5,063,000","0","-11,000,000","-11,000,000","-26,000,000","-11,000,000","-11,000,000","-202,664,000","-2,812,000","-37,813,000","-2,811,000","-2,813,000","-143,625,000","-37,216,000","1,087,092,000","-299,077,000","-10,563,000","-5,563,000","-5,562,000","-5,562,000","-5,563,000","-5,563,000","-5,562,000","-5,563,000","-5,562,000","-210,000,000",
