name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
OperatingCashFlow,"-251,451,000","-92,129,000","-62,383,000","-36,163,000","-60,776,000","-49,908,000","-29,670,000","-18,868,000","-24,816,000","-58,112,000","-95,724,000","-18,844,000","-31,264,000","-24,430,000","13,672,000","-4,681,000","-1,341,000","-19,220,000"
	CashFlowFromContinuingOperatingActivities,"-251,451,000","-92,129,000","-62,383,000","-36,163,000","-60,776,000","-49,908,000","-29,670,000","-18,868,000","-24,816,000","-58,112,000","-95,724,000","-18,844,000","-31,264,000","-24,430,000","13,672,000","-4,681,000","-1,341,000","-19,220,000"
		NetIncomeFromContinuingOperations,"-144,075,000","-20,629,000","-31,255,000","-25,919,000","-66,272,000","-24,064,000","-128,791,000","-73,294,000","-28,729,000","-77,004,000","-13,762,000","-34,369,000","-49,807,000","-35,496,000","-39,102,000","-6,647,000","-9,224,000","-13,436,000"
		OperatingGainsLosses,"-11,694,000","-35,349,000","700,000","-2,642,000","25,710,000","-18,818,000","74,786,000","49,024,000","-3,309,000","7,596,000","-10,972,000","12,376,000","21,596,000","7,032,000","26,747,000","-6,989,000","-4,518,000","-9,140,000"
			GainLossOnInvestmentSecurities,"-21,518,000","-35,349,000","700,000","-2,642,000","15,886,000","-18,818,000","-17,265,000","-1,697,000","-3,309,000","7,596,000","-10,972,000","12,376,000","10,951,000","7,032,000","26,747,000","-6,989,000","-4,518,000","-9,140,000"
		DepreciationAmortizationDepletion,"119,264,000","31,853,000","30,557,000","29,007,000","27,847,000","19,543,000","18,255,000","16,997,000","15,868,000","14,946,000","14,353,000","12,341,000","11,631,000","11,015,000","10,423,000","10,583,000","9,420,000","8,997,000"
			DepreciationAndAmortization,"119,264,000","31,853,000","30,557,000","29,007,000","27,847,000","19,543,000","18,255,000","16,997,000","15,868,000","14,946,000","14,353,000","12,341,000","11,631,000","11,015,000","10,423,000","10,583,000","9,420,000","8,997,000"
				Depreciation,"90,797,000","24,740,000","23,314,000","21,961,000","20,782,000","19,543,000","18,255,000","16,997,000","15,868,000","14,946,000","14,353,000","12,348,000","11,627,000","11,012,000","10,290,000","10,650,000","9,386,000","8,964,000"
				AmortizationCashFlow,"28,467,000","7,113,000","7,243,000","7,046,000",,,,,,,,,"4,000","3,000",,,"34,000","33,000"
					AmortizationOfIntangibles,"28,467,000","7,113,000","7,243,000","7,046,000",,,,,,,,,"4,000","3,000",,,"34,000","33,000"
