name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989
OperatingCashFlow,"371,000,000","694,000,000","173,000,000","-447,000,000","-49,000,000","1,064,000,000","444,897,000","230,058,000","897,050,000","-1,400,005,000","113,722,000","369,286,000","224,797,000","122,489,000","365,150,000","-174,728,000","248,261,000","-204,378,000","288,065,000","135,025,000","-369,250,000","-71,198,000","440,695,000","-238,281,000","89,722,000","-111,018,000","154,532,000","101,539,000","252,678,000","-141,586,000","119,159,000","200,064,000","52,359,000","333,152,000","317,162,000","26,003,000","35,919,000","52,289,000","259,113,000","423,690,000","-148,965,000","-162,286,000","80,013,000","261,406,000","-72,646,000","-224,800,000","630,323,000","654,880,000","-394,570,000","-122,559,000","123,689,000","234,031,000","462,387,000","-35,835,000","1,336,981,000","2,077,177,000","858,054,000","-11,568,000","-31,999,000","659,905,000","143,604,000","-658,308,000","1,260,932,000","-926,908,000","759,020,000","533,040,000","146,801,000","738,516,000","1,047,402,000","-1,433,992,000","-139,133,000","-340,789,000","753,335,000","-591,498,000","437,727,000","2,446,644,000","-748,145,000","246,181,000","-1,033,439,000","-1,115,654,000","381,002,000","989,671,000","-1,191,091,000","382,263,000","68,030,000","-383,200,000","735,223,000","740,468,000","-210,859,000","-776,737,000","703,800,000","-95,700,000","412,300,000","977,100,000","-1,423,500,000","-303,800,000","-353,600,000","-1,064,600,000","-159,900,000","-186,400,000","-74,900,000","-38,800,000","19,200,000","425,800,000","76,900,000","-423,100,000","-11,600,000","79,100,000","-281,000,000","123,400,000","214,900,000","81,400,000","-66,700,000","500,000","104,900,000","-43,400,000","69,400,000","25,300,000","-12,900,000","38,900,000","-25,500,000","23,600,000","132,700,000","-14,700,000","89,300,000","143,400,000","-55,200,000","8,100,000","30,400,000"
	CashFlowFromContinuingOperatingActivities,"371,000,000","694,000,000","173,000,000","-447,000,000","-49,000,000","1,064,000,000","444,897,000","230,058,000","897,050,000","-1,400,005,000","113,722,000","369,286,000","224,797,000","122,489,000","365,150,000","-174,728,000","248,261,000","-204,378,000","288,065,000","135,025,000","-369,250,000","-71,198,000","440,695,000","-238,281,000","89,722,000","-111,018,000","154,532,000","101,539,000","252,678,000","-141,586,000","119,159,000","200,064,000","52,359,000","333,152,000","317,162,000","26,003,000","35,919,000","52,289,000","259,113,000","423,690,000","-148,965,000","-162,286,000","80,013,000","261,406,000","-72,646,000","-224,800,000","630,323,000","654,880,000","-394,570,000","-122,559,000","123,689,000","234,031,000","462,387,000","-35,835,000","1,336,981,000","2,077,177,000","858,054,000","-11,568,000","-31,999,000","659,905,000","143,604,000","-658,308,000","1,260,932,000","-926,908,000","759,020,000","533,040,000","146,801,000","738,516,000","1,047,402,000","-1,433,992,000","-139,133,000","-340,789,000","753,335,000","-591,498,000","437,727,000","2,446,644,000","-748,145,000","246,181,000","-1,033,439,000","-1,115,654,000","381,002,000","989,671,000","-1,191,091,000","382,263,000","68,030,000","-383,200,000","735,223,000","740,468,000","-210,859,000","-776,737,000","703,800,000","-95,700,000","412,300,000","977,100,000","-1,423,500,000","-303,800,000","-353,600,000","-1,064,600,000","-159,900,000","-186,400,000","-74,900,000","-38,800,000","19,200,000","425,800,000","76,900,000","-423,100,000","-11,600,000","79,100,000","-281,000,000","123,400,000","214,900,000","81,400,000","-66,700,000","500,000","104,900,000","-43,400,000","69,400,000","25,300,000","-12,900,000","38,900,000","-25,500,000","23,600,000","132,700,000","-14,700,000","89,300,000","143,400,000","-55,200,000","8,100,000","30,400,000"
		NetIncomeFromContinuingOperations,"972,000,000","198,000,000","229,000,000","235,000,000","310,000,000","236,000,000","244,825,000","539,038,000","56,665,000","16,472,000","121,283,000","113,943,000","113,742,000","103,405,000","100,805,000","274,716,000","85,992,000","94,994,000","-48,381,000","71,769,000","95,204,000","58,388,000","57,723,000","67,635,000","60,940,000","52,213,000","51,429,000","63,332,000","54,957,000","-72,405,000","50,891,000","49,749,000","81,180,000","49,230,000","53,888,000","-103,026,000","45,236,000","44,969,000","43,582,000","28,682,000","-121,930,000","33,371,000","37,812,000","38,980,000","22,835,000","43,003,000","17,307,000","33,711,000","20,478,000","-9,893,000","-52,844,000","-35,014,000","-105,482,000","-65,095,000","-62,509,000","-118,290,000","-19,081,000","7,920,000","-248,625,000","-14,156,000","22,123,000","70,547,000","76,467,000","67,110,000","104,309,000","215,028,000","109,889,000","116,197,000","102,705,000","109,209,000","103,152,000","113,601,000","118,384,000","119,271,000","117,645,000","118,283,000","118,352,000","119,029,000","103,334,000","95,571,000","90,465,000","87,081,000","89,207,000","89,009,000","85,789,000","54,204,000","71,688,000","65,947,000","55,423,000","39,523,000","64,100,000","69,400,000","61,000,000","53,000,000","65,500,000","61,800,000","52,700,000","46,400,000","57,900,000","54,700,000","46,300,000","38,600,000","53,300,000","46,800,000","42,400,000","37,400,000","45,700,000","43,800,000","43,800,000","31,600,000","37,100,000","37,000,000","30,700,000","29,400,000","30,300,000","30,300,000","20,200,000","23,400,000","20,800,000","24,800,000","17,600,000","16,500,000","15,600,000","14,100,000","13,300,000","14,900,000","16,200,000","3,500,000","12,800,000"
		OperatingGainsLosses,"2,227,000,000","903,000,000","1,926,000,000","77,000,000","-81,000,000","356,000,000","106,598,000","49,593,000","-41,711,000","-323,480,000","52,188,000","-63,525,000","-49,538,000","-52,184,000","-52,604,000","-109,419,000","2,322,000","-17,621,000","-10,664,000","13,258,000","2,693,000","-16,716,000","63,000","-164,959,000","1,571,000","2,325,000","1,171,000","-9,526,000","-2,911,000","800,000","-2,751,000","5,191,000","6,434,000","68,165,000","9,196,000","-17,687,000","14,932,000","-989,000","16,802,000","-7,097,000","-9,214,000","-3,634,000","-2,148,000","-36,033,000","-8,017,000","856,000","-27,874,000","17,244,000","-18,217,000","4,095,000","44,885,000","-60,403,000","70,641,000","134,153,000","-6,121,000","19,282,000","1,868,000","-62,119,000","-4,593,000","505,000","1,224,000","-9,895,000","-5,858,000","-7,493,000","-210,528,000","81,264,000","-6,422,000","351,000","-48,000","234,000","180,871,000","-20,282,000","-1,456,000","-2,639,000","3,673,000","-1,657,000","897,000","1,912,000","-10,847,000","17,676,000","2,535,000","-184,000","74,783,000","7,475,000","-66,726,000","-11,201,000","5,658,000","234,000","-84,000","-1,601,000","3,900,000","-6,000,000",,,"-3,100,000",,,,"2,300,000","-2,400,000",,,"3,100,000","-100,000","-500,000","200,000","-3,000,000","1,100,000","0","-500,000","1,900,000","8,100,000","46,100,000","-40,500,000","66,100,000","-64,100,000","-88,300,000",,,"600,000","-300,000","400,000","300,000","-200,000","300,000",,,,"-1,400,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-638,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"-5,000,000","0","-3,000,000","-1,000,000","-1,000,000","34,000,000","806,000","5,378,000","1,358,000","458,000","1,719,000","1,271,000","19,224,000","-42,000","1,149,000","-855,000","1,588,000","-3,202,000","6,670,000","58,000","-107,000","36,000","928,000","-1,636,000","471,000","3,684,000","2,915,000","411,000","-2,859,000","-13,000","-1,350,000","1,142,000","1,364,000","750,000","1,163,000","276,000","387,000","387,000","-108,000","-966,000","-1,534,000","68,000","1,571,000","-142,000","-76,000","228,000","572,000","1,336,000","314,000","793,000","2,842,000","768,000","3,579,000","1,560,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"1,721,000,000","508,000,000","1,823,000,000","-1,000,000",,,"3,362,000","1,170,000","1,493,000","-25,000","3,000","-97,000","-49,000","-31,000","28,000","-212,859,000","-31,000","-86,000","-137,000","-6,000","-405,000","-44,000","132,000","200,000","-99,000","-1,574,000","-1,439,000","345,000","-8,000","-276,000","0","862,000","1,923,000","-5,657,000","-2,183,000","96,000","351,000","-24,000","4,700,000","0","-5,065,000","-328,000","-203,000","-35,162,000","-1,000","-798,000","-15,681,000","2,928,000","-75,000","1,906,000","36,412,000","-48,371,000","67,062,000","132,653,000","-1,346,000","210,000","972,000","-65,946,000","10,442,000","0","1,014,000","-10,273,000","75,900,000","-8,757,000","-81,795,000","80,281,000","181,000","406,000","-75,000","66,000","181,565,000","-20,383,000","-3,214,000","-885,000","6,113,000","-10,299,000","752,000","1,056,000","6,818,000","11,000","2,317,000","34,000","829,000","-38,000","3,390,000","150,000","5,658,000","234,000","-84,000","-1,601,000","-500,000","-1,900,000",,,"-4,100,000",,,,"1,500,000","-1,600,000",,,"3,100,000","-100,000","-500,000","200,000","-3,000,000","1,100,000","0","-500,000","2,100,000","7,900,000","47,000,000","-40,500,000","66,100,000","-63,400,000","-88,300,000",,,"600,000","-300,000","400,000","300,000","-200,000","300,000",,,,"-1,400,000"
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,"0",,,,,,,,"-5,100,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"52,000,000","18,000,000","12,000,000","11,000,000","11,000,000","16,000,000","18,009,000","4,521,000","19,982,000","19,488,000","11,837,000","20,958,000","13,570,000","18,874,000","14,022,000","17,353,000","10,911,000","16,839,000","17,791,000","19,032,000","18,511,000","15,590,000","17,207,000","18,109,000","15,205,000","14,152,000","17,888,000","10,299,000","17,500,000","15,056,000","14,572,000","14,340,000","13,907,000","14,075,000","15,935,000","16,762,000","19,364,000","19,552,000","29,560,000","29,852,000","29,274,000","29,286,000","23,163,000","21,335,000","21,756,000","23,067,000","23,045,000","21,199,000","19,690,000","19,358,000","19,295,000","18,841,000","22,037,000","21,558,000","-23,148,000","21,057,000","24,534,000","27,064,000","30,275,000","26,294,000","40,434,000","34,631,000","34,655,000","34,757,000","33,673,000","41,721,000","90,197,000","88,834,000","111,184,000","95,979,000","57,337,000","39,332,000","72,232,000","80,734,000","61,647,000","153,641,000","109,092,000","100,851,000","104,801,000","92,512,000","75,666,000","80,693,000","76,058,000","100,939,000","77,990,000","51,979,000","50,569,000","48,060,000","45,607,000","47,294,000","-4,600,000","54,000,000","61,400,000","56,900,000","46,200,000","45,500,000","39,700,000","30,900,000","23,900,000","21,000,000","20,700,000","20,200,000","29,600,000","-2,400,000","24,600,000","23,700,000","20,800,000","17,900,000","15,800,000","14,400,000","11,900,000","20,700,000","13,100,000","14,100,000","12,300,000","11,900,000","30,900,000","3,300,000","3,000,000","3,300,000","-11,200,000","9,100,000","8,200,000","5,600,000","2,800,000","5,700,000","6,000,000","6,700,000","6,800,000"
			DepreciationAndAmortization,"52,000,000","18,000,000","12,000,000","11,000,000","11,000,000","16,000,000","18,009,000","4,521,000","19,982,000","19,488,000","11,837,000","20,958,000","13,570,000","18,874,000","14,022,000","17,353,000","10,911,000","16,839,000","17,791,000","19,032,000","18,511,000","15,590,000","17,207,000","18,109,000","15,205,000","14,152,000","17,888,000","10,299,000","17,500,000","15,056,000","14,572,000","14,340,000","13,907,000","14,075,000","15,935,000","16,762,000","19,364,000","19,552,000","29,560,000","29,852,000","29,274,000","29,286,000","23,163,000","21,335,000","21,756,000","23,067,000","23,045,000","21,199,000","19,690,000","19,358,000","19,295,000","18,841,000","22,037,000","21,558,000","-23,148,000","21,057,000","24,534,000","27,064,000","30,275,000","26,294,000","40,434,000","34,631,000","34,655,000","34,757,000","33,673,000","41,721,000","90,197,000","88,834,000","111,184,000","95,979,000","57,337,000","39,332,000","72,232,000","80,734,000","61,647,000","153,641,000","109,092,000","100,851,000","104,801,000","92,512,000","75,666,000","80,693,000","76,058,000","100,939,000","77,990,000","51,979,000","50,569,000","48,060,000","45,607,000","47,294,000","-4,600,000","54,000,000","61,400,000","56,900,000","46,200,000","45,500,000","39,700,000","30,900,000","23,900,000","21,000,000","20,700,000","20,200,000","29,600,000","-2,400,000","24,600,000","23,700,000","20,800,000","17,900,000","15,800,000","14,400,000","11,900,000","20,700,000","13,100,000","14,100,000","12,300,000","11,900,000","30,900,000","3,300,000","3,000,000","3,300,000","-11,200,000","9,100,000","8,200,000","5,600,000","2,800,000","5,700,000","6,000,000","6,700,000","6,800,000"
