name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalRevenue,"1,721,209,000","461,167,000","428,882,000","423,086,000","404,074,000","446,107,000","416,994,000","425,751,000","424,417,000","373,816,000","373,382,000","379,255,000","363,611,000","342,920,000","328,651,000","346,434,000","332,229,000","309,509,000","298,591,000","294,729,000","293,348,000","260,084,000","275,389,000","269,878,000","258,745,000","234,646,000","230,301,000","229,803,000","232,502,000","215,046,000","209,906,000","208,001,000","201,649,000","187,878,000","187,230,000","195,167,000","198,691,000","186,859,000","186,322,000","195,520,000","179,205,000","172,918,000","127,756,000","185,657,000","145,358,000","150,501,000","108,903,000","157,636,000","154,750,000","138,472,000","12,914,000","238,343,000","117,949,000","101,209,000","78,091,000","82,595,000","92,408,000","86,298,000","87,023,000","77,724,000","86,105,000","84,403,000","80,947,000","83,891,000","85,535,000","85,889,000","78,448,000","81,432,000","77,213,000","73,223,000","69,329,000","60,538,000","58,215,000","55,194,000","50,969,000","50,335,000","47,433,000","44,347,000","44,320,000","41,372,000","38,188,000","34,920,000","27,049,000","26,231,000","25,406,000","24,126,000","21,674,000","20,133,000","19,353,000","18,146,000","16,542,000","14,200,000","13,700,000","13,100,000","12,400,000","11,900,000","10,900,000","9,700,000","8,700,000","8,400,000","7,700,000","6,900,000",,,,
	OperatingRevenue,"1,721,209,000","461,167,000","428,882,000","423,086,000","404,074,000","446,107,000","416,994,000","425,751,000","424,417,000","373,816,000","373,382,000","379,255,000","363,611,000","342,920,000","328,651,000","346,434,000","332,229,000","309,509,000","298,591,000","294,729,000","293,348,000","260,084,000","275,389,000","269,878,000","258,745,000","234,646,000","230,301,000","229,803,000","232,502,000","215,046,000","209,906,000","208,001,000","201,649,000","187,878,000","187,230,000","195,167,000","198,691,000","186,859,000","186,322,000","195,520,000","179,205,000","172,918,000","127,756,000","185,657,000","145,358,000","150,501,000","108,903,000","157,636,000","154,750,000","138,472,000","12,914,000","238,343,000","117,949,000","101,209,000","78,091,000","82,595,000","92,408,000","86,298,000","87,023,000","77,724,000","86,105,000","84,403,000","80,947,000","83,891,000","85,535,000","85,889,000","78,448,000","81,432,000","77,213,000","73,223,000","69,329,000","60,538,000","58,215,000","55,194,000","50,969,000","50,335,000","47,433,000","44,347,000","44,320,000","41,372,000","38,188,000","34,920,000","27,049,000","26,231,000","25,406,000","24,126,000","21,674,000","20,133,000","19,353,000","18,146,000","16,542,000","14,200,000","13,700,000","13,100,000","12,400,000","11,900,000","10,900,000","9,700,000","8,700,000","8,400,000","7,700,000","6,900,000",,,,
PretaxIncome,"604,617,000","173,680,000","137,045,000","149,742,000","144,150,000","206,859,000","134,711,000","137,284,000","30,703,000","87,083,000","116,682,000","134,601,000","110,173,000","118,645,000","107,662,000","122,814,000","121,591,000","108,066,000","95,785,000","104,248,000","101,946,000","88,018,000","88,332,000","85,054,000","79,971,000","78,497,000","56,407,000","62,197,000","70,126,000","63,035,000","61,802,000","65,258,000","63,031,000","56,340,000","57,822,000","58,082,000","56,250,000","52,286,000","48,871,000","52,173,000","41,329,000","37,759,000","31,974,000","50,046,000","18,965,000","27,048,000","22,142,000","32,385,000","20,790,000","25,490,000","43,102,000","54,587,000","10,041,000","9,774,000","2,727,000","-4,518,000","17,522,000","14,910,000","23,623,000","13,872,000","23,477,000","22,852,000","23,447,000","23,017,000","27,885,000","29,893,000","26,330,000","28,029,000","26,903,000","23,688,000","22,069,000","20,815,000","19,631,000","18,373,000","16,890,000","15,587,000","14,072,000","12,795,000","11,879,000","10,924,000","9,799,000","9,893,000","7,960,000","7,792,000","6,860,000","6,517,000","5,611,000","700,000","5,241,000","4,896,000","4,251,000","3,800,000","3,300,000","2,800,000","1,500,000","2,300,000","400,000","400,000","200,000","500,000","400,000","-200,000",,,,
TaxProvision,"164,223,000","46,289,000","38,288,000","40,605,000","39,041,000","53,711,000","33,507,000","29,969,000","9,044,000","24,271,000","30,718,000","35,480,000","28,707,000","29,499,000","28,005,000","30,866,000","32,011,000","26,085,000","27,004,000","38,622,000","37,049,000","29,640,000","33,724,000","31,939,000","29,930,000","29,386,000","20,896,000","23,842,000","26,295,000","23,983,000","23,669,000","25,034,000","24,490,000","21,840,000","22,534,000","22,519,000","21,943,000","20,234,000","18,782,000","19,871,000","15,734,000","14,549,000","12,753,000","19,844,000","7,215,000","10,646,000","7,938,000","12,287,000","7,781,000","9,473,000","14,935,000","22,592,000","3,492,000","3,416,000","772,000","-2,070,000","6,246,000","5,205,000","7,980,000","3,953,000","8,067,000","8,171,000","8,437,000","8,158,000","10,274,000","10,880,000","9,335,000","10,192,000","9,731,000","8,676,000","7,898,000","7,740,000","7,138,000","6,779,000","5,961,000","5,680,000","5,053,000","4,532,000","3,957,000","3,640,000","3,492,000","3,531,000","2,796,000","2,784,000","2,497,000","2,359,000","1,796,000","-199,000","1,922,000","1,774,000","1,424,000","1,300,000","1,000,000","1,000,000","-500,000","100,000","-600,000","-600,000","-1,400,000","-800,000","-700,000","-900,000",,,,
NetIncomeCommonStockholders,"412,430,000","120,400,000","91,766,000","102,146,000","98,118,000","146,157,000","94,213,000","97,029,000","19,609,000","60,762,000","83,914,000","97,071,000","79,416,000","87,096,000","77,607,000","89,898,000","87,530,000","79,931,000","66,731,000","63,576,000","62,847,000","54,750,000","50,979,000","49,487,000","46,413,000","45,483,000","31,882,000","34,276,000","42,251,000","37,471,000","36,553,000","38,643,000","36,960,000","32,919,000","33,707,000","33,982,000","31,690,000","29,436,000","27,473,000","29,686,000","22,951,000","21,964,000","18,189,000","29,170,000","10,717,000","15,371,000","-1,970,000","15,155,000","8,066,000","11,074,000","23,279,000","27,327,000","1,549,000","1,358,000","2,499,000","-2,992,000","11,276,000","9,705,000","15,643,000","9,919,000","15,410,000","14,681,000","15,010,000","14,859,000","17,611,000","19,013,000","16,995,000","17,837,000","17,172,000","15,012,000","14,171,000","13,075,000","12,493,000","11,594,000","10,929,000","9,907,000","9,019,000","8,263,000","7,922,000","7,284,000","6,307,000","6,362,000","5,164,000","5,008,000","4,363,000","3,904,000","3,815,000","899,000","3,319,000","3,122,000","2,827,000","2,500,000","2,300,000","1,800,000","2,000,000","2,200,000","1,000,000","1,000,000","1,600,000","1,300,000","1,100,000","700,000","-300,000","-300,000","-200,000","-200,000"
	NetIncome,"440,394,000","127,391,000","98,757,000","109,137,000","105,109,000","153,148,000","101,204,000","107,315,000","21,659,000","62,812,000","85,964,000","99,121,000","81,466,000","89,146,000","79,657,000","91,948,000","89,580,000","81,981,000","68,781,000","65,626,000","64,897,000","58,378,000","54,608,000","53,115,000","50,041,000","49,111,000","35,511,000","38,355,000","43,831,000","39,052,000","38,133,000","40,224,000","38,541,000","34,500,000","35,288,000","35,563,000","34,307,000","32,052,000","30,089,000","32,302,000","25,595,000","23,210,000","19,221,000","30,202,000","11,750,000","16,402,000","14,204,000","20,098,000","13,009,000","16,017,000","28,167,000","31,995,000","6,549,000","6,358,000","1,955,000","-2,448,000","11,276,000","9,705,000","15,643,000","9,919,000","15,410,000","14,681,000","15,010,000","14,859,000","17,611,000","19,013,000","16,995,000","17,837,000","17,172,000","15,012,000","14,171,000","13,075,000","12,493,000","11,594,000","10,929,000","9,907,000","9,019,000","8,263,000","7,922,000","7,284,000","6,307,000","6,362,000","5,164,000","5,008,000","4,363,000","3,904,000","3,815,000","899,000","3,319,000","3,122,000","2,827,000","2,500,000","2,300,000","1,800,000","2,000,000","2,200,000","1,000,000","1,000,000","1,600,000","1,300,000","1,100,000","700,000","-300,000","-300,000","-200,000","-200,000"
		NetIncomeIncludingNoncontrollingInterests,"440,394,000","127,391,000","98,757,000","109,137,000","105,109,000","153,148,000","101,204,000","107,315,000","21,659,000","62,812,000","85,964,000","99,121,000","81,466,000","89,146,000","79,657,000","91,948,000","89,580,000","81,981,000","68,781,000","65,626,000","64,897,000","58,378,000","54,608,000","53,115,000","50,041,000","49,111,000","35,511,000","38,355,000","43,831,000","39,052,000","38,133,000","40,224,000","38,541,000","34,500,000","35,288,000","35,563,000","34,307,000","32,052,000","30,089,000","32,302,000","25,595,000","23,210,000","19,221,000","30,202,000","11,750,000","16,402,000","14,204,000","20,098,000","13,009,000","16,017,000","28,167,000","31,995,000","6,549,000","6,358,000","1,955,000","-2,448,000","11,276,000","9,705,000","15,643,000","9,919,000","15,410,000","14,681,000","15,010,000","14,859,000","17,611,000","19,013,000","16,995,000","17,837,000","17,172,000","15,012,000","14,171,000","13,075,000","12,493,000","11,594,000","10,929,000","9,907,000","9,019,000","8,263,000","7,922,000","7,284,000","6,307,000","6,362,000","5,164,000","5,008,000","4,363,000","3,904,000","3,815,000","899,000","3,319,000","3,122,000","2,827,000","2,500,000","2,300,000","1,800,000","2,000,000","2,200,000","1,000,000","1,000,000","1,600,000","1,300,000","1,100,000","700,000","-300,000","-300,000","-200,000","-200,000"
			NetIncomeContinuousOperations,"440,394,000","127,391,000","98,757,000","109,137,000","105,109,000","153,148,000","101,204,000","107,315,000","21,659,000","62,812,000","85,964,000","99,121,000","81,466,000","89,146,000","79,657,000","91,948,000","89,580,000","81,981,000","68,781,000","65,626,000","64,897,000","58,378,000","54,608,000","53,115,000","50,041,000","49,111,000","35,511,000","38,355,000","43,831,000","39,052,000","38,133,000","40,224,000","38,541,000","34,500,000","35,288,000","35,563,000","34,307,000","32,052,000","30,089,000","32,302,000","25,595,000","23,210,000","19,221,000","30,202,000","11,750,000","16,402,000","14,204,000","20,098,000","13,009,000","16,017,000","28,167,000","31,995,000","6,549,000","6,358,000","1,955,000","-2,448,000","11,276,000","9,705,000","15,643,000","9,919,000","15,410,000","14,681,000","15,010,000","14,859,000","17,611,000","19,013,000","16,995,000","17,837,000","17,172,000","15,012,000","14,171,000","13,075,000","12,493,000","11,594,000","10,929,000","9,907,000","9,019,000","8,263,000","7,922,000","7,284,000","6,307,000","6,362,000","5,164,000","5,008,000","4,363,000","4,158,000","3,815,000","899,000","3,319,000","3,122,000","2,827,000","2,500,000","2,300,000","1,800,000","2,000,000","2,200,000","1,000,000","1,000,000","1,600,000","1,300,000","1,100,000","700,000","-300,000","-300,000","-200,000","-200,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-254,000",,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,"27,964,000","6,991,000","6,991,000","6,991,000","6,991,000","6,991,000","6,991,000","10,286,000","2,050,000","2,050,000","2,050,000","2,050,000","2,050,000","2,050,000","2,050,000","2,050,000","2,050,000","2,050,000","2,050,000","2,050,000","2,050,000","3,628,000","3,629,000","3,628,000","3,628,000","3,628,000","3,629,000","4,079,000","1,580,000","1,581,000","1,580,000","1,581,000","1,581,000","1,581,000","1,581,000","1,581,000","2,617,000","2,616,000","2,616,000","2,616,000","2,644,000","1,246,000","1,032,000","1,032,000","1,033,000","1,031,000","16,174,000","4,943,000","4,943,000","4,943,000","4,888,000","4,668,000","5,000,000","5,000,000","1,532,000","544,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
