name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,09/30/1994,06/30/1994,03/31/1994
TotalRevenue,"485,544,000","125,513,000","121,551,000","121,082,000","117,398,000","116,259,000","112,289,000","116,194,000","109,202,000","110,343,000","110,758,000","106,590,000","104,095,000","104,541,000","105,082,000","100,256,000","98,845,000","99,771,000","102,130,000","99,310,000","97,579,000","97,383,000","97,976,000","93,562,000","93,015,000","93,467,000","93,207,000","92,157,000","90,456,000","89,942,000","88,252,000","87,077,000","86,260,000","86,168,000","77,760,000","83,410,000","84,687,000","83,268,000","80,911,000","80,984,000","83,820,000","83,086,000","85,239,000","76,793,000","73,323,000","71,897,000","26,638,000","84,825,000","87,521,000","89,747,000","88,066,000","105,098,000","108,038,000","113,092,000","151,123,000","136,602,000","130,824,000","121,412,000","104,557,000","108,917,000","115,036,000","118,916,000","99,910,000","103,100,000","100,497,000","96,836,000","97,795,000","101,826,000","86,423,000","87,986,000","77,697,000","81,584,000","80,243,000","84,491,000","78,863,000","86,560,000","85,962,000","96,412,000","81,818,000","90,704,000","90,154,000","89,327,000","93,948,000","93,651,000","97,465,000","99,413,000","100,103,000","96,551,000","168,773,000","95,148,000","64,855,000","111,100,000","100,900,000","97,100,000","90,702,000","93,000,000","87,300,000","78,600,000","62,403,000","56,600,000","58,000,000","46,100,000","34,155,000","36,200,000","39,100,000","30,600,000","28,000,000","27,100,000","26,100,000","25,300,000","22,100,000","16,800,000","16,800,000"
	OperatingRevenue,"482,481,000","124,912,000","120,482,000","120,323,000","116,764,000","115,667,000","110,862,000","109,657,000","108,649,000","108,375,000","109,712,000","105,369,000","103,517,000","103,638,000","79,174,000","76,372,000","75,680,000","75,180,000","76,657,000","76,497,000","75,802,000","74,918,000","73,743,000","72,092,000","72,271,000","71,752,000","71,942,000","71,148,000","69,886,000","68,210,000","66,175,000","66,811,000","65,322,000","63,953,000","59,389,000","65,384,000","64,928,000","63,829,000","9,203,000","80,984,000","83,820,000","83,086,000","85,239,000","76,793,000","73,323,000","71,897,000","26,638,000","84,825,000","87,521,000","89,747,000","88,066,000","105,098,000","108,038,000","113,092,000","151,123,000","136,602,000","130,824,000","125,358,000","104,557,000","108,917,000","115,036,000","124,807,000","86,546,000","103,100,000","100,497,000","97,441,000","98,228,000","101,826,000","86,871,000","89,316,000","77,697,000","81,584,000","80,243,000","85,448,000","78,158,000","86,822,000","89,567,000","99,867,000","92,084,000","92,590,000","90,154,000","90,189,000","93,948,000","93,651,000","97,465,000","99,413,000","100,103,000","96,551,000","168,773,000","95,148,000","64,855,000","111,100,000","100,900,000","97,100,000","87,500,000","93,000,000","87,300,000","78,600,000","68,800,000","56,600,000","58,000,000","46,100,000","38,500,000","36,200,000","39,100,000","30,600,000","28,000,000","27,100,000","26,100,000","25,300,000","22,100,000","16,800,000","16,800,000"
CostOfRevenue,"133,473,000","35,415,000","32,914,000","33,396,000","31,748,000","33,242,000","31,708,000","30,355,000","28,051,000","29,081,000","30,642,000","28,396,000","27,379,000","30,168,000","30,424,000","28,466,000","28,553,000","29,411,000","29,659,000","28,452,000","26,897,000","28,486,000","29,543,000","27,539,000","26,875,000","28,367,000","28,966,000","28,044,000","27,827,000","29,791,000","29,103,000","27,566,000","27,836,000","31,314,000","25,449,000","26,769,000","27,774,000","27,930,000","24,953,000","25,964,000","27,116,000","27,815,000","29,551,000","25,443,000","23,866,000","25,249,000","5,113,000","28,491,000","28,974,000","32,894,000","31,884,000","45,266,000","48,669,000","51,496,000","73,405,000","72,482,000","65,470,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"352,071,000","90,098,000","88,637,000","87,686,000","85,650,000","83,017,000","80,581,000","85,839,000","81,151,000","81,262,000","80,116,000","78,194,000","76,716,000","74,373,000","74,658,000","71,790,000","70,292,000","70,360,000","72,471,000","70,858,000","70,682,000","68,897,000","68,433,000","66,023,000","66,140,000","65,100,000","64,241,000","64,113,000","62,629,000","60,151,000","59,149,000","59,511,000","58,424,000","54,854,000","52,311,000","56,641,000","56,913,000","55,338,000","55,958,000","55,020,000","56,704,000","55,271,000","55,688,000","51,350,000","49,457,000","46,648,000","21,525,000","56,334,000","58,547,000","56,853,000","56,182,000","59,832,000","59,369,000","61,596,000","77,718,000","64,120,000","65,354,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"167,675,000","42,651,000","42,368,000","41,741,000","40,915,000","40,539,000","39,984,000","41,854,000","40,466,000","40,182,000","39,291,000","37,094,000","36,556,000","36,857,000","37,142,000","35,226,000","35,382,000","36,458,000","35,903,000","36,188,000","35,825,000","36,527,000","35,227,000","34,798,000","35,158,000","38,802,000","35,211,000","34,489,000","34,204,000","35,272,000","33,182,000","33,510,000","35,616,000","34,328,000","32,391,000","33,741,000","34,639,000","33,770,000","37,784,000","34,268,000","36,202,000","38,557,000","38,291,000","37,997,000","33,146,000","32,648,000","11,667,000","40,280,000","43,012,000","43,385,000","43,178,000","45,424,000","48,447,000","49,326,000","61,816,000","57,216,000","68,221,000","119,503,000","105,625,000","101,539,000","104,746,000","105,581,000","96,681,000","92,466,000","89,939,000","89,137,000","70,864,000","90,767,000","70,682,000","92,776,000","62,803,000","63,902,000","60,505,000","58,945,000","56,125,000","55,621,000","55,691,000","58,167,000","49,242,000","51,414,000","53,053,000","51,729,000","90,417,000","72,975,000","74,669,000","78,090,000","79,190,000","71,928,000","148,206,000","72,683,000","407,504,000","-40,700,000","-42,700,000","-44,800,000","398,754,000","-43,400,000","-41,900,000","-36,000,000","178,995,000","-24,100,000","-23,200,000","-23,300,000","126,677,000","-18,300,000","-17,900,000","-16,100,000","-14,200,000","-20,000,000","-13,900,000","-13,500,000","10,800,000",,
	SellingGeneralAndAdministration,"34,787,000","8,741,000","8,979,000","8,598,000","8,469,000","8,564,000","7,878,000","7,485,000","8,234,000","9,251,000","8,040,000","6,945,000","6,782,000","6,802,000","6,279,000","6,581,000","6,746,000","8,143,000","6,769,000","6,492,000","6,785,000","8,033,000","6,613,000","5,983,000","6,433,000","7,674,000","6,336,000","5,900,000","6,160,000","6,966,000","5,365,000","5,389,000","7,108,000","5,556,000","6,151,000","5,137,000","5,401,000","6,463,000","8,689,000","4,843,000","5,954,000","5,617,000","5,585,000","5,016,000","4,768,000","5,269,000","5,358,000","4,939,000","7,375,000","8,917,000","7,694,000","8,391,000","11,641,000","10,109,000","20,436,000","18,066,000","22,836,000","80,351,000","25,623,000","21,307,000","22,380,000","22,791,000","21,579,000","20,047,000","18,236,000","17,636,000","16,937,000","15,382,000","11,571,000","11,922,000","11,491,000","11,190,000","9,665,000","7,223,000","6,441,000","6,525,000","7,223,000","6,764,000","5,828,000","3,759,000","4,860,000","5,163,000","4,914,000","4,042,000","5,051,000","4,602,000","4,543,000","4,357,000","4,568,000","3,661,000","3,259,000","3,500,000","3,400,000","3,100,000","3,183,000","3,500,000","3,700,000","2,600,000","1,948,000","1,600,000","1,400,000","1,300,000","1,118,000","1,000,000","1,000,000","900,000","800,000","800,000","700,000","700,000","6,000,000",,
		GeneralAndAdministrativeExpense,"34,787,000","8,741,000","8,979,000","8,598,000","8,469,000","8,564,000","7,878,000","7,485,000","8,234,000","9,251,000","8,040,000","6,945,000","6,782,000","6,802,000","6,279,000","6,581,000","6,746,000","8,143,000","6,769,000","6,492,000","6,785,000","8,033,000","6,613,000","5,983,000","6,433,000","7,674,000","6,336,000","5,900,000","6,160,000","6,966,000","5,365,000","5,389,000","7,108,000","5,556,000","6,151,000","5,137,000","5,401,000","6,463,000","8,689,000",,,,,,,,,,,,,,,,,,,"80,351,000","25,623,000","21,307,000","22,380,000","22,791,000","21,579,000","20,047,000","18,236,000","17,636,000","16,937,000","15,382,000","11,571,000","11,922,000","11,491,000","11,190,000","9,665,000","7,223,000","6,441,000","6,525,000","7,223,000","6,764,000","5,828,000","3,759,000","4,860,000","5,163,000",,"4,042,000","5,051,000","4,602,000",,"4,357,000","4,568,000","3,661,000",,"3,500,000","3,400,000","3,100,000",,"3,500,000","3,700,000","2,600,000",,"1,600,000","1,400,000","1,300,000",,"1,000,000","1,000,000","900,000","800,000","800,000","700,000","700,000",,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,289,000","25,623,000","21,307,000","22,380,000","22,791,000","21,579,000","20,047,000","18,236,000","17,636,000","16,937,000","15,382,000","11,571,000","11,922,000","11,491,000","11,190,000","9,665,000","7,223,000","6,441,000","6,525,000","7,223,000","6,764,000","5,828,000","3,759,000","4,806,000","5,163,000",,"4,042,000","5,051,000","4,602,000",,"4,357,000","4,568,000","3,661,000",,"3,500,000","3,400,000","3,100,000",,"3,500,000","3,700,000","2,600,000",,"1,600,000","1,400,000","1,300,000",,"1,000,000","1,000,000","900,000","800,000","800,000","700,000","700,000",,,
			OtherGandA,"34,787,000","8,741,000","8,979,000","8,598,000","8,469,000","8,564,000","7,878,000","7,485,000","8,234,000","9,251,000","8,040,000","6,945,000","6,782,000","6,802,000","6,279,000","6,581,000","6,746,000","8,143,000","6,769,000","6,492,000","6,785,000","8,033,000","6,613,000","5,983,000","6,433,000","7,674,000","6,336,000","5,900,000","6,160,000","6,966,000","5,365,000","5,389,000","7,108,000","5,556,000","6,151,000","5,137,000","5,401,000","6,463,000","8,689,000",,,,,,,,,,,,,,,,,,,"57,062,000",,,,,,,,,,,,,,,,,,,,,,,"54,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"132,888,000","33,910,000","33,389,000","33,143,000","32,446,000","31,975,000","32,106,000","34,369,000","32,232,000","30,931,000","31,251,000","30,149,000","29,774,000","30,055,000","30,863,000","28,645,000","28,636,000","28,315,000","29,134,000","29,696,000","29,040,000","28,494,000","28,614,000","28,815,000","28,725,000","31,128,000","28,875,000","28,589,000","28,044,000","28,306,000","27,817,000","28,121,000","28,508,000","28,772,000","26,240,000","28,604,000","29,238,000","27,307,000","29,095,000","29,425,000","30,248,000","32,940,000","32,706,000","32,981,000","28,378,000","27,379,000","6,309,000","35,341,000","35,637,000","34,468,000","35,484,000","37,033,000","36,806,000","39,217,000","41,380,000","39,150,000","45,385,000","39,152,000","35,812,000","41,337,000","40,440,000","40,026,000","34,548,000","38,336,000","39,093,000","36,354,000","33,408,000","32,449,000","28,669,000","27,836,000","26,429,000","24,694,000","23,495,000","22,317,000","24,450,000","20,720,000","19,808,000","19,011,000","18,600,000","19,169,000","18,806,000","18,721,000","24,168,000","17,624,000","17,120,000","17,354,000","16,954,000","14,873,000","17,541,000","17,621,000",,,,,,,,,,,,,,,,,,,,,"4,800,000",,
