name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021
MarketCap,"505,597,500","505,597,500","506,115,000","501,975,000","499,905,000"
EnterpriseValue,"505,071,753","504,778,603","505,271,828","501,088,424","498,890,937"
PeRatio,"38.319","40.46",,,
PbRatio,"1.283","1.302",,,
EnterprisesValueEBITDARatio,"-237.739","-1,047.482","-1,088.033","-594.807","-1,485.891"
