name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
TotalRevenue,"685,749,000","178,956,000","171,494,000","169,185,000","166,114,000","156,850,000","147,082,000","149,757,000","135,630,000","153,903,000","152,929,000","162,275,000","154,341,000","148,404,000","144,366,000","142,351,000","141,871,000","130,569,000","144,086,000","152,883,000","154,141,000","143,489,000","147,592,000","152,213,000","154,892,000","149,860,000","141,435,000","142,304,000","139,109,000","133,523,000","130,403,000","125,608,000","122,530,000","113,563,000","107,599,000","107,802,000","102,516,000","96,601,000","95,359,000","95,841,000","93,567,000","91,481,000","83,539,000","85,602,000","88,402,000","71,710,000","71,513,000","74,014,000","77,641,000","73,949,000","62,139,000","65,294,000","58,409,000","60,825,000","75,651,000","82,736,000","90,490,000","88,324,000","84,993,000","84,589,000","89,629,000","78,190,000","75,870,000","72,312,000","77,901,000","62,785,000","66,421,000","62,307,000","61,369,000","56,307,000","55,787,000","51,869,000","55,970,000","51,293,000","49,445,000","50,227,000","51,045,000","46,097,000","45,602,000","42,863,000","45,113,000","42,143,000","40,649,000","38,421,000","36,124,000","36,075,000","36,421,000","33,704,000","34,628,000","28,343,000","23,300,000","20,100,000","19,800,000","18,200,000","20,000,000","16,600,000","14,100,000","11,400,000","9,600,000","8,900,000","7,800,000","6,200,000"
	OperatingRevenue,"685,749,000","178,956,000","171,494,000","169,185,000","166,114,000","156,850,000","147,082,000","149,757,000","135,630,000","153,903,000","152,929,000","162,275,000","154,341,000","148,404,000","144,366,000","142,351,000","141,871,000","130,569,000","144,086,000","152,883,000","154,141,000","143,489,000","147,592,000","152,213,000","154,892,000","149,860,000","141,435,000","142,304,000","139,109,000","133,523,000","130,403,000","125,608,000","122,530,000","113,563,000","107,599,000","107,802,000","102,516,000","96,601,000","95,359,000","95,841,000","93,567,000","91,481,000","83,539,000","85,602,000","88,402,000","71,710,000","71,513,000","74,014,000","77,641,000","73,949,000","62,139,000","65,294,000","58,409,000","60,825,000","75,651,000","82,736,000","90,490,000","88,324,000","84,993,000","84,589,000","89,629,000","78,190,000","75,870,000","72,312,000","77,901,000","62,785,000","66,421,000","62,307,000","61,369,000","56,307,000","55,787,000","51,869,000","55,970,000","51,293,000","49,445,000","50,227,000","51,045,000","46,097,000","45,602,000","42,863,000","45,113,000","42,143,000","40,649,000","38,421,000","36,124,000","36,075,000","36,421,000","33,704,000","34,628,000","28,343,000","23,300,000","20,100,000","19,800,000","18,200,000","20,000,000","16,600,000","14,100,000","11,400,000","9,600,000","8,900,000","7,800,000","6,200,000"
CostOfRevenue,"307,189,000","83,427,000","81,631,000","71,503,000","70,628,000","74,065,000","66,832,000","65,199,000","63,025,000","74,831,000","71,853,000","74,366,000","71,578,000","67,170,000","62,820,000","61,186,000","59,081,000","57,794,000","58,727,000","63,072,000","62,313,000","61,621,000","60,871,000","61,678,000","62,517,000","64,813,000","60,331,000","58,096,000","58,764,000","58,237,000","58,592,000","53,864,000","52,570,000","47,552,000","49,003,000","45,092,000","44,018,000","43,038,000","43,324,000","41,128,000","39,350,000","37,935,000","34,916,000","35,945,000","35,743,000","32,497,000","32,164,000","33,224,000","32,722,000","30,682,000","25,523,000","26,705,000","26,531,000","28,702,000","34,494,000","37,940,000","38,814,000","40,690,000","37,173,000","37,233,000","37,451,000","35,503,000","31,092,000","30,987,000","32,939,000","28,720,000","27,588,000","26,052,000","23,964,000","23,651,000","24,871,000","22,197,000","22,444,000","20,497,000","19,106,000","20,954,000","19,935,000","18,816,000","16,476,000","15,938,000","17,817,000","17,334,000","19,906,000","15,124,000","12,789,000","13,991,000","12,037,000","12,461,000","15,081,000","11,846,000","10,200,000","10,200,000","9,600,000","7,500,000","8,400,000","6,300,000","6,100,000","5,500,000",,,,
GrossProfit,"378,560,000","95,529,000","89,863,000","97,682,000","95,486,000","82,785,000","80,250,000","84,558,000","72,605,000","79,072,000","81,076,000","87,909,000","82,763,000","81,234,000","81,546,000","81,165,000","82,790,000","72,775,000","85,359,000","89,811,000","91,828,000","81,868,000","86,721,000","90,535,000","92,375,000","85,047,000","81,104,000","84,208,000","80,345,000","75,286,000","71,811,000","71,744,000","69,960,000","66,011,000","58,596,000","62,710,000","58,498,000","53,563,000","52,035,000","54,713,000","54,217,000","53,546,000","48,623,000","49,657,000","52,659,000","39,213,000","39,349,000","40,790,000","44,919,000","43,267,000","36,616,000","38,589,000","31,878,000","32,123,000","41,157,000","44,796,000","51,676,000","47,634,000","47,820,000","47,356,000","52,178,000","42,687,000","44,778,000","41,325,000","44,962,000","34,065,000","38,833,000","36,255,000","37,405,000","32,656,000","30,916,000","29,672,000","33,526,000","30,796,000","30,339,000","29,273,000","31,110,000","27,281,000","29,126,000","26,925,000","27,296,000","24,809,000","20,743,000","23,297,000","23,335,000","22,084,000","24,384,000","21,243,000","19,547,000","16,497,000","13,100,000","9,900,000","10,200,000","10,700,000","11,600,000","10,300,000","8,000,000","5,900,000",,,,
OperatingExpense,"235,680,000","61,557,000","62,720,000","55,274,000","56,129,000","57,360,000","52,053,000","49,582,000","45,913,000","54,876,000","56,007,000","52,912,000","55,181,000","52,958,000","47,270,000","45,069,000","47,105,000","44,945,000","41,813,000","38,792,000","39,547,000","40,148,000","41,365,000","36,951,000","40,107,000","41,948,000","41,576,000","40,528,000","38,971,000","38,422,000","42,739,000","36,243,000","37,460,000","35,960,000","33,929,000","31,938,000","32,311,000","33,902,000","32,921,000","33,036,000","32,875,000","35,606,000","32,420,000","30,263,000","34,446,000","31,660,000","30,534,000","31,178,000","32,902,000","31,784,000","26,740,000","27,534,000","28,475,000","31,433,000","30,917,000","41,554,000","38,412,000","38,545,000","36,303,000","36,769,000","38,506,000","35,405,000","36,679,000","32,445,000","33,518,000","30,230,000","28,096,000","28,164,000","26,987,000","25,316,000","24,376,000","22,879,000","23,719,000","22,518,000","22,449,000","20,995,000","22,309,000","20,823,000","18,862,000","18,053,000","18,222,000","16,241,000","17,118,000","16,652,000","16,186,000","15,853,000","16,775,000","13,590,000","12,831,000","12,184,000","10,900,000","10,200,000","11,700,000","10,500,000","9,800,000","7,100,000","5,700,000","3,900,000",,,,
	SellingGeneralAndAdministration,"127,331,000","32,355,000","34,159,000","29,985,000","30,832,000","30,965,000","29,340,000","26,935,000","23,725,000","29,202,000","31,946,000","28,361,000","31,325,000","29,831,000","27,065,000","24,437,000","26,694,000","25,684,000","24,986,000","21,770,000","23,119,000","23,661,000","25,898,000","21,228,000","24,383,000","25,036,000","26,011,000","24,962,000","23,816,000","23,085,000","27,967,000","22,332,000","24,104,000","22,669,000","21,326,000","19,618,000","19,820,000","20,942,000","20,473,000","20,257,000","20,655,000","22,711,000","20,622,000","20,207,000","21,547,000","19,276,000","18,500,000","19,050,000","20,250,000","18,929,000","15,677,000","16,088,000","16,277,000","18,041,000","21,458,000","20,678,000","23,543,000","22,643,000","21,669,000","21,476,000","22,874,000","20,753,000","22,006,000","19,303,000","19,734,000","18,902,000","17,341,000","17,966,000","17,911,000","16,714,000","16,718,000","14,704,000","15,379,000","14,294,000","13,811,000","13,317,000","14,477,000","13,306,000","12,157,000","12,048,000","12,301,000","10,850,000","10,878,000","10,603,000","10,170,000","9,505,000","8,882,000","8,134,000","8,314,000","7,844,000","7,200,000","6,500,000","7,300,000","7,000,000","5,400,000","4,600,000","3,400,000","2,400,000",,,,
		GeneralAndAdministrativeExpense,"68,482,000","17,965,000","17,507,000","15,928,000","17,082,000","17,569,000","15,778,000","15,536,000","14,016,000","16,114,000","16,512,000","16,236,000","16,805,000","15,050,000","13,222,000","13,711,000","12,885,000","12,800,000","11,764,000","11,031,000","11,387,000","11,872,000","12,281,000","11,225,000","12,368,000","12,448,000","12,036,000","14,058,000","11,927,000","11,238,000","11,694,000","10,856,000","11,256,000","10,649,000","9,952,000","9,755,000","7,932,000","9,508,000","9,668,000","9,258,000","9,240,000","10,308,000","10,452,000","9,342,000","9,238,000","8,676,000","8,668,000","8,721,000","8,177,000","8,461,000","7,271,000","7,462,000","7,251,000","7,962,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"68,482,000","17,965,000","17,507,000","15,928,000","17,082,000","17,569,000","15,778,000","15,536,000","14,016,000","16,114,000","16,512,000","16,236,000","16,805,000","15,050,000","13,222,000","13,711,000","12,885,000","12,800,000","11,764,000","11,031,000","11,387,000","11,872,000","12,281,000","11,225,000","12,368,000","12,448,000","12,036,000","14,058,000","11,927,000","11,238,000","11,694,000","10,856,000","11,256,000","10,649,000","9,952,000","9,755,000","7,932,000","9,508,000","9,668,000","9,258,000","9,240,000","10,308,000","10,452,000","9,342,000","9,238,000","8,676,000","8,668,000","8,721,000","8,177,000","8,461,000","7,271,000","7,462,000","7,251,000","7,962,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"58,849,000","14,390,000","16,652,000","14,057,000","13,750,000","13,396,000","13,562,000","11,399,000","9,709,000","13,088,000","15,434,000","12,125,000","14,520,000","14,781,000","13,843,000","10,726,000","13,809,000","12,884,000","13,222,000","10,739,000","11,732,000","11,789,000","13,617,000","10,003,000","12,015,000","12,588,000","13,975,000","10,904,000","11,889,000","11,847,000","16,273,000","11,476,000","12,848,000","12,020,000","11,374,000","9,863,000","11,888,000","11,434,000","10,805,000","10,999,000","11,415,000","12,403,000","10,170,000","10,865,000","12,309,000","10,600,000","9,832,000","10,329,000","12,073,000","10,468,000","8,406,000","8,626,000","9,026,000","10,079,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"100,823,000","27,455,000","26,783,000","23,372,000","23,213,000","24,260,000","20,563,000","20,454,000","19,931,000","23,328,000","21,784,000","22,614,000","21,997,000","21,213,000","18,208,000","18,453,000","18,176,000","17,059,000","14,630,000","14,747,000","14,102,000","14,225,000","13,183,000","13,389,000","13,458,000","14,706,000","13,457,000","13,589,000","13,257,000","13,556,000","13,047,000","12,236,000","11,867,000","11,803,000","11,135,000","10,906,000","11,032,000","11,476,000","10,951,000","11,400,000","10,802,000","11,551,000","10,436,000","10,877,000","10,676,000","10,383,000","9,868,000","9,866,000","10,334,000","10,440,000","8,485,000","8,781,000","9,188,000","10,227,000","11,496,000","12,546,000","11,711,000","12,654,000","11,278,000","11,887,000","12,278,000","11,151,000","11,070,000","9,765,000","10,522,000","10,111,000","9,555,000","9,037,000","7,869,000","7,678,000","6,738,000","7,281,000","7,449,000","7,354,000","6,775,000","6,822,000","7,007,000","6,754,000","5,065,000","5,471,000","5,387,000","4,857,000","4,930,000","4,739,000","4,706,000","5,038,000","5,805,000","4,213,000","3,042,000","3,046,000","2,100,000","2,300,000","3,100,000","2,700,000","3,700,000","2,100,000","1,900,000","1,300,000",,,,
