name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989
TotalRevenue,"4,016,321,000","1,119,793,000","1,257,264,000","954,859,000","684,405,000","683,911,000","513,357,000","424,035,000","382,849,000","460,745,000","587,113,000","547,769,000","656,184,000","809,868,000","971,939,000","845,816,000","759,474,000","756,608,000","654,008,000","570,658,000","561,916,000","611,098,000","503,579,000","348,651,000","264,595,000","244,505,000","284,415,000","277,929,000","279,392,000","339,968,000","456,032,000","474,391,000","507,569,000","604,545,000","484,279,000","476,385,000","452,309,000","419,280,000","429,917,000","335,621,000","293,871,000","307,726,000","424,126,000","272,443,000","253,590,000","228,410,000","238,718,000","185,174,000","224,817,000","348,479,000","246,831,000","203,641,000","180,432,000","276,437,000","344,862,000","622,670,000","150,077,000","308,513,000","241,988,000","214,932,000","222,102,000","218,952,000","184,127,000","228,880,000","177,673,000","189,193,000","165,847,000","142,813,000","119,684,000","107,960,000","101,105,000","86,214,000","68,696,000","65,835,000","79,799,000","56,861,000","56,641,000","56,974,000","48,106,000","50,462,000","50,542,000","46,228,000","43,884,000","51,852,000","59,667,000","64,202,000","57,830,000","44,471,000","39,395,000","42,889,000","46,800,000","39,600,000","39,200,000","37,000,000","45,800,000","34,200,000","33,300,000","35,300,000","41,400,000","33,900,000","29,400,000","37,100,000","23,400,000","21,900,000","22,100,000","20,400,000","17,200,000","11,800,000","11,000,000","10,700,000","8,700,000","8,900,000","9,300,000","7,700,000","5,600,000","4,900,000","4,700,000","4,000,000","3,400,000","3,700,000","3,200,000","3,000,000","2,100,000","2,700,000","2,400,000","2,300,000","1,700,000","1,900,000","1,300,000","1,100,000","1,000,000","1,100,000","1,100,000","1,100,000"
	OperatingRevenue,"4,016,321,000","1,119,793,000","1,257,264,000","954,859,000","684,405,000","683,911,000","513,357,000","424,035,000","382,849,000","460,745,000","587,113,000","547,769,000","656,184,000","809,868,000","971,939,000","845,816,000","759,474,000","756,608,000","654,008,000","570,658,000","561,916,000","611,098,000","503,579,000","348,651,000","264,595,000","244,505,000","284,415,000","277,929,000","279,392,000","339,968,000","456,032,000","474,391,000","507,569,000","604,545,000","484,279,000","476,385,000","452,309,000","419,280,000","429,917,000","335,621,000","293,871,000","307,726,000","424,126,000","272,443,000","253,590,000","228,410,000","246,438,000","185,174,000","207,458,000","238,853,000","238,482,000","204,566,000","190,288,000","276,437,000","344,862,000","622,670,000","150,077,000","308,513,000","241,988,000","214,932,000","222,102,000","217,210,000","177,821,000","173,681,000","158,598,000","189,193,000","157,542,000","142,813,000","119,354,000","107,943,000","98,303,000","85,870,000","67,897,000","65,835,000","62,060,000","56,861,000","56,641,000","55,357,000","48,106,000","50,462,000","50,542,000","46,228,000","46,531,000","51,852,000","57,831,000","62,720,000","57,128,000","44,471,000","39,395,000","42,889,000","46,800,000","39,600,000","39,200,000","37,000,000","45,800,000","34,200,000","33,300,000","35,300,000","41,400,000","33,900,000","29,400,000","37,100,000","23,400,000","21,900,000","22,100,000","20,400,000","17,200,000","11,800,000","11,000,000","10,700,000","8,700,000","8,900,000","9,300,000","7,700,000","5,600,000","4,900,000","4,700,000","4,000,000","3,400,000","3,700,000","3,200,000","3,000,000","2,100,000","2,700,000","2,400,000","2,300,000","1,700,000","1,900,000","1,300,000","1,100,000","1,000,000","1,100,000","1,100,000","1,100,000"
CostOfRevenue,"2,056,985,000","503,392,000","560,095,000","522,849,000","470,649,000","457,323,000","437,005,000","437,863,000","451,613,000","461,429,000","519,667,000","556,682,000","587,711,000","618,215,000","720,302,000","625,261,000","578,911,000","510,536,000","464,027,000","460,048,000","441,340,000","418,205,000","397,537,000","343,979,000","326,879,000","312,323,000","312,142,000","328,352,000","318,146,000","305,343,000","318,335,000","303,835,000","290,724,000","288,445,000","281,120,000","284,779,000","247,195,000","241,403,000","561,038,000","90,047,000","83,571,000","106,476,000","152,593,000","37,145,000","36,059,000","35,596,000","86,895,000","32,438,000","44,248,000","45,675,000","43,456,000","42,213,000","46,196,000","43,798,000","48,163,000","55,681,000","56,690,000","49,543,000","44,185,000","34,236,000","36,541,000","37,124,000","38,122,000","41,296,000","27,306,000","38,622,000","27,597,000","23,850,000","26,543,000","23,834,000","22,026,000","17,333,000","14,606,000","17,812,000","18,899,000","15,331,000","15,899,000","16,099,000","15,142,000","13,138,000","14,288,000","16,247,000","12,073,000","12,184,000","13,917,000","14,896,000","17,953,000","11,393,000","10,390,000","10,958,000","11,700,000","12,500,000","12,400,000","13,400,000","28,700,000","11,800,000","6,900,000","9,600,000","10,000,000","9,300,000","7,900,000","8,600,000","16,600,000","6,100,000","6,400,000","6,000,000","6,200,000","5,200,000","4,900,000","5,100,000","4,100,000","4,200,000","4,400,000","3,900,000","2,900,000","2,700,000","2,400,000","2,200,000","2,100,000","1,900,000",,,,,,,,,,,,,,
GrossProfit,"1,959,336,000","616,401,000","697,169,000","432,010,000","213,756,000","226,588,000","76,352,000","-13,828,000","-68,764,000","-684,000","67,446,000","-8,913,000","68,473,000","191,653,000","251,637,000","220,555,000","180,563,000","246,072,000","189,981,000","110,610,000","120,576,000","192,893,000","106,042,000","4,672,000","-62,284,000","-67,818,000","-27,727,000","-50,423,000","-38,754,000","34,625,000","137,697,000","170,556,000","216,845,000","316,100,000","203,159,000","191,606,000","205,114,000","177,877,000","-131,121,000","245,574,000","210,300,000","201,250,000","271,533,000","235,298,000","217,531,000","192,814,000","151,823,000","152,736,000","180,569,000","302,804,000","203,375,000","161,428,000","134,236,000","232,639,000","296,699,000","566,989,000","93,387,000","258,970,000","197,803,000","180,696,000","185,561,000","181,828,000","146,005,000","187,584,000","150,367,000","150,571,000","138,250,000","118,963,000","93,141,000","84,126,000","79,079,000","68,881,000","54,090,000","48,023,000","60,900,000","41,530,000","40,742,000","40,875,000","32,964,000","37,324,000","36,254,000","29,981,000","31,811,000","39,668,000","45,750,000","49,306,000","39,877,000","33,078,000","29,005,000","31,931,000","35,100,000","27,100,000","26,800,000","23,600,000","17,100,000","22,400,000","26,400,000","25,700,000","31,400,000","24,600,000","21,500,000","28,500,000","6,800,000","15,800,000","15,700,000","14,400,000","11,000,000","6,600,000","6,100,000","5,600,000","4,600,000","4,700,000","4,900,000","3,800,000","2,700,000","2,200,000","2,300,000","1,800,000","1,300,000","1,800,000",,,,,,,,,,,,,,
OperatingExpense,"197,504,000","47,725,000","49,567,000","54,942,000","45,270,000","43,542,000","50,184,000","46,239,000","46,315,000","49,331,000","52,143,000","52,060,000","58,740,000","54,849,000","60,690,000","52,021,000","55,082,000","76,136,000","88,446,000","75,802,000","66,820,000","56,000,000","70,711,000","47,967,000","52,849,000","45,570,000","47,804,000","50,413,000","60,989,000","56,215,000","76,001,000","66,406,000","70,509,000","64,058,000","74,272,000","65,415,000","115,055,000","100,838,000","-288,963,000","202,360,000","177,657,000","152,566,000","173,919,000","155,849,000","123,228,000","163,992,000","105,361,000","116,131,000","134,923,000","127,092,000","263,912,000","151,821,000","126,136,000","135,003,000","190,423,000","83,518,000","124,996,000","123,433,000","98,859,000","94,136,000","89,867,000","83,669,000","81,644,000","65,760,000","56,921,000","51,285,000","59,880,000","68,658,000","48,987,000","40,432,000","49,599,000","41,767,000","36,600,000","31,069,000","31,162,000","27,362,000","26,589,000","25,813,000","24,657,000","22,796,000","24,037,000","22,570,000","22,803,000","22,420,000","22,453,000","22,109,000","17,543,000","20,089,000","20,018,000","20,796,000","200,000","42,300,000","21,900,000","21,300,000","-75,000,000","115,100,000","18,400,000","14,300,000","19,500,000","15,100,000","13,500,000","14,800,000","200,000","10,000,000","10,100,000","9,000,000","7,000,000","4,400,000","3,900,000","3,800,000","3,100,000","3,300,000","3,400,000","2,800,000","1,800,000","1,700,000","1,600,000","1,300,000","1,300,000","1,400,000",,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"174,788,000","43,026,000","42,459,000","49,061,000","40,242,000","38,004,000","40,720,000","38,153,000","38,288,000","42,254,000","42,793,000","41,047,000","50,631,000","46,638,000","50,090,000","43,722,000","47,583,000","68,417,000","80,553,000","53,035,000","52,322,000","47,496,000","57,027,000","41,024,000","46,064,000","40,657,000","43,544,000","46,178,000","55,964,000","48,329,000","52,363,000","54,963,000","56,888,000","49,212,000","60,207,000","44,919,000","101,987,000","84,058,000","25,027,000","64,549,000","53,338,000","30,899,000","51,845,000","44,624,000","33,342,000","64,589,000","48,494,000","31,176,000","35,836,000","28,170,000","32,168,000","30,568,000","29,103,000","37,344,000","35,673,000","-12,865,000","31,477,000","38,023,000","17,844,000","25,819,000","27,172,000","25,925,000","21,092,000","9,532,000","11,419,000","16,718,000","15,194,000","27,301,000","11,517,000","10,670,000","11,504,000","10,130,000","9,355,000","8,821,000","8,725,000","5,493,000","5,313,000","4,846,000","4,957,000","3,080,000","4,733,000","4,470,000","2,197,000","3,090,000","3,455,000","3,470,000","3,009,000","2,665,000","2,387,000","2,265,000","-18,900,000","23,200,000","1,800,000","1,900,000","-95,000,000","100,300,000","5,100,000","1,800,000","1,700,000","1,500,000","1,200,000","2,100,000","-5,500,000","4,500,000","4,300,000","3,700,000","1,900,000","700,000","800,000","800,000","600,000","700,000","700,000","500,000","600,000","500,000","500,000","500,000","500,000","500,000",,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,"174,788,000","43,026,000","42,459,000","49,061,000","40,242,000","38,004,000","40,720,000","38,153,000","38,288,000","42,254,000","42,793,000","41,047,000","50,631,000","46,638,000","50,090,000","43,722,000","47,583,000","68,417,000","80,553,000","53,035,000","52,322,000","47,496,000","57,027,000","41,024,000","46,064,000","40,657,000","43,544,000","46,178,000","55,964,000","48,329,000","52,363,000","54,963,000","56,888,000","49,212,000","60,207,000","44,919,000","101,987,000","84,058,000","25,027,000","64,549,000","53,338,000","30,899,000","51,845,000","44,624,000","33,342,000","64,589,000",,"31,176,000",,,,"30,568,000",,"37,344,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,"11,041,000","9,845,000","9,382,000","9,405,000","8,834,000",,"9,179,000",,"7,500,000",,"9,500,000","8,815,000","5,474,000","5,607,000","8,814,000","23,911,000","39,717,000","9,203,000","14,279,000",,"11,611,000",,,,"11,142,000",,,"11,080,000",,,,,"21,137,000",,,,"13,786,000","20,052,000","9,333,000","-7,830,000","9,640,000","8,717,000","-5,778,000","30,630,000",,"-5,347,000",,,,,,"12,434,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"174,788,000","43,026,000","42,459,000","49,061,000","40,242,000","38,004,000","40,720,000","38,153,000","38,288,000","42,254,000","42,793,000","41,047,000","50,631,000","46,638,000","50,090,000","43,722,000","47,583,000","68,417,000","80,553,000","53,035,000","52,322,000","47,496,000","57,027,000","41,024,000","46,064,000","40,657,000","43,544,000","46,178,000","55,964,000","48,329,000","52,363,000","54,963,000","56,888,000","49,212,000","60,207,000","44,919,000","101,987,000","84,058,000","46,582,000","44,497,000","44,005,000","38,729,000","42,205,000","35,907,000","39,120,000","33,959,000",,"36,523,000",,,,,,"24,910,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,"38,161,000","32,624,000","46,532,000","79,938,000","101,117,000","132,305,000","221,626,000","116,080,000","102,747,000","55,594,000","51,131,000","59,773,000","55,857,000","53,550,000","46,471,000","44,622,000","40,925,000","36,558,000","34,942,000","32,331,000","27,031,000","21,562,000","32,370,000","28,706,000","34,775,000","34,129,000","41,692,000","51,117,000","16,662,000","22,315,000","4,994,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
