name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999
OperatingCashFlow,"78,905,000","16,223,000","20,269,000","23,090,000","19,323,000","12,851,000","19,203,000","23,791,000","30,761,000","11,566,000","26,810,000","25,421,000","23,388,000","17,836,000","14,302,000","34,101,000","23,303,000","23,447,000","43,312,000","28,336,000","18,648,000","11,507,000","26,954,000","22,897,000","18,362,000","17,532,000","26,165,000","24,406,000","18,008,000","15,296,000","28,899,000","25,146,000","22,944,000","18,594,000","25,103,000","27,152,000","30,826,000","22,489,000","21,255,000","29,277,000","26,238,000","21,771,000","28,952,000","25,862,000","33,588,000","13,078,000","-6,743,000","31,496,000","15,820,000","10,154,000","1,692,000","22,538,000","88,428,000","52,626,000","27,126,000","27,781,000","13,842,000","21,073,000","19,024,000","8,043,000","9,998,000","13,844,000","414,829,000","14,540,000","21,893,000","15,728,000","29,402,000","20,037,000","24,455,000","27,654,000","32,598,000","25,573,000","30,776,000","25,095,000","13,168,000","32,308,000","27,846,000","30,939,000","138,841,000","-102,871,000","32,667,000","6,090,000","39,530,000","26,280,000","21,582,000","10,012,000","38,114,000","26,301,000","26,633,000","11,034,000","28,700,000","66,900,000","0"
	CashFlowFromContinuingOperatingActivities,"78,905,000","16,223,000","20,269,000","23,090,000","19,323,000","12,851,000","19,203,000","23,791,000","30,761,000","11,566,000","26,810,000","25,421,000","23,388,000","17,836,000","14,302,000","34,101,000","23,303,000","23,447,000","43,312,000","28,336,000","18,648,000","11,507,000","26,954,000","22,897,000","18,362,000","17,532,000","26,165,000","24,406,000","18,008,000","15,296,000","28,899,000","25,146,000","22,944,000","18,594,000","25,103,000","27,152,000","30,826,000","22,489,000","21,255,000","29,277,000","26,238,000","21,771,000","28,952,000","25,862,000","33,588,000","13,078,000","-6,743,000","31,496,000","15,820,000","10,154,000","1,692,000","22,538,000","88,428,000","52,626,000","27,126,000","27,781,000","13,842,000","21,073,000","19,024,000","8,043,000","9,998,000","13,844,000","414,829,000","14,540,000","21,893,000","15,728,000","29,402,000","20,037,000","24,455,000","27,654,000","32,598,000","25,573,000","30,776,000","25,095,000","13,168,000","32,308,000","27,846,000","30,939,000","138,841,000","-102,871,000","32,667,000","6,090,000","39,530,000","26,280,000","21,582,000","10,012,000","38,114,000","26,301,000","26,633,000","11,034,000","28,700,000",,
		NetIncomeFromContinuingOperations,"80,549,000","21,623,000","22,186,000","18,553,000","18,187,000","20,444,000","18,898,000","18,279,000","19,474,000","4,276,000","22,511,000","22,409,000","22,897,000","24,554,000","24,383,000","21,389,000","22,372,000","23,330,000","31,836,000","20,602,000","21,370,000","21,587,000","20,578,000","20,698,000","20,551,000","21,527,000","20,718,000","18,785,000","19,602,000","19,234,000","20,472,000","20,210,000","19,983,000","19,688,000","17,813,000","16,067,000","17,995,000","17,715,000","17,563,000","17,736,000","18,673,000","19,315,000","18,789,000","16,766,000","17,259,000","15,636,000","-11,258,000","15,447,000","16,758,000","14,655,000","20,980,000","16,838,000","15,476,000","18,132,000","15,852,000","15,759,000","14,355,000","11,727,000","9,113,000","6,300,000","7,289,000","8,456,000","10,251,000","9,911,000","11,306,000","13,587,000","13,313,000","12,844,000","16,160,000","17,482,000","18,573,000","-129,988,000","9,485,000","9,610,000","4,618,000","2,960,000","7,527,000","12,378,000","29,166,000","26,061,000","21,069,000","21,698,000","20,764,000","19,572,000","18,814,000","19,928,000","19,465,000","20,414,000","18,746,000","19,079,000","18,100,000",,
		OperatingGainsLosses,"-5,367,000","-2,240,000","-1,231,000","-952,000","-944,000","-8,337,000","-1,069,000","-1,080,000","-1,207,000","-1,714,000","-1,826,000","-2,156,000","-1,865,000","-1,831,000","-1,971,000","-1,847,000","-2,819,000","-3,201,000","-3,095,000","-3,080,000","-3,114,000","-3,100,000","-2,939,000","-3,044,000","-3,050,000","-3,006,000","-3,152,000","-3,167,000","-3,132,000","-3,076,000","-3,181,000","-2,678,000","-1,452,000","-1,229,000","-1,196,000","-1,131,000","-1,151,000","-1,105,000","-1,128,000",,,,,"-5,770,000","-7,618,000","10,499,000","-902,000","50,446,000","-2,459,000","-721,000","-7,580,000","858,000","66,212,000",,,,,,,,,,"-123,000","-1,180,000","-182,000","-259,000","-64,000","-175,000","-209,000","-269,000","-275,000","-248,000","-316,000","-392,000","-209,000","-685,000","-525,000","-1,100,000","-17,289,000","635,000",,,"2,000","-5,876,000","5,770,000","-10,000","-105,000","-258,000","-52,000","-6,000","-100,000",,
			GainLossOnInvestmentSecurities,"0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-6,454,000",,,,,,,,,,,,"13,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"10,894,000","2,687,000","2,691,000","2,748,000","2,768,000","2,708,000","2,726,000","2,792,000","2,744,000","2,775,000","2,786,000","2,786,000","2,774,000","2,773,000","3,126,000","2,417,000","2,095,000","2,122,000","2,058,000","2,012,000","1,953,000","1,940,000","1,891,000","1,853,000","1,813,000","1,769,000","1,706,000","1,790,000","1,742,000","1,632,000","1,680,000","1,612,000","1,582,000","1,583,000","1,539,000","1,467,000","1,399,000","1,324,000","1,257,000","1,367,000","1,184,000","1,201,000","1,199,000","1,100,000","1,079,000","1,110,000","1,108,000","1,097,000","1,077,000","1,138,000","1,272,000","1,381,000","1,336,000","1,259,000","1,156,000","379,000","2,918,000","1,398,000","1,450,000","1,575,000","1,593,000","482,000","740,000","1,880,000","2,608,000","2,454,000","3,025,000","4,184,000","3,320,000","3,772,000","4,186,000","6,459,000","7,817,000","6,346,000","9,319,000","13,551,000","10,081,000","6,257,000","1,161,000","1,192,000","730,000","1,030,000","103,000","2,016,000","3,207,000","1,423,000","738,000","-5,422,000","3,518,000","2,302,000","900,000",,
			DepreciationAndAmortization,"10,894,000","2,687,000","2,691,000","2,748,000","2,768,000","2,708,000","2,726,000","2,792,000","2,744,000","2,775,000","2,786,000","2,786,000","2,774,000","2,773,000","3,126,000","2,417,000","2,095,000","2,122,000","2,058,000","2,012,000","1,953,000","1,940,000","1,891,000","1,853,000","1,813,000","1,769,000","1,706,000","1,790,000","1,742,000","1,632,000","1,680,000","1,612,000","1,582,000","1,583,000","1,539,000","1,467,000","1,399,000","1,324,000","1,257,000","1,367,000","1,184,000","1,201,000","1,199,000","1,100,000","1,079,000","1,110,000","1,108,000","1,097,000","1,077,000","1,138,000","1,272,000","1,381,000","1,336,000","1,259,000","1,156,000","379,000","2,918,000","1,398,000","1,450,000","1,575,000","1,593,000","482,000","740,000","1,880,000","2,608,000","2,454,000","3,025,000","4,184,000","3,320,000","3,772,000","4,186,000","6,459,000","7,817,000","6,346,000","9,319,000","13,551,000","10,081,000","6,257,000","1,161,000","1,192,000","730,000","1,030,000","103,000","2,016,000","3,207,000","1,423,000","738,000","-5,422,000","3,518,000","2,302,000","900,000",,
				Depreciation,"9,459,000","2,337,000","2,341,000","2,434,000","2,347,000","2,287,000","2,304,000","2,321,000","2,248,000","2,278,000","2,286,000","2,236,000","2,197,000","2,192,000","2,518,000","2,183,000","2,095,000","2,122,000","2,058,000","2,012,000","1,953,000","1,940,000","1,891,000","1,853,000","1,813,000","1,769,000","1,706,000","1,790,000","1,742,000","1,632,000","1,680,000","1,612,000","1,582,000","1,583,000","1,539,000","1,467,000","1,399,000","1,324,000","1,257,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"1,435,000","350,000","350,000","314,000","421,000","421,000","422,000","471,000","496,000","497,000","500,000","550,000","577,000","581,000","608,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"1,435,000","350,000","350,000","314,000","421,000","421,000","422,000","471,000","496,000","497,000","500,000","550,000","577,000","581,000","608,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
