name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
OperatingCashFlow,"157,501,000","34,579,000","38,508,000","47,806,000","36,608,000","33,949,000","37,350,000","40,443,000","31,424,000","36,518,000","31,137,000","33,420,000","31,664,000","30,074,000","26,967,000","30,274,000","20,057,000","22,059,000","21,867,000","22,032,000","24,735,000","20,166,000","14,918,000","21,400,000","13,119,000","14,994,000","11,219,000","13,449,000","4,531,000","11,055,000","4,555,000","9,798,000","3,236,000","4,317,000","4,728,000","8,847,000"
	CashFlowFromContinuingOperatingActivities,"157,501,000","34,579,000","38,508,000","47,806,000","36,608,000","33,949,000","37,350,000","40,443,000","31,424,000","36,518,000","31,137,000","33,420,000","31,664,000","30,074,000","26,967,000","30,274,000","20,057,000","22,059,000","21,867,000","22,032,000","24,735,000","20,166,000","14,918,000","21,400,000","13,119,000","14,994,000","11,219,000","13,449,000","4,531,000","11,055,000","4,555,000","9,798,000","3,236,000","4,317,000","4,728,000","8,847,000"
		NetIncomeFromContinuingOperations,"8,232,000","-43,264,000","18,261,000","11,918,000","21,317,000","20,486,000","21,055,000","21,552,000","18,935,000","19,325,000","20,662,000","-10,054,000","19,698,000","16,053,000","15,539,000","14,510,000","13,267,000","14,607,000","2,252,000","11,311,000","2,030,000","10,281,000","8,388,000","7,832,000","7,631,000","5,502,000","5,003,000","727,000","2,266,000","2,038,000","630,000","1,967,000","-10,340,000","-400,000","-1,188,000","-273,000"
		OperatingGainsLosses,"10,526,000","-186,000","-115,000","10,827,000","0","192,000","-19,000","0","0","56,000","-1,560,000","-217,000",,,"0","0","0","-2,051,000","0","0",,,,,,,,,,,"0","0",,,"183,000","18,000"
			GainLossOnInvestmentSecurities,"-301,000","-186,000","-115,000","0","0","192,000","-19,000","0","0","56,000","-1,560,000","-217,000",,,"0","0","0","-2,051,000","0","0",,,,,,,,,,,"0","0",,,"183,000","18,000"
		DepreciationAmortizationDepletion,"55,502,000","13,594,000","14,066,000","13,983,000","13,859,000","13,486,000","13,290,000","13,101,000","13,253,000","13,175,000","13,077,000","13,435,000","13,448,000","11,906,000","11,543,000","11,355,000","11,303,000","11,582,000","11,008,000","9,749,000","9,339,000","9,080,000","8,536,000","8,253,000","7,898,000","7,293,000","7,040,000","5,815,000","5,679,000","5,599,000","5,369,000","5,362,000","6,070,000","6,199,000","6,058,000","5,968,000"
			DepreciationAndAmortization,"55,502,000","13,594,000","14,066,000","13,983,000","13,859,000","13,486,000","13,290,000","13,101,000","13,253,000","13,175,000","13,077,000","13,435,000","13,448,000","11,906,000","11,543,000","11,355,000","11,303,000","11,582,000","11,008,000","9,749,000","9,339,000","9,080,000","8,536,000","8,253,000","7,898,000","7,293,000","7,040,000","5,815,000","5,679,000","5,599,000","5,369,000","5,362,000","6,070,000","6,199,000","6,058,000","5,968,000"
		AssetImpairmentCharge,"59,683,000","59,683,000",,,,,,,,,"0",,,,"0",,,,"0","0","890,000","0","0","0","0","326,000","0",,,,,,,,,
		ProvisionandWriteOffofAssets,"3,844,000","3,844,000",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"10,768,000","1,521,000","5,635,000","1,802,000","1,810,000","1,585,000","971,000","972,000","963,000","884,000","982,000","981,000","1,147,000","994,000","1,032,000","988,000","924,000","904,000","624,000","656,000","600,000","536,000","339,000","339,000","437,000","431,000","427,000","435,000","294,000","366,000",,,,"0",,
