name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,09/30/2018
TotalAssets,"1,702,527,000","1,692,425,000","1,705,728,000","1,709,039,000","1,689,947,000","1,700,748,000","1,687,445,000","1,669,075,000","1,653,290,000","1,661,927,000","1,483,829,000","1,383,300,000","1,397,548,000"
	CurrentAssets,"266,000,000","281,152,000","287,048,000","271,739,000","253,969,000","239,325,000","249,148,000","236,478,000","222,855,000","220,869,000","92,325,000","92,376,000","82,967,000"
		CashCashEquivalentsAndShortTermInvestments,"141,629,000","145,141,000","158,863,000","149,940,000","136,642,000","127,448,000","147,729,000","132,844,000","95,584,000","113,396,000",,,
			CashAndCashEquivalents,"111,819,000","117,236,000","128,428,000","120,840,000","119,546,000","110,360,000","136,067,000","132,844,000","95,584,000","113,396,000",,,
			OtherShortTermInvestments,"29,810,000","27,905,000","30,435,000","29,100,000","17,096,000","17,088,000","11,662,000",,,,,,
		Receivables,"48,029,000","37,765,000","45,560,000","53,141,000","59,091,000","60,426,000","49,943,000","62,566,000","92,272,000","64,928,000","65,787,000","72,780,000","72,084,000"
			AccountsReceivable,"48,029,000","37,765,000","45,955,000","53,141,000","59,091,000","60,426,000","51,337,000","62,566,000","92,272,000","64,928,000","65,532,000","72,780,000","72,913,000"
				GrossAccountsReceivable,"48,207,000","37,946,000","45,955,000","53,545,000","59,629,000","61,005,000","51,337,000","63,972,000","93,587,000","65,809,000",,,
				AllowanceForDoubtfulAccountsReceivable,"-178,000","-181,000","-395,000","-404,000","-538,000","-579,000","-1,394,000","-1,406,000","-1,315,000","-881,000",,,
			OtherReceivables,,,,,,,,,,,"1,120,000",,"125,000"
			ReceivablesAdjustmentsAllowances,,,"-395,000",,,,"-1,394,000",,,,"-865,000",,"-954,000"
		PrepaidAssets,"68,924,000","92,352,000","76,530,000","61,328,000","51,234,000","43,703,000","44,220,000","34,389,000","27,779,000","35,630,000","17,343,000","15,082,000","4,090,000"
		CurrentDeferredAssets,"7,418,000","5,894,000","6,095,000","7,330,000","7,002,000","7,748,000","7,256,000","6,679,000","7,220,000","6,915,000","9,195,000","4,514,000","6,793,000"
	TotalNonCurrentAssets,"1,436,527,000","1,411,273,000","1,418,680,000","1,437,300,000","1,435,978,000","1,461,423,000","1,438,297,000","1,432,597,000","1,430,435,000","1,441,058,000","1,391,504,000","1,290,924,000","1,314,581,000"
		NetPPE,"55,838,000","50,962,000","46,406,000","47,560,000","48,733,000","50,338,000","49,625,000","47,913,000","44,799,000","43,751,000","20,113,000","9,883,000","13,406,000"
			GrossPPE,"55,838,000","50,962,000","93,317,000","47,560,000","48,733,000","50,338,000","93,008,000","47,913,000","44,799,000","43,751,000","55,327,000","9,883,000","35,532,000"
				Properties,,,"0",,,,"0",,,,"0",,"0"
				MachineryFurnitureEquipment,,,"54,107,000",,,,"55,142,000",,,,"45,137,000",,"30,306,000"
				OtherProperties,"55,838,000","50,962,000","18,338,000","47,560,000","48,733,000","50,338,000","22,806,000","47,913,000","44,799,000","43,751,000","20,113,000","9,883,000",
				ConstructionInProgress,,,"12,379,000",,,,"4,547,000",,,,"1,043,000",,
				Leases,,,"8,493,000",,,,"10,513,000",,,,"9,147,000",,"5,226,000"
			AccumulatedDepreciation,,,"-46,911,000",,,,"-43,383,000",,,,"-35,214,000",,"-22,126,000"
		GoodwillAndOtherIntangibleAssets,"1,139,508,000","1,145,786,000","1,153,859,000","1,163,515,000","1,166,038,000","1,177,426,000","1,173,814,000","1,171,768,000","1,172,684,000","1,183,578,000","1,184,890,000","1,191,271,000","1,204,758,000"
			Goodwill,"1,123,561,000","1,125,648,000","1,128,511,000","1,132,897,000","1,130,502,000","1,136,356,000","1,128,198,000","1,121,616,000","1,117,577,000","1,122,865,000","1,119,329,000","1,122,009,000","1,119,946,000"
			OtherIntangibleAssets,"15,947,000","20,138,000","25,348,000","30,618,000","35,536,000","41,070,000","45,616,000","50,152,000","55,107,000","60,713,000","65,561,000","69,262,000","84,812,000"
		InvestmentsAndAdvances,"4,457,000","7,720,000","7,339,000","7,348,000",,,,,,,,,
			InvestmentinFinancialAssets,"4,457,000","7,720,000","7,339,000","7,348,000",,,,,,,,,
		NonCurrentDeferredAssets,"182,274,000","187,715,000","190,995,000","198,523,000","201,932,000","217,079,000","199,920,000","197,053,000","198,085,000","200,079,000","183,057,000","87,814,000","95,291,000"
			NonCurrentDeferredTaxesAssets,"155,763,000","157,833,000","159,293,000","165,077,000","167,264,000","180,166,000","161,759,000","160,140,000","161,943,000","164,027,000","150,629,000","49,208,000","51,053,000"
		OtherNonCurrentAssets,"54,450,000","19,090,000","20,081,000","20,354,000","19,275,000","16,580,000","14,938,000","15,863,000","14,867,000","13,650,000","3,444,000","1,956,000","1,126,000"
TotalLiabilitiesNetMinorityInterest,"646,341,000","642,924,000","673,783,000","687,190,000","686,506,000","707,620,000","729,689,000","730,382,000","716,911,000","735,712,000","415,701,000","418,424,000","404,229,000"
	CurrentLiabilities,"156,485,000","141,482,000","165,309,000","168,882,000","161,298,000","174,092,000","200,774,000","195,180,000","189,198,000","194,477,000","129,114,000","123,437,000","121,806,000"
		PayablesAndAccruedExpenses,"31,929,000","27,055,000","30,367,000","31,350,000","26,652,000","31,515,000","31,317,000","31,329,000","31,899,000","37,692,000","22,710,000","23,385,000","10,663,000"
			Payables,"22,527,000","17,318,000","20,210,000","22,808,000","18,658,000","22,837,000","23,135,000","23,692,000","24,767,000","28,685,000","16,906,000","14,107,000","7,982,000"
				AccountsPayable,"18,165,000","8,322,000","11,636,000","11,187,000","4,002,000","4,806,000","8,447,000","11,637,000","18,786,000","15,242,000","16,687,000","13,180,000","6,510,000"
				TotalTaxPayable,"4,362,000","8,996,000","8,574,000","11,621,000","14,656,000","18,031,000","14,688,000","12,055,000","5,981,000","13,443,000","219,000","927,000","1,472,000"
			CurrentAccruedExpenses,"9,402,000","9,737,000","10,157,000","8,542,000","7,994,000","8,678,000","8,182,000","7,637,000","7,132,000","9,007,000","5,804,000","9,278,000","2,681,000"
				InterestPayable,"1,883,000","610,000","1,919,000","622,000","2,068,000","1,444,000",,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"23,206,000","22,002,000","39,536,000","37,121,000","28,821,000","22,065,000","37,960,000","31,499,000","21,717,000","19,876,000","13,031,000","20,360,000","25,262,000"
		CurrentDebtAndCapitalLeaseObligation,"13,657,000","11,636,000","10,812,000","11,747,000","11,852,000","12,509,000","11,950,000","11,977,000","14,720,000","14,382,000",,,
			CurrentDebt,"7,813,000","6,250,000","6,250,000","6,250,000","6,250,000","6,250,000","6,250,000","6,250,000","9,450,000","9,396,000",,,
				OtherCurrentBorrowings,"7,813,000","6,250,000","6,250,000","6,250,000","6,250,000","6,250,000","6,250,000","6,250,000","9,450,000","9,396,000",,,
			CurrentCapitalLeaseObligation,"5,844,000","5,386,000","4,562,000","5,497,000","5,602,000","6,259,000","5,700,000","5,727,000","5,270,000","4,986,000",,,
		CurrentDeferredLiabilities,"78,895,000","71,215,000","78,394,000","84,993,000","90,402,000","104,577,000","112,520,000","116,894,000","113,111,000","113,820,000","88,233,000","78,194,000","84,862,000"
			CurrentDeferredRevenue,"78,895,000","71,215,000","78,394,000","84,993,000","90,402,000","104,577,000","112,520,000","116,894,000","113,111,000","113,820,000","88,233,000","78,194,000","84,862,000"
		OtherCurrentLiabilities,"8,798,000","9,574,000","6,200,000","3,671,000","3,571,000","3,426,000","7,027,000","3,481,000","7,751,000","8,707,000","5,140,000","1,498,000","1,019,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"489,856,000","501,442,000","508,474,000","518,308,000","525,208,000","533,528,000","528,915,000","535,202,000","527,713,000","541,235,000","286,587,000","294,987,000","282,423,000"
		LongTermDebtAndCapitalLeaseObligation,"277,749,000","277,829,000","277,309,000","278,529,000","279,668,000","282,842,000","284,693,000","283,477,000","253,594,000","256,066,000",,,
			LongTermDebt,"263,000,000","264,831,000","265,093,000","265,372,000","265,681,000","266,019,000","266,872,000","267,172,000","237,925,000","239,026,000",,,
			LongTermCapitalLeaseObligation,"14,749,000","12,998,000","12,216,000","13,157,000","13,987,000","16,823,000","17,821,000","16,305,000","15,669,000","17,040,000",,,
		NonCurrentDeferredLiabilities,"182,823,000","193,443,000","198,343,000","204,790,000","211,399,000","215,692,000","212,573,000","219,197,000","234,981,000","245,883,000","265,051,000","277,232,000","263,787,000"
			NonCurrentDeferredRevenue,"182,823,000","193,443,000","198,343,000","204,790,000","211,399,000","215,692,000","212,573,000","219,197,000","234,981,000","245,883,000","265,051,000","277,232,000","263,787,000"
		OtherNonCurrentLiabilities,"29,284,000","30,170,000","32,822,000","34,989,000","34,141,000","34,994,000","31,649,000","32,528,000","39,138,000","39,286,000","21,536,000","17,755,000","18,636,000"
TotalEquityGrossMinorityInterest,"1,056,186,000","1,049,501,000","1,031,945,000","1,021,849,000","1,003,441,000","993,128,000","957,756,000","938,693,000","936,379,000","926,215,000","1,068,128,000","964,876,000","993,319,000"
	StockholdersEquity,"1,056,186,000","1,049,501,000","1,031,945,000","1,021,849,000","1,003,441,000","993,128,000","957,756,000","938,693,000","936,379,000","926,215,000","1,068,128,000","964,876,000","993,319,000"
		CapitalStock,"393,000","392,000","381,000","379,000","379,000","378,000","369,000","366,000","365,000","364,000",,,
			CommonStock,"393,000","392,000","381,000","379,000","379,000","378,000","369,000","366,000","365,000","364,000",,,
		AdditionalPaidInCapital,"1,018,731,000","1,006,205,000","1,002,353,000","992,305,000","983,640,000","973,892,000","974,307,000","974,012,000","949,916,000","945,054,000",,,
		RetainedEarnings,"46,145,000","46,621,000","27,577,000","19,586,000","13,788,000","1,007,000","-20,631,000","-27,448,000","733,000","-11,762,000",,,
		GainsLossesNotAffectingRetainedEarnings,"-9,083,000","-3,717,000","1,634,000","9,579,000","5,634,000","17,851,000","3,711,000","-8,237,000","-14,635,000","-7,441,000","-28,999,000","-25,140,000","-23,957,000"
		OtherEquityInterest,,,,,,,,,,,"1,097,127,000","990,016,000","1,017,276,000"
TotalCapitalization,"1,319,186,000","1,314,332,000","1,297,038,000","1,287,221,000","1,269,122,000","1,259,147,000","1,224,628,000","1,205,865,000","1,174,304,000","1,165,241,000","1,068,128,000","964,876,000","993,319,000"
CommonStockEquity,"1,056,186,000","1,049,501,000","1,031,945,000","1,021,849,000","1,003,441,000","993,128,000","957,756,000","938,693,000","936,379,000","926,215,000","1,068,128,000","964,876,000","993,319,000"
CapitalLeaseObligations,"20,593,000","18,384,000","16,778,000","18,654,000","19,589,000","23,082,000","23,521,000","22,032,000","20,939,000","22,026,000",,,
NetTangibleAssets,"-83,322,000","-96,285,000","-121,914,000","-141,666,000","-162,597,000","-184,298,000","-216,058,000","-233,075,000","-236,305,000","-257,363,000","-116,762,000","-226,395,000","-211,439,000"
WorkingCapital,"109,515,000","139,670,000","121,739,000","102,857,000","92,671,000","65,233,000","48,374,000","41,298,000","33,657,000","26,392,000","-36,789,000","-31,061,000","-38,839,000"
InvestedCapital,"1,326,999,000","1,320,582,000","1,303,288,000","1,293,471,000","1,275,372,000","1,265,397,000","1,230,878,000","1,212,115,000","1,183,754,000","1,174,637,000","1,068,128,000","964,876,000","993,319,000"
TangibleBookValue,"-83,322,000","-96,285,000","-121,914,000","-141,666,000","-162,597,000","-184,298,000","-216,058,000","-233,075,000","-236,305,000","-257,363,000","-116,762,000","-226,395,000","-211,439,000"
TotalDebt,"291,406,000","289,465,000","288,121,000","290,276,000","291,520,000","295,351,000","296,643,000","295,454,000","268,314,000","270,448,000",,,
NetDebt,"158,994,000","153,845,000","142,915,000","150,782,000","152,385,000","161,909,000","137,055,000","140,578,000","151,791,000","135,026,000",,,
ShareIssued,"39,305,000","39,162,000","38,025,000","37,828,000","37,780,000","37,685,000","36,842,000","36,520,000","36,457,914","36,403,284","36,391,445","36,385,336","36,385,336"
OrdinarySharesNumber,"39,305,000","39,162,000","38,025,000","37,828,000","37,780,000","37,685,000","36,842,000","36,520,000","36,457,914","36,403,284","36,391,445","36,385,336","36,385,336"
