name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
TotalRevenue,"832,000","832,000","0","0","0","0","44,045,000","34,706,000","37,347,000","87,098,000","35,440,000","26,024,000","26,221,000","30,227,000","30,013,000","15,198,000","40,414,000","8,762,000","9,799,000","11,358,000","11,346,000","10,508,000","22,648,000","8,985,000","6,978,000","31,281,000","6,218,000","5,480,000","13,219,000","34,202,000","14,636,000","33,900,000","8,411,000","8,411,000","6,744,000","6,268,000","6,268,000","6,268,000","6,282,000","6,268,000","6,288,000","6,268,000"
	OperatingRevenue,"832,000","832,000","0","0","0","0","43,260,000","33,605,000","36,655,000","86,105,000","29,380,000","25,604,000","25,409,000","29,257,000","29,783,000","15,198,000","27,974,000","8,762,000","9,799,000","11,358,000","11,346,000","10,508,000","22,648,000","8,985,000","6,978,000","31,281,000","6,218,000","5,480,000","13,219,000","34,202,000","14,636,000","33,900,000","8,411,000","8,411,000","6,744,000","6,268,000","6,268,000","6,268,000","6,268,000","6,268,000","6,268,000","6,268,000"
CostOfRevenue,,"339,000",,,,,"959,000","638,000","675,000","533,000","287,000","393,000","303,000","334,000","702,000","695,000",,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,,"493,000",,,,,"43,086,000","34,068,000","36,672,000","86,565,000","35,153,000","25,631,000","25,918,000","29,893,000","29,311,000","14,503,000",,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"388,839,000","101,638,000","104,827,000","91,152,000","91,222,000","91,217,000","135,520,000","124,395,000","126,868,000","129,757,000","141,082,000","134,691,000","139,779,000","127,376,000","125,667,000","113,665,000","113,363,000","102,774,000","99,929,000","90,375,000","95,946,000","77,555,000","80,057,000","72,497,000","63,448,000","54,875,000","47,116,000","45,955,000","45,352,000","39,397,000","41,363,000","30,692,000","26,741,000","20,695,000","18,986,000","17,337,000","14,794,000","13,314,000","12,779,000","11,378,000","12,411,000","11,532,000"
	SellingGeneralAndAdministration,"119,410,000","31,515,000","31,528,000","27,152,000","29,215,000","33,550,000","39,778,000","34,840,000","35,951,000","38,501,000","34,834,000","33,019,000","32,390,000","31,791,000","31,858,000","31,104,000","26,633,000","24,550,000","22,713,000","17,458,000","16,130,000","14,823,000","15,379,000","11,854,000","12,644,000","10,837,000","10,183,000","9,927,000","8,929,000","6,954,000","6,501,000","5,166,000","4,165,000","3,288,000","3,707,000","2,534,000","1,836,000","1,852,000","1,554,000","1,580,000","1,948,000","1,981,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,"26,633,000","24,550,000","22,713,000","17,458,000","16,130,000","14,823,000","15,379,000","11,854,000","12,644,000","10,837,000","10,183,000","9,927,000","8,929,000","6,954,000","6,501,000","5,166,000","4,165,000","3,288,000","3,707,000","2,534,000","1,836,000","1,852,000","1,554,000","1,580,000","1,948,000","1,981,000"
			OtherGandA,,,,,,,,,,,,,,,,,"26,633,000","24,550,000","22,713,000","17,458,000","16,130,000","14,823,000","15,379,000","11,854,000","12,644,000","10,837,000","10,183,000","9,927,000","8,929,000","6,954,000","6,501,000","5,166,000","4,165,000","3,288,000","3,707,000","2,534,000","1,836,000","1,852,000","1,554,000","1,580,000","1,948,000","1,981,000"
	ResearchAndDevelopment,"269,429,000","70,123,000","73,299,000","64,000,000","62,007,000","57,667,000","95,742,000","89,555,000","90,917,000","91,256,000","106,248,000","101,672,000","107,389,000","95,585,000","93,809,000","82,561,000","86,730,000","78,224,000","77,216,000","72,917,000","79,816,000","62,732,000","64,678,000","60,643,000","50,804,000","44,038,000","36,933,000","36,028,000","36,423,000","32,443,000","34,862,000","25,526,000","22,576,000","17,407,000","15,279,000","14,803,000","12,958,000","11,462,000","11,225,000","9,798,000","10,463,000","9,551,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,"15,379,000",,"12,644,000",,,,"8,929,000",,"6,500,000",,,"3,288,000",,,,,,,,
