name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991
TotalRevenue,"1,268,000,000","315,500,000","314,800,000","326,800,000","310,900,000","303,400,000","299,900,000","284,700,000","266,600,000","256,200,000","313,700,000","299,800,000","289,700,000","265,200,000","306,900,000","268,500,000","264,000,000","219,400,000","201,800,000","195,200,000","198,100,000","196,000,000","206,500,000","210,800,000","224,100,000","220,400,000","232,100,000","229,700,000","427,700,000","410,700,000","437,100,000","433,600,000","448,600,000","418,000,000","447,600,000","429,000,000","421,300,000","405,300,000","429,400,000","420,900,000","439,300,000","409,200,000","412,800,000","420,800,000","471,800,000","454,000,000","473,500,000","405,200,000","390,900,000","332,300,000","342,900,000","297,800,000","276,100,000","280,600,000","357,000,000","380,700,000","390,300,000","383,900,000","399,200,000","356,700,000","350,700,000","361,700,000","366,300,000","318,100,000","318,200,000","315,000,000","312,900,000","258,300,000","170,900,000","166,300,000","180,500,000","194,500,000","174,500,000","161,400,000","152,600,000","147,400,000","160,600,000","165,700,000","156,600,000","193,000,000","221,700,000","261,800,000","286,100,000","328,600,000","601,100,000","920,100,000","925,100,000","786,500,000","524,000,000","394,600,000","281,700,000","230,100,000","87,100,000","74,500,000","63,800,000","54,200,000","48,900,000","45,500,000","42,900,000","38,500,000","33,900,000","26,900,000","22,700,000","23,500,000","21,800,000","18,900,000","15,700,000","12,800,000","12,200,000","11,100,000","9,900,000","9,100,000","8,600,000","7,900,000","8,600,000","7,800,000","6,900,000","6,800,000","6,800,000","6,800,000","6,600,000","6,600,000","6,600,000","6,600,000"
	OperatingRevenue,"1,268,000,000","315,500,000","314,800,000","326,800,000","310,900,000","303,400,000","299,900,000","284,700,000","266,600,000","256,200,000","313,700,000","299,800,000","289,700,000","265,200,000","306,900,000","268,500,000","264,000,000","219,400,000","201,800,000","195,200,000","198,100,000","196,000,000","206,500,000","210,800,000","224,100,000","220,400,000","232,100,000","229,700,000","427,700,000","410,700,000","437,100,000","433,600,000","448,600,000","418,000,000","447,600,000","429,000,000","421,300,000","405,300,000","429,400,000","420,900,000","439,300,000","409,200,000","412,800,000","420,800,000","471,800,000","454,000,000","473,500,000","405,200,000","390,900,000","332,300,000","342,900,000","297,800,000","276,100,000","280,600,000","357,000,000","380,700,000","390,300,000","383,900,000","399,200,000","356,700,000","350,700,000","361,700,000","366,300,000","318,100,000","318,200,000","314,900,000","312,900,000","258,300,000","170,900,000","166,300,000","180,500,000","194,500,000","174,500,000","161,400,000","152,600,000","147,400,000","160,600,000","165,700,000","156,600,000","193,000,000","221,700,000","261,800,000","286,100,000","328,600,000","601,100,000","920,100,000","925,100,000","786,500,000","524,000,000","394,600,000","281,700,000","230,100,000","87,100,000","74,500,000","63,800,000","54,200,000","48,900,000","45,500,000","42,900,000","38,500,000","33,900,000","26,900,000","22,700,000","23,500,000","21,800,000","18,900,000","15,700,000","12,800,000","12,200,000","11,100,000","9,900,000","9,100,000","8,600,000","7,900,000","8,600,000","7,800,000","6,900,000","6,800,000","6,800,000","6,800,000","6,600,000","6,600,000","6,600,000","6,600,000"
CostOfRevenue,"512,700,000","128,600,000","124,300,000","131,800,000","128,000,000","121,400,000","119,800,000","115,300,000","112,000,000","109,400,000","124,200,000","125,400,000","120,200,000","111,700,000","128,900,000","118,100,000","127,800,000","95,700,000","85,700,000","79,000,000","78,900,000","79,000,000","81,800,000","85,700,000","88,000,000","89,100,000","90,300,000","89,200,000","233,100,000","226,400,000","236,600,000","234,300,000","239,100,000","233,300,000","242,700,000","243,800,000","243,600,000","250,000,000","240,400,000","248,300,000","256,600,000","239,500,000","237,800,000","238,200,000","267,700,000","254,300,000","259,700,000","231,900,000","217,500,000","188,100,000","204,700,000","180,700,000","161,900,000","165,600,000","220,300,000","230,000,000","249,700,000","238,300,000","227,800,000","223,000,000","238,800,000","236,700,000","229,200,000","220,100,000","249,000,000","199,400,000","208,700,000","206,700,000","142,800,000","141,500,000","150,700,000","151,600,000","135,200,000","121,000,000","118,300,000","115,600,000","121,600,000","142,900,000","162,700,000","185,000,000","252,100,000","240,100,000","335,600,000","343,300,000","1,040,700,000","449,300,000","411,800,000","404,800,000","264,600,000","183,500,000","131,700,000","117,900,000","35,200,000","28,300,000","29,400,000","21,300,000","23,700,000","20,100,000","20,600,000","18,600,000","17,100,000","13,300,000","11,200,000","11,100,000","10,500,000","9,300,000","7,800,000","6,600,000","6,300,000","6,000,000","5,500,000","5,000,000","4,800,000","4,700,000","5,100,000","4,500,000",,,,,,,,
GrossProfit,"755,300,000","186,900,000","190,500,000","195,000,000","182,900,000","182,000,000","180,100,000","169,400,000","154,600,000","146,800,000","189,500,000","174,400,000","169,500,000","153,500,000","178,000,000","150,400,000","136,200,000","123,700,000","116,100,000","116,200,000","119,200,000","117,000,000","124,700,000","125,100,000","136,100,000","131,300,000","141,800,000","140,500,000","194,600,000","184,300,000","200,500,000","199,300,000","209,500,000","184,700,000","204,900,000","185,200,000","177,700,000","155,300,000","189,000,000","172,600,000","182,700,000","169,700,000","175,000,000","182,600,000","204,100,000","199,700,000","213,800,000","173,300,000","173,400,000","144,200,000","138,200,000","117,100,000","114,200,000","115,000,000","136,700,000","150,700,000","140,600,000","145,600,000","171,400,000","133,700,000","111,900,000","125,000,000","137,100,000","98,000,000","69,200,000","115,600,000","104,200,000","51,600,000","28,100,000","24,800,000","29,800,000","42,900,000","39,300,000","40,400,000","34,300,000","31,800,000","39,000,000","22,800,000","-6,100,000","8,000,000","-30,400,000","21,700,000","-49,500,000","-14,700,000","-439,600,000","470,800,000","513,300,000","381,700,000","259,400,000","211,100,000","150,000,000","112,200,000","51,900,000","46,200,000","34,400,000","32,900,000","25,200,000","25,400,000","22,300,000","19,900,000","16,800,000","13,600,000","11,500,000","12,400,000","11,300,000","9,600,000","7,900,000","6,200,000","5,900,000","5,100,000","4,400,000","4,100,000","3,800,000","3,200,000","3,500,000","3,300,000",,,,,,,,
OperatingExpense,"586,500,000","146,100,000","141,300,000","148,100,000","151,000,000","146,500,000","137,600,000","138,700,000","105,600,000","139,300,000","145,400,000","153,400,000","142,300,000","144,700,000","144,800,000","136,800,000","141,200,000","123,000,000","109,900,000","104,700,000","105,800,000","113,800,000","116,200,000","115,000,000","133,700,000","124,200,000","131,200,000","143,000,000","207,000,000","198,300,000","199,000,000","192,200,000","206,000,000","192,700,000","184,100,000","179,400,000","183,400,000","176,200,000","171,100,000","169,800,000","178,100,000","175,300,000","172,600,000","177,900,000","179,800,000","179,500,000","177,700,000","172,200,000","161,100,000","140,800,000","142,700,000","139,000,000","140,300,000","150,200,000","851,600,000","164,700,000","235,300,000","169,800,000","158,400,000","154,100,000","145,300,000","149,500,000","147,100,000","129,500,000","129,200,000","145,800,000","140,800,000","117,400,000","129,100,000","67,900,000","72,700,000","70,900,000","58,700,000","75,600,000","103,200,000","74,500,000","96,400,000","121,700,000","126,700,000","497,900,000","994,000,000","4,399,600,000","1,871,400,000","660,800,000","51,682,900,000","2,366,100,000","1,318,500,000","1,317,900,000","413,200,000","350,600,000","248,000,000","225,300,000","29,700,000","28,300,000","20,200,000","19,400,000","129,800,000","13,100,000","11,800,000","11,100,000","9,100,000","46,700,000","7,800,000","7,600,000","6,400,000","5,900,000","5,500,000","4,300,000","3,700,000","3,500,000","3,200,000","3,000,000","3,100,000","2,500,000","2,600,000","2,600,000",,,,,,,,
	SellingGeneralAndAdministration,"359,500,000","89,000,000","88,200,000","91,800,000","90,500,000","86,100,000","79,500,000","81,400,000","51,900,000","83,600,000","86,300,000","93,200,000","83,800,000","86,800,000","88,500,000","84,400,000","89,000,000","86,400,000","76,600,000","72,500,000","72,000,000","76,200,000","76,900,000","75,400,000","89,800,000","80,600,000","85,800,000","94,900,000","121,300,000","116,700,000","114,800,000","110,700,000","120,900,000","113,400,000","109,000,000","107,100,000","111,900,000","107,300,000","105,400,000","104,700,000","106,500,000","105,300,000","106,000,000","111,200,000","109,500,000","110,900,000","109,500,000","107,200,000","103,700,000","92,300,000","94,700,000","92,200,000","93,500,000","93,800,000","105,000,000","112,300,000","137,900,000","112,200,000","105,500,000","100,200,000","95,300,000","95,700,000","94,400,000","83,000,000","83,400,000","88,200,000","83,300,000","70,400,000","38,600,000","38,000,000","43,500,000","37,200,000","31,400,000","35,600,000","36,800,000","41,000,000","58,300,000","70,000,000","81,500,000","65,800,000","94,200,000","84,000,000","98,400,000","106,300,000","457,200,000","139,100,000","105,200,000","116,200,000","62,200,000","49,100,000","33,800,000","27,900,000","12,900,000","9,100,000","10,300,000","7,900,000","21,800,000","7,100,000","7,100,000","6,800,000","5,000,000","9,400,000","4,600,000","4,900,000","4,000,000","3,800,000","3,500,000","3,000,000","3,300,000","3,200,000","2,900,000","2,800,000","2,800,000","2,300,000","2,400,000","2,400,000",,,,,,,,
	ResearchAndDevelopment,"211,100,000","54,900,000","50,500,000","53,600,000","52,100,000","52,100,000","50,000,000","48,800,000","45,000,000","46,800,000","50,300,000","51,500,000","49,800,000","48,700,000","45,900,000","42,600,000","42,200,000","32,100,000","29,900,000","29,100,000","30,200,000","34,100,000","35,900,000","36,100,000","40,400,000","40,000,000","41,700,000","44,300,000","80,900,000","76,700,000","79,200,000","76,400,000","80,000,000","74,100,000","72,300,000","69,600,000","67,600,000","65,800,000","63,500,000","61,600,000","64,300,000","62,500,000","59,400,000","59,800,000","62,700,000","60,600,000","60,200,000","56,400,000","51,400,000","42,200,000","41,500,000","39,800,000","39,400,000","42,700,000","42,900,000","45,100,000","47,500,000","47,700,000","46,300,000","46,600,000","42,200,000","43,400,000","42,800,000","40,000,000","39,800,000","41,300,000","40,700,000","33,700,000","22,300,000","22,500,000","24,400,000","24,500,000","25,100,000","25,600,000","24,100,000","24,700,000","32,100,000","36,800,000","40,100,000","44,700,000","63,700,000","57,800,000","64,100,000","69,200,000","94,300,000","98,000,000","71,200,000","62,400,000","41,300,000","33,300,000","21,600,000","17,200,000","8,200,000","7,300,000","5,800,000","5,400,000","103,900,000","3,900,000","3,200,000","2,900,000","3,000,000","35,900,000","2,100,000","1,600,000","1,700,000","1,600,000","1,500,000","900,000",,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"15,900,000","2,200,000","2,600,000","2,700,000","8,400,000","8,300,000","8,100,000","8,500,000","8,700,000","8,900,000","8,800,000","8,700,000","8,700,000","9,200,000","10,400,000","9,800,000","10,000,000","4,500,000","3,400,000","3,100,000","3,600,000","3,500,000","3,400,000","3,500,000","3,500,000","3,600,000","3,700,000","3,800,000","4,800,000","4,900,000","5,000,000","5,100,000","5,100,000","5,200,000","2,800,000","2,700,000","3,900,000","3,100,000","2,200,000","3,500,000","7,300,000","7,500,000","7,200,000","6,900,000","7,600,000","8,000,000","8,000,000","8,600,000","8,000,000","6,300,000","6,500,000","7,000,000","6,300,000","6,700,000","6,900,000","7,100,000","8,000,000","8,000,000","7,100,000","6,900,000","6,900,000","6,600,000","6,900,000","6,400,000","-19,800,000","16,300,000","15,600,000","12,300,000","5,500,000","4,800,000","4,800,000","4,700,000","4,200,000","3,900,000","3,900,000","3,900,000","3,900,000","3,700,000","3,800,000","8,400,000","50,400,000","373,700,000","441,300,000","443,300,000","931,700,000","2,173,900,000","1,142,100,000","1,139,300,000","309,700,000","268,200,000","192,600,000","180,200,000","8,600,000","11,900,000","4,100,000","6,100,000","4,100,000","2,100,000","1,500,000","1,400,000","1,100,000","1,400,000","1,100,000","1,100,000","700,000","500,000","500,000","400,000","400,000","300,000","300,000","200,000","300,000","200,000","200,000","200,000",,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"15,900,000","2,200,000","2,600,000","2,700,000","8,400,000","8,300,000","8,100,000","8,500,000","8,700,000","8,900,000","8,800,000","8,700,000","8,700,000","9,200,000","10,400,000","9,800,000","10,000,000","4,500,000","3,400,000","3,100,000","3,600,000","3,500,000","3,400,000","3,500,000","3,500,000","3,600,000","3,700,000","3,800,000","4,800,000","4,900,000","5,000,000","5,100,000","5,100,000","5,200,000","2,800,000","2,700,000","3,900,000","3,100,000","2,200,000","3,500,000","7,300,000","7,500,000","7,200,000","6,900,000","7,600,000","8,000,000","8,000,000","8,600,000","8,000,000","6,300,000","6,500,000","7,000,000","6,300,000","6,700,000","6,900,000","7,100,000","8,000,000","8,000,000","7,100,000","6,900,000","6,900,000","6,600,000","6,900,000","6,400,000","-19,800,000","16,300,000","15,600,000","12,300,000","5,500,000","4,800,000","4,800,000","4,700,000","4,200,000","3,900,000","3,900,000","3,900,000","3,900,000","3,700,000","3,800,000","8,400,000","50,400,000","373,700,000","441,300,000","443,300,000","931,700,000","2,173,900,000","1,142,100,000","1,139,300,000","309,700,000","268,200,000","192,600,000","180,200,000","8,600,000","11,900,000","4,100,000","6,100,000","4,100,000","2,100,000","1,500,000","1,400,000","1,100,000","1,400,000","1,100,000","1,100,000","700,000","500,000","500,000","400,000","400,000","300,000","300,000","200,000","300,000","200,000","200,000","200,000",,,,,,,,
			Amortization,"15,900,000","2,200,000","2,600,000","2,700,000","8,400,000","8,300,000","8,100,000","8,500,000","8,700,000","8,900,000","8,800,000","8,700,000","8,700,000","9,200,000","10,400,000","9,800,000","10,000,000","4,500,000","3,400,000","3,100,000","3,600,000","3,500,000","3,400,000","3,500,000","3,500,000","3,600,000","3,700,000","3,800,000","4,800,000","4,900,000","5,000,000","5,100,000","5,100,000","5,200,000","2,800,000","2,700,000","3,900,000","3,100,000","2,200,000","3,500,000","7,300,000","7,500,000","7,200,000","6,900,000","7,600,000","8,000,000","8,000,000","8,600,000","8,000,000","6,300,000","6,500,000","7,000,000","6,300,000","6,700,000","6,900,000","7,100,000","8,000,000","8,000,000","7,100,000","6,900,000","6,900,000","6,600,000","6,900,000","6,400,000","-19,800,000","16,300,000","15,600,000","12,300,000","5,500,000","4,800,000","4,800,000","4,700,000","4,200,000","3,900,000","3,900,000","3,900,000","3,900,000","3,700,000","3,800,000","8,400,000","50,400,000","373,700,000","441,300,000","443,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
