name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,12/31/2008
		NonCurrentDeferredLiabilities,"21,189,000","22,016,000","21,568,000","21,307,000","20,329,000","19,904,000","19,564,000","18,192,000","17,656,000","18,340,000","17,593,000","17,792,000","18,252,000","17,496,000","18,108,000","18,497,000","20,712,000","20,645,000","21,173,000","21,104,000","20,876,000","20,237,000","19,850,000","19,649,000","19,696,000","19,569,000","19,390,000","19,371,000","19,428,000","19,393,000","18,807,000","18,640,000","18,469,000","18,431,000","18,197,000","17,335,000","16,917,000","15,782,000","15,299,000","14,936,000","14,570,000","13,347,000","12,265,000","11,970,000","11,609,000","10,985,000","8,572,000","6,928,000","6,556,000","5,260,000","4,580,000"
			NonCurrentDeferredRevenue,"21,189,000","22,016,000","21,568,000","21,307,000","20,329,000","19,904,000","19,564,000","18,192,000","17,656,000","18,340,000","17,593,000","17,792,000","18,252,000","17,496,000","18,108,000","18,497,000","20,712,000","20,645,000","21,173,000","21,104,000","20,876,000","20,237,000","19,850,000","19,649,000","19,696,000","19,569,000","19,390,000","19,371,000","19,428,000","19,393,000","18,807,000","18,640,000","18,469,000","18,431,000","18,197,000","17,335,000","16,917,000","15,782,000","15,299,000","14,936,000","14,570,000","13,347,000","12,265,000","11,970,000","11,609,000","10,985,000","8,572,000","6,928,000","6,556,000","5,260,000","4,580,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","478,981,000","426,403,000"
		OtherNonCurrentLiabilities,"9,018,000","11,076,000","10,006,000","11,421,000","11,542,000","13,137,000","13,228,000","13,732,000","13,490,000","14,625,000","14,749,000","2,498,000","3,134,000","3,972,000","2,186,000","2,051,000","866,000","1,130,000","881,000","638,000","775,000","878,000","979,000","1,085,000","1,196,000","1,293,000","1,700,000","1,903,000","2,091,000","2,443,000","1,743,000","958,000","1,090,000","1,145,000","1,321,000","1,394,000","1,525,000","745,000","896,000","1,014,000","1,198,000","1,528,000","1,662,000","1,588,000","1,833,000","951,000","1,040,000","1,089,000","910,000","959,000","567,000"
TotalEquityGrossMinorityInterest,"591,805,000","568,428,000","535,626,000","345,638,000","314,715,000","280,325,000","247,531,000","159,168,000","150,915,000","154,028,000","146,150,000","147,206,000","145,841,000","151,934,000","144,074,000","141,160,000","138,039,000","144,963,000","150,383,000","165,233,000","182,157,000","212,964,000","218,524,000","213,547,000","214,778,000","235,785,000","256,560,000","261,509,000","264,389,000","272,591,000","268,541,000","269,434,000","267,356,000","273,923,000","274,309,000","270,165,000","267,614,000","269,075,000","270,161,000","273,777,000","274,330,000","277,417,000","276,341,000","280,792,000","300,138,000","195,303,000","195,521,000","180,493,000","140,465,000","-344,059,000","-322,397,000"
	StockholdersEquity,"591,805,000","568,428,000","535,626,000","345,638,000","314,715,000","280,325,000","247,531,000","159,168,000","150,915,000","154,028,000","146,150,000","147,206,000","145,841,000","151,934,000","144,074,000","141,160,000","138,039,000","144,963,000","150,383,000","165,233,000","182,157,000","212,964,000","218,524,000","213,547,000","214,778,000","235,785,000","256,560,000","261,509,000","264,389,000","272,591,000","268,541,000","269,434,000","267,356,000","273,923,000","274,309,000","270,165,000","267,614,000","269,075,000","270,161,000","273,777,000","274,330,000","277,417,000","276,341,000","280,792,000","300,138,000","195,303,000","195,521,000","180,493,000","140,465,000","-344,059,000","-322,397,000"
		CapitalStock,"1,616,000","1,607,000","1,594,000","1,580,000","1,572,000","1,553,000","1,544,000","1,587,000","1,549,000","1,545,000","1,521,000","1,520,000","1,488,000","1,482,000","1,462,000","1,460,000","1,426,000","1,421,000","1,393,000","1,390,000","1,374,000","1,368,000","1,353,000","1,351,000","1,328,000","1,326,000","1,316,000","1,313,000","1,295,000","1,291,000","1,280,000","1,273,000","1,258,000","1,256,000","1,244,000","1,238,000","1,222,000","1,222,000","1,210,000","1,205,000","1,196,000","1,195,000","1,182,000","1,167,000","1,133,000","968,000","933,000","909,000","803,000","252,000","252,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0",,"0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,
			CommonStock,"1,616,000","1,607,000","1,594,000","1,580,000","1,572,000","1,553,000","1,544,000","1,587,000","1,549,000","1,545,000","1,521,000","1,520,000","1,488,000","1,482,000","1,462,000","1,460,000","1,426,000","1,421,000","1,393,000","1,390,000","1,374,000","1,368,000","1,353,000","1,351,000","1,328,000","1,326,000","1,316,000","1,313,000","1,295,000","1,291,000","1,280,000","1,273,000","1,258,000","1,256,000","1,244,000","1,238,000","1,222,000","1,222,000","1,210,000","1,205,000","1,196,000","1,195,000","1,182,000","1,167,000","1,133,000","968,000","933,000","909,000","803,000","252,000","252,000"
		AdditionalPaidInCapital,"1,014,336,000","997,855,000","984,833,000","972,259,000","961,846,000","948,055,000","939,874,000","912,402,000","899,978,000","895,899,000","888,828,000","886,076,000","879,475,000","876,073,000","862,642,000","860,196,000","853,809,000","851,054,000","843,811,000","840,931,000","839,018,000","836,563,000","830,225,000","825,790,000","821,236,000","818,754,000","813,776,000","811,737,000","805,525,000","801,810,000","794,724,000","791,756,000","785,700,000","782,253,000","776,209,000","772,650,000","764,992,000","760,232,000","754,755,000","751,260,000","744,695,000","740,309,000","734,045,000","731,617,000","733,360,000","605,939,000","600,157,000","581,926,000","531,861,000","50,033,000","43,345,000"
		RetainedEarnings,"-422,595,000","-430,714,000","-450,595,000","-628,019,000","-648,477,000","-669,092,000","-693,194,000","-713,732,000","-709,520,000","-702,576,000","-703,073,000","-699,694,000","-694,649,000","-684,882,000","-679,304,000","-680,113,000","-677,320,000","-667,357,000","-654,491,000","-636,638,000","-617,650,000","-584,325,000","-572,842,000","-573,478,000","-567,652,000","-556,923,000","-547,377,000","-548,299,000","-542,520,000","-530,590,000","-527,602,000","-523,754,000","-519,803,000","-509,776,000","-503,323,000","-503,867,000","-498,714,000","-492,511,000","-485,937,000","-478,797,000","-471,706,000","-464,185,000","-458,971,000","-452,037,000","-434,391,000","-411,635,000","-405,546,000","-402,344,000","-392,182,000","-394,321,000","-365,994,000"
		TreasuryStock,,,,,,"0","0","39,986,000","39,986,000","39,986,000","39,986,000","39,986,000","39,986,000","39,986,000","39,986,000","39,986,000","39,986,000","39,986,000","39,986,000","39,986,000","39,986,000","39,986,000","39,986,000","39,986,000","39,986,000","27,177,000","11,124,000","3,377,000",,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-1,552,000","-320,000","-206,000","-182,000","-226,000","-191,000","-693,000","-1,103,000","-1,106,000","-854,000","-1,140,000","-710,000","-487,000","-753,000","-740,000","-397,000","110,000","-169,000","-344,000","-464,000","-599,000","-656,000","-226,000","-130,000","-148,000","-195,000","-31,000","135,000","89,000","80,000","139,000","159,000","201,000","190,000","179,000","144,000","114,000","132,000","133,000","109,000","145,000","98,000","85,000","45,000","36,000","31,000","-23,000","2,000","-17,000","-23,000","0"
TotalCapitalization,"591,805,000","568,428,000","535,626,000","345,638,000","314,715,000","280,325,000","247,531,000","159,168,000","150,915,000","154,028,000","146,150,000","147,206,000","145,841,000","151,934,000","144,074,000","141,160,000","138,039,000","144,963,000","150,383,000","165,233,000","182,157,000","212,964,000","218,524,000","213,547,000","214,778,000","235,785,000","256,560,000","261,509,000","264,389,000","272,591,000","268,541,000","269,434,000","267,356,000","273,923,000","274,309,000","270,165,000","267,614,000","269,075,000","270,161,000","273,777,000","274,330,000","277,417,000","276,341,000","280,792,000","300,138,000","195,303,000","195,521,000","195,493,000","157,132,000","-325,170,000","-301,397,000"
CommonStockEquity,"591,805,000","568,428,000","535,626,000","345,638,000","314,715,000","280,325,000","247,531,000","159,168,000","150,915,000","154,028,000","146,150,000","147,206,000","145,841,000","151,934,000","144,074,000","141,160,000","138,039,000","144,963,000","150,383,000","165,233,000","182,157,000","212,964,000","218,524,000","213,547,000","214,778,000","235,785,000","256,560,000","261,509,000","264,389,000","272,591,000","268,541,000","269,434,000","267,356,000","273,923,000","274,309,000","270,165,000","267,614,000","269,075,000","270,161,000","273,777,000","274,330,000","277,417,000","276,341,000","280,792,000","300,138,000","195,303,000","195,521,000","180,493,000","140,465,000","-344,059,000","-322,397,000"
CapitalLeaseObligations,"15,417,000","15,972,000","14,667,000","14,925,000","15,186,000","15,940,000","15,112,000","15,693,000","16,370,000","17,000,000","16,925,000","17,426,000","17,888,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"469,403,000","445,368,000","411,908,000","221,262,000","189,681,000","154,633,000","121,181,000","32,160,000","23,249,000","25,705,000","17,168,000","31,031,000","29,666,000","35,759,000","27,899,000","24,985,000","21,864,000","28,788,000","34,208,000","49,058,000","65,982,000","95,976,000","100,722,000","94,932,000","95,349,000","112,992,000","129,126,000","129,435,000","127,675,000","131,237,000","122,546,000","118,799,000","112,081,000","114,008,000","109,754,000","100,969,000","93,778,000","90,599,000","87,045,000","86,021,000","81,934,000","81,194,000","75,523,000","74,616,000","85,602,000","129,212,000","126,340,000","109,767,000","68,194,000","-417,875,000","-400,848,000"
WorkingCapital,"298,644,000","281,109,000","257,758,000","233,049,000","200,387,000","165,850,000","132,189,000","40,822,000","27,364,000","28,324,000","18,248,000","19,503,000","21,851,000","31,079,000","24,954,000","27,995,000","26,691,000","34,123,000","38,488,000","52,030,000","68,673,000","97,926,000","104,597,000","98,943,000","98,524,000","115,561,000","130,641,000","130,678,000","128,678,000","131,693,000","121,591,000","119,605,000","112,900,000","114,366,000","109,066,000","99,560,000","91,513,000","84,255,000","84,085,000","81,884,000","78,470,000","77,745,000","69,955,000","67,587,000","77,270,000","126,957,000","121,718,000","120,330,000","78,194,000","74,633,000","41,403,000"
InvestedCapital,"591,805,000","568,428,000","535,626,000","345,638,000","314,715,000","280,325,000","247,531,000","185,168,000","180,915,000","184,028,000","170,450,000","172,206,000","175,841,000","181,934,000","174,074,000","171,160,000","168,039,000","174,963,000","180,383,000","165,233,000","182,157,000","212,964,000","218,524,000","213,547,000","214,778,000","235,785,000","256,560,000","261,509,000","264,389,000","272,591,000","268,541,000","269,434,000","267,356,000","273,923,000","274,309,000","270,165,000","267,614,000","269,075,000","270,161,000","273,777,000","274,330,000","277,417,000","276,341,000","280,792,000","300,138,000","195,303,000","195,521,000","200,493,000","160,465,000","-324,059,000","-301,397,000"
TangibleBookValue,"469,403,000","445,368,000","411,908,000","221,262,000","189,681,000","154,633,000","121,181,000","32,160,000","23,249,000","25,705,000","17,168,000","31,031,000","29,666,000","35,759,000","27,899,000","24,985,000","21,864,000","28,788,000","34,208,000","49,058,000","65,982,000","95,976,000","100,722,000","94,932,000","95,349,000","112,992,000","129,126,000","129,435,000","127,675,000","131,237,000","122,546,000","118,799,000","112,081,000","114,008,000","109,754,000","100,969,000","93,778,000","90,599,000","87,045,000","86,021,000","81,934,000","81,194,000","75,523,000","74,616,000","85,602,000","129,212,000","126,340,000","109,767,000","68,194,000","-417,875,000","-400,848,000"
TotalDebt,"15,417,000","15,972,000","14,667,000","14,925,000","15,186,000","15,940,000","15,112,000","41,693,000","46,370,000","47,000,000","41,225,000","42,426,000","47,888,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000","20,000,000","20,000,000","21,000,000"
ShareIssued,"64,612,000","64,274,000","63,732,000","63,200,000","62,851,000","62,122,000","61,770,000","63,472,500","61,958,000","61,778,000","60,824,000","60,773,000","59,494,000","59,285,000","58,455,000","58,382,000","57,047,000","56,839,000","55,712,000","55,605,000","54,956,348","54,722,135","54,118,410","54,059,966","53,110,593","53,049,781","52,624,475","52,524,893","51,802,890","51,628,257","51,122,666","50,910,446","50,321,551","50,224,952","49,773,485","49,536,428","48,903,022","48,898,924","48,417,915","48,199,755","47,865,425","47,825,200","47,290,000","46,703,000","45,266,723","38,712,000","37,339,000","36,382,000","36,297,532","36,297,532","36,297,532"
OrdinarySharesNumber,"64,612,000","64,274,000","63,732,000","63,200,000","62,851,000","62,122,000","61,770,000","58,142,500","56,628,000","56,448,000","55,494,000","55,443,000","54,164,000","53,955,000","53,125,000","53,052,000","51,717,000","51,509,000","50,382,000","50,275,000","49,626,531","49,392,318","48,788,593","48,730,149","47,780,776","49,509,251","51,177,649","52,089,893","51,802,890","51,628,257","51,122,666","50,910,446","50,321,551","50,224,952","49,773,485","49,536,428","48,903,022","48,898,924","48,417,915","48,199,755","47,865,425","47,825,200","47,290,000","46,703,000","45,266,723","38,712,000","37,339,000","36,382,000","36,297,532","36,297,532","36,297,532"
TreasurySharesNumber,,,,,,,,"5,330,000","5,330,000","5,330,000","5,330,000","5,330,000","5,330,000","5,330,000","5,330,000","5,330,000","5,330,000","5,330,000","5,330,000","5,330,000","5,329,817","5,329,817","5,329,817","5,329,817","5,329,817","3,540,530","1,446,826","435,000",,,,,,,,,,,,,,,,,,,,,,,
