name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005
TotalAssets,"7,490,600,000","7,737,300,000","7,740,800,000","7,741,100,000","7,867,800,000","8,383,900,000","6,604,400,000","7,043,300,000","7,001,100,000","7,606,000,000","6,701,600,000","6,345,100,000","6,297,700,000","5,685,900,000","5,682,100,000","5,611,800,000","5,370,300,000","5,267,800,000","5,537,200,000","5,462,500,000","5,469,200,000","5,405,200,000","5,361,200,000","5,682,700,000","5,786,900,000","5,777,500,000","5,937,700,000","5,577,100,000","5,272,700,000","5,162,700,000","5,405,100,000","5,221,400,000","5,302,000,000","5,107,200,000","5,512,500,000","5,354,600,000","5,533,700,000","5,415,300,000","5,373,500,000","5,441,600,000","5,250,500,000","5,042,400,000","4,991,800,000","4,854,700,000","5,133,100,000","5,102,000,000","4,647,900,000","4,543,000,000","4,441,200,000","4,473,800,000","4,283,700,000","4,061,000,000","4,022,600,000","3,760,300,000","3,862,700,000","3,745,900,000","3,701,500,000","3,339,900,000","3,166,000,000","3,050,400,000","2,840,100,000","2,722,200,000","2,335,400,000","2,111,100,000","1,847,900,000","1,656,600,000"
	CurrentAssets,"3,610,000,000","3,806,000,000","3,816,300,000","3,791,900,000","3,987,600,000","4,485,000,000","3,607,900,000","3,900,200,000","4,026,100,000","4,643,000,000","3,838,700,000","3,543,900,000","3,427,400,000","2,849,300,000","2,848,400,000","2,826,000,000","2,603,700,000","2,651,100,000","3,012,000,000","2,957,800,000","2,998,100,000","2,910,400,000","2,932,200,000","3,246,700,000","3,341,600,000","3,299,100,000","3,589,300,000","3,408,300,000","3,161,000,000","3,052,100,000","3,227,200,000","3,037,700,000","3,117,400,000","2,944,200,000","3,267,400,000","3,208,900,000","3,479,100,000","3,355,400,000","3,340,600,000","3,552,000,000","3,358,600,000","3,155,800,000","3,141,900,000","3,032,200,000","3,333,500,000","3,294,700,000","2,905,500,000","2,854,700,000","2,783,200,000","2,852,900,000","2,761,100,000","2,618,100,000","2,661,300,000","2,433,300,000","2,322,100,000","2,235,500,000","2,167,400,000","1,842,800,000","1,717,700,000","1,671,100,000","1,498,200,000","1,420,500,000","1,153,800,000","1,022,300,000","958,400,000","862,100,000"
		CashCashEquivalentsAndShortTermInvestments,"1,151,800,000","1,478,600,000","1,430,600,000","1,269,300,000","1,359,300,000","1,873,300,000","1,441,300,000","1,947,100,000","1,833,600,000","2,350,500,000","1,477,300,000","1,301,400,000","1,228,400,000","773,600,000","683,400,000","593,000,000","437,900,000","423,300,000","726,600,000","696,900,000","672,200,000","697,700,000","670,400,000","800,500,000","822,900,000","957,300,000","1,042,700,000","958,700,000","749,500,000","377,900,000","452,800,000","381,600,000","382,400,000","420,700,000","435,600,000","317,000,000","313,100,000","440,700,000","221,700,000","180,100,000","134,100,000","177,800,000","138,300,000","154,100,000","310,900,000","481,600,000","66,300,000","117,600,000","186,600,000","369,000,000","206,700,000","88,900,000","115,600,000","216,500,000","177,700,000","147,400,000","203,400,000","133,400,000","105,400,000","127,000,000","157,300,000","184,300,000","189,000,000","125,700,000","236,200,000","241,300,000"
			CashAndCashEquivalents,"1,151,800,000","1,478,600,000","1,430,600,000","1,269,300,000","1,359,300,000","1,873,300,000","1,441,300,000","1,947,100,000","1,833,600,000","2,350,500,000","1,477,300,000","1,301,400,000","1,228,400,000","773,600,000","683,400,000","593,000,000","437,900,000","423,300,000","726,600,000","696,900,000","672,200,000","697,700,000","670,400,000","800,500,000","822,900,000","957,300,000","1,042,700,000","958,700,000","749,500,000","377,900,000","452,800,000","381,600,000","382,100,000","420,700,000","435,600,000","317,000,000","313,100,000","440,700,000","221,700,000","180,100,000","134,100,000","177,800,000","138,300,000","154,100,000","310,900,000","481,600,000","66,300,000","117,600,000","186,600,000","369,000,000","206,700,000","88,900,000","115,600,000","216,500,000","177,700,000","147,400,000","203,400,000","133,400,000","105,400,000","127,000,000","157,300,000","184,300,000","189,000,000","125,700,000","236,200,000","241,300,000"
				CashFinancial,,"1,478,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,031,200,000","918,800,000","1,026,600,000","1,182,500,000","1,200,100,000","1,168,100,000","722,400,000","627,600,000","889,500,000","1,074,700,000","1,287,600,000","1,209,400,000","1,175,800,000","1,014,500,000","1,198,300,000","1,181,000,000","1,205,900,000","722,200,000","851,700,000","824,300,000","818,600,000","660,500,000","748,600,000","756,300,000","683,200,000","537,000,000","575,800,000","563,200,000","601,000,000","605,600,000","809,300,000","729,100,000","746,500,000","550,800,000","623,700,000","600,600,000","587,300,000","420,700,000","644,500,000","470,200,000","414,400,000","267,200,000","333,200,000","347,900,000","285,400,000","246,100,000","290,000,000","270,100,000","235,100,000","205,900,000","270,600,000","357,500,000","351,200,000","262,000,000","294,700,000","345,100,000","379,700,000","279,000,000","339,500,000","353,000,000","315,800,000","264,900,000","215,700,000","263,700,000","175,000,000","98,800,000"
			AccountsReceivable,"538,000,000","412,000,000","475,000,000","493,400,000","498,800,000","458,900,000","366,900,000","282,000,000","481,400,000","515,200,000","680,300,000","567,300,000","579,900,000","527,900,000","660,000,000","654,900,000","647,300,000","710,500,000","837,700,000","813,100,000","805,600,000","647,300,000","720,100,000","746,700,000","661,300,000","524,300,000","541,400,000","549,900,000","589,700,000","598,400,000","801,200,000","722,400,000","737,900,000","544,200,000","614,600,000","592,700,000","579,400,000","415,900,000","497,500,000","460,000,000","402,300,000","267,200,000","333,200,000","347,900,000","285,400,000","200,200,000","290,000,000","270,100,000","235,100,000","160,400,000","235,800,000","263,800,000","268,600,000","149,300,000","211,900,000","234,300,000","266,500,000","159,900,000","247,200,000","261,700,000","256,800,000","200,200,000","215,700,000","263,700,000","175,000,000","98,800,000"
				GrossAccountsReceivable,,,,,,,,,,"515,200,000","680,300,000","567,300,000","579,900,000","527,900,000","660,000,000","654,900,000","647,300,000","710,500,000","837,700,000","813,100,000","805,600,000","647,300,000","720,100,000","746,700,000","661,300,000","524,300,000","541,400,000","549,900,000","589,700,000","598,400,000","801,200,000","722,400,000","737,900,000","544,200,000","614,600,000","592,700,000","579,400,000","415,900,000","501,800,000","464,400,000","403,600,000","268,600,000","333,500,000","347,900,000",,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,"-700,000",,,,,,,,,,,,,,,"-200,000",,,,,"-4,300,000","-4,400,000","-1,300,000","-1,400,000","-300,000","0",,,,,,,,,,,,,,,,,,,,,,
