name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalAssets,"1,204,073,000","1,186,656,000","1,068,909,000","1,043,757,000","1,044,537,000","1,006,432,000","528,325,000","518,157,000","489,459,000","512,710,000","491,929,000","496,019,000","492,211,000","290,103,000","277,854,000","258,421,000","249,060,000","232,799,000","223,568,000","218,763,000","215,363,000","219,638,000","223,711,000","225,488,000","222,556,000","226,194,000","237,236,000","238,202,000","236,088,000","239,817,000","211,717,000","197,345,000","196,616,000","205,090,000","193,330,000","184,601,000","203,471,000","208,576,000","196,533,000","187,698,000","178,198,000","166,051,000","151,182,000","143,997,000","137,995,000","131,143,000","118,001,000","116,323,000","111,941,000","104,281,000","96,114,000","87,532,000","84,504,000","81,948,000","103,251,000","101,781,000","99,559,000","102,488,000","65,510,000","59,533,000","55,603,000","43,315,000","37,520,000","24,971,000","23,479,000","21,426,000","19,396,000","18,299,000","17,474,000","17,150,000","16,754,000","15,792,000","14,852,000","13,537,000","11,477,000","11,103,000","11,126,000","10,837,000","12,810,000","12,210,000","12,054,000","17,627,000","20,264,000","33,329,000","37,972,000","47,000,000","47,603,000","55,773,000","35,852,000"
	CurrentAssets,"619,311,000","636,276,000","742,691,000","773,489,000","780,453,000","748,811,000","285,289,000","267,679,000","248,283,000","278,107,000","300,746,000","311,511,000","318,362,000","135,085,000","136,800,000","124,957,000","116,787,000","102,844,000","95,726,000","92,320,000","88,485,000","92,151,000","95,706,000","96,882,000","91,160,000","94,382,000","92,695,000","91,197,000","90,579,000","93,703,000","131,745,000","119,270,000","122,032,000","133,182,000","121,185,000","112,793,000","130,879,000","136,154,000","135,618,000","129,801,000","133,963,000","122,009,000","106,408,000","98,450,000","93,311,000","85,697,000","71,577,000","70,365,000","67,891,000","60,958,000","50,285,000","42,071,000","39,950,000","36,699,000","34,522,000","34,584,000","30,633,000","34,092,000","37,319,000","32,873,000","29,930,000","27,315,000","25,516,000","22,985,000","21,711,000","19,435,000","17,291,000","15,978,000","15,082,000","14,541,000","13,893,000","13,114,000","12,049,000","12,455,000","10,514,000","9,812,000","9,516,000","8,910,000","10,677,000","11,180,000","10,982,000","11,145,000","13,128,000","11,404,000","14,570,000","23,467,000","30,932,000","41,801,000","25,617,000"
		CashCashEquivalentsAndShortTermInvestments,"480,676,000","521,846,000","633,042,000","664,334,000","668,225,000","654,152,000","198,694,000","173,177,000","171,479,000","176,523,000","205,153,000","224,727,000","237,787,000","66,449,000","66,351,000","69,747,000","57,480,000","56,115,000","54,361,000","54,365,000","47,759,000","50,889,000","51,405,000","52,326,000","44,556,000","48,803,000","40,844,000","37,039,000","40,836,000","49,372,000","87,111,000","71,234,000","79,373,000","91,906,000","77,379,000","74,952,000","94,833,000","103,339,000","103,284,000","100,576,000","107,889,000","93,278,000","80,862,000","74,378,000","67,119,000","61,336,000","50,357,000","52,839,000","50,835,000","45,572,000","36,486,000","31,267,000","28,009,000","25,500,000","23,773,000","23,450,000","21,542,000","26,222,000","30,164,000","26,534,000","23,888,000","21,729,000","19,786,000","19,104,000","19,121,000","17,117,000","15,242,000","13,185,000","12,679,000","12,425,000","12,287,000","11,409,000","10,641,000","10,898,000","9,644,000","8,782,000","8,383,000","8,004,000","9,986,000","10,426,000","10,443,000","10,136,000","12,263,000","9,967,000","13,204,000","21,449,000","29,307,000","40,008,000","23,959,000"
			CashAndCashEquivalents,"480,676,000","521,846,000","633,042,000","664,334,000","668,225,000","654,152,000","198,694,000","173,177,000","171,479,000","176,523,000","205,153,000","224,727,000","237,787,000","66,449,000","66,351,000","69,747,000","57,480,000","56,115,000","54,361,000","54,365,000","47,759,000","50,889,000","51,405,000","52,326,000","44,556,000","48,803,000","40,844,000","37,039,000","40,836,000","49,372,000","87,111,000","71,234,000","79,373,000","91,906,000","77,379,000","74,952,000","94,833,000","103,339,000","103,284,000","100,576,000","107,889,000","93,278,000","80,862,000","74,378,000","67,119,000","61,336,000","50,357,000","52,839,000","50,835,000","45,572,000","36,486,000","31,267,000","28,009,000","25,500,000","23,773,000","23,450,000","21,542,000","26,222,000","30,164,000","26,534,000","23,888,000","21,729,000","19,786,000","19,104,000","19,121,000","17,117,000","15,242,000","13,185,000","12,679,000","12,425,000","12,287,000","11,409,000","10,641,000","10,898,000","9,644,000","8,782,000","8,383,000","8,004,000","9,986,000","10,426,000","10,443,000","10,136,000","12,263,000","9,967,000","13,204,000","20,449,000","3,505,000","4,736,000","8,901,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000","25,802,000","35,272,000","15,058,000"
		Receivables,"108,521,000","93,804,000","83,160,000","89,807,000","92,263,000","80,423,000","66,483,000","75,187,000","61,082,000","87,620,000","53,787,000","51,467,000","51,285,000","46,023,000","51,727,000","38,109,000","45,897,000","37,926,000","32,180,000","24,854,000","28,687,000","31,823,000","29,488,000","28,649,000","30,209,000","30,388,000","32,443,000","32,257,000","35,588,000","31,382,000","32,386,000","33,877,000","28,936,000","29,489,000","32,726,000","26,739,000","24,601,000","23,830,000","22,825,000","19,591,000","17,780,000","20,999,000","19,695,000","17,747,000","19,606,000","16,491,000","16,821,000","12,629,000","12,615,000","10,265,000","10,442,000","7,824,000","9,131,000","7,574,000","6,910,000","6,665,000","7,247,000","6,026,000","5,790,000","5,037,000","4,857,000","4,269,000","3,593,000","2,424,000","1,816,000","1,727,000","1,482,000","2,037,000","1,995,000","1,641,000","1,088,000","1,097,000","1,088,000","1,239,000","469,000","585,000","913,000","607,000","299,000","245,000","361,000","620,000","469,000","824,000","1,085,000","1,271,000","945,000","729,000","637,000"
			AccountsReceivable,"108,521,000","93,804,000","83,160,000","89,807,000","92,263,000","80,423,000","66,483,000","75,187,000","61,082,000","87,620,000","53,787,000","51,467,000","51,285,000","46,023,000","51,727,000","38,109,000","45,897,000","37,926,000","32,180,000","24,854,000","28,687,000","31,823,000","29,488,000","28,649,000","30,209,000","30,388,000","32,443,000","32,257,000","35,588,000","31,382,000","32,386,000","33,877,000","28,936,000","29,489,000","32,726,000","26,739,000","24,601,000","23,830,000","22,825,000","19,591,000","17,780,000","20,999,000","19,695,000","17,747,000","19,606,000","16,491,000","16,821,000","12,629,000","12,615,000","10,265,000","10,442,000","7,824,000","9,131,000","7,574,000","6,910,000","6,665,000","7,247,000","6,026,000","5,790,000","5,037,000","4,857,000","4,269,000","3,593,000","2,424,000","1,816,000","1,727,000","1,482,000","2,037,000","1,995,000","1,641,000","1,088,000","1,097,000","1,088,000","1,239,000","469,000","585,000","913,000","607,000","299,000","245,000","361,000","620,000","469,000","824,000","1,085,000",,"945,000","729,000",
				GrossAccountsReceivable,"115,767,000","100,142,000","88,761,000","95,644,000","97,659,000","85,767,000","75,477,000","82,533,000","67,824,000","90,690,000","56,681,000","54,381,000","54,013,000","48,299,000","53,678,000","39,781,000","47,450,000","39,244,000","33,479,000","26,847,000","30,574,000","33,555,000","31,230,000","30,254,000","31,281,000","31,572,000","34,441,000","34,266,000","36,948,000","32,657,000","33,334,000","34,686,000","29,862,000","30,654,000","33,434,000","27,447,000","25,309,000","24,538,000","23,533,000","20,299,000","18,488,000","21,687,000","20,323,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-7,246,000","-6,338,000","-5,601,000","-5,837,000","-5,396,000","-5,344,000","-8,994,000","-7,346,000","-6,742,000","-3,070,000","-2,894,000","-2,914,000","-2,728,000","-2,276,000","-1,951,000","-1,672,000","-1,553,000","-1,318,000","-1,299,000","-1,993,000","-1,887,000","-1,732,000","-1,742,000","-1,605,000","-1,072,000","-1,184,000","-1,998,000","-2,009,000","-1,360,000","-1,275,000","-948,000","-809,000","-926,000","-1,165,000","-708,000","-708,000","-708,000","-708,000","-708,000","-708,000","-708,000","-688,000","-628,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"30,114,000","20,626,000","26,489,000","19,348,000","19,965,000","14,236,000","20,112,000","19,315,000","15,722,000","13,964,000","41,806,000","35,317,000","29,290,000","22,613,000","18,722,000","16,885,000","13,194,000","7,352,000","7,734,000","9,344,000","8,061,000","5,477,000","10,847,000","11,946,000","11,999,000","9,327,000","11,333,000","14,632,000","12,919,000","10,374,000","9,620,000","10,055,000","9,363,000","6,361,000","7,049,000","7,343,000","8,918,000","6,369,000","6,921,000","7,178,000","5,869,000","5,390,000","4,279,000","5,123,000","5,046,000","6,341,000","3,627,000","3,845,000","3,189,000","3,661,000","2,545,000","1,719,000","1,568,000","1,853,000","2,270,000","2,167,000","1,844,000","1,802,000","1,290,000","1,302,000","1,185,000","1,317,000","1,037,000","939,000","553,000","591,000","567,000","756,000","408,000","475,000","518,000","608,000","320,000","318,000","401,000","445,000","220,000","299,000","392,000","509,000","178,000","389,000","396,000","613,000",,,,,
