name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
OperatingCashFlow,"94,442,000","29,340,000","24,720,000","24,249,000","16,133,000","30,001,000","23,319,000","3,733,000","33,542,000","24,397,000","25,548,000","21,650,000","19,690,000","20,243,000","13,038,000","22,503,000","24,013,000","19,884,000","20,279,000","14,121,000","13,339,000","19,727,000","12,551,000","26,386,000","3,677,000","7,459,000","9,601,000","15,041,000","7,496,000","8,628,000","11,408,000","13,617,000","9,738,000","10,866,000","10,422,000","12,775,000","15,847,000","11,684,000","11,069,000","12,219,000","11,728,000","13,575,000","10,378,000","13,935,000","9,129,000","16,488,000","15,158,000","10,151,000","17,141,000","13,540,000","-6,108,000","-24,045,000","32,145,000","20,547,000","10,788,000","9,874,000","8,087,000","7,967,000","9,360,000","5,019,000","6,749,000","5,838,000","7,162,000","7,745,000","3,148,000","9,287,000","7,971,000","9,613,000","7,720,000","7,493,000","8,714,000","8,020,000","6,844,000","6,089,000","10,274,000","4,144,000","2,279,000","7,965,000","5,315,000","6,741,000","1,792,000","5,970,000","2,719,000","4,989,000","1,709,000","4,474,000","2,473,000","4,785,000","3,061,000","4,747,000","3,995,000","1,500,000","1,500,000","3,100,000"
	CashFlowFromContinuingOperatingActivities,"94,442,000","29,340,000","24,720,000","24,249,000","16,133,000","30,001,000","23,319,000","3,733,000","33,542,000","24,397,000","25,548,000","21,650,000","19,690,000","20,243,000","13,038,000","22,503,000","24,013,000","19,884,000","20,279,000","14,121,000","13,339,000","19,727,000","12,551,000","26,386,000","3,677,000","7,459,000","9,601,000","15,041,000","7,496,000","8,628,000","11,408,000","13,617,000","9,738,000","10,866,000","10,422,000","12,775,000","15,847,000","11,684,000","11,069,000","12,219,000","11,728,000","13,575,000","10,378,000","13,935,000","9,129,000","16,488,000","15,158,000","10,151,000","17,141,000","13,540,000","-6,108,000","-24,045,000","32,145,000","20,547,000","10,788,000","9,874,000","8,087,000","7,967,000","9,360,000","5,019,000","6,749,000","5,838,000","7,162,000","7,745,000","3,148,000","9,287,000","7,971,000","9,613,000","7,720,000","7,493,000","8,714,000","8,020,000","6,844,000","6,089,000","10,274,000","4,144,000","2,279,000","7,965,000","5,315,000","6,741,000","1,792,000","5,970,000","2,719,000","4,989,000","1,709,000","4,474,000","2,473,000","4,785,000","3,061,000","4,747,000","3,995,000","1,500,000","1,500,000","3,100,000"
		NetIncomeFromContinuingOperations,"87,795,000","15,929,000","22,170,000","22,289,000","27,407,000","23,175,000","18,848,000","14,427,000","11,851,000","12,392,000","18,715,000","18,874,000","17,457,000","15,626,000","15,550,000","16,758,000","15,838,000","15,255,000","13,175,000","13,723,000","13,370,000","12,312,000","11,953,000","11,327,000","10,130,000","8,108,000","8,464,000","7,825,000","7,862,000","8,330,000","7,939,000","8,246,000","7,781,000","7,163,000","7,341,000","6,617,000","5,903,000","5,108,000","5,829,000","5,489,000","5,453,000","4,971,000","5,116,000","5,106,000","4,858,000","4,771,000","5,020,000","4,872,000","4,753,000","4,566,000","2,140,000","2,011,000","-12,722,000","3,175,000","889,000","5,856,000","2,880,000","5,540,000","3,295,000","4,799,000","5,524,000","4,370,000","2,123,000","5,107,000","5,055,000","4,692,000","5,158,000","5,358,000","5,137,000","4,568,000","4,656,000","4,552,000","3,718,000","3,569,000","3,996,000","3,822,000","3,746,000","3,543,000","4,036,000","-711,000","3,511,000","3,241,000","3,086,000","2,831,000","2,668,000","2,438,000","2,646,000","2,521,000","2,434,000","2,404,000","900,000","1,400,000","1,700,000","1,400,000"
		OperatingGainsLosses,"-1,535,000","-938,000","-77,000","244,000","-620,000","-708,000","2,169,000","-1,435,000","-672,000","-387,000","-364,000","-165,000","-348,000","-286,000","-225,000","3,000","-300,000","-246,000","-477,000","-656,000","-761,000","-476,000","-405,000","-753,000","-374,000","-724,000","-488,000","-119,000","-482,000","-262,000","-210,000","-212,000","-133,000","-85,000","-473,000","-235,000","-1,575,000","-573,000","-841,000","-262,000","-559,000","-59,000","-168,000","-1,075,000","-682,000","-382,000","-435,000","-2,021,000","-649,000","-265,000","-3,404,000","-26,149,000","28,018,000","-909,000","317,000","-301,000","-43,000","-9,000","0","0","-1,769,000","-319,000","3,344,000","-271,000","-361,000","-78,000","717,000","-6,000","-100,000","-28,000","-57,000","-204,000","-373,000","-3,000","-162,000","-934,000","-496,000","-265,000","-1,000","-757,000","-44,000","-74,000","92,000","0","29,000","-64,000","508,000",,,,,,,
			GainLossOnSaleOfPPE,"284,000","3,000","322,000","-37,000","-4,000","0","23,000","2,000","38,000","14,000","11,000","321,000","80,000","85,000","558,000","3,000","0","0","12,000","-178,000","-305,000","-367,000","0","0","51,000","66,000","0","-8,000","-1,000","3,000","-15,000","-69,000","19,000","0","8,000","0","0","-68,000","-199,000","-2,000",,,"-4,000","-173,000",,,"34,000","96,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"332,000","485,000","0","0","-9,000","0","-871,000","0","0","-342,000",,,,,"0","0","0","0","0","0","15,000","-2,539,000","0","0","0","-370,000","-51,000","-173,000","-17,000","0","0","0","0","-2,000","-333,000","0","-1,000","-505,000","-776,000","0","-241,000","-32,000","0","-785,000","-444,000","0","-60,000","-1,681,000","0","-1,000","-3,492,000","0","532,000","-885,000","0","-1,000","-43,000","-9,000","0","0",,,"3,344,000","-271,000","0","-78,000","715,000","-4,000","-100,000","-28,000","-17,000","-204,000","-413,000","-3,000","-171,000","-934,000","-487,000","-265,000","-1,000","-812,000","11,000","-74,000","92,000","0","29,000","-64,000","508,000",,,,,,,
		DepreciationAmortizationDepletion,"9,595,000","3,282,000","1,558,000","3,077,000","1,678,000","1,948,000","2,192,000","1,844,000","1,734,000","1,781,000","1,426,000","-2,167,000","3,066,000","3,094,000","1,583,000","1,563,000","1,523,000","1,480,000","1,429,000","1,296,000","1,258,000","1,207,000","1,278,000","1,239,000","1,133,000","1,045,000","722,000","971,000","1,172,000","960,000","931,000","938,000","956,000","1,093,000","1,143,000","966,000","944,000","860,000","838,000","794,000","720,000","715,000","519,000","963,000","989,000","1,010,000","1,020,000","1,038,000","1,019,000","1,046,000","1,083,000","1,099,000","1,092,000","1,094,000","1,063,000","747,000","1,318,000","1,332,000","1,942,000","1,192,000","1,357,000","1,303,000","1,256,000","1,317,000","-688,000","3,417,000","2,859,000","2,862,000","1,921,000","1,695,000","2,218,000","2,193,000","1,742,000","1,824,000","6,112,000","-1,432,000","1,512,000","2,472,000","2,574,000","850,000","607,000","887,000","484,000","1,269,000","49,000","431,000","331,000","599,000","588,000","653,000","1,397,000","800,000","300,000","400,000"
			DepreciationAndAmortization,"9,595,000","3,282,000","1,558,000","3,077,000","1,678,000","1,948,000","2,192,000","1,844,000","1,734,000","1,781,000","1,426,000","-2,167,000","3,066,000","3,094,000","1,583,000","1,563,000","1,523,000","1,480,000","1,429,000","1,296,000","1,258,000","1,207,000","1,278,000","1,239,000","1,133,000","1,045,000","722,000","971,000","1,172,000","960,000","931,000","938,000","956,000","1,093,000","1,143,000","966,000","944,000","860,000","838,000","794,000","720,000","715,000","519,000","963,000","989,000","1,010,000","1,020,000","1,038,000","1,019,000","1,046,000","1,083,000","1,099,000","1,092,000","1,094,000","1,063,000","747,000","1,318,000","1,332,000","1,942,000","1,192,000","1,357,000","1,303,000","1,256,000","1,317,000","-688,000","3,417,000","2,859,000","2,862,000","1,921,000","1,695,000","2,218,000","2,193,000","1,742,000","1,824,000","6,112,000","-1,432,000","1,512,000","2,472,000","2,574,000","850,000","607,000","887,000","484,000","1,269,000","49,000","431,000","331,000","599,000","588,000","653,000","1,397,000","800,000","300,000","400,000"
				Depreciation,"8,357,000","2,686,000","1,348,000","2,866,000","1,457,000","1,722,000","1,943,000","1,594,000","1,473,000","1,516,000","1,137,000","-2,455,000","2,765,000","2,790,000","1,441,000","1,421,000","1,370,000","1,323,000","1,264,000","1,192,000","1,068,000","1,012,000","1,076,000","1,038,000","969,000","878,000","624,000","872,000","1,065,000","849,000","820,000","827,000","837,000","970,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"1,238,000","596,000","210,000","211,000","221,000","226,000","249,000","250,000","261,000","265,000","289,000","288,000","301,000","304,000","142,000","142,000","153,000","157,000","165,000","104,000","190,000","195,000","202,000","201,000","164,000","167,000","98,000","99,000","107,000","111,000","111,000","111,000","119,000","123,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
