name,ttm,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
OperatingCashFlow,"688,000,000"
	CashFlowFromContinuingOperatingActivities,"688,000,000"
		NetIncomeFromContinuingOperations,"692,000,000"
		DepreciationAmortizationDepletion,"659,000,000"
			DepreciationAndAmortization,"659,000,000"
		DeferredTax,"-31,000,000"
			DeferredIncomeTax,"-31,000,000"
		OtherNonCashItems,"7,000,000"
		ChangeInWorkingCapital,"-639,000,000"
			ChangeInReceivables,"-565,000,000"
				ChangesInAccountReceivables,"-565,000,000"
			ChangeInOtherCurrentAssets,"-159,000,000"
			ChangeInOtherCurrentLiabilities,"86,000,000"
			ChangeInOtherWorkingCapital,"-5,000,000"
InvestingCashFlow,"-913,000,000"
	CashFlowFromContinuingInvestingActivities,"-913,000,000"
		NetBusinessPurchaseAndSale,"-1,268,000,000"
			PurchaseOfBusiness,"-1,268,000,000"
		NetOtherInvestingChanges,"355,000,000"
FinancingCashFlow,"278,000,000"
	CashFlowFromContinuingFinancingActivities,"278,000,000"
		NetIssuancePaymentsOfDebt,"882,000,000"
			NetLongTermDebtIssuance,"942,000,000"
				LongTermDebtIssuance,"1,250,000,000"
				LongTermDebtPayments,"-308,000,000"
			NetShortTermDebtIssuance,"-60,000,000"
		CashDividendsPaid,"-408,000,000"
			CommonStockDividendPaid,"-408,000,000"
		NetOtherFinancingCharges,"-24,000,000"
EndCashPosition,"71,000,000"
	ChangesInCash,"53,000,000"
	BeginningCashPosition,"18,000,000"
InterestPaidSupplementalData,"275,000,000"
IssuanceOfDebt,"1,250,000,000"
RepaymentOfDebt,"-308,000,000"
FreeCashFlow,"688,000,000"
