name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,05/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989
OperatingCashFlow,"5,036,000,000","1,102,000,000","1,399,000,000","1,668,000,000","867,000,000","2,256,000,000","2,256,000,000","918,000,000","492,000,000","1,160,000,000","4,245,000,000","616,000,000","771,000,000","1,009,000,000","2,268,000,000","431,000,000","473,000,000","892,000,000","2,368,000,000","359,000,000","-271,000,000","1,016,000,000","2,309,000,000","816,000,000","424,000,000","980,000,000","2,052,000,000","1,067,000,000","1,011,000,000","1,000,000,000","1,755,000,000","694,000,000","719,000,000","970,000,000","1,780,000,000","463,000,000","304,000,000","996,000,000","1,617,000,000","565,000,000","235,000,000","729,000,000","1,304,000,000","248,000,000","217,000,000","958,000,000","1,235,000,000","832,000,000","215,000,000","766,000,000","1,553,000,000","547,000,000","209,000,000","878,000,000","1,288,000,000","474,000,000","296,000,000","784,000,000","1,342,000,000","304,000,000","122,000,000","1,046,000,000","1,109,000,000","520,000,000","-15,000,000","862,000,000","984,000,000","143,000,000","257,000,000","819,000,000","973,000,000","260,000,000","266,000,000","863,000,000","941,000,000","296,000,000","110,000,000","876,000,000","933,000,000","810,000,000","212,000,000","865,000,000","1,296,000,000","-7,000,000","529,000,000","1,209,000,000","616,000,000","213,000,000","173,000,000","852,000,000","1,043,000,000","247,000,000","96,000,000","747,000,000","468,000,000","135,200,000","319,500,000","449,800,000","237,700,000","-44,000,000","193,600,000","395,000,000","309,000,000","136,300,000","86,600,000","219,900,000","35,000,000","177,900,000","186,300,000","298,700,000","135,600,000","201,800,000","120,100,000","263,700,000","164,700,000","105,700,000","157,400,000","223,900,000","130,300,000","173,700,000","40,200,000","117,300,000","201,600,000","62,200,000","59,700,000","302,400,000","24,100,000","5,900,000","104,700,000","286,000,000","101,200,000","135,000,000","120,800,000"
	CashFlowFromContinuingOperatingActivities,"5,036,000,000","1,102,000,000","1,399,000,000","1,668,000,000","867,000,000","2,256,000,000","2,256,000,000","918,000,000","492,000,000","1,160,000,000","4,245,000,000","616,000,000","771,000,000","1,009,000,000","2,268,000,000","431,000,000","473,000,000","892,000,000","2,368,000,000","359,000,000","-271,000,000","1,016,000,000","2,309,000,000","816,000,000","424,000,000","980,000,000","2,052,000,000","1,067,000,000","1,011,000,000","1,000,000,000","1,755,000,000","694,000,000","719,000,000","970,000,000","1,780,000,000","463,000,000","304,000,000","996,000,000","1,617,000,000","565,000,000","235,000,000","729,000,000","1,304,000,000","248,000,000","217,000,000","958,000,000","1,235,000,000","832,000,000","215,000,000","766,000,000","1,553,000,000","547,000,000","209,000,000","878,000,000","1,288,000,000","474,000,000","296,000,000","784,000,000","1,342,000,000","304,000,000","122,000,000","1,046,000,000","1,109,000,000","520,000,000","-15,000,000","862,000,000","984,000,000","143,000,000","257,000,000","819,000,000","973,000,000","260,000,000","266,000,000","863,000,000","941,000,000","296,000,000","110,000,000","876,000,000","933,000,000","810,000,000","212,000,000","865,000,000","1,296,000,000","-7,000,000","529,000,000","1,209,000,000","616,000,000","213,000,000","173,000,000","852,000,000","1,043,000,000","247,000,000","96,000,000","747,000,000","468,000,000","135,200,000","319,500,000","449,800,000","237,700,000","-44,000,000","193,600,000","395,000,000","309,000,000","136,300,000","86,600,000","219,900,000","35,000,000","177,900,000","186,300,000","298,700,000","135,600,000","201,800,000","120,100,000","263,700,000","164,700,000","105,700,000","157,400,000","223,900,000","130,300,000","173,700,000","40,200,000","117,300,000","201,600,000","62,200,000","59,700,000","302,400,000","24,100,000","5,900,000","104,700,000","286,000,000","101,200,000","135,000,000","120,800,000"
		NetIncomeFromContinuingOperations,"2,189,000,000","666,000,000","569,000,000","485,000,000","469,000,000","143,000,000","143,000,000","-76,000,000","632,000,000","820,000,000","1,212,000,000","319,000,000","143,000,000","287,000,000","763,000,000","251,000,000","308,000,000","501,000,000","2,018,000,000","853,000,000","388,000,000","351,000,000","297,000,000","502,000,000","382,000,000","394,000,000","679,000,000","565,000,000","427,000,000","433,000,000","624,000,000","523,000,000","365,000,000","350,000,000","509,000,000","427,000,000","300,000,000","320,000,000","484,000,000","469,000,000","318,000,000","280,000,000","441,000,000","-305,000,000","197,000,000","283,000,000","421,000,000","283,000,000","207,000,000","268,000,000","375,000,000","251,000,000","-876,000,000","251,000,000","431,000,000","349,000,000","237,000,000","277,000,000","386,000,000","323,000,000","254,000,000","267,000,000","337,000,000","385,000,000","215,000,000","209,000,000","306,000,000","282,000,000","186,000,000","196,000,000","294,000,000","-648,000,000","143,000,000","142,000,000","263,000,000","-337,000,000","110,000,000","190,000,000","352,000,000","324,000,000","255,000,000","264,000,000","362,000,000","351,000,000","133,000,000","255,000,000","304,000,000","357,000,000","199,000,000","218,000,000","106,000,000","246,000,000","129,000,000","87,000,000","176,000,000","179,500,000","124,400,000","38,700,000","107,300,000","147,100,000","96,500,000","108,100,000","92,300,000","125,500,000","72,300,000","78,400,000","76,500,000","109,300,000","62,700,000","82,400,000","64,500,000","92,000,000","51,200,000","70,000,000","55,700,000","86,500,000","25,200,000","29,600,000","29,500,000","68,800,000","6,900,000","4,500,000","21,000,000","41,100,000","16,600,000","32,200,000","10,800,000","67,800,000","500,000","25,300,000","-10,300,000","5,300,000","-4,000,000"
		OperatingGainsLosses,"873,000,000","520,000,000","111,000,000","167,000,000","75,000,000","474,000,000","474,000,000","-185,000,000","-182,000,000","-367,000,000","-439,000,000","420,000,000","-88,000,000","-44,000,000","-328,000,000","-54,000,000","116,000,000","-216,000,000","-1,780,000,000","523,000,000","8,000,000","25,000,000","35,000,000","32,000,000","19,000,000","18,000,000","25,000,000","24,000,000","23,000,000","26,000,000","30,000,000","25,000,000","9,000,000","9,000,000","12,000,000","17,000,000","17,000,000","15,000,000","25,000,000","21,000,000","20,000,000","17,000,000","31,000,000","16,000,000","10,300,000","20,600,000","23,000,000","15,000,000","16,000,000","12,000,000","22,000,000",,,,,"-64,000,000","-75,000,000","53,000,000","50,000,000","71,000,000","-50,000,000","75,000,000","8,000,000","-110,000,000","76,000,000","-7,000,000","61,000,000","142,000,000","13,000,000","20,000,000","29,000,000","900,000,000","49,000,000","4,000,000","12,000,000","564,000,000","9,000,000","39,000,000","8,000,000","67,000,000","-7,000,000","22,000,000","35,000,000","-191,000,000","198,000,000","11,000,000","23,000,000","246,000,000","2,000,000","16,000,000","18,000,000","-1,000,000",,,"6,000,000","-7,000,000","5,000,000","3,500,000","4,500,000","-8,400,000","-5,200,000","6,700,000","9,500,000","2,200,000","8,600,000","3,900,000","5,000,000","-500,000","11,000,000","13,900,000","3,900,000",,,,,,,,,,,,,,,,,,,,,,"35,000,000"
			GainLossOnSaleOfBusiness,,,,,,,,"0","0","0","0","412,000,000","0","0","-176,000,000","0","0","-11,000,000","-1,771,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,"-57,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"874,000,000","532,000,000","127,000,000","93,000,000","122,000,000","479,000,000","479,000,000","-153,000,000","-162,000,000","-368,000,000","-422,000,000","9,000,000","-105,000,000","45,000,000","-106,000,000","-76,000,000","100,000,000","-216,000,000","-36,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"52,000,000","-12,000,000","-6,000,000","80,000,000","-10,000,000","-14,000,000","-14,000,000","3,000,000","-3,000,000","-4,000,000","-5,000,000","7,000,000","10,000,000","11,000,000","11,000,000","22,000,000","16,000,000","11,000,000","27,000,000","523,000,000","8,000,000","25,000,000","35,000,000","32,000,000","19,000,000","18,000,000","25,000,000","24,000,000","23,000,000","26,000,000","30,000,000","25,000,000","9,000,000","9,000,000","12,000,000","17,000,000","17,000,000","15,000,000","25,000,000","21,000,000","20,000,000","17,000,000","31,000,000","16,000,000","10,300,000","20,600,000","23,000,000","15,000,000","16,000,000","12,000,000","22,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"3,453,000,000","1,076,000,000","793,000,000","796,000,000","788,000,000","1,052,000,000","1,052,000,000","819,000,000","776,000,000","760,000,000","1,018,000,000","1,295,000,000","624,000,000","394,000,000","976,000,000","581,000,000","569,000,000","574,000,000","741,000,000","565,000,000","572,000,000","563,000,000","736,000,000","572,000,000","549,000,000","525,000,000","694,000,000","508,000,000","484,000,000","477,000,000","620,000,000","467,000,000","456,000,000","444,000,000","581,000,000","402,000,000","395,000,000","387,000,000","519,000,000","387,000,000","381,000,000","383,000,000","501,000,000","392,000,000","373,000,000","374,000,000","499,000,000","386,000,000","368,000,000","368,000,000","478,000,000","368,000,000","356,000,000","348,000,000","453,000,000","348,000,000","335,000,000","327,000,000","432,000,000","326,000,000","315,000,000","311,000,000","404,000,000","299,000,000","295,000,000","290,000,000","388,000,000","296,000,000","287,000,000","293,000,000","389,000,000","307,000,000","287,000,000","290,000,000","372,000,000","305,000,000","280,000,000","269,000,000","355,000,000","267,000,000","250,000,000","247,000,000","323,000,000","256,000,000","254,000,000","247,000,000","319,000,000","233,000,000","234,000,000","234,000,000","307,000,000","238,000,000","221,000,000","365,000,000","137,000,000","121,900,000","128,300,000","101,100,000","95,800,000","97,400,000","114,900,000","93,200,000","88,600,000","89,400,000","104,900,000","83,400,000","79,100,000","83,000,000","92,500,000","76,800,000","72,200,000","83,800,000","82,600,000","60,500,000","66,200,000","142,200,000","29,700,000","83,500,000","87,700,000","60,900,000","15,400,000","117,900,000","57,600,000","59,600,000","70,100,000","57,000,000","55,300,000","59,100,000","70,000,000","57,100,000","58,500,000","-23,600,000","101,800,000"
			DepreciationAndAmortization,"3,453,000,000","1,076,000,000","793,000,000","796,000,000","788,000,000","1,052,000,000","1,052,000,000","819,000,000","776,000,000","760,000,000","1,018,000,000","1,295,000,000","624,000,000","394,000,000","976,000,000","581,000,000","569,000,000","574,000,000","741,000,000","565,000,000","572,000,000","563,000,000","736,000,000","572,000,000","549,000,000","525,000,000","694,000,000","508,000,000","484,000,000","477,000,000","620,000,000","467,000,000","456,000,000","444,000,000","581,000,000","402,000,000","395,000,000","387,000,000","519,000,000","387,000,000","381,000,000","383,000,000","501,000,000","392,000,000","373,000,000","374,000,000","499,000,000","386,000,000","368,000,000","368,000,000","478,000,000","368,000,000","356,000,000","348,000,000","453,000,000","348,000,000","335,000,000","327,000,000","432,000,000","326,000,000","315,000,000","311,000,000","404,000,000","299,000,000","295,000,000","290,000,000","388,000,000","296,000,000","287,000,000","293,000,000","389,000,000","307,000,000","287,000,000","290,000,000","372,000,000","305,000,000","280,000,000","269,000,000","355,000,000","267,000,000","250,000,000","247,000,000","323,000,000","256,000,000","254,000,000","247,000,000","319,000,000","233,000,000","234,000,000","234,000,000","307,000,000","238,000,000","221,000,000","365,000,000","137,000,000","121,900,000","128,300,000","101,100,000","95,800,000","97,400,000","114,900,000","93,200,000","88,600,000","89,400,000","104,900,000","83,400,000","79,100,000","83,000,000","92,500,000","76,800,000","72,200,000","83,800,000","82,600,000","60,500,000","66,200,000","142,200,000","29,700,000","83,500,000","87,700,000","60,900,000","15,400,000","117,900,000","57,600,000","59,600,000","70,100,000","57,000,000","55,300,000","59,100,000","70,000,000","57,100,000","58,500,000","-23,600,000","101,800,000"
