name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
OperatingCashFlow,"152,264,000","40,871,000","25,304,000","43,886,000","42,203,000","47,318,000","32,449,000","12,628,000","36,300,000","2,503,000","33,076,000","31,783,000","25,317,000","2,750,000","28,742,000","28,528,000","42,467,000","23,468,000","47,458,000","47,907,000","15,432,000","17,261,000","21,757,000","26,694,000","23,989,000","14,572,000","46,105,000","37,665,000","35,237,000","10,724,000","31,309,000","27,764,000","24,082,000","9,387,000","36,089,000","23,550,000","18,852,000","9,752,000","61,046,000","18,157,000","29,521,000","11,119,000","38,645,000","45,533,000","45,151,000","17,457,000","18,858,000","30,836,000","93,270,000","51,248,000","21,736,000","-8,964,000","19,061,000","6,563,000","-5,516,000","-17,923,000","13,572,000","10,522,000","-181,937,000","22,461,000","-52,731,000","-58,719,000","-28,206,000","-42,360,000","-43,773,000","-74,559,000"
	CashFlowFromContinuingOperatingActivities,"152,264,000","40,871,000","25,304,000","43,886,000","42,203,000","47,318,000","32,449,000","12,628,000","36,300,000","2,503,000","33,076,000","31,783,000","25,317,000","2,750,000","28,742,000","28,528,000","42,467,000","23,468,000","47,458,000","47,907,000","15,432,000","17,261,000","21,757,000","26,694,000","23,989,000","14,572,000","46,105,000","37,665,000","35,237,000","10,724,000","31,309,000","27,764,000","24,082,000","9,387,000","36,089,000","23,550,000","18,852,000","9,752,000","61,046,000","18,157,000","29,521,000","11,119,000","38,645,000","45,533,000","45,151,000","17,457,000","18,858,000","30,836,000","93,270,000","51,248,000","21,736,000","-8,964,000","19,061,000","6,563,000","-5,516,000","-17,923,000","13,572,000","10,522,000","-181,937,000","22,461,000","-52,731,000","-58,719,000","-28,206,000","-42,360,000","-43,773,000","-74,559,000"
		NetIncomeFromContinuingOperations,"-41,243,000","-17,122,000","-22,151,000","-2,032,000","62,000","-376,000","-13,965,000","-10,062,000","-8,430,000","-3,755,000","-2,375,000","-21,097,000","4,524,000","-534,000","-6,943,000","9,588,000","8,559,000","24,524,000","-55,273,000","10,602,000","4,825,000","5,913,000","1,000","9,078,000","897,000","7,931,000","3,406,000","3,433,000","8,347,000","7,410,000","5,494,000","4,365,000","5,383,000","4,205,000","3,322,000","3,985,000","7,447,000","13,047,000",,,,,,,"21,748,000","21,113,000",,,,,,"-54,555,000","2,285,000","5,271,000","-40,916,000","-7,817,000","-6,882,000","-8,961,000","360,000","-161,828,000","-33,626,000","-72,334,000","-117,093,000","-62,184,000","-74,136,000","-85,160,000"
		OperatingGainsLosses,"-255,000","6,000","219,000","-479,000","-1,000","-7,000","146,000","3,000","1,187,000","608,000","-107,000","168,000","-202,000","381,000","-222,000","-49,000","-8,000","174,000","-422,000","-451,000","-1,034,000","240,000",,,,,"0","0","0","2,265,000",,,,,,,,,"0","0",,,"0","7,985,000","3,228,000","593,000","26,531,000","1,545,000","3,985,000","-1,038,000",,,,,"33,584,000",,,,"165,000","71,000",,,"304,000","-42,000","-8,397,000","8,406,000"
			GainLossOnSaleOfBusiness,"0",,,,,,,,,,,,,,"0",,,,"-502,000","-449,000",,,,,"0","0","0","0","0","907,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"-255,000","6,000","219,000","-479,000","-1,000","-7,000","146,000","3,000","-1,000","741,000","26,000","301,000","-70,000","514,000","-89,000","2,000","-8,000","174,000","80,000","-2,000","-106,000","240,000",,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","1,358,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,"0","0","1,188,000","-133,000","-133,000","-133,000","-132,000","-133,000","-133,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"93,558,000","25,195,000","23,572,000","22,507,000","22,284,000","20,417,000","24,853,000","22,887,000","20,692,000","20,485,000","23,061,000","21,319,000","20,662,000","21,214,000","19,183,000","16,022,000","19,070,000","16,626,000","17,923,000","18,181,000","18,260,000","17,947,000","19,070,000","18,018,000","18,218,000","16,979,000","17,979,000","15,446,000","14,463,000","14,136,000","14,264,000","12,346,000","12,459,000","12,338,000","11,427,000","8,459,000","8,205,000","7,975,000","8,052,000","8,110,000","8,518,000","8,644,000","8,638,000","8,683,000","8,664,000","11,066,000","12,727,000","12,649,000","13,929,000","13,768,000","11,542,000","13,590,000","14,629,000","13,630,000","15,579,000","14,174,000","11,941,000","11,037,000","14,304,000","9,060,000","8,687,000","8,356,000","7,528,000","6,448,000","6,251,000","5,449,000"
			DepreciationAndAmortization,"93,558,000","25,195,000","23,572,000","22,507,000","22,284,000","20,417,000","24,853,000","22,887,000","20,692,000","20,485,000","23,061,000","21,319,000","20,662,000","21,214,000","19,183,000","16,022,000","19,070,000","16,626,000","17,923,000","18,181,000","18,260,000","17,947,000","19,070,000","18,018,000","18,218,000","16,979,000","17,979,000","15,446,000","14,463,000","14,136,000","14,264,000","12,346,000","12,459,000","12,338,000","11,427,000","8,459,000","8,205,000","7,975,000","8,052,000","8,110,000","8,518,000","8,644,000","8,638,000","8,683,000","8,664,000","11,066,000","12,727,000","12,649,000","13,929,000","13,768,000","11,542,000","13,590,000","14,629,000","13,630,000","15,579,000","14,174,000","11,941,000","11,037,000","14,304,000","9,060,000","8,687,000","8,356,000","7,528,000","6,448,000","6,251,000","5,449,000"
