name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014
MarketCap,"18,029,281,140","19,176,039,880","19,945,982,558","20,022,856,080","19,544,433,769","18,804,816,519","15,277,023,556","10,796,407,563","10,773,052,752","8,024,092,685","17,589,047,180","15,701,221,379","16,207,453,096","14,962,675,195","13,854,417,364","18,357,254,229","18,855,863,611","20,474,360,163","20,653,799,097","18,960,414,519","18,049,828,763","17,603,765,569","18,238,207,902","12,803,445,604","10,571,317,620","11,081,161,580","13,822,412,269","12,589,407,128","14,669,558,771","13,210,953,293","13,570,689,142","13,115,160,748"
PeRatio,"7.71","8.785","9.488","10.487","12.885","19.887","16.181","10.112","8.644","4.937","10.743","9.483","9.661","9.233","7.623","10.538","11.374","12.917","17.065","16.184","16.442","17.538","19.364","14.708","12.646","13.516","17.178","16.327","16.467","15.228","16.978","16.934"
ForwardPeRatio,"8.271","10.684","11.111","10.438","10.823","12.092","11.919","9.931","19.121","4.866","10.215","8.741","9.183","8.475","7.71","10.122","11.468","12.595","14.815","13.423","15.06","15.152","15.898","12.005","11.013","9.443","13.812","12.136","13.459","11.669","15.06",
PsRatio,"2.34","2.915","3.048","2.971","2.841","2.738","2.251","1.645","1.704","1.309","2.899","2.597","2.683","2.55","2.403","3.223","3.35","3.705","3.822","3.522","3.428","3.446","3.678","2.657","2.191","2.343","2.902","2.714","3.176","2.808","2.808","2.65"
PbRatio,"0.899","0.896","0.932","0.945","0.945","0.908","0.745","0.528","0.529","0.389","0.849","0.752","0.794","0.75","0.702","0.918","0.95","1.022","1.037","0.955","0.921","0.903","0.915","0.641","0.536","0.571","0.714","0.651","0.75","0.686","0.7","0.669"
