name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
TotalRevenue,"3,959,100,000","842,900,000","1,074,800,000","968,300,000","1,073,100,000","1,006,000,000","1,076,200,000","1,013,500,000","1,014,200,000","717,200,000","1,069,000,000","944,000,000","979,800,000","1,023,000,000","778,200,000","1,481,200,000","1,046,300,000","1,007,800,000","1,090,100,000","1,079,900,000","1,060,800,000","1,070,700,000","1,004,900,000","1,015,900,000","1,011,200,000","960,400,000","969,600,000","904,500,000","959,500,000","967,000,000","1,000,000,000","967,000,000","1,093,000,000","1,084,700,000","1,158,200,000","1,093,800,000","1,081,500,000","1,142,600,000","1,060,800,000","1,093,000,000","1,065,000,000","1,123,900,000","1,051,100,000","992,300,000","1,032,000,000","1,049,200,000","1,075,800,000","1,052,500,000","953,200,000","1,002,400,000","1,057,700,000","1,118,600,000","1,095,600,000","1,069,500,000","1,093,900,000","956,300,000","1,000,200,000","1,139,300,000","1,113,400,000","1,175,200,000","1,169,200,000","1,114,500,000","1,143,300,000","1,118,300,000","1,084,100,000","1,121,700,000","1,078,300,000","1,113,500,000","1,086,700,000","1,048,000,000","1,111,000,000","1,068,900,000","1,039,500,000","1,110,600,000","1,139,200,000","1,101,200,000","1,230,100,000","1,237,200,000"
	OperatingRevenue,"3,959,100,000","842,900,000","1,074,800,000","968,300,000","1,073,100,000","1,006,000,000","1,076,200,000","1,013,500,000","1,014,200,000","717,200,000","1,069,000,000","944,000,000","979,800,000","1,023,000,000","778,200,000","1,481,200,000","1,046,300,000","1,007,800,000","1,090,100,000","1,079,900,000","1,060,800,000","1,070,700,000","1,004,900,000","1,015,900,000","1,011,200,000","960,400,000","969,600,000","904,500,000","959,500,000","967,000,000","1,000,000,000","967,000,000","1,093,000,000","1,084,700,000","1,158,200,000","1,093,800,000","1,081,500,000","1,142,600,000","1,060,800,000","1,093,000,000","1,065,000,000","1,123,900,000","1,051,100,000","992,300,000","1,032,000,000","1,049,200,000","1,075,800,000","1,052,500,000","953,200,000","1,002,400,000","1,057,700,000","1,118,600,000","1,095,600,000","1,069,500,000","1,093,900,000","956,300,000","1,000,200,000","1,139,300,000","1,113,400,000","1,175,200,000","1,169,200,000","1,114,500,000","1,143,300,000","1,118,300,000","1,084,100,000","1,121,700,000","1,078,300,000","1,113,500,000","1,086,700,000","1,048,000,000","1,111,000,000","1,068,900,000","1,039,500,000","1,110,600,000","1,139,200,000","1,101,200,000","1,230,100,000","1,237,200,000"
NetNonOperatingInterestIncomeExpense,"-95,100,000","-23,800,000","-23,600,000","-23,700,000","-24,000,000","-24,100,000","-23,300,000","-23,700,000","-28,400,000","-33,400,000","-35,200,000","-37,500,000","-38,600,000","-41,000,000","-39,700,000","-38,800,000","-37,700,000","-33,600,000","-31,400,000","-30,100,000","-31,400,000","-30,800,000","-30,400,000","-29,400,000","-28,900,000","-27,700,000","-24,200,000","-23,900,000","-25,300,000","-21,500,000","-22,000,000","-21,900,000","-24,300,000","-24,600,000","-25,300,000","-25,800,000","-26,900,000","-27,300,000","-27,900,000","-29,200,000","-28,700,000","-28,800,000","-28,100,000","-27,900,000","-28,900,000","-29,200,000","-28,600,000","-28,400,000","-28,700,000","-27,500,000","-30,100,000","-31,900,000","-32,700,000","-23,200,000","-23,700,000","-22,500,000","-22,900,000","-28,700,000","-32,500,000","-33,300,000","-27,900,000","-23,600,000","-22,200,000","-17,800,000","-17,100,000","-16,400,000","-14,600,000","-12,900,000","-16,100,000","-14,700,000","-14,400,000","-12,900,000","-23,100,000","-29,100,000","-29,800,000","-62,400,000","-73,500,000","-73,600,000"
	InterestExpenseNonOperating,"95,100,000","23,800,000","23,600,000","23,700,000","24,000,000","24,100,000","23,300,000","23,700,000","28,400,000","33,400,000","35,200,000","37,500,000","38,600,000","41,000,000","39,700,000","38,800,000","37,700,000","33,600,000","31,400,000","30,100,000","31,400,000","30,800,000","30,400,000","29,400,000","28,900,000","27,700,000","24,200,000","23,900,000","25,300,000","21,500,000","22,000,000","21,900,000","24,300,000","24,600,000","25,300,000","25,800,000","26,900,000","27,300,000","27,900,000","29,200,000","28,700,000","28,800,000","28,100,000","27,900,000","28,900,000","29,200,000","28,600,000","28,400,000","28,700,000","27,500,000","30,100,000","31,900,000","32,700,000","23,200,000","23,700,000","22,500,000","22,900,000","28,700,000","32,500,000","33,300,000","27,900,000","23,600,000","22,200,000","17,800,000","17,100,000","16,400,000","14,600,000","12,900,000","16,100,000","14,700,000","14,400,000","12,900,000","23,100,000","29,100,000","29,800,000","62,400,000","73,500,000","73,600,000"
OtherIncomeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,900,000",,,"4,200,000","3,400,000",,"4,600,000","3,600,000","3,500,000","5,400,000","4,100,000","3,100,000","3,000,000","5,900,000","4,900,000","4,900,000","4,000,000","6,300,000","8,500,000","5,200,000","3,800,000","5,200,000","4,800,000","4,500,000","4,700,000","7,800,000","18,300,000","3,900,000","4,200,000","4,400,000","5,200,000","4,500,000","7,400,000","12,400,000","39,100,000","12,900,000","13,600,000"
	SecuritiesAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"118,600,000","96,600,000","102,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,"0","0","0",,"0","0","-7,300,000",,"0","0","-3,800,000",,"-4,000,000","-6,100,000","-3,700,000",,"-75,400,000","0","-7,300,000","0","0","0","-37,300,000","6,800,000","2,900,000","32,100,000","-600,000","-278,600,000","0","0","-7,700,000","-57,700,000","-1,000,000","-198,500,000","-500,000","-200,000","-300,000","-1,100,000","-600,000","-1,400,000",,,,,,,,,,,,,"-76,500,000","-16,400,000","-35,000,000","-13,000,000",,,,,,,,,"0","0","0","0","0","-2,163,000,000","-14,400,000","-18,100,000"
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","2,163,000,000","14,400,000","18,100,000"
		OtherSpecialCharges,"7,300,000",,,,,,,,,,"0",,"7,300,000",,"0",,"3,800,000",,"4,000,000","6,100,000","3,700,000",,"75,400,000",,"7,300,000",,"0",,"37,300,000","-6,800,000","-2,900,000","-32,100,000","600,000","278,600,000","0",,"7,700,000","57,700,000","1,000,000","198,500,000","500,000","200,000",,"1,100,000","600,000","1,400,000",,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,
PretaxIncome,"527,000,000","149,300,000","148,100,000","128,000,000","101,600,000","190,000,000","143,500,000","166,400,000","105,400,000","-71,000,000","107,400,000","53,500,000","47,700,000","65,600,000","37,100,000","-539,800,000","129,800,000","108,100,000","125,400,000","129,900,000","128,500,000","96,700,000","180,700,000","49,300,000","82,700,000","40,500,000","160,300,000","52,400,000","72,700,000","82,300,000","75,900,000","154,400,000","114,400,000","-169,600,000","41,100,000","114,400,000","114,700,000","34,600,000","117,700,000","-158,800,000","104,500,000","92,300,000","115,900,000","87,500,000","92,200,000","83,600,000","111,300,000","77,300,000","51,800,000","53,100,000","17,700,000","64,100,000","49,600,000","42,200,000","337,600,000","-137,200,000","-178,900,000","-9,100,000","-9,700,000","-86,800,000","-92,700,000","16,200,000","9,400,000","76,700,000","-34,900,000","101,100,000","114,900,000","121,400,000","139,900,000","127,200,000","130,000,000","104,900,000","106,800,000","112,400,000","111,700,000","2,296,800,000","-39,300,000","-47,500,000"
