name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013
TotalRevenue,"155,567,000","35,871,000","33,930,000","38,731,000","47,035,000","50,396,000","142,268,000","32,458,000","34,509,000","-62,646,000","10,636,000","10,783,000","18,088,000","3,781,000","1,130,000","20,933,000","19,547,000","20,494,000","14,247,000","19,702,000","6,081,000","16,096,000","6,763,000","24,861,000","8,906,000","7,270,000","3,272,000","15,415,000","19,566,000","15,474,000","5,554,000","12,579,000","13,825,751","10,582,000","10,571,301","5,669,000","2,047,735"
	OperatingRevenue,"155,567,000","35,871,000","33,930,000","38,731,000","47,035,000","50,396,000","142,268,000","32,458,000","34,509,000","-62,646,000","10,636,000","10,783,000","18,088,000","3,781,000","1,130,000","20,933,000","19,547,000","20,494,000","14,247,000","19,702,000","6,081,000","16,096,000","6,763,000","24,861,000","8,906,000","7,270,000","3,272,000","15,415,000","19,566,000","15,474,000","5,554,000","12,579,000","13,825,751","10,582,000","10,571,301","5,669,000","2,047,735"
OperatingExpense,"-18,826,000","-5,352,000","-5,428,000","310,000","-8,356,000","-10,500,000","-30,701,000","-364,000","-698,000","806,000","1,264,000","1,424,000","1,475,000","1,331,000","1,694,000","1,340,000","1,777,000","1,311,000","1,525,000","1,207,000","1,128,000","1,166,000","866,000","1,904,000","1,685,000","1,656,000","1,831,000","1,758,000","1,576,000","1,416,000","1,659,000","1,324,000","1,396,449","1,120,000","584,008","552,000","653,343"
	SellingGeneralAndAdministration,"7,742,000","2,193,000","1,958,000","1,751,000","1,840,000","2,055,000","1,741,000","1,370,000","1,452,000","1,466,000","1,658,000","1,424,000","1,475,000","1,331,000","1,694,000","1,340,000","1,777,000","1,311,000","1,525,000","1,207,000","1,128,000","1,166,000","1,774,000","1,600,000","1,383,000","1,354,000","1,529,000","1,463,000","1,284,000","1,135,000","1,393,000","1,069,000","834,873","869,000","770,606","516,000","650,351"
		GeneralAndAdministrativeExpense,"7,742,000","2,193,000","1,958,000","1,751,000","1,840,000","2,055,000","1,741,000","1,370,000","1,452,000","1,466,000","1,658,000","1,424,000","1,475,000","1,331,000","1,694,000","1,340,000","1,777,000","1,311,000","1,525,000","1,207,000","1,128,000","1,166,000","1,774,000","1,600,000","1,383,000","1,354,000","1,529,000","1,463,000","1,284,000","1,135,000","1,393,000","1,069,000","834,873","869,000","770,606","516,000","650,351"
			SalariesAndWages,,,,,,,,,,,"1,971,000","2,456,000","4,258,000","606,000","125,000","5,080,000","117,000",,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,"243,000","249,000","239,000","240,000","243,000","230,000","9,053,000","9,819,000","-23,085,000","9,389,000","5,959,000","8,561,000","5,991,000","10,345,000","6,744,000","6,126,000","4,437,000","8,177,000","8,948,000","7,896,000","-9,808,000","5,146,000","2,867,758","2,635,000","2,414,534","1,558,000","1,227,701"
	OtherOperatingExpenses,"-26,568,000","-7,545,000","-7,386,000","-1,441,000","-10,196,000","-12,555,000","-32,442,000","-1,734,000","-2,150,000","-660,000",,,,,,,,,,,,,,"304,000","302,000","302,000","302,000","295,000","292,000","281,000","266,000","255,000","561,576","251,000","-186,598","36,000","2,992"
PretaxIncome,"174,393,000","41,223,000","39,358,000","38,421,000","55,391,000","60,896,000","172,969,000","32,822,000","35,207,000","-63,452,000","9,372,000","9,359,000","16,613,000","2,450,000","-564,000","19,593,000","17,770,000","19,183,000","12,722,000","18,495,000","4,953,000","14,930,000","5,897,000","22,957,000","7,221,000","5,614,000","1,441,000","13,657,000","17,990,000","14,058,000","3,895,000","11,255,000","12,429,302","9,462,000","9,820,835","5,117,000","1,394,392"
TaxProvision,"2,276,000","1,065,000","404,000","388,000","419,000","428,000","334,000","382,000","389,000","328,000","469,000","459,000","483,000","235,000","695,000","574,000","303,000","732,000","436,000","383,000","368,000","365,000","309,000","294,000","221,000","213,000","254,000","174,000","65,000","25,000","119,000","0","0","0","-416","0","0"
