name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,12/31/2008
	StockholdersEquity,"517,783,000","605,911,000","579,941,000","511,756,000","110,192,000","62,640,000","5,904,000","-36,852,000","-71,557,000","-93,251,000","-153,047,000","-219,367,000","-237,179,000","-196,371,000","-197,295,000","-43,951,000","-18,052,000","9,848,000","-17,579,000","4,870,000","29,637,000","66,716,000","59,458,000","81,381,000","90,935,000","95,125,000","100,458,000","140,283,000","68,162,000","88,552,000","108,150,000","141,831,000","188,943,000","38,225,000","84,209,000","139,416,000","58,523,000","144,052,000","182,108,000","128,781,000","164,146,000","109,856,000","112,930,000","130,117,000","144,585,000","159,551,000","170,740,000","185,919,000","-301,552,000","19,351,000","-235,750,000"
		CapitalStock,"155,000","162,000","163,000","163,000","162,000","161,000","160,000","160,000","159,000","158,000","157,000","156,000","156,000","154,000","154,000","153,000","152,000","151,000","149,000","150,000","149,000","148,000","146,000","145,000","144,000","143,000","143,000","142,000","142,000","141,000","140,000","138,000","138,000","121,000","121,000","121,000","109,000","108,000","108,000","108,000","107,000","101,000","101,000","100,000","100,000","99,000","98,000","98,000","8,000","78,000","7,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,"0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,
			CommonStock,"155,000","162,000","163,000","163,000","162,000","161,000","160,000","160,000","159,000","158,000","157,000","156,000","156,000","154,000","154,000","153,000","152,000","151,000","149,000","150,000","149,000","148,000","146,000","145,000","144,000","143,000","143,000","142,000","142,000","141,000","140,000","138,000","138,000","121,000","121,000","121,000","109,000","108,000","108,000","108,000","107,000","101,000","101,000","100,000","100,000","99,000","98,000","98,000","8,000","78,000","7,000"
		AdditionalPaidInCapital,"1,350,268,000","1,543,357,000","1,558,760,000","1,546,420,000","1,536,160,000","1,528,535,000","1,515,004,000","1,506,671,000","1,497,171,000","1,478,823,000","1,466,886,000","1,421,215,000","1,413,077,000","1,394,603,000","1,378,195,000","1,357,224,000","1,333,791,000","1,318,536,000","1,303,123,000","1,293,292,000","1,273,853,000","1,258,398,000","1,237,569,000","1,226,311,000","1,214,174,000","1,205,183,000","1,196,345,000","1,188,807,000","1,068,685,000","1,055,876,000","1,037,784,000","1,029,501,000","1,016,271,000","815,930,000","809,911,000","803,363,000","657,320,000","648,955,000","643,154,000","637,478,000","632,029,000","542,141,000","538,241,000","534,749,000","530,374,000","526,991,000","518,217,000","516,403,000","12,999,000","309,307,000","7,594,000"
		RetainedEarnings,"-832,640,000","-937,608,000","-978,982,000","-1,034,827,000","-1,426,130,000","-1,466,056,000","-1,509,260,000","-1,543,683,000","-1,568,887,000","-1,572,232,000","-1,620,090,000","-1,640,738,000","-1,650,412,000","-1,591,128,000","-1,575,635,000","-1,401,284,000","-1,351,904,000","-1,308,760,000","-1,320,845,000","-1,288,548,000","-1,244,324,000","-1,191,823,000","-1,178,318,000","-1,145,114,000","-1,123,412,000","-1,110,115,000","-1,096,078,000","-1,048,688,000","-1,000,668,000","-967,446,000","-929,799,000","-887,811,000","-827,454,000","-777,828,000","-725,842,000","-664,067,000","-598,918,000","-505,016,000","-461,161,000","-508,796,000","-467,993,000","-432,392,000","-425,418,000","-404,785,000","-385,941,000","-367,540,000","-347,619,000","-330,483,000","-314,559,000","-290,036,000","-243,374,000"
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,,,,,,,"0","-9,000","-44,000","-91,000","-79,000","-6,000","-24,000","-41,000","-7,000","61,000","39,000","29,000","-86,000","48,000","22,000","3,000","-19,000","25,000","3,000","-12,000","2,000","19,000","-1,000","12,000","5,000","7,000","-9,000","3,000","6,000","6,000","53,000","52,000","1,000","44,000","-99,000","0","2,000","23,000"
	MinorityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2,810,000","2,883,000","3,212,000","3,856,000","5,339,000"
TotalCapitalization,"912,836,000","943,244,000","913,153,000","840,911,000","546,270,000","492,896,000","430,443,000","382,072,000","341,852,000","314,743,000","249,628,000","133,358,000","122,908,000","169,767,000","172,649,000","335,869,000","370,321,000","405,939,000","374,350,000","392,730,000","413,525,000","433,208,000","422,119,000","420,592,000","439,515,000","448,709,000","459,647,000","502,368,000","226,321,000","250,890,000","273,542,000","309,970,000","359,255,000","212,897,000","258,859,000","314,044,000","233,124,000","144,052,000","182,108,000","128,781,000","164,146,000","109,856,000","112,930,000","130,117,000","144,585,000","159,551,000","172,028,000","187,448,000","-299,788,000","21,331,000","-234,878,000"
CommonStockEquity,"517,783,000","605,911,000","579,941,000","511,756,000","110,192,000","62,640,000","5,904,000","-36,852,000","-71,557,000","-93,251,000","-153,047,000","-219,367,000","-237,179,000","-196,371,000","-197,295,000","-43,951,000","-18,052,000","9,848,000","-17,579,000","4,870,000","29,637,000","66,716,000","59,458,000","81,381,000","90,935,000","95,125,000","100,458,000","140,283,000","68,162,000","88,552,000","108,150,000","141,831,000","188,943,000","38,225,000","84,209,000","139,416,000","58,523,000","144,052,000","182,108,000","128,781,000","164,146,000","109,856,000","112,930,000","130,117,000","144,585,000","159,551,000","170,740,000","185,919,000","-301,552,000","19,351,000","-235,750,000"
CapitalLeaseObligations,"21,128,000","21,611,000","22,087,000","22,555,000","23,006,000","23,446,000","23,879,000","23,821,000","23,522,000","23,228,000","32,594,000","30,589,000","92,030,000","231,000","171,000","2,465,000","3,359,000","4,077,000","4,411,000","5,097,000","5,522,000","6,309,000","3,666,000","2,649,000","2,700,000","2,937,000","3,393,000","3,162,000","3,445,000","3,723,000","3,996,000","4,262,000","3,998,000","4,273,000","4,542,000","421,000","496,000","569,000","641,000","641,000","706,000","655,000","709,000","769,000","839,000","590,000","673,000","221,000","255,000","220,000","306,000"
NetTangibleAssets,"517,783,000","605,911,000","579,941,000","511,756,000","110,192,000","62,640,000","5,904,000","-36,852,000","-71,557,000","-94,036,000","-153,832,000","-220,152,000","-237,964,000","-197,156,000","-198,080,000","-197,689,000","-175,266,000","-150,842,000","-181,745,000","-161,193,000","-136,847,000","-100,188,000","-123,913,000","-105,203,000","90,935,000","95,125,000","100,458,000","140,283,000","68,162,000","88,552,000","108,150,000","141,831,000","188,943,000","38,225,000","84,209,000","139,416,000","58,523,000","144,052,000","182,108,000","128,781,000","164,146,000","109,856,000","112,930,000","130,117,000","144,585,000","159,551,000","170,740,000","185,919,000","-301,552,000","19,351,000","-235,750,000"
WorkingCapital,"562,698,000","583,527,000","549,680,000","485,898,000","514,643,000","463,666,000","400,416,000","347,580,000","306,348,000","265,923,000","204,843,000","110,124,000","83,263,000","146,911,000","135,966,000","184,558,000","213,391,000","245,569,000","249,564,000","261,514,000","278,960,000","289,050,000","287,499,000","295,143,000","417,588,000","423,740,000","437,999,000","464,860,000","204,063,000","229,189,000","250,024,000","284,134,000","332,805,000","188,088,000","236,125,000","291,814,000","212,952,000","129,502,000","166,770,000","116,962,000","153,982,000","102,433,000","107,918,000","137,538,000","168,520,000","194,649,000","224,958,000","251,414,000","75,011,000","75,857,000","68,934,000"
InvestedCapital,"1,033,417,000","1,060,102,000","1,027,985,000","953,763,000","546,270,000","492,896,000","430,443,000","382,072,000","341,852,000","314,743,000","249,628,000","182,155,000","168,869,000","217,321,000","211,840,000","360,730,000","382,279,000","405,939,000","374,350,000","392,730,000","413,525,000","433,208,000","430,524,000","455,851,000","467,757,000","473,673,000","479,768,000","519,939,000","239,528,000","262,148,000","282,889,000","316,547,000","363,636,000","212,897,000","258,859,000","314,044,000","233,124,000","144,052,000","182,108,000","128,781,000","164,146,000","109,856,000","112,930,000","130,117,000","144,585,000","159,551,000","173,045,000","188,810,000","-298,478,000","22,757,000","-233,935,000"
TangibleBookValue,"517,783,000","605,911,000","579,941,000","511,756,000","110,192,000","62,640,000","5,904,000","-36,852,000","-71,557,000","-94,036,000","-153,832,000","-220,152,000","-237,964,000","-197,156,000","-198,080,000","-197,689,000","-175,266,000","-150,842,000","-181,745,000","-161,193,000","-136,847,000","-100,188,000","-123,913,000","-105,203,000","90,935,000","95,125,000","100,458,000","140,283,000","68,162,000","88,552,000","108,150,000","141,831,000","188,943,000","38,225,000","84,209,000","139,416,000","58,523,000","144,052,000","182,108,000","128,781,000","164,146,000","109,856,000","112,930,000","130,117,000","144,585,000","159,551,000","170,740,000","185,919,000","-301,552,000","19,351,000","-235,750,000"
TotalDebt,"536,762,000","475,802,000","470,131,000","464,562,000","459,084,000","453,702,000","448,418,000","442,745,000","436,931,000","431,222,000","435,269,000","432,111,000","498,078,000","413,923,000","409,306,000","407,146,000","403,690,000","400,168,000","396,340,000","392,957,000","389,410,000","372,801,000","374,732,000","377,119,000","379,522,000","381,485,000","382,703,000","382,818,000","174,811,000","177,319,000","178,735,000","178,978,000","178,691,000","178,945,000","179,192,000","175,049,000","175,097,000","569,000","641,000","641,000","706,000","655,000","709,000","769,000","839,000","590,000","2,978,000","3,112,000","3,329,000","3,626,000","2,121,000"
NetDebt,,,,,,"67,692,000","116,984,000","165,672,000","182,266,000","230,971,000","263,444,000","302,614,000","287,003,000","240,520,000","267,573,000","259,266,000","255,543,000","270,355,000","229,289,000","205,728,000","250,569,000","312,488,000","188,129,000","97,138,000","95,896,000","117,261,000","131,233,000","123,206,000","107,674,000","99,299,000","123,470,000","79,359,000","174,693,000","99,182,000","30,198,000","174,628,000","69,299,000",,,,,,,,,,,"3,112,000",,,
ShareIssued,"155,115,155","162,036,461","163,405,013","162,831,953","161,931,012","160,616,675","160,081,231","159,976,245","159,368,126","157,535,962","156,808,126","156,442,332","155,625,549","154,414,691","153,782,163","152,853,420","151,604,044","150,449,288","149,691,979","149,555,280","148,489,452","147,415,464","145,657,671","145,172,539","144,498,337","143,241,834","142,662,059","142,567,919","142,063,745","140,822,930","139,558,155","139,133,565","138,008,245","121,165,130","120,901,954","120,653,336","108,715,477","107,765,327","107,479,104","107,340,443","106,992,524","100,715,850","100,489,558","100,248,661","99,722,347","99,172,336","98,031,326","97,878,172","94,912,889","94,912,889","94,912,889"
OrdinarySharesNumber,"155,115,155","162,036,461","163,405,013","162,831,953","161,931,012","160,616,675","160,081,231","159,976,245","159,368,126","157,535,962","156,808,126","156,442,332","155,625,549","154,414,691","153,782,163","152,853,420","151,604,044","150,449,288","149,691,979","149,555,280","148,489,452","147,115,464","145,657,671","145,172,539","144,498,337","143,241,834","142,662,059","142,567,919","142,063,745","140,822,930","139,558,155","139,133,565","138,008,245","121,165,130","120,901,954","120,653,336","108,715,477","107,765,327","107,479,104","107,340,443","106,992,524","100,715,850","100,489,558","100,248,661","99,722,347","99,172,336","98,031,326","97,878,172","94,912,889","94,912,889","94,912,889"
TreasurySharesNumber,,,,,,,,,,,,,,,,,,,,,,"300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
