name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
OperatingCashFlow,"1,524,000,000","388,000,000","567,000,000","143,000,000","426,000,000","425,000,000","196,000,000","208,000,000","577,000,000","307,000,000","349,000,000","427,000,000","502,000,000","315,000,000","474,000,000","334,000,000","386,000,000","597,000,000","441,000,000","397,000,000","484,000,000","441,000,000","345,000,000","308,000,000","511,000,000","397,000,000","1,084,652,000","46,936,000","152,059,000","77,353,000","78,629,000","42,794,000","124,371,000","156,388,000","57,302,000","33,739,000","102,014,000","132,153,000","86,008,000","42,909,000","108,220,000","96,804,000","37,304,000","6,090,000","97,334,000","82,134,000","53,459,000","68,060,000","40,457,000","46,123,000","56,972,000","40,966,000","42,209,000","31,960,000","39,835,000","34,693,000","32,470,000","35,305,000","34,640,000","51,604,000","35,219,000","-16,844,000","-6,458,000","29,431,000","2,161,000","21,999,000","49,132,000","15,447,000","11,866,000","4,031,000","44,499,000","-7,948,000","37,333,000","28,849,000","-18,311,000","39,801,000","42,736,000","23,909,000","38,471,000","82,246,000","14,707,000","-3,106,000","77,457,000","46,401,000","35,183,000","-2,093,000","48,991,000","22,295,000","3,958,000","26,074,000","34,300,000","48,200,000","-2,800,000","18,800,000","52,100,000","23,000,000","17,200,000","17,800,000","59,900,000","45,000,000","26,500,000","37,000,000","33,500,000","56,100,000","32,400,000","22,800,000","42,700,000","40,800,000","51,000,000","27,000,000","53,900,000","36,500,000","32,800,000","13,800,000"
	CashFlowFromContinuingOperatingActivities,"1,524,000,000","388,000,000","567,000,000","143,000,000","426,000,000","425,000,000","196,000,000","208,000,000","577,000,000","307,000,000","349,000,000","427,000,000","502,000,000","315,000,000","474,000,000","334,000,000","386,000,000","597,000,000","441,000,000","397,000,000","484,000,000","441,000,000","345,000,000","308,000,000","511,000,000","397,000,000","1,084,652,000","46,936,000","152,059,000","77,353,000","78,629,000","42,794,000","124,371,000","156,388,000","57,302,000","33,739,000","102,014,000","132,153,000","86,008,000","42,909,000","108,220,000","96,804,000","37,304,000","6,090,000","97,334,000","82,134,000","53,459,000","68,060,000","40,457,000","46,123,000","56,972,000","40,966,000","42,209,000","31,960,000","39,835,000","34,693,000","32,470,000","35,305,000","34,640,000","51,604,000","35,219,000","-16,844,000","-68,019,000","29,431,000","2,161,000","21,999,000","49,132,000","15,549,000","11,866,000","4,031,000","44,499,000","-7,948,000","35,183,000","27,624,000","-17,908,000","39,801,000","42,736,000","23,909,000","38,471,000","82,246,000","14,707,000","-3,106,000","77,457,000","46,401,000","35,183,000","-2,093,000","48,991,000","22,295,000","3,958,000","26,074,000","34,300,000","48,200,000","-2,800,000","18,800,000","52,100,000","23,000,000","17,200,000","17,800,000","59,900,000","45,000,000","26,500,000","37,000,000","33,500,000","56,100,000","32,400,000","22,800,000","42,700,000","40,800,000","51,000,000","27,000,000","53,900,000","36,500,000","32,800,000","13,800,000"
		NetIncomeFromContinuingOperations,"749,000,000","427,000,000","134,000,000","104,000,000","84,000,000","321,000,000","152,000,000","81,000,000","76,000,000","230,000,000","216,000,000","139,000,000","105,000,000","216,000,000","116,000,000","134,000,000","110,000,000","238,000,000","-77,000,000","100,000,000","120,000,000","239,000,000","207,000,000","109,000,000","102,000,000","212,000,000","177,913,000","15,632,000","15,846,000","57,609,000","32,307,000","12,504,000","9,303,000","55,465,000","40,419,000","5,157,000","17,934,000","51,807,000","28,838,000","15,775,000","12,012,000","47,076,000","21,288,000",,,"52,044,000",,"16,269,000","10,126,000","16,052,000","6,766,000","21,740,000","13,769,000","12,042,000","8,752,000","21,538,000","11,271,000","6,587,000","8,555,000","20,993,000","9,793,000","5,356,000","-42,175,000","11,799,000","3,000,000","-37,788,000","6,215,000","18,452,000","3,359,000","3,228,000","4,744,000","16,335,000","58,731,000","7,135,000","3,017,000","16,953,000","4,301,000","5,266,000","3,431,000","21,807,000","9,140,000","9,569,000","9,738,000","24,929,000","15,220,000","9,476,000","6,389,000","19,707,000","17,796,000","16,865,000","3,300,000","25,000,000","14,000,000","9,900,000","1,600,000","26,100,000","5,500,000","9,000,000","6,100,000","23,400,000","8,600,000","7,700,000","600,000","17,900,000","8,900,000","11,700,000","6,600,000","26,600,000","7,700,000","9,500,000","2,700,000","25,800,000","6,400,000","13,200,000"
		OperatingGainsLosses,"-155,000,000","-237,000,000","27,000,000","27,000,000","28,000,000","73,000,000","11,000,000","32,000,000","26,000,000","11,000,000","-134,000,000","-11,000,000","-1,000,000","23,000,000","34,000,000","40,000,000","30,000,000","21,000,000","100,000,000","33,000,000","35,000,000","-1,000,000","3,000,000","10,000,000","24,000,000","29,000,000","107,510,000","5,851,000","5,316,000","6,323,000","4,343,000","4,942,000","4,318,000","4,447,000","8,360,000","8,734,000","8,171,000","8,229,000","6,507,000","6,329,000","7,290,000","4,340,000","549,000","4,154,000","9,694,000","7,882,000","25,121,000","-6,661,000","6,092,000","2,819,000","8,870,000","2,173,000","2,069,000","-2,199,000","3,601,000","4,524,000","3,738,000","-8,395,000","20,954,000","1,144,000","-5,123,000","-87,000","-80,048,000","78,884,000","-84,092,000","66,044,000","16,051,000","-15,747,000","1,388,000","3,652,000","20,662,000","-10,643,000","-47,623,000","885,000","-1,091,000","13,916,000","18,003,000","3,270,000","-47,944,000","2,576,000","-2,970,000","-3,573,000","-1,370,000","3,883,000","-7,410,000","310,000","15,119,000","-8,684,000","-16,149,000","-10,207,000","-400,000","-900,000","-700,000","-700,000","-100,000","-400,000","-400,000","-300,000","-300,000","-400,000","-700,000","-900,000","22,000,000","-600,000","-700,000","-800,000","-900,000","-900,000","-800,000","-900,000","2,600,000","2,100,000","2,000,000","2,200,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,"-1,000,000","0","-1,000,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"37,000,000","8,000,000","-12,000,000","15,000,000","26,000,000","57,000,000","-1,000,000","13,000,000","8,000,000","-15,000,000","-20,000,000","-35,000,000","-20,000,000","-1,000,000","16,000,000","10,000,000","4,000,000","-8,000,000","30,000,000","5,000,000","9,000,000","-27,000,000","0","-27,000,000","-6,000,000","29,000,000",,,,,,,,,,,,,,"-3,502,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-259,000,000","-253,000,000","-3,000,000","1,000,000","-4,000,000","-1,000,000","0","-1,000,000","-2,000,000","6,000,000","-2,000,000","1,000,000","-1,000,000","-1,000,000","-2,000,000","-1,000,000","-5,000,000","-2,000,000","43,000,000","0","-1,000,000","-2,000,000","-3,000,000","32,000,000","-3,000,000","-33,000,000",,"-3,407,000","-3,942,000","-2,935,000","-3,493,000","-2,894,000","-3,519,000","-3,388,000","-3,682,000","-3,939,000","-3,871,000","-3,812,000",,,,"-4,487,000",,"-3,804,000","-2,784,000","-2,062,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"43,000,000","8,000,000","18,000,000","11,000,000","6,000,000","17,000,000","22,000,000","20,000,000","20,000,000","20,000,000","23,000,000","23,000,000","20,000,000","25,000,000","30,000,000","31,000,000","31,000,000","31,000,000","28,000,000","28,000,000","28,000,000","28,000,000","6,000,000","38,000,000","33,000,000","33,000,000","87,226,000","9,258,000","9,258,000","9,258,000","7,836,000","7,836,000","7,837,000","7,835,000","12,042,000","12,673,000","12,042,000","12,041,000","9,957,000","9,831,000","11,291,000","8,827,000","8,648,000","10,149,000","10,287,000","9,944,000","8,524,000","7,135,000","7,134,000","6,018,000","5,346,000","5,345,000","3,486,000","8,136,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"956,000,000","261,000,000","186,000,000","259,000,000","250,000,000","247,000,000","226,000,000","216,000,000","263,000,000","269,000,000","266,000,000","256,000,000","240,000,000","236,000,000","221,000,000","246,000,000","230,000,000","222,000,000","225,000,000","215,000,000","215,000,000","216,000,000","103,000,000","249,000,000","255,000,000","246,000,000","670,914,000","41,206,000","39,989,000","43,891,000","39,755,000","36,197,000","37,119,000","40,925,000","43,931,000","51,370,000","46,278,000","50,708,000","46,081,000","46,889,000","43,647,000","47,168,000","59,317,000","39,076,000","35,040,000","36,804,000","31,633,000","28,783,000","27,429,000","27,644,000","25,199,000","26,944,000","23,289,000","24,501,000","18,647,000","22,561,000","20,500,000","20,478,000","3,827,000","25,850,000","26,489,000","14,841,000","16,049,000","21,459,000","22,711,000","12,476,000","-10,497,000","34,385,000","11,500,000","13,439,000","-6,237,000","29,951,000","10,832,000","12,133,000","5,518,000","18,187,000","17,833,000","17,934,000","22,464,000","22,517,000","17,623,000","17,724,000","21,670,000","29,490,000","19,571,000","15,900,000","-329,000","28,978,000","18,927,000","18,492,000",,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationAndAmortization,"956,000,000","261,000,000","186,000,000","259,000,000","250,000,000","247,000,000","226,000,000","216,000,000","263,000,000","269,000,000","266,000,000","256,000,000","240,000,000","236,000,000","221,000,000","246,000,000","230,000,000","222,000,000","225,000,000","215,000,000","215,000,000","216,000,000","103,000,000","249,000,000","255,000,000","246,000,000","670,914,000","41,206,000","39,989,000","43,891,000","39,755,000","36,197,000","37,119,000","40,925,000","43,931,000","51,370,000","46,278,000","50,708,000","46,081,000","46,889,000","43,647,000","47,168,000","59,317,000","39,076,000","35,040,000","36,804,000","31,633,000","28,783,000","27,429,000","27,644,000","25,199,000","26,944,000","23,289,000","24,501,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Depreciation,,,"258,000,000",,,,,,"242,000,000","251,000,000","253,000,000","237,000,000","222,000,000","222,000,000","211,000,000","226,000,000","215,000,000","203,000,000","216,000,000","205,000,000","206,000,000","197,000,000","183,000,000","203,000,000","213,000,000","205,000,000","569,914,000","41,206,000","39,989,000","43,891,000",,"36,197,000","37,119,000","40,925,000",,"51,370,000","46,278,000","50,708,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,"21,000,000","18,000,000","13,000,000","19,000,000","18,000,000","14,000,000","10,000,000","20,000,000","15,000,000","19,000,000","9,000,000","10,000,000","9,000,000","19,000,000","-80,000,000","46,000,000","42,000,000","41,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
