name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,12/31/2016
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,233,178,000","1,278,337,000","766,205,000","788,066,000","832,866,000","888,544,000","917,621,000","936,235,000","958,372,000","1,007,535,000","1,080,079,000","318,248,000","313,432,000","319,775,000","321,665,000","333,016,000","350,926,000","529,587,000","535,547,000","471,439,000"
		LongTermDebtAndCapitalLeaseObligation,"1,060,529,000","1,127,924,000","633,897,000","667,539,000","722,652,000","769,009,000","815,877,000","857,233,000","888,647,000","924,539,000","1,005,928,000","269,787,000","269,320,000","268,857,000","268,383,000","287,907,000","310,435,000","483,225,000","500,018,000","418,528,000"
			LongTermDebt,"1,060,529,000","1,127,924,000","633,897,000","667,539,000","722,652,000","769,009,000","815,877,000","857,233,000","888,647,000","924,539,000","1,005,928,000","269,787,000","269,320,000","268,857,000","268,383,000","287,907,000","310,435,000","483,225,000","500,018,000","418,528,000"
		NonCurrentDeferredLiabilities,"76,176,000","93,932,000","56,914,000","51,022,000","47,411,000","60,255,000","28,117,000","14,785,000","11,134,000","23,791,000","9,522,000","9,286,000","7,575,000","18,931,000","7,153,000","4,409,000","5,582,000","14,727,000","1,378,000","5,638,000"
			NonCurrentDeferredTaxesLiabilities,"76,176,000","63,120,000","56,914,000","51,022,000","47,411,000","37,684,000","28,117,000","14,785,000","11,134,000","5,486,000","9,522,000","9,286,000","7,575,000","6,212,000","7,153,000","4,409,000","5,582,000","4,068,000","1,378,000",
		TradeandOtherPayablesNonCurrent,,,,,,,,,,"118,700,000","102,800,000","6,017,000","5,921,000","5,838,000","5,788,000","10,133,000","9,997,000","9,856,000","9,985,000","17,267,000"
		EmployeeBenefits,"43,388,000","53,905,000","44,536,000","38,885,000","34,892,000","47,278,000","40,859,000","33,944,000","33,544,000","54,842,000","44,629,000","21,559,000","19,901,000","30,228,000","30,326,000","23,771,000","21,031,000","29,305,000","22,500,000","40,539,000"
		OtherNonCurrentLiabilities,"53,085,000","2,576,000","30,858,000","30,620,000","27,911,000","12,002,000","32,768,000","30,273,000","25,047,000","4,363,000","20,000,000","17,616,000","16,636,000","1,759,000","15,803,000","16,929,000","13,878,000","2,330,000","11,651,000","6,734,000"
TotalEquityGrossMinorityInterest,"986,274,000","929,927,000","867,667,000","816,156,000","765,376,000","707,541,000","659,557,000","614,840,000","581,080,000","537,871,000","506,685,000","486,951,000","470,165,000","455,548,000","441,894,000","420,739,000","398,826,000","231,183,000","219,255,000","330,998,000"
	StockholdersEquity,"986,274,000","929,927,000","867,667,000","816,156,000","765,376,000","707,541,000","659,557,000","614,840,000","581,080,000","537,871,000","506,685,000","486,951,000","470,165,000","455,548,000","441,894,000","420,739,000","398,826,000","231,183,000","219,255,000","330,998,000"
		CapitalStock,"779,000","772,000","764,000","756,000","752,000","742,000","737,000","732,000","730,000","720,000","715,000","709,000","707,000","706,000","704,000","700,000","700,000","572,000","551,000","548,000"
			CommonStock,"779,000","772,000","764,000","756,000","752,000","742,000","737,000","732,000","730,000","720,000","715,000","709,000","707,000","706,000","704,000","700,000","700,000","572,000","551,000","548,000"
		AdditionalPaidInCapital,"678,812,000","673,572,000","665,898,000","659,920,000","653,973,000","647,602,000","641,467,000","636,386,000","632,468,000","624,766,000","617,469,000","610,685,000","606,181,000","604,401,000","599,875,000","595,191,000","591,038,000","435,334,000","433,227,000","421,764,000"
		RetainedEarnings,"456,466,000","402,811,000","344,748,000","281,344,000","220,302,000","161,581,000","111,404,000","60,141,000","18,860,000","-34,705,000","-68,853,000","-90,926,000","-105,285,000","-119,709,000","-133,487,000","-153,580,000","-172,111,000","-183,888,000","-193,677,000","-74,532,000"
		TreasuryStock,"171,954,000","153,200,000","145,314,000","126,215,000","112,962,000","94,924,000","85,064,000","74,016,000","66,091,000","52,910,000","42,601,000","33,497,000","31,426,000","29,764,000","25,261,000","21,619,000","20,899,000","20,899,000","20,749,000","16,245,000"
		GainsLossesNotAffectingRetainedEarnings,"22,171,000","5,972,000","1,571,000","351,000","3,311,000","-7,460,000","-8,987,000","-8,403,000","-4,887,000","0","-45,000","-20,000","-12,000","-86,000","63,000","47,000","98,000","64,000","-97,000","-537,000"
TotalCapitalization,"2,046,803,000","2,057,851,000","1,501,564,000","1,483,695,000","1,488,028,000","1,476,550,000","1,475,434,000","1,472,073,000","1,469,727,000","1,462,410,000","1,512,613,000","756,738,000","739,485,000","724,405,000","710,277,000","708,646,000","709,261,000","714,408,000","719,273,000","749,526,000"
CommonStockEquity,"986,274,000","929,927,000","867,667,000","816,156,000","765,376,000","707,541,000","659,557,000","614,840,000","581,080,000","537,871,000","506,685,000","486,951,000","470,165,000","455,548,000","441,894,000","420,739,000","398,826,000","231,183,000","219,255,000","330,998,000"
NetTangibleAssets,"-1,336,671,000","-1,401,675,000","-691,318,000","-745,513,000","-799,463,000","-859,850,000","-910,956,000","-958,795,000","-995,975,000","-1,042,350,000","-1,083,191,000","-175,535,000","-196,972,000","-216,239,000","-234,545,000","-260,499,000","-287,607,000","-460,925,000","-478,529,000","-387,459,000"
WorkingCapital,"-212,963,000","-190,990,000","16,331,000","-15,317,000","-22,342,000","-16,714,000","-35,998,000","-60,524,000","-70,862,000","-70,066,000","-34,863,000","107,353,000","82,545,000","72,688,000","55,412,000","42,341,000","35,768,000","43,104,000","33,331,000","56,530,000"
InvestedCapital,"2,046,803,000","2,057,851,000","1,501,564,000","1,483,695,000","1,488,028,000","1,476,550,000","1,475,434,000","1,472,073,000","1,469,727,000","1,462,410,000","1,512,613,000","756,738,000","739,485,000","724,405,000","710,277,000","708,646,000","709,261,000","714,408,000","719,273,000","749,526,000"
TangibleBookValue,"-1,336,671,000","-1,401,675,000","-691,318,000","-745,513,000","-799,463,000","-859,850,000","-910,956,000","-958,795,000","-995,975,000","-1,042,350,000","-1,083,191,000","-175,535,000","-196,972,000","-216,239,000","-234,545,000","-260,499,000","-287,607,000","-460,925,000","-478,529,000","-387,459,000"
TotalDebt,"1,060,529,000","1,127,924,000","633,897,000","667,539,000","722,652,000","769,009,000","815,877,000","857,233,000","888,647,000","924,539,000","1,005,928,000","269,787,000","269,320,000","268,857,000","268,383,000","287,907,000","310,435,000","483,225,000","500,018,000","418,528,000"
NetDebt,"1,021,979,000","1,058,391,000","569,157,000","635,917,000","692,266,000","746,265,000","759,593,000","802,049,000","851,517,000","887,418,000","926,965,000","246,377,000","203,059,000","217,366,000","243,244,000","272,745,000","298,139,000","470,304,000","488,483,000","402,087,000"
ShareIssued,"77,947,578","77,242,372","72,078,731","71,578,464","71,357,656","70,724,848","70,515,614","70,077,719","69,945,040","69,381,284","69,089,794","68,649,411","68,501,393","68,418,261","68,279,897","67,967,298","70,015,157","57,182,730","55,118,673","55,118,673"
OrdinarySharesNumber,"68,789,615","68,662,779","68,132,544","67,820,802","67,888,124","67,541,866","67,604,212","67,695,666","68,019,855","67,696,129","67,697,369","67,556,882","67,522,161","67,561,986","67,922,200","67,901,186","67,951,100","55,118,673","55,118,673","55,118,673"
TreasurySharesNumber,"9,157,963","8,579,593","8,360,353","7,778,785","7,331,239","6,613,739","6,146,012","5,525,702","5,026,127","4,341,037","3,792,762","3,276,366","3,155,320","3,003,255","2,504,677","2,130,169","2,064,057","2,064,057",,
