name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
TotalRevenue,"205,000","61,000","51,000","49,000","44,000","38,345,000","0","0","0","0","0","0","0","0","0","0","0","0",
	OperatingRevenue,"205,000","61,000","51,000","49,000","44,000","38,345,000","0","0","0","0","0","0","0","0","0","0","0","0",
OperatingExpense,"302,788,000","80,053,000","73,944,000","77,719,000","71,073,000","71,546,000","69,362,000","68,040,000","63,158,000","57,683,000","64,575,000","55,011,000","45,961,000","36,461,000","33,046,000","22,187,000","135,012,000","2,597,000","2,000"
	SellingGeneralAndAdministration,"77,639,000","19,897,000","19,961,000","18,999,000","18,783,000","16,363,000","17,134,000","16,619,000","15,862,000","15,641,000","15,212,000","15,016,000","14,187,000","13,058,000","14,542,000","11,317,000","12,526,000","2,597,000","2,000"
		GeneralAndAdministrativeExpense,"77,639,000","19,897,000","19,961,000","18,999,000","18,783,000","16,363,000","17,134,000","16,619,000","15,862,000","15,641,000","15,212,000","15,016,000","14,187,000","13,058,000","14,542,000","11,317,000","12,526,000","2,597,000",
			OtherGandA,"77,639,000","19,897,000","19,961,000","18,999,000","18,783,000","16,363,000","17,134,000","16,619,000","15,862,000","15,641,000","15,212,000","15,016,000","14,187,000","13,058,000","14,542,000","11,317,000","12,526,000","2,597,000","2,000"
	ResearchAndDevelopment,"225,149,000","60,156,000","53,983,000","58,720,000","52,290,000","55,183,000","52,228,000","51,421,000","47,296,000","42,042,000","49,363,000","39,995,000","31,774,000","23,403,000","18,504,000","10,870,000","122,486,000","0","0"
OperatingIncome,"-302,583,000","-79,992,000","-73,893,000","-77,670,000","-71,029,000","-33,201,000","-69,362,000","-68,040,000","-63,158,000","-57,683,000","-64,575,000","-55,011,000","-45,961,000","-36,461,000","-33,046,000","-22,187,000","-135,012,000","-2,597,000","-2,000"
NetNonOperatingInterestIncomeExpense,"1,695,000","492,000","186,000","393,000","624,000","511,000","1,558,000","2,005,000","2,340,000","3,261,000","3,658,000","4,309,000","4,559,000","4,825,000","4,216,000","-1,895,000","110,000","0","0"
	InterestIncomeNonOperating,"1,695,000","492,000","186,000","393,000","624,000","511,000","1,558,000","2,005,000","2,340,000","3,261,000","3,658,000","4,309,000","4,559,000","4,825,000","4,216,000","1,463,000","110,000","0","0"
	InterestExpenseNonOperating,,,,,,,,,,,"0","0",,,"0","3,358,000",,,
	TotalOtherFinanceCost,,,,,,,,,,"-3,261,000",,,"-4,559,000",,,,"-110,000",,
OtherIncomeExpense,"-2,952,000","-350,000","-1,161,000","-909,000","-531,000","-325,000","-766,000","-162,000","-156,000","-58,000","-268,000",,,,"-1,796,000","-19,415,000",,,
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,"-1,796,000","-19,415,000",,,
	OtherNonOperatingIncomeExpenses,"-2,952,000","-350,000","-1,161,000","-909,000","-531,000","-325,000","-766,000","-162,000","-156,000","-58,000","-268,000",,,,"-1,796,000","-19,415,000",,,
PretaxIncome,"-303,840,000","-79,850,000","-74,868,000","-78,186,000","-70,936,000","-33,015,000","-68,570,000","-66,197,000","-60,974,000","-54,480,000","-61,185,000","-50,702,000","-41,402,000","-31,636,000","-30,626,000","-43,497,000","-134,902,000","-2,597,000","-2,000"
TaxProvision,,,,,,,"0","0","0","0","-155,000","33,000","-159,000","-50,000","-117,000",,"0","0",
NetIncomeCommonStockholders,"-303,840,000","-79,850,000","-74,868,000","-78,186,000","-70,936,000","-33,015,000","-68,570,000","-66,197,000","-60,974,000","-54,480,000","-61,030,000","-50,735,000","-41,243,000","-31,586,000","-30,509,000","-43,497,000","-134,902,000","-2,597,000","-2,000"
	NetIncome,"-303,840,000","-79,850,000","-74,868,000","-78,186,000","-70,936,000","-33,015,000","-68,570,000","-66,197,000","-60,974,000","-54,480,000","-61,030,000","-50,735,000","-41,243,000","-31,586,000","-30,509,000","-43,497,000","-134,902,000","-2,597,000","-2,000"
		NetIncomeIncludingNoncontrollingInterests,"-303,840,000","-79,850,000","-74,868,000","-78,186,000","-70,936,000","-33,015,000","-68,570,000","-66,197,000","-60,974,000","-54,480,000","-61,030,000","-50,735,000","-41,243,000","-31,586,000","-30,509,000","-43,497,000","-134,902,000","-2,597,000","-2,000"
			NetIncomeContinuousOperations,"-303,840,000","-79,850,000","-74,868,000","-78,186,000","-70,936,000","-33,015,000","-68,570,000","-66,197,000","-60,974,000","-54,480,000","-61,030,000","-50,735,000","-41,243,000","-31,586,000","-30,509,000","-43,497,000","-134,902,000","-2,597,000","-2,000"
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,"756,000","1,099,000",,,"0","0",
DilutedNIAvailtoComStockholders,"-303,840,000","-79,850,000","-74,868,000","-78,186,000","-70,936,000","-33,015,000","-68,570,000","-66,197,000","-60,974,000","-54,480,000","-61,030,000","-50,735,000","-41,243,000","-31,586,000","-30,509,000","-43,497,000","-134,902,000","-2,597,000","-2,000"
BasicEPS,,"-0.56","-0.54","-0.57","-0.53","-0.25","-0.53","-0.52","-0.53","-0.5","-0.58","-0.5","-0.41","-0.32","-0.37","-0.383","-1.187","-0.059","-0"
DilutedEPS,,"-0.56","-0.54","-0.57","-0.53","-0.25","-0.53","-0.52","-0.53","-0.5","-0.58","-0.5","-0.41","-0.32","-0.37","-0.383","-1.187","-0.059","-0"
BasicAverageShares,,"141,356,306","139,173,761","137,025,698","134,826,805","132,165,014","129,835,293","127,140,755","115,377,210","108,963,522","104,800,502","102,186,644","99,846,946","97,315,890","82,064,497","113,688,982","113,688,982","44,011,274","44,011,274"
