name,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988,08/31/1988,08/31/1987,08/31/1986,08/31/1985
			GrossPPE,"690,218,000","679,161,000","667,844,000","1,541,649,000","647,086,000","640,347,000","640,752,000","1,464,296,000","628,969,000","629,179,000","622,133,000","1,346,579,000","1,330,743,000","1,306,115,000","1,326,047,000","1,311,407,000","1,298,086,000","1,274,044,000","1,239,831,000","1,227,440,000","1,258,094,000","1,242,144,000","1,215,402,000","1,201,113,000","1,182,170,000","1,162,652,000",,"1,132,122,000","1,127,618,000","1,097,902,000","1,081,412,000","1,072,999,000","1,062,689,000","1,039,347,000","1,023,675,000","1,003,843,000","988,517,000","965,676,000","945,167,000","922,212,000","911,254,000","894,022,000","875,316,000","870,030,000","863,713,000","857,031,000","837,421,000","825,260,000","816,666,000","813,331,000","805,502,000","790,593,000","787,031,000","764,167,000","751,614,000","744,880,000","730,876,000","717,930,000","697,750,000","681,300,000","675,752,000","659,557,000","648,546,000","638,453,000","628,503,000","624,321,000","614,178,000","604,934,000","603,807,000","593,937,000","578,730,000","568,802,000","567,047,000","563,488,000","556,760,000","526,388,000","527,768,000","517,481,000","509,153,000","498,617,000","490,005,000","481,932,000","475,181,000","480,847,000","474,552,000","468,454,000","459,693,000","454,037,000","449,478,000","436,199,000","426,800,000","415,100,000","405,800,000","389,900,000","364,900,000","358,300,000","352,400,000","339,500,000","328,700,000","316,800,000","306,300,000","293,200,000","282,200,000","273,300,000","270,700,000","263,100,000","255,300,000","249,500,000","245,100,000","239,200,000","234,800,000","227,600,000","221,100,000","212,600,000","208,300,000","201,400,000","201,100,000","195,400,000","192,600,000","191,200,000","191,500,000","187,800,000","186,200,000","179,700,000","175,700,000","169,700,000","163,600,000","159,000,000","152,600,000","146,100,000","141,400,000","137,700,000","136,000,000","132,400,000","129,600,000","128,300,000","118,300,000","66,900,000","58,900,000"
				Properties,,,,"618,910,000",,,,"558,277,000",,,,"527,419,000",,,,"496,966,000",,,,"467,050,000",,,,"432,716,000",,,,"402,781,000","400,236,000","397,004,000","395,459,000","393,584,000","391,067,000","386,513,000","385,031,000","376,222,000","373,530,000","369,819,000","365,575,000","355,568,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"350,698,000","349,672,000","345,020,000","346,738,000","345,215,000","343,417,000","338,101,000","334,037,000","329,022,000","328,950,000","327,586,000","325,034,000","322,662,000","314,784,000","312,641,000","314,370,000","304,706,000","300,698,000","291,485,000","286,255,000","281,644,000","276,966,000","274,080,000","269,696,000","265,456,000","265,182,000","263,058,000","260,515,000","255,957,000","253,017,000","243,704,000","240,018,000","238,281,000","236,415,000","234,483,000","221,487,000","218,576,000","214,889,000","214,182,000","208,000,000","203,268,000","201,839,000","199,733,000","199,084,000","199,567,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,,,"880,624,000",,,,"863,309,000",,,,"819,160,000",,,,"814,441,000",,,,"760,390,000",,,,"768,397,000",,,,"729,341,000","727,382,000","700,898,000","685,953,000","679,415,000","671,622,000","652,834,000","638,644,000","627,621,000","614,987,000","595,857,000","579,592,000","566,644,000","560,556,000","544,350,000","530,296,000","523,292,000","518,498,000","513,614,000","499,320,000","491,223,000","487,644,000","484,381,000","477,916,000","465,559,000","464,369,000","449,383,000","438,973,000","430,510,000","426,170,000","417,232,000","406,265,000","395,045,000","394,108,000","382,591,000","374,466,000","368,757,000","363,047,000","359,139,000","351,120,000","344,419,000","347,850,000","340,920,000","335,026,000","328,784,000","328,766,000","327,073,000","255,286,000","304,901,000","309,192,000","302,592,000","294,971,000","290,617,000","225,868,000","280,093,000","275,448,000","224,143,000","217,355,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"690,218,000","679,161,000","667,844,000","42,115,000","647,086,000","640,347,000","640,752,000","42,710,000","628,969,000","629,179,000","622,133,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,991,000",,,,,,"60,869,000",,,"57,620,000","57,630,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,,,"-881,815,000",,,,"-839,116,000",,,,"-772,070,000","-765,028,000","-751,928,000","-767,605,000","-751,831,000","-738,068,000","-730,702,000","-715,701,000","-702,325,000","-689,859,000","-691,091,000","-674,102,000","-661,295,000","-649,289,000","-641,328,000",,"-618,269,000","-612,137,000","-602,732,000","-595,583,000","-586,717,000","-577,034,000","-568,539,000","-557,668,000","-546,157,000","-539,994,000","-532,500,000","-522,094,000","-510,008,000","-501,206,000","-493,313,000","-483,114,000","-474,963,000","-469,372,000","-467,808,000","-456,052,000","-444,061,000","-435,616,000","-427,537,000","-418,113,000","-407,823,000","-401,099,000","-387,103,000","-379,799,000","-376,319,000","-375,060,000","-366,316,000","-356,661,000","-347,233,000","-342,321,000","-334,708,000","-327,729,000","-319,550,000","-316,717,000","-314,678,000","-307,542,000","-299,983,000","-300,653,000","-294,141,000","-288,409,000","-280,012,000","-275,347,000","-269,476,000","-261,097,000","-251,806,000","-254,668,000","-246,433,000","-238,759,000","-229,621,000","-221,723,000","-214,445,000","-211,660,000","-215,154,000","-208,949,000","-202,749,000","-196,998,000","-191,704,000","-188,930,000","-184,355,000","-179,500,000","-172,900,000","-168,700,000","-161,500,000","-152,100,000","-147,300,000","-143,000,000","-137,600,000","-133,200,000","-128,500,000","-124,300,000","-120,900,000","-117,500,000","-113,200,000","-111,400,000","-108,600,000","-105,100,000","-101,400,000","-101,600,000","-97,800,000","-94,500,000","-89,600,000","-85,700,000","-81,800,000","-78,300,000","-75,600,000","-78,200,000","-76,100,000","-73,300,000","-70,500,000","-71,500,000","-70,200,000","-68,800,000","-66,200,000","-63,600,000","-61,000,000","-58,600,000","-56,400,000","-54,300,000","-52,300,000","-50,500,000","-48,300,000","-46,500,000","-45,000,000","-42,900,000","-40,900,000","-32,200,000","-26,000,000","-22,200,000"
		GoodwillAndOtherIntangibleAssets,"544,439,000","547,939,000","512,121,000","514,176,000","515,672,000","514,653,000","510,031,000","510,380,000","511,517,000","513,066,000","512,057,000","473,898,000","474,333,000","474,943,000","464,832,000","468,326,000","469,276,000","461,902,000","446,560,000","447,854,000","449,137,000","447,660,000","448,992,000","359,305,000","358,823,000","348,635,000","351,030,000","353,182,000","353,986,000","352,358,000","351,901,000","345,125,000","345,486,000","347,426,000","349,681,000","351,707,000","332,596,000","334,775,000","336,164,000","338,668,000","340,870,000","343,637,000","346,051,000","349,154,000","339,964,000","340,169,000","275,561,000","330,894,000","273,020,000","270,806,000","270,831,000","264,609,000","264,367,000","264,001,000","324,621,000","326,286,000","321,509,000","312,974,000","314,609,000","286,430,000","287,375,000","276,450,000","275,719,000","275,511,000","271,436,000","253,702,000","243,305,000","244,274,000","242,331,000","244,062,000","238,635,000","238,558,000","237,050,000","242,152,000","238,140,000","83,132,000","83,554,000","84,739,000","85,601,000","84,694,000","77,738,000","77,977,000","79,286,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,000,000",,"25,300,000","26,000,000","27,100,000",,"26,600,000","26,000,000","26,800,000","27,500,000","28,500,000","29,200,000","29,900,000",,,,
			Goodwill,"456,810,000","457,718,000","429,454,000","429,538,000","429,762,000","429,511,000","424,881,000","424,844,000","424,588,000","424,711,000","424,545,000","401,178,000","399,146,000","397,336,000","397,296,000","397,422,000","396,801,000","389,465,000","377,104,000","376,110,000","373,296,000","371,773,000","367,663,000","320,641,000","320,247,000","313,033,000","313,062,000","313,133,000","313,670,000","310,909,000","309,578,000","303,648,000","302,627,000","302,518,000","302,668,000","302,363,000","288,620,000","288,674,000","288,158,000","288,137,000","287,982,000","288,119,000","287,910,000","288,249,000","280,844,000","280,599,000","273,316,000","271,857,000","270,272,000","267,811,000","265,978,000","261,171,000","260,588,000","259,880,000","259,091,000","258,836,000","252,428,000","245,901,000","245,500,000","224,366,000","224,417,000","214,819,000","212,923,000","211,489,000","208,841,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"87,629,000","90,221,000","82,667,000","84,638,000","85,910,000","85,142,000","85,150,000","85,536,000","86,929,000","88,355,000","87,512,000","72,720,000","75,187,000","77,607,000","67,536,000","70,904,000","72,475,000","72,437,000","69,456,000","71,744,000","75,841,000","75,887,000","81,329,000","38,664,000","38,576,000","35,602,000","37,968,000","40,049,000","40,316,000","41,449,000","42,323,000","41,477,000","42,859,000","44,908,000","47,013,000","49,344,000","43,976,000","46,101,000","48,006,000","50,531,000","52,888,000","55,518,000","58,141,000","60,905,000","59,120,000","59,570,000","2,245,000","59,037,000","2,748,000","2,995,000","4,853,000","3,438,000","3,779,000","4,121,000","65,530,000","67,450,000","69,081,000","67,073,000","69,109,000","62,064,000","62,958,000","61,631,000","62,796,000","64,022,000","62,595,000","253,702,000","243,305,000","244,274,000","242,331,000","244,062,000","238,635,000","238,558,000","237,050,000","242,152,000","238,140,000","83,132,000","83,554,000","84,739,000","85,601,000","84,694,000","77,738,000","77,977,000","79,286,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,000,000",,"25,300,000","26,000,000","27,100,000",,"26,600,000","26,000,000","26,800,000","27,500,000","28,500,000","29,200,000","29,900,000",,,,
		NonCurrentDeferredAssets,"535,000","565,000","561,000","580,000","553,000","543,000","522,000","522,000","458,000","475,000","474,000","448,000","421,000","433,000","423,000","425,000","398,000","418,000","407,000","394,000","347,000","338,000","338,000","97,000","0",,"1,453,000","1,475,000","1,237,000","1,235,000","1,334,000","1,403,000","1,387,000","1,362,000","1,417,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"535,000","565,000","561,000","580,000","553,000","543,000","522,000","522,000","458,000","475,000","474,000","448,000","421,000","433,000","423,000","425,000","398,000","418,000","407,000","394,000","347,000","338,000","338,000","97,000","0",,"1,453,000","1,475,000","1,237,000","1,235,000","1,334,000","1,403,000","1,387,000","1,362,000","1,417,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"106,750,000","106,064,000","105,341,000","102,683,000","102,463,000","96,751,000","96,031,000","93,611,000","86,817,000","86,320,000","86,464,000","84,674,000","78,977,000","75,447,000","74,048,000","30,259,000","29,326,000","30,568,000","31,013,000","31,539,000","29,242,000","29,250,000","29,914,000","25,173,000","3,388,000","2,978,000","3,076,000","2,904,000","3,070,000","2,418,000","2,310,000","2,061,000","2,271,000","2,270,000","2,325,000","2,658,000","2,428,000","2,412,000","2,596,000","1,982,000","2,178,000","2,246,000","2,247,000","2,109,000","2,190,000","2,197,000","58,070,000","2,178,000","59,407,000","60,042,000","60,600,000","59,032,000","60,566,000","61,898,000","2,576,000","2,715,000","4,925,000","3,739,000","3,517,000","3,746,000","7,487,000","6,527,000","6,459,000","6,375,000","3,607,000","4,732,000","8,994,000","4,575,000","3,812,000","3,101,000","4,289,000","3,353,000","2,319,000","2,003,000","4,164,000","1,036,000",,,,"1,056,000","5,196,000","5,846,000","5,660,000","85,722,000","84,888,000","86,912,000","89,294,000","89,512,000","91,104,000","87,481,000","88,700,000","85,700,000","79,600,000","80,500,000","56,200,000","50,300,000","50,000,000","48,300,000","48,700,000","48,200,000","48,700,000","46,000,000","45,600,000","47,100,000","43,500,000","44,000,000","36,900,000","36,000,000","36,900,000","37,300,000","36,100,000","31,900,000","29,200,000","29,200,000","29,200,000","26,600,000","27,400,000","27,800,000","28,500,000","29,400,000","29,900,000","30,400,000","1,400,000","26,000,000","1,500,000","1,500,000","1,200,000","28,200,000","1,200,000","1,500,000","1,100,000","1,000,000","800,000","800,000","900,000","31,600,000","35,200,000","6,400,000","6,000,000"
TotalLiabilitiesNetMinorityInterest,"506,813,000","513,621,000","502,612,000","508,113,000","490,722,000","474,648,000","460,808,000","457,898,000","445,173,000","451,424,000","447,577,000","406,090,000","371,605,000","373,316,000","367,660,000","378,419,000","348,622,000","346,333,000","359,222,000","365,936,000","344,151,000","344,151,000","335,013,000","337,226,000","301,415,000","294,123,000","308,746,000","291,029,000","300,893,000","305,104,000","294,839,000","289,702,000","254,067,000","272,932,000","282,001,000","360,027,000","352,926,000","348,724,000","371,448,000","343,609,000","335,360,000","328,848,000","341,446,000","343,578,000","396,300,000","390,064,000","396,871,000","384,245,000","384,180,000","381,237,000","401,362,000","381,750,000","381,957,000","404,473,000","431,099,000","424,897,000","417,973,000","419,598,000","422,420,000","377,137,000","385,314,000","378,892,000","381,930,000","377,157,000","363,854,000","348,688,000","340,165,000","335,963,000","336,072,000","339,693,000","336,645,000","333,073,000","359,556,000","371,809,000","384,483,000","179,207,000","188,083,000","192,308,000","187,379,000","185,095,000","189,573,000","195,636,000","205,205,000","206,268,000","220,924,000","225,997,000","230,974,000","228,978,000","226,006,000","218,200,000","217,100,000","208,200,000","192,000,000","184,000,000","137,900,000","129,700,000","136,800,000","129,600,000","128,600,000","122,400,000","126,200,000","119,000,000","113,000,000","111,300,000","113,900,000","114,600,000","105,300,000","104,100,000","106,600,000","107,900,000","111,100,000","100,700,000","97,500,000","93,200,000","91,900,000","86,400,000","86,500,000","87,400,000","89,900,000","94,800,000","99,800,000","99,800,000","102,800,000","98,500,000","98,800,000","99,400,000","97,800,000","95,700,000","96,300,000","91,800,000","95,600,000","92,200,000","91,600,000","95,100,000","99,100,000","101,900,000","105,600,000","43,500,000","27,400,000"
	CurrentLiabilities,"246,721,000","250,051,000","246,013,000","254,670,000","238,284,000","226,131,000","211,692,000","210,096,000","196,234,000","201,395,000","197,632,000","189,844,000","174,273,000","180,182,000","176,699,000","198,461,000","179,738,000","175,484,000","168,000,000","177,848,000","159,539,000","160,035,000","151,078,000","152,635,000","169,641,000","163,532,000","200,352,000","184,111,000","188,905,000","193,689,000","193,698,000","191,041,000","154,493,000","173,427,000","183,795,000","258,889,000","253,350,000","249,614,000","272,659,000","145,525,000","141,881,000","135,504,000","148,731,000","152,827,000","187,297,000","210,621,000","217,512,000","210,895,000","156,479,000","153,536,000","173,648,000","154,067,000","163,759,000","148,844,000","161,107,000","150,881,000","141,894,000","150,212,000","148,558,000","132,119,000","127,658,000","130,531,000","135,903,000","127,237,000","118,028,000","113,388,000","126,863,000","117,937,000","115,872,000","118,176,000","123,397,000","113,175,000","115,580,000","105,550,000","112,805,000","86,945,000","92,058,000","95,133,000","90,116,000","74,401,000","79,276,000","89,634,000","88,685,000","89,512,000","87,164,000","88,583,000","88,459,000","82,203,000","83,888,000","83,112,000","82,000,000","76,300,000","73,000,000","76,100,000","74,500,000","65,500,000","65,400,000","69,000,000","69,500,000","65,500,000","66,300,000","63,600,000","62,300,000","56,600,000","57,300,000","58,600,000","62,200,000","57,100,000","56,300,000","56,200,000","56,300,000","52,300,000","50,600,000","43,900,000","51,700,000","47,500,000","46,900,000","41,100,000","43,200,000","40,600,000","45,900,000","42,900,000","41,200,000","39,200,000","36,300,000","34,600,000","35,600,000","33,600,000","34,300,000","30,100,000","34,000,000","30,700,000","30,600,000","29,500,000","32,800,000","29,200,000","31,600,000","18,000,000","16,600,000"
		PayablesAndAccruedExpenses,"232,722,000","236,260,000","232,572,000","241,677,000","225,282,000","213,348,000","198,961,000","197,527,000","184,043,000","189,140,000","185,619,000","189,844,000","174,273,000","180,182,000","176,699,000","198,461,000","179,738,000","175,484,000","168,000,000","176,368,000","159,539,000","160,035,000","151,078,000","150,391,000","169,641,000","163,255,000","166,045,000","163,848,000","162,538,000","165,088,000","156,120,000","159,995,000","132,437,000","150,307,000","173,314,000","141,215,000","142,634,000","138,928,000","163,812,000","140,995,000","137,389,000","130,939,000","137,261,000","99,858,000","137,075,000","130,250,000","136,762,000","129,735,000","150,720,000","147,478,000","167,126,000","147,620,000","145,918,000","143,785,000","156,916,000","146,659,000","141,804,000","149,925,000","148,174,000","131,580,000","127,100,000","129,876,000","135,220,000","126,624,000","117,401,000","112,776,000","126,259,000","116,853,000","114,868,000","116,981,000","122,023,000","112,189,000","111,763,000","104,108,000","103,510,000","84,348,000","88,882,000","90,734,000","84,092,000","70,343,000","73,657,000","86,914,000","85,730,000","74,576,000","70,983,000","18,359,000","19,543,000","19,718,000","16,692,000","18,125,000","18,300,000","17,700,000","16,500,000","18,600,000","17,900,000","14,100,000","13,900,000","14,100,000","12,000,000","13,100,000","13,100,000","14,400,000","13,100,000","11,700,000","13,300,000","13,100,000","13,400,000","13,000,000","11,000,000","11,200,000","11,900,000","12,200,000","10,500,000","7,800,000","12,300,000","10,600,000","9,600,000","8,600,000","8,400,000","8,900,000","8,500,000","8,700,000","11,500,000","10,300,000","9,100,000","9,500,000","10,100,000","10,300,000","9,800,000","9,000,000","11,700,000","8,200,000","8,000,000","8,700,000","8,900,000",,,,
			Payables,"80,341,000","84,517,000","77,919,000","82,099,000","69,553,000","61,177,000","60,268,000","64,562,000","57,701,000","71,172,000","71,416,000","78,123,000","68,562,000","71,608,000","71,987,000","74,236,000","70,730,000","58,747,000","63,901,000","64,691,000","53,070,000","55,250,000","56,876,000","50,884,000","49,216,000","50,652,000","58,654,000","50,826,000","56,542,000","57,241,000","59,548,000","59,177,000","42,724,000","58,406,000","85,794,000","54,221,000","56,993,000","54,676,000","83,687,000","60,520,000","61,061,000","54,198,000","61,753,000","56,064,000","50,544,000","44,081,000","51,681,000","45,931,000","45,464,000","39,469,000","60,995,000","43,617,000","42,797,000","46,330,000","52,820,000","54,822,000","48,139,000","51,189,000","52,531,000","45,297,000","41,358,000","42,042,000","43,080,000","43,003,000","40,365,000","36,673,000","41,491,000","36,720,000","36,617,000","36,770,000","35,434,000","33,754,000","40,369,000","30,859,000","31,982,000","30,678,000","31,476,000","34,364,000","28,703,000","17,012,000","14,555,000","16,907,000","16,622,000","19,334,000","13,070,000","18,359,000","19,543,000","19,718,000","16,692,000","18,125,000","18,300,000","17,700,000","16,500,000","18,600,000","17,900,000","14,100,000","13,900,000","14,100,000","12,000,000","13,100,000","13,100,000","14,400,000","13,100,000","11,700,000","13,300,000","13,100,000","13,400,000","13,000,000","11,000,000","11,200,000","11,900,000","12,200,000","10,500,000","7,800,000","12,300,000","10,600,000","9,600,000","8,600,000","8,400,000","8,900,000","8,500,000","8,700,000","11,500,000","10,300,000","9,100,000","9,500,000","10,100,000","10,300,000","9,800,000","9,000,000","11,700,000","8,200,000","8,000,000","8,700,000","8,900,000",,,,
				AccountsPayable,"80,341,000","84,517,000","77,919,000","81,356,000","69,553,000","61,177,000","60,268,000","64,035,000","57,701,000","71,172,000","71,416,000","77,918,000","66,993,000","69,596,000","71,987,000","73,500,000","70,730,000","58,747,000","63,901,000","64,691,000","53,070,000","55,250,000","49,255,000","50,884,000","49,216,000","50,652,000","58,654,000","50,826,000","56,542,000","57,241,000","59,548,000","59,177,000","42,724,000","58,406,000","60,771,000","54,221,000","55,531,000","49,055,000","63,545,000","52,340,000","58,492,000","54,198,000","59,230,000","56,064,000","50,544,000","44,081,000","48,735,000","45,931,000","42,205,000","39,469,000","46,566,000","41,180,000","36,367,000","40,955,000","52,820,000","54,822,000","48,139,000","51,189,000","52,531,000","45,297,000","41,358,000","42,042,000","43,080,000","43,003,000","40,365,000","36,673,000","41,491,000","36,720,000","36,617,000","36,770,000","35,434,000","33,754,000","40,369,000","30,859,000","31,982,000","30,678,000","31,476,000","34,364,000","28,703,000","17,012,000","14,555,000","16,907,000","16,622,000","19,334,000","13,070,000","18,359,000","19,543,000","19,718,000","16,692,000","18,125,000","18,300,000","17,700,000","16,500,000","18,600,000","17,900,000","14,100,000","13,900,000","14,100,000","12,000,000","13,100,000","13,100,000","14,400,000","13,100,000","11,700,000","13,300,000","13,100,000","13,400,000","13,000,000","11,000,000","11,200,000","11,900,000","12,200,000","10,500,000","7,800,000","12,300,000","10,600,000","9,600,000","8,600,000","8,400,000","8,900,000","8,500,000","8,700,000","11,500,000","10,300,000","9,100,000","9,500,000","10,100,000","10,300,000","9,800,000","9,000,000","11,700,000","8,200,000","8,000,000","8,700,000","8,900,000",,,,
				TotalTaxPayable,"0","0","0","743,000","0","0","0","527,000","0","0","0","205,000","1,569,000","2,012,000","0","736,000","0",,"0","921,000","0",,"7,621,000",,,,,,,,,,,,"25,023,000",,"1,462,000","5,621,000","20,142,000","8,180,000","2,569,000",,"2,523,000",,,,"2,946,000","0","3,259,000","0","14,429,000","2,437,000","6,430,000","5,375,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,569,000",,"2,523,000",,,,"2,946,000","0","3,259,000","0","14,429,000","2,437,000","6,430,000","5,375,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"152,381,000","151,743,000","154,653,000","159,578,000","155,729,000","152,171,000","138,693,000","132,965,000","126,342,000","117,968,000","114,203,000","111,721,000","105,711,000","108,574,000","104,712,000","124,225,000","109,008,000","116,737,000","104,099,000","111,677,000","106,469,000","104,785,000","94,202,000","99,507,000","120,425,000","112,603,000","107,391,000","113,022,000","105,996,000","107,847,000","96,572,000","100,818,000","89,713,000","91,901,000","87,520,000","86,994,000","85,641,000","84,252,000","80,125,000","80,475,000","76,328,000","76,741,000","75,508,000","43,794,000","86,531,000","86,169,000","85,081,000","83,804,000","105,256,000","108,009,000","106,131,000","104,003,000","103,121,000","97,455,000","104,096,000","91,837,000","93,665,000","98,736,000","95,643,000","86,283,000","85,742,000","87,834,000","92,140,000","83,621,000","77,036,000","76,103,000","84,768,000","80,133,000","78,251,000","80,211,000","86,589,000","78,435,000","71,394,000","73,249,000","71,528,000","53,670,000","57,406,000","56,370,000","55,389,000","53,331,000","59,102,000","70,007,000","69,108,000","55,242,000","57,913,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,,,,,,,,,,,,,,,,,,,,"559,000",,,,"1,275,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,836,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"13,999,000","13,791,000","13,441,000","12,993,000","13,002,000","12,783,000","12,731,000","12,569,000","12,191,000","12,255,000","12,013,000",,,,,,,,,,,,,,,"277,000","601,000","1,385,000","3,376,000","5,637,000","6,138,000","7,704,000","9,334,000","8,913,000","10,481,000","111,253,000","110,716,000","110,686,000","108,847,000","4,530,000","4,492,000","4,565,000","11,470,000","20,133,000","50,222,000","80,371,000","80,750,000","81,160,000","5,759,000","6,058,000","6,522,000","6,447,000","17,841,000","5,059,000","4,191,000","4,222,000","90,000","287,000","384,000","539,000","558,000","655,000","683,000","613,000","627,000","612,000","604,000","1,084,000","1,004,000","1,195,000","1,374,000","986,000","1,261,000","1,442,000","1,673,000","2,597,000","2,525,000","4,399,000","4,009,000","2,601,000","2,675,000","2,720,000","2,955,000","3,008,000","3,215,000","3,183,000","2,768,000","3,021,000","3,918,000","3,622,000","4,000,000","4,200,000","3,300,000","3,000,000","3,600,000","3,700,000","3,600,000","3,600,000","3,800,000","4,200,000","4,400,000","4,200,000","3,800,000","3,900,000","1,100,000","1,400,000","4,700,000","4,900,000","7,000,000","6,800,000","6,900,000","7,300,000","6,600,000","6,500,000","6,700,000","6,200,000","6,200,000","6,200,000","6,200,000","7,200,000","11,900,000","12,000,000","5,700,000","4,700,000","1,400,000","1,600,000","1,600,000","1,900,000","1,600,000","800,000","1,000,000","1,500,000","1,400,000","1,400,000","1,300,000","1,300,000","1,200,000","1,200,000","1,000,000"
