name,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988,08/31/1988,08/31/1987,08/31/1986,08/31/1985
		GainsLossesNotAffectingRetainedEarnings,"-27,490,000","-26,494,000","-27,588,000","-24,836,000","-22,446,000","-28,493,000","-30,681,000","-31,970,000","-36,904,000","-33,101,000","-32,704,000","-33,688,000","-28,517,000","-26,006,000","-27,353,000","-25,159,000","-27,259,000","-23,400,000","-23,445,000","-21,518,000","-32,171,000","-30,727,000","-33,830,000","-28,949,000","-25,001,000","-28,427,000","-26,498,000","-24,413,000","-20,984,000","-21,335,000","-10,122,000","-2,533,000","-632,000","-2,970,000","1,237,000","1,445,000","3,747,000","4,831,000","7,646,000","7,271,000","3,556,000","7,527,000","2,439,000","9,837,000","10,301,000","9,578,000","5,210,000","1,863,000","2,305,000","2,418,000","1,961,000","-300,000","-874,000","-10,871,000","-8,506,000","4,434,000","9,487,000","7,923,000","8,549,000","5,132,000","6,490,000","3,005,000","3,816,000","4,642,000","4,702,000","3,662,000","2,898,000","2,046,000","1,084,000","1,531,000","2,599,000","-506,000","-1,219,000","-438,000","-236,000","-1,429,000","-615,000","-3,573,000","-3,632,000","-3,678,000","-2,949,000","-3,786,000","-4,356,000","-3,527,000","-2,824,000","-2,899,000","-2,360,000","-1,969,000","-2,255,000","-1,411,000","-1,900,000","-1,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,141,000",,,,"5,177,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,009,000",,,,"-535,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000",,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,"-100,000","2,400,000","6,700,000","6,700,000","6,400,000","7,500,000","7,800,000","8,000,000","8,300,000","8,500,000","8,600,000","8,800,000","8,700,000","8,700,000","8,700,000","8,900,000","8,900,000","8,700,000","8,400,000","8,500,000","8,600,000","8,500,000","8,700,000","8,800,000","8,900,000","9,100,000","9,100,000","8,600,000","9,300,000","9,300,000","9,500,000","9,800,000","9,600,000","9,400,000","9,300,000","9,300,000","9,400,000","9,200,000","9,100,000","9,000,000","8,900,000","8,900,000","8,700,000","8,600,000","8,400,000","7,700,000","7,400,000","7,400,000"
TotalCapitalization,"1,904,011,000","1,898,975,000","1,894,901,000","1,872,952,000","1,845,199,000","1,801,110,000","1,773,352,000","1,741,129,000","1,708,100,000","1,701,438,000","1,676,008,000","1,641,230,000","1,609,696,000","1,580,790,000","1,539,498,000","1,464,967,000","1,429,421,000","1,544,401,000","1,485,608,000","1,453,192,000","1,447,324,000","1,417,396,000","1,389,772,000","1,364,781,000","1,329,576,000","1,299,711,000","1,276,939,000","1,242,208,000","1,216,715,000","1,185,463,000","1,166,967,000","1,134,614,000","1,107,031,000","1,073,210,000","1,049,431,000","1,013,553,000","982,011,000","956,452,000","929,963,000","997,080,000","969,210,000","944,989,000","917,734,000","898,105,000","909,345,000","859,090,000","836,544,000","808,354,000","865,237,000","845,430,000","828,248,000","802,603,000","784,738,000","791,440,000","790,175,000","788,087,000","786,238,000","760,994,000","750,814,000","702,837,000","705,550,000","679,750,000","671,037,000","662,467,000","645,648,000","623,763,000","595,147,000","587,929,000","581,040,000","571,553,000","554,745,000","545,604,000","562,625,000","583,837,000","583,501,000","402,699,000","402,202,000","391,481,000","384,590,000","393,430,000","390,374,000","378,648,000","384,300,000","378,676,000","392,140,000","392,844,000","395,743,000","395,907,000","387,675,000","376,565,000","373,100,000","368,600,000","363,900,000","350,300,000","300,100,000","292,400,000","292,000,000","273,800,000","266,900,000","257,000,000","252,700,000","241,800,000","232,400,000","229,400,000","226,600,000","220,200,000","203,200,000","201,000,000","198,700,000","194,900,000","195,000,000","184,200,000","178,200,000","176,900,000","164,700,000","158,900,000","155,600,000","157,300,000","154,700,000","158,700,000","157,300,000","158,400,000","160,000,000","154,100,000","154,400,000","154,100,000","149,100,000","146,000,000","142,700,000","139,100,000","136,600,000","133,200,000","130,500,000","132,400,000","131,000,000","114,700,000","129,100,000","74,600,000","53,400,000"
CommonStockEquity,"1,904,011,000","1,898,975,000","1,894,901,000","1,872,952,000","1,845,199,000","1,801,110,000","1,773,352,000","1,741,129,000","1,708,100,000","1,701,438,000","1,676,008,000","1,641,230,000","1,609,696,000","1,580,790,000","1,539,498,000","1,464,967,000","1,429,421,000","1,544,401,000","1,485,608,000","1,453,192,000","1,447,324,000","1,417,396,000","1,389,772,000","1,364,781,000","1,329,576,000","1,299,711,000","1,276,939,000","1,242,208,000","1,216,715,000","1,185,463,000","1,166,967,000","1,134,459,000","1,106,876,000","1,073,055,000","1,049,276,000","1,013,398,000","981,856,000","956,297,000","929,808,000","896,925,000","869,053,000","844,825,000","817,554,000","797,942,000","779,182,000","758,893,000","736,293,000","708,050,000","689,879,000","670,019,000","652,783,000","627,035,000","609,116,000","577,765,000","562,247,000","556,770,000","549,923,000","531,415,000","516,734,000","497,327,000","487,997,000","471,224,000","464,921,000","452,545,000","442,586,000","431,073,000","424,383,000","412,342,000","402,907,000","392,110,000","383,599,000","367,749,000","360,043,000","351,433,000","345,550,000","335,380,000","329,477,000","317,549,000","314,331,000","309,740,000","304,580,000","296,796,000","291,706,000","285,545,000","281,140,000","277,965,000","275,547,000","271,172,000","266,582,000","262,588,000","258,900,000","257,400,000","264,400,000","261,700,000","255,500,000","246,400,000","238,600,000","230,800,000","225,200,000","217,200,000","210,000,000","203,300,000","198,500,000","191,100,000","185,300,000","179,200,000","174,900,000","168,600,000","163,400,000","157,800,000","154,500,000","149,500,000","145,300,000","141,200,000","137,900,000","132,700,000","129,100,000","124,500,000","121,300,000","117,300,000","116,300,000","112,500,000","109,800,000","105,900,000","102,800,000","99,900,000","97,100,000","93,700,000","90,300,000","86,500,000","83,800,000","80,200,000","77,400,000","74,400,000","72,000,000","69,100,000","60,700,000","53,600,000","46,300,000"
CapitalLeaseObligations,"51,008,000","52,814,000","45,561,000","43,174,000","40,957,000","41,161,000","41,605,000","41,830,000","43,330,000","44,731,000","45,632,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"1,359,572,000","1,351,036,000","1,382,780,000","1,358,776,000","1,329,527,000","1,286,457,000","1,263,321,000","1,230,749,000","1,196,583,000","1,188,372,000","1,163,951,000","1,167,332,000","1,135,363,000","1,105,847,000","1,074,666,000","996,641,000","960,145,000","1,082,499,000","1,039,048,000","1,005,338,000","998,187,000","969,736,000","940,780,000","1,005,476,000","970,753,000","951,076,000","925,909,000","889,026,000","862,729,000","833,105,000","815,066,000","789,334,000","761,390,000","725,629,000","699,595,000","661,691,000","649,260,000","621,522,000","593,644,000","558,257,000","528,183,000","501,188,000","471,503,000","448,788,000","439,218,000","418,724,000","460,732,000","377,156,000","416,859,000","399,213,000","381,952,000","362,426,000","344,749,000","313,764,000","237,626,000","230,484,000","228,414,000","218,441,000","202,125,000","210,897,000","200,622,000","194,774,000","189,202,000","177,034,000","171,150,000","177,371,000","181,078,000","168,068,000","160,576,000","148,048,000","144,964,000","129,191,000","122,993,000","109,281,000","107,410,000","252,248,000","245,923,000","232,810,000","228,730,000","225,046,000","226,842,000","218,819,000","212,420,000","285,545,000","281,140,000","277,965,000","275,547,000","271,172,000","266,582,000","262,588,000","258,900,000","257,400,000","264,400,000","261,700,000","255,500,000","246,400,000","238,600,000","230,800,000","225,200,000","217,200,000","210,000,000","203,300,000","198,500,000","191,100,000","185,300,000","179,200,000","174,900,000","168,600,000","163,400,000","157,800,000","154,500,000","149,500,000","145,300,000","141,200,000","137,900,000","132,700,000","129,100,000","124,500,000","121,300,000","117,300,000","116,300,000","112,500,000","79,800,000","105,900,000","77,500,000","73,900,000","70,000,000","93,700,000","63,700,000","60,500,000","57,000,000","52,700,000","48,900,000","45,200,000","42,100,000","69,100,000","60,700,000","53,600,000","46,300,000"
WorkingCapital,"822,161,000","828,816,000","865,633,000","849,122,000","831,863,000","797,333,000","775,132,000","759,238,000","729,278,000","722,427,000","704,825,000","723,947,000","687,582,000","668,914,000","632,714,000","586,339,000","539,287,000","679,020,000","674,720,000","636,378,000","584,975,000","573,211,000","553,163,000","624,979,000","566,258,000","557,365,000","513,317,000","477,712,000","454,929,000","445,697,000","426,734,000","398,249,000","371,651,000","350,694,000","328,052,000","302,485,000","297,885,000","285,044,000","266,764,000","342,155,000","309,436,000","291,577,000","269,769,000","242,363,000","251,690,000","206,747,000","200,652,000","167,129,000","204,103,000","181,078,000","161,677,000","148,307,000","116,449,000","130,431,000","133,227,000","133,224,000","143,752,000","132,474,000","131,381,000","118,102,000","117,360,000","111,759,000","107,953,000","101,676,000","101,583,000","98,296,000","78,750,000","76,568,000","73,810,000","66,668,000","63,602,000","56,946,000","72,950,000","79,525,000","79,261,000","68,892,000","68,848,000","58,937,000","55,599,000","65,688,000","63,661,000","51,488,000","59,759,000","50,886,000","64,409,000","62,762,000","66,073,000","66,102,000","57,048,000","58,351,000","58,000,000","61,400,000","66,700,000","60,700,000","49,900,000","49,300,000","50,600,000","41,200,000","40,100,000","37,600,000","39,200,000","40,400,000","38,900,000","38,600,000","39,100,000","36,700,000","30,900,000","31,500,000","33,300,000","30,800,000","32,900,000","28,000,000","27,600,000","30,500,000","18,900,000","19,200,000","18,400,000","23,700,000","20,200,000","21,400,000","20,300,000","21,400,000","22,600,000","25,700,000","26,400,000","28,500,000","26,000,000","25,000,000","26,200,000","26,900,000","26,600,000","23,800,000","19,600,000","22,600,000","20,800,000","22,800,000","13,400,000","31,800,000","14,400,000"
InvestedCapital,"1,904,011,000","1,898,975,000","1,894,901,000","1,872,952,000","1,845,199,000","1,801,110,000","1,773,352,000","1,741,129,000","1,708,100,000","1,701,438,000","1,676,008,000","1,641,230,000","1,609,696,000","1,580,790,000","1,539,498,000","1,464,967,000","1,429,421,000","1,544,401,000","1,485,608,000","1,453,192,000","1,447,324,000","1,417,396,000","1,389,772,000","1,364,781,000","1,329,576,000","1,299,988,000","1,277,540,000","1,243,593,000","1,220,091,000","1,191,100,000","1,173,105,000","1,142,318,000","1,116,365,000","1,082,123,000","1,059,912,000","1,124,806,000","1,092,727,000","1,067,138,000","1,038,810,000","1,001,610,000","973,702,000","949,554,000","929,204,000","918,238,000","959,567,000","939,461,000","917,294,000","889,514,000","870,996,000","851,488,000","834,770,000","809,050,000","802,579,000","796,499,000","794,366,000","792,309,000","786,328,000","761,281,000","751,198,000","703,376,000","706,108,000","680,405,000","671,720,000","663,080,000","646,275,000","624,375,000","595,751,000","589,013,000","582,044,000","572,748,000","556,119,000","546,590,000","563,886,000","585,279,000","585,174,000","405,296,000","404,727,000","395,880,000","388,599,000","396,031,000","393,049,000","381,368,000","387,255,000","381,684,000","395,355,000","396,027,000","398,511,000","398,928,000","391,593,000","380,187,000","377,100,000","372,800,000","367,200,000","353,300,000","303,700,000","296,100,000","295,600,000","277,400,000","270,700,000","261,200,000","257,100,000","246,000,000","236,200,000","233,300,000","227,700,000","221,600,000","207,900,000","205,900,000","205,700,000","201,700,000","201,900,000","191,500,000","184,800,000","183,400,000","171,400,000","165,100,000","161,800,000","163,500,000","160,900,000","165,900,000","169,200,000","170,400,000","165,700,000","158,800,000","155,800,000","155,700,000","150,700,000","147,900,000","144,300,000","139,900,000","137,600,000","134,700,000","131,900,000","133,800,000","132,300,000","116,000,000","130,300,000","75,800,000","54,400,000"
TangibleBookValue,"1,359,572,000","1,351,036,000","1,382,780,000","1,358,776,000","1,329,527,000","1,286,457,000","1,263,321,000","1,230,749,000","1,196,583,000","1,188,372,000","1,163,951,000","1,167,332,000","1,135,363,000","1,105,847,000","1,074,666,000","996,641,000","960,145,000","1,082,499,000","1,039,048,000","1,005,338,000","998,187,000","969,736,000","940,780,000","1,005,476,000","970,753,000","951,076,000","925,909,000","889,026,000","862,729,000","833,105,000","815,066,000","789,334,000","761,390,000","725,629,000","699,595,000","661,691,000","649,260,000","621,522,000","593,644,000","558,257,000","528,183,000","501,188,000","471,503,000","448,788,000","439,218,000","418,724,000","460,732,000","377,156,000","416,859,000","399,213,000","381,952,000","362,426,000","344,749,000","313,764,000","237,626,000","230,484,000","228,414,000","218,441,000","202,125,000","210,897,000","200,622,000","194,774,000","189,202,000","177,034,000","171,150,000","177,371,000","181,078,000","168,068,000","160,576,000","148,048,000","144,964,000","129,191,000","122,993,000","109,281,000","107,410,000","252,248,000","245,923,000","232,810,000","228,730,000","225,046,000","226,842,000","218,819,000","212,420,000","285,545,000","281,140,000","277,965,000","275,547,000","271,172,000","266,582,000","262,588,000","258,900,000","257,400,000","264,400,000","261,700,000","255,500,000","246,400,000","238,600,000","230,800,000","225,200,000","217,200,000","210,000,000","203,300,000","198,500,000","191,100,000","185,300,000","179,200,000","174,900,000","168,600,000","163,400,000","157,800,000","154,500,000","149,500,000","145,300,000","141,200,000","137,900,000","132,700,000","129,100,000","124,500,000","121,300,000","117,300,000","116,300,000","112,500,000","79,800,000","105,900,000","77,500,000","73,900,000","70,000,000","93,700,000","63,700,000","60,500,000","57,000,000","52,700,000","48,900,000","45,200,000","42,100,000","69,100,000","60,700,000","53,600,000","46,300,000"
TotalDebt,"51,008,000","52,814,000","45,561,000","43,174,000","40,957,000","41,161,000","41,605,000","41,830,000","43,330,000","44,731,000","45,632,000",,,,,,,,,,,,,,,"277,000","601,000","1,385,000","3,376,000","5,637,000","6,138,000","7,859,000","9,489,000","9,068,000","10,636,000","111,408,000","110,871,000","110,841,000","109,002,000","104,685,000","104,649,000","104,729,000","111,650,000","120,296,000","180,385,000","180,568,000","181,001,000","181,464,000","181,117,000","181,469,000","181,987,000","182,015,000","193,463,000","218,734,000","232,119,000","235,539,000","236,405,000","229,866,000","234,464,000","206,049,000","218,111,000","209,181,000","206,799,000","210,535,000","203,689,000","193,302,000","171,368,000","176,671,000","179,137,000","180,638,000","172,520,000","178,841,000","203,843,000","233,846,000","239,624,000","69,916,000","75,250,000","78,331,000","74,268,000","86,291,000","88,469,000","84,572,000","95,549,000","96,139,000","114,215,000","118,062,000","122,964,000","127,756,000","125,011,000","117,599,000","118,200,000","115,400,000","102,800,000","91,600,000","48,200,000","49,700,000","57,000,000","46,600,000","45,500,000","44,000,000","47,100,000","42,700,000","37,700,000","42,200,000","42,400,000","42,400,000","33,000,000","37,300,000","42,300,000","43,900,000","47,400,000","42,000,000","39,500,000","42,200,000","33,500,000","32,400,000","32,700,000","39,000,000","39,600,000","48,600,000","52,900,000","57,900,000","55,900,000","52,900,000","53,000,000","55,800,000","53,600,000","54,200,000","54,000,000","53,400,000","53,800,000","54,500,000","54,500,000","59,400,000","60,300,000","46,900,000","69,600,000","22,200,000","8,100,000"
NetDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,828,000","45,383,000","57,527,000","71,484,000","71,377,000","73,081,000","47,736,000","60,206,000","76,654,000","97,220,000","102,279,000","121,864,000","161,082,000","194,669,000","208,011,000","209,884,000","211,911,000","206,757,000","217,131,000","193,351,000","206,877,000","197,022,000","198,770,000","202,233,000","197,400,000","188,944,000","168,139,000","171,967,000","173,466,000","175,040,000","166,303,000","174,405,000","198,170,000","221,162,000","231,636,000","63,863,000","67,861,000","72,981,000","73,784,000","81,958,000","84,931,000","78,561,000","86,289,000","90,440,000","105,913,000","111,954,000","118,478,000","120,619,000","123,161,000","115,194,000","116,100,000","112,500,000","99,500,000","84,700,000","40,800,000","44,400,000","50,800,000","39,400,000","41,300,000","39,900,000","41,200,000","35,500,000","34,100,000","38,800,000","36,900,000","36,500,000","30,000,000","31,400,000","38,000,000","38,600,000","42,500,000","37,900,000","37,400,000","37,300,000","31,700,000","28,700,000","30,000,000","36,100,000","37,700,000","45,300,000","48,500,000","54,900,000","54,900,000","46,100,000","49,500,000","51,400,000","51,700,000","49,300,000","45,600,000","45,800,000","43,300,000","46,900,000","53,000,000","56,800,000","58,600,000","42,700,000","66,500,000",,"3,700,000"
ShareIssued,"18,806,550","18,835,211","18,862,540","18,878,610","18,885,699","18,873,274","18,863,280","18,894,185","18,890,449","18,936,181","18,941,117","18,975,768","19,017,342","19,109,880","19,142,737","19,141,218","19,136,781","20,307,738","20,284,618","20,268,827","20,266,494","20,302,002","20,279,127","20,264,644","20,250,337","20,141,193","20,119,441","20,101,107","20,100,107","20,135,198","20,095,702","20,050,466","20,041,479","20,072,447","20,030,701","20,002,801","19,994,852","20,009,836","19,970,146","19,949,346","19,936,146","19,935,801","19,882,448","19,875,148","19,868,648","19,864,548","19,832,748","19,826,748","19,825,248","19,420,248","19,377,998","19,368,623","19,344,898","19,339,498","19,326,998","19,324,048","19,302,298","19,301,798","19,289,798","19,289,298","19,272,473","19,267,923","19,248,573","19,247,648","19,246,723","19,242,023","19,240,398","19,237,948","19,227,348","19,220,773","19,208,273","19,205,623","19,202,000","19,196,000","19,186,123","19,179,448","19,168,648","19,168,398","19,166,323","19,225,198","19,225,198","19,220,623","19,220,378","19,220,378","19,328,578","19,328,578","19,471,578","19,663,878","19,663,878","19,663,878","20,755,000","20,755,000","20,245,000","20,245,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,502,000","20,502,000","20,502,000","20,502,000","20,476,000","20,406,000","20,376,000","20,374,000","20,367,000","20,344,000","20,341,000","20,327,000","20,321,000","20,321,000","20,321,000","20,321,000","20,311,000","20,295,000","20,291,000","20,274,000","20,212,000","20,196,000","20,196,000","20,160,000","20,160,000","20,160,000"
OrdinarySharesNumber,"18,806,550","18,835,211","18,862,540","18,878,610","18,885,699","18,873,274","18,863,280","18,894,185","18,890,449","18,936,181","18,941,117","18,975,768","19,017,342","19,109,880","19,142,737","19,141,218","19,136,781","20,307,738","20,284,618","20,268,827","20,266,494","20,302,002","20,279,127","20,264,644","20,250,337","20,141,193","20,119,441","20,101,107","20,100,107","20,135,198","20,095,702","20,050,466","20,041,479","20,072,447","20,030,701","20,002,801","19,994,852","20,009,836","19,970,146","19,949,346","19,936,146","19,935,801","19,882,448","19,875,148","19,868,648","19,864,548","19,832,748","19,826,748","19,825,248","19,420,248","19,377,998","19,368,623","19,344,898","19,339,498","19,326,998","19,324,048","19,302,298","19,301,798","19,289,798","19,289,298","19,272,473","19,267,923","19,248,573","19,247,648","19,246,723","19,242,023","19,240,398","19,237,948","19,227,348","19,220,773","19,208,273","19,205,623","19,202,000","19,196,000","19,186,123","19,179,448","19,168,648","19,168,398","19,166,323","19,225,198","19,225,198","19,220,623","19,220,378","19,220,378","19,328,578","19,328,578","19,471,578","19,663,878","19,663,878","19,663,878","20,755,000","20,755,000","20,245,000","20,245,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,511,000","20,502,000","20,502,000","20,502,000","20,502,000","20,476,000","20,406,000","20,376,000","20,374,000","20,367,000","20,344,000","20,341,000","20,327,000","20,321,000","20,321,000","20,321,000","20,321,000","20,311,000","20,295,000","20,291,000","20,274,000","20,212,000","20,196,000","20,196,000","20,160,000","20,160,000","20,160,000"
