name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,12/31/2013
TotalAssets,"1,449,728,000","1,457,570,000","1,440,302,000","1,432,267,000","1,407,589,000","1,145,348,000","1,137,202,000","1,123,935,000","1,040,008,000","968,268,000","963,272,000","898,244,000","846,968,000","610,532,000","592,322,000","536,735,000","500,294,000","470,606,000","599,937,000","578,256,000","555,428,000","538,194,000","511,944,000","467,367,000","422,510,000","379,547,000","274,782,000","161,996,000","150,903,000","82,962,000","65,537,000","55,219,000"
	CurrentAssets,"386,617,000","409,676,000","419,180,000","438,161,000","435,290,000","203,186,000","204,510,000","204,076,000","115,410,000","87,675,000","99,440,000","86,865,000","92,356,000","101,119,000","103,917,000","102,100,000","95,649,000","93,199,000","98,509,000","93,179,000","83,800,000","83,944,000","81,948,000","75,918,000","73,413,000","78,934,000","75,826,000","71,670,000","66,140,000","7,945,000","9,088,000","15,207,000"
		CashCashEquivalentsAndShortTermInvestments,"358,927,000","382,406,000","401,503,000","420,208,000","415,913,000","183,760,000","191,762,000","190,817,000","104,229,000","73,607,000","80,841,000","65,814,000","79,556,000","86,863,000","91,095,000","92,278,000","87,752,000","84,543,000","90,186,000","85,542,000","73,551,000","73,647,000","73,575,000","68,371,000","65,855,000","70,849,000","69,821,000","64,919,000","60,834,000","2,677,000","6,107,000","13,076,000"
			CashAndCashEquivalents,"279,251,000","302,406,000","321,421,000","340,103,000","374,999,000","146,873,000","174,883,000","173,984,000","87,806,000","37,099,000","44,505,000","29,733,000","31,897,000","24,750,000","29,295,000","30,879,000","26,624,000","21,507,000","26,887,000","22,436,000","15,711,000","11,607,000","12,227,000","68,371,000","65,855,000","70,849,000","69,821,000","64,919,000","60,834,000","2,677,000","6,107,000","13,076,000"
				CashFinancial,,,,,,"146,873,000",,,"87,806,000","32,094,000","39,499,000","24,727,000","26,892,000","19,746,000","24,290,000","25,875,000","21,620,000","16,138,000","21,862,000","17,417,000","10,683,000","6,322,000","7,111,000","68,351,000","65,800,000","70,816,000","69,821,000","64,919,000","60,834,000","2,677,000","6,107,000","13,076,000"
				CashEquivalents,,,,,,,,,"0","5,005,000","5,006,000","5,006,000","5,005,000","5,004,000","5,005,000","5,004,000","5,004,000","5,369,000","5,025,000","5,019,000","5,028,000","5,285,000","5,116,000","20,000","55,000","33,000",,,,,,
			OtherShortTermInvestments,"79,676,000","80,000,000","80,082,000","80,105,000","40,914,000","36,887,000","16,879,000","16,833,000","16,423,000","36,508,000","36,336,000","36,081,000","47,659,000","62,113,000","61,800,000","61,399,000","61,128,000","63,036,000","63,299,000","63,106,000","57,840,000","62,040,000","61,348,000",,,,,,,,,
		Receivables,"11,755,000","13,657,000","11,311,000","11,703,000","8,838,000","9,464,000","7,729,000","8,291,000","6,820,000","9,970,000","15,094,000","13,661,000","8,862,000","10,523,000","9,325,000","7,110,000","5,033,000","5,641,000","5,139,000","5,078,000","5,044,000","6,006,000","4,488,000","3,040,000","3,337,000","4,217,000","3,135,000","4,003,000","2,842,000","3,278,000","2,313,000","1,527,000"
			AccountsReceivable,"11,755,000","10,649,000","11,311,000","11,703,000","8,838,000","7,865,000","7,729,000","8,291,000","6,820,000","7,927,000","15,094,000","13,661,000","8,862,000","5,025,000","9,325,000","7,110,000","5,033,000","3,440,000","5,139,000","5,078,000","5,044,000","2,867,000","4,488,000","3,040,000","3,337,000","2,692,000","3,135,000","4,003,000","2,842,000","1,482,000","2,313,000","1,527,000"
				GrossAccountsReceivable,,"10,649,000",,,,"7,893,000",,,,"7,927,000",,,,"5,025,000",,,,"3,440,000",,,,"2,867,000",,,,"2,692,000",,,,"1,482,000",,
