name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988,08/31/1988,05/31/1988,02/29/1988,11/30/1987,08/31/1987,05/31/1987,02/28/1987,11/30/1986,08/31/1986,05/31/1986,02/28/1986,11/30/1985,08/31/1985
TotalRevenue,"3,573,993,000","993,258,000","856,482,000","897,424,000","826,830,000","827,873,000","725,904,000","777,640,000","691,463,000","674,602,000","646,564,000","739,106,000","725,376,000","759,583,000","672,935,000","768,429,000","770,107,000","789,387,000","713,079,000","678,200,000","562,869,000","561,651,000","503,323,000","574,907,000","512,858,000","532,514,000","474,326,000","548,104,000","524,133,000","540,762,000","470,661,000","547,674,000","526,765,000","544,034,000","485,981,000","533,531,000","514,579,000","519,016,000","479,842,000","513,255,000","500,535,000","526,995,000","375,262,000","436,526,000","387,756,000","393,722,000","339,548,000","360,243,000","338,568,000","347,908,000","309,442,000","341,573,000","315,329,000","299,193,000","278,563,000","350,155,000","361,986,000","356,765,000","322,648,000","307,097,000","367,891,000","373,515,000","351,755,000","346,649,000","388,949,000","388,500,000","348,294,000","413,190,000","358,091,000","387,926,000","352,987,000","378,455,000","349,514,000","363,063,000","318,573,000","346,173,000","322,089,000","324,481,000","294,588,000","329,632,000","313,936,000","319,402,000","293,240,000","322,906,000","315,712,000","328,507,000","306,934,000","361,056,000","323,109,000","347,192,000","321,206,000","357,200,000","331,900,000","348,200,000","327,200,000","361,100,000","333,500,000","342,000,000","310,700,000","350,400,000","323,500,000","328,900,000","304,100,000","333,800,000","318,100,000","320,200,000","303,600,000","313,100,000","312,600,000","322,400,000","295,600,000","295,700,000","286,800,000","272,400,000","242,500,000","247,800,000","252,200,000","247,300,000","228,100,000","243,400,000","236,900,000","234,600,000","218,800,000","220,600,000","213,900,000","216,300,000","202,100,000","203,000,000","203,100,000","204,700,000","181,500,000","189,600,000","189,900,000","196,300,000","177,600,000","180,900,000","176,700,000","172,800,000","154,600,000","153,300,000","155,100,000","151,200,000","137,400,000","139,900,000","136,600,000","132,800,000","119,200,000","116,600,000","117,000,000"
	OperatingRevenue,"3,573,993,000","993,258,000","856,482,000","897,424,000","826,830,000","827,873,000","725,904,000","777,640,000","691,463,000","674,602,000","646,564,000","739,106,000","725,376,000","759,583,000","672,935,000","768,429,000","770,107,000","789,387,000","713,079,000","678,200,000","562,869,000","561,651,000","503,323,000","574,907,000","512,858,000","532,514,000","474,326,000","548,104,000","524,133,000","540,762,000","470,661,000","547,674,000","526,765,000","544,034,000","485,981,000","533,531,000","514,579,000","519,016,000","479,842,000","513,255,000","500,535,000","526,995,000","375,262,000","436,526,000","387,756,000","393,722,000","339,548,000","360,243,000","338,568,000","347,908,000","309,442,000","341,573,000","315,329,000","299,193,000","278,563,000","350,155,000","361,986,000","356,765,000","322,648,000","307,097,000","367,891,000","373,515,000","351,755,000","346,649,000","388,949,000","388,500,000","348,294,000","413,190,000","358,091,000","387,926,000","352,987,000","378,455,000","349,514,000","363,063,000","318,573,000","346,173,000","322,089,000","324,481,000","294,588,000","329,632,000","313,936,000","319,402,000","293,240,000","322,906,000","315,712,000","328,507,000","306,934,000","361,056,000","323,109,000","347,192,000","321,206,000","357,200,000","331,900,000","348,200,000","327,200,000","361,100,000","333,500,000","342,000,000","310,700,000","350,400,000","323,500,000","328,900,000","304,100,000","333,800,000","318,100,000","320,200,000","303,600,000","313,100,000","312,600,000","322,400,000","295,600,000","295,700,000","286,800,000","272,400,000","242,500,000","247,800,000","252,200,000","247,300,000","228,100,000","243,400,000","236,900,000","234,600,000","218,800,000","220,600,000","213,900,000","216,300,000","202,100,000","203,000,000","203,100,000","204,700,000","181,500,000","189,600,000","189,900,000","196,300,000","177,600,000","180,900,000","176,700,000","172,800,000","154,600,000","153,300,000","155,100,000","151,200,000","137,400,000","139,900,000","136,600,000","132,800,000","119,200,000","116,600,000","117,000,000"
CostOfRevenue,"2,672,172,000","739,737,000","643,589,000","655,965,000","632,880,000","610,323,000","533,500,000","563,998,000","503,619,000","489,701,000","476,302,000","537,889,000","518,055,000","541,100,000","493,000,000","558,808,000","552,900,000","567,002,000","525,374,000","510,464,000","412,469,000","415,613,000","364,327,000","407,086,000","366,737,000","374,258,000","336,721,000","392,044,000","377,293,000","391,825,000","354,455,000","415,238,000","401,611,000","401,379,000","352,936,000","387,859,000","370,072,000","372,400,000","346,466,000","369,541,000","366,211,000","390,444,000","261,156,000","310,913,000","275,775,000","281,130,000","242,644,000","258,123,000","242,294,000","246,800,000","211,763,000","235,093,000","214,914,000","209,785,000","203,564,000","262,893,000","271,533,000","261,542,000","231,131,000","207,434,000","259,288,000","265,368,000","249,465,000","246,627,000","278,610,000","276,830,000","250,441,000","301,984,000","260,509,000","288,371,000","262,278,000","286,584,000","255,064,000","262,517,000","232,796,000","252,763,000","235,023,000","234,909,000","212,440,000","238,449,000","229,752,000","231,965,000","218,062,000","234,064,000","229,789,000","226,919,000","211,390,000","238,003,000","216,590,000","226,059,000","206,535,000","226,700,000","211,200,000","222,400,000","210,100,000","234,400,000","207,300,000","221,200,000","201,900,000","227,600,000","209,100,000","212,100,000","198,200,000","213,200,000","207,300,000","206,900,000","197,100,000","206,700,000","201,700,000","208,700,000","193,100,000","191,500,000","186,700,000","174,800,000","158,100,000","161,200,000","161,100,000","156,400,000","149,500,000","153,300,000","148,900,000","147,200,000","139,300,000","138,700,000","136,700,000","139,300,000","130,800,000","128,500,000","129,800,000","130,400,000","116,500,000","120,100,000","123,400,000","126,900,000",,,,,,,,,,,,,,,
GrossProfit,"901,821,000","253,521,000","212,893,000","241,459,000","193,950,000","217,550,000","192,364,000","213,642,000","187,844,000","184,901,000","170,262,000","201,217,000","207,321,000","218,459,000","179,925,000","209,600,000","217,204,000","222,385,000","187,705,000","167,736,000","150,400,000","146,038,000","138,996,000","167,821,000","146,121,000","158,256,000","137,605,000","156,060,000","146,840,000","148,937,000","116,206,000","132,436,000","125,154,000","142,655,000","133,045,000","145,672,000","144,507,000","146,616,000","133,376,000","143,714,000","134,324,000","136,551,000","114,106,000","125,613,000","111,981,000","112,592,000","96,904,000","102,120,000","96,274,000","101,108,000","97,679,000","106,480,000","100,415,000","89,408,000","74,999,000","87,262,000","90,453,000","95,223,000","91,517,000","99,663,000","108,603,000","108,147,000","102,290,000","100,022,000","110,339,000","111,670,000","97,853,000","111,206,000","97,582,000","99,555,000","90,709,000","91,871,000","94,450,000","100,546,000","85,777,000","93,410,000","87,066,000","89,572,000","82,148,000","91,183,000","84,184,000","87,437,000","75,178,000","88,842,000","85,923,000","101,588,000","95,544,000","123,053,000","106,519,000","121,133,000","114,671,000","130,500,000","120,700,000","125,800,000","117,100,000","126,700,000","126,200,000","120,800,000","108,800,000","122,800,000","114,400,000","116,800,000","105,900,000","120,600,000","110,800,000","113,300,000","106,500,000","106,400,000","110,900,000","113,700,000","102,500,000","104,200,000","100,100,000","97,600,000","84,400,000","86,600,000","91,100,000","90,900,000","78,600,000","90,100,000","88,000,000","87,400,000","79,500,000","81,900,000","77,200,000","77,000,000","71,300,000","74,500,000","73,300,000","74,300,000","65,000,000","69,500,000","66,500,000","69,400,000",,,,,,,,,,,,,,,
OperatingExpense,"622,185,000","166,007,000","155,894,000","165,789,000","134,497,000","148,409,000","144,014,000","139,712,000","129,113,000","127,998,000","141,509,000","148,521,000","140,615,000","146,079,000","145,713,000","139,844,000","146,069,000","145,199,000","151,020,000","151,126,000","110,219,000","102,770,000","112,915,000","106,495,000","97,692,000","103,684,000","99,767,000","103,846,000","98,297,000","100,582,000","94,833,000","101,445,000","96,779,000","96,372,000","96,799,000","95,510,000","92,245,000","95,690,000","99,922,000","72,965,000","94,270,000","104,043,000","83,331,000","85,243,000","79,542,000","77,608,000","75,653,000","72,512,000","73,584,000","75,292,000","71,448,000","71,695,000","68,324,000","61,516,000","62,606,000","62,824,000","64,282,000","62,795,000","64,997,000","62,102,000","69,228,000","70,943,000","73,620,000","75,542,000","75,739,000","79,056,000","75,856,000","82,331,000","73,460,000","78,509,000","80,321,000","78,041,000","79,078,000","77,731,000","75,409,000","72,332,000","67,838,000","73,129,000","70,944,000","73,673,000","67,673,000","71,382,000","68,832,000","63,382,000","61,173,000","77,975,000","81,260,000","95,287,000","87,506,000","89,216,000","91,166,000","93,000,000","90,400,000","95,100,000","94,400,000","100,800,000","104,300,000","96,100,000","93,300,000","95,000,000","92,400,000","94,500,000","90,600,000","94,000,000","83,800,000","96,300,000","96,400,000","93,400,000","91,300,000","91,800,000","87,500,000","87,200,000","81,300,000","77,500,000","74,200,000","78,800,000","72,500,000","72,400,000","70,000,000","72,900,000","67,800,000","67,200,000","65,700,000","63,800,000","60,500,000","62,000,000","61,200,000","60,400,000","59,000,000","59,200,000","56,400,000","56,300,000","54,400,000","55,800,000",,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"582,841,000","166,007,000","155,894,000","126,445,000","134,497,000","148,409,000","144,014,000","102,743,000","129,113,000","127,998,000","141,509,000","148,521,000","140,615,000","146,079,000","145,713,000","139,844,000","146,069,000","145,199,000","151,020,000","121,026,000","110,219,000","102,770,000","112,915,000","77,881,000","97,692,000","103,684,000","99,767,000","77,676,000","98,297,000","100,582,000","94,833,000","80,200,000","96,779,000","96,372,000","96,799,000","95,510,000","92,245,000","95,690,000","99,922,000","72,965,000","94,270,000","104,043,000","83,331,000","85,243,000","79,542,000","77,608,000","75,653,000","72,512,000","73,584,000","75,292,000","71,448,000","71,695,000","68,324,000","61,516,000","62,606,000","62,824,000","64,282,000","62,795,000","64,997,000","62,102,000","69,228,000","70,943,000","73,620,000","56,890,000","75,739,000","79,056,000","75,856,000","79,421,000","73,460,000","78,509,000","80,321,000","78,041,000","79,078,000","77,731,000","75,409,000","72,332,000","67,838,000","73,129,000","70,944,000","73,673,000","67,673,000","71,382,000","68,832,000","63,382,000","61,173,000","64,600,000","68,291,000","81,327,000","75,217,000","76,465,000","78,001,000","80,000,000","78,400,000","81,800,000","81,900,000","86,500,000","81,200,000","84,000,000","82,200,000","82,300,000","80,800,000","83,200,000","79,400,000","81,800,000","75,500,000","84,200,000","82,000,000","83,000,000","79,700,000","81,800,000","78,300,000","77,100,000","73,500,000","70,100,000","66,800,000","72,500,000","63,800,000","65,000,000","62,500,000","63,800,000","60,300,000","59,700,000","58,300,000","56,000,000","53,600,000","55,000,000","54,200,000","53,000,000","52,200,000","52,200,000","50,000,000","49,400,000","48,600,000","50,200,000",,,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,,,,"165,789,000",,,,,,,,,"140,615,000",,"145,713,000","139,844,000","146,069,000","145,199,000","151,020,000","121,026,000","110,219,000","102,770,000","112,915,000","77,881,000","97,692,000","103,684,000","99,767,000","77,676,000","98,297,000","100,582,000","94,833,000","80,200,000","96,779,000","96,372,000","96,799,000","95,510,000","92,245,000","95,690,000","99,922,000","95,395,000","94,270,000","104,043,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,"165,789,000",,,,,,,,,"140,615,000",,"145,713,000","139,844,000","146,069,000","145,199,000","151,020,000","121,026,000","110,219,000","102,770,000","112,915,000","77,881,000","97,692,000","103,684,000","99,767,000","77,676,000","98,297,000","100,582,000","94,833,000","80,200,000","96,779,000","96,372,000","96,799,000","95,510,000","92,245,000","95,690,000","99,922,000","95,395,000","94,270,000","104,043,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,375,000","12,969,000","13,960,000","12,289,000","12,751,000","13,165,000","13,000,000","12,000,000","13,300,000","12,500,000","14,300,000","23,100,000","12,100,000","11,100,000","12,700,000","11,600,000","11,300,000","11,200,000","12,200,000","8,300,000","12,100,000","14,400,000","10,400,000","11,600,000","10,000,000","9,200,000","10,100,000","7,800,000","7,400,000","7,400,000","6,300,000","8,700,000","7,400,000","7,500,000","9,100,000","7,500,000","7,500,000","7,400,000","7,800,000","6,900,000","7,000,000","7,000,000","7,400,000","6,800,000","7,000,000","6,400,000","6,900,000","5,800,000","5,600,000",,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,375,000","12,969,000","13,960,000","12,289,000","12,751,000","13,165,000","13,000,000","12,000,000","13,300,000","12,500,000","14,300,000","23,100,000","12,100,000","11,100,000","12,700,000","11,600,000","11,300,000","11,200,000","12,200,000","8,300,000","12,100,000","14,400,000","10,400,000","11,600,000","10,000,000","9,200,000","10,100,000","7,800,000","7,400,000","7,400,000","6,300,000","8,700,000","7,400,000","7,500,000","9,100,000","7,500,000","7,500,000","7,400,000","7,800,000","6,900,000","7,000,000","7,000,000","7,400,000","6,800,000","7,000,000","6,400,000","6,900,000","5,800,000","5,600,000",,,,,,,,,,,,,,,
