name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,10/31/1988,07/31/1988,04/30/1988,01/31/1988,10/31/1987,07/31/1987,04/30/1987,01/31/1987,10/31/1986,07/31/1986,04/30/1986,01/31/1986,10/31/1985
TotalRevenue,"4,177,565,000","1,112,403,000","1,043,255,000","1,034,372,000","987,535,000","1,077,981,000","970,268,000","918,241,000","820,035,000","802,965,000","850,760,000","769,241,000","812,572,000","798,212,000","820,814,000","778,786,000","796,092,000","794,482,000","812,733,000","731,346,000","773,242,000","777,710,000","809,054,000","721,467,000","751,710,000","749,271,000","769,384,000","714,525,000","754,354,000","748,117,000","783,443,000","718,314,000","746,746,000","747,123,000","668,574,000","609,951,000","625,505,000","652,352,000","629,421,000","581,182,000","597,372,000","602,506,000","586,568,000","572,999,000","576,774,000","579,699,000","571,251,000","533,165,000","555,273,000","530,863,000","531,759,000","497,217,000","513,949,000","510,595,000","516,950,000","516,439,000","548,782,000","573,451,000","572,922,000","539,334,000","565,492,000","607,555,000","473,818,000","400,334,000","431,345,000","441,798,000","430,084,000","406,369,000","440,236,000","452,923,000","437,782,000","403,352,000","432,057,000","589,618,000","604,216,000","571,100,000","586,242,000","580,093,000","576,529,000","543,808,000","566,328,000","585,758,000","630,877,000","582,979,000","618,711,000","677,776,000","437,019,000","659,861,000","702,100,000","869,466,000","810,700,000","776,800,000","830,200,000","904,100,000","773,500,000","712,500,000","671,900,000","682,700,000","644,000,000","584,800,000","601,100,000","638,400,000","609,500,000","544,500,000","564,700,000","575,500,000","546,800,000","403,500,000","353,600,000","348,100,000","315,300,000","277,800,000","262,900,000","261,300,000","246,300,000","211,400,000","217,000,000","224,400,000","200,700,000","183,900,000","187,100,000","200,700,000","181,100,000","152,500,000","156,100,000","153,500,000","144,500,000","129,000,000","139,000,000","150,700,000","-48,400,000","181,900,000","189,300,000","131,700,000","140,400,000","136,200,000","153,800,000","136,300,000","123,200,000","126,700,000","111,700,000","108,600,000","83,100,000","68,800,000","60,800,000","70,000,000","61,900,000"
	OperatingRevenue,"3,894,361,000","1,042,156,000","975,631,000","965,180,000","911,394,000","1,018,450,000","909,405,000","861,987,000","769,395,000","745,411,000","789,761,000","708,236,000","754,582,000","736,580,000","764,604,000","715,656,000","732,049,000","794,482,000","662,999,000","731,346,000","773,242,000","777,710,000","772,341,000","682,895,000","706,423,000","706,617,000","722,695,000","668,266,000","706,346,000","707,605,000","742,652,000","672,070,000","705,946,000","702,670,000","621,093,000","573,217,000","589,523,000","618,199,000","500,155,000","581,182,000","597,372,000","602,506,000","586,568,000","572,999,000","576,774,000","579,699,000","571,251,000","533,165,000","555,273,000","530,863,000","531,759,000","497,217,000","513,949,000","510,595,000","516,950,000","516,439,000","548,782,000","573,451,000","572,922,000","539,334,000","565,492,000","607,555,000","473,818,000","400,334,000","431,345,000","441,798,000","430,084,000","406,369,000","440,236,000","452,923,000","437,782,000","403,352,000","432,057,000","589,618,000","604,216,000","571,100,000","586,242,000","580,093,000","576,529,000","543,808,000","566,328,000","585,758,000","630,877,000","582,979,000","618,711,000","677,776,000","437,019,000","659,861,000","702,100,000","869,466,000","810,700,000","776,800,000","830,200,000","904,100,000","773,500,000","712,500,000","671,900,000","682,700,000","644,000,000","584,800,000","601,100,000","638,400,000","609,500,000","544,500,000","564,700,000","575,500,000","546,800,000","403,500,000","353,600,000","348,100,000","315,300,000","277,800,000","262,900,000","261,300,000","246,300,000","211,400,000","217,000,000","224,400,000","200,700,000","183,900,000","187,100,000","200,700,000","181,100,000","152,500,000","156,100,000","153,500,000","144,500,000","129,000,000","139,000,000","150,700,000","-48,400,000","181,900,000","189,300,000","131,700,000","140,400,000","136,200,000","153,800,000","136,300,000","123,200,000","126,700,000","111,700,000","108,600,000","83,100,000","68,800,000","60,800,000","70,000,000","61,900,000"
CostOfRevenue,"2,879,481,000","735,490,000","718,880,000","701,353,000","718,822,000","700,474,000","654,908,000","654,585,000","601,268,000","623,921,000","632,892,000","609,509,000","621,426,000","606,378,000","610,551,000","612,616,000","607,965,000","598,720,000","600,856,000","581,644,000","589,797,000","600,545,000","598,278,000","580,722,000","590,339,000","587,775,000","584,062,000","572,581,000","587,624,000","570,168,000","578,032,000","570,016,000","590,882,000","580,741,000","520,505,000","493,872,000","499,684,000","492,752,000","481,221,000","459,911,000","469,183,000","474,939,000","456,551,000","465,949,000","461,751,000","453,253,000","446,280,000","430,518,000","445,975,000","418,556,000","413,683,000","396,054,000","412,124,000","410,475,000","425,205,000","434,370,000","441,422,000","435,854,000","451,457,000","436,814,000","462,131,000","466,401,000","371,920,000","328,308,000","348,208,000","355,995,000","359,102,000","348,094,000","364,849,000","355,136,000","358,034,000","335,083,000","358,673,000","475,567,000","514,018,000","502,473,000","491,824,000","467,538,000","498,460,000","468,399,000","475,055,000","466,594,000","535,968,000","515,960,000","532,141,000","566,888,000","489,115,000","490,093,000","515,235,000","613,497,000","657,100,000","586,500,000","583,200,000","629,300,000","563,800,000","490,500,000","441,600,000","423,700,000","415,900,000","394,100,000","400,200,000","413,000,000","411,900,000","378,500,000","386,000,000","383,500,000","379,500,000","273,100,000","225,300,000","210,600,000","188,800,000","183,800,000","169,800,000","157,500,000","151,200,000","142,200,000","143,300,000","140,900,000","127,400,000","125,000,000","124,900,000","125,700,000","119,500,000","106,100,000","104,600,000","99,500,000","98,800,000","90,900,000","96,400,000","100,100,000","-71,000,000","145,500,000","144,200,000",,,,,,,,,,,,,,
GrossProfit,"1,298,084,000","376,913,000","324,375,000","333,019,000","268,713,000","377,507,000","315,360,000","263,656,000","218,767,000","179,044,000","217,868,000","159,732,000","191,146,000","191,834,000","210,263,000","166,170,000","188,127,000","195,762,000","211,877,000","149,702,000","183,445,000","177,165,000","210,776,000","140,745,000","161,371,000","161,496,000","185,322,000","141,944,000","166,730,000","177,949,000","205,411,000","148,298,000","155,864,000","166,382,000","148,069,000","116,079,000","125,821,000","159,600,000","148,200,000","121,271,000","128,189,000","127,567,000","130,017,000","107,050,000","115,023,000","126,446,000","124,971,000","102,647,000","109,298,000","112,307,000","118,076,000","101,163,000","101,825,000","100,120,000","91,745,000","82,069,000","107,360,000","137,597,000","121,465,000","102,520,000","103,361,000","141,154,000","101,898,000","72,026,000","83,137,000","85,803,000","70,982,000","58,275,000","75,387,000","97,787,000","79,748,000","68,269,000","73,384,000","114,051,000","90,198,000","68,627,000","94,418,000","112,555,000","78,069,000","75,409,000","91,273,000","119,164,000","94,909,000","67,019,000","86,570,000","110,888,000","-52,096,000","169,768,000","186,865,000","255,969,000","153,600,000","190,300,000","247,000,000","274,800,000","209,700,000","222,000,000","230,300,000","259,000,000","228,100,000","190,700,000","200,900,000","225,400,000","197,600,000","166,000,000","178,700,000","192,000,000","167,300,000","130,400,000","128,300,000","137,500,000","126,500,000","94,000,000","93,100,000","103,800,000","95,100,000","69,200,000","73,700,000","83,500,000","73,300,000","58,900,000","62,200,000","75,000,000","61,600,000","46,400,000","51,500,000","54,000,000","45,700,000","38,100,000","42,600,000","50,600,000","22,600,000","36,400,000","45,100,000",,,,,,,,,,,,,,
OperatingExpense,"138,142,000","41,704,000","35,859,000","36,477,000","29,038,000","36,733,000","31,098,000","40,986,000","37,169,000","31,813,000","25,580,000","29,406,000","29,370,000","42,530,000","38,509,000","41,070,000","31,136,000","34,784,000","32,116,000","39,213,000","40,590,000","42,504,000","35,062,000","26,916,000","36,260,000","37,508,000","31,407,000","28,158,000","33,568,000","35,055,000","42,992,000","39,748,000","46,127,000","56,010,000","59,344,000","33,764,000","31,162,000","30,866,000","41,978,000","26,410,000","29,558,000","25,959,000","26,479,000","23,863,000","24,685,000","28,833,000","23,654,000","26,860,000","26,974,000","26,201,000","32,337,000","20,961,000","26,466,000","14,556,000","23,407,000","20,420,000","19,967,000","26,181,000","21,174,000","33,257,000","20,538,000","43,079,000","32,831,000","51,706,000","23,803,000","29,401,000","-20,068,000","47,199,000","17,966,000","25,278,000","44,455,000","28,579,000","16,400,000","15,418,000","30,973,000","54,194,000","39,511,000","16,307,000","56,481,000","50,434,000","19,592,000","15,731,000","16,858,000","17,049,000","18,423,000","43,002,000","63,366,000","77,742,000","80,386,000","82,469,000","93,800,000","81,000,000","84,300,000","75,600,000","85,500,000","63,800,000","59,900,000","59,900,000","61,200,000","55,700,000","53,600,000","53,900,000","51,100,000","46,900,000","49,500,000","45,600,000","48,400,000","36,900,000","33,400,000","33,300,000","44,700,000","27,800,000","27,700,000","27,700,000","37,500,000","21,700,000","20,800,000","21,900,000","22,200,000","21,800,000","20,200,000","21,900,000","21,300,000","16,300,000","16,600,000","16,100,000","14,600,000","13,700,000","13,700,000","13,100,000","-1,000,000","17,500,000","18,500,000",,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"138,142,000","41,704,000","35,859,000","36,477,000","29,038,000","36,733,000","31,098,000","40,986,000","37,169,000","31,813,000","25,580,000","29,406,000","29,370,000","42,530,000","38,509,000","41,070,000","31,136,000","34,784,000","32,116,000","39,213,000","40,590,000","42,504,000","35,062,000","26,916,000","36,260,000","37,508,000","31,407,000","28,158,000","33,568,000","35,055,000","42,992,000","39,748,000","46,127,000","56,010,000","59,344,000","33,764,000","31,162,000","30,866,000","41,978,000","26,410,000","29,558,000","25,959,000","26,479,000","23,863,000","24,685,000","28,833,000","23,654,000","26,860,000","26,974,000","26,201,000","33,077,000","20,961,000","26,466,000","21,786,000","24,607,000","16,107,000","21,658,000","26,181,000","39,652,000","32,074,000","30,281,000","35,399,000","31,015,000","20,956,000","20,922,000","24,891,000","22,849,000","19,753,000","22,494,000","19,716,000","30,549,000","25,298,000","24,028,000","51,021,000","67,651,000","52,771,000","37,992,000","21,411,000","31,937,000","22,492,000","19,592,000","15,731,000","16,858,000","17,049,000","18,423,000","17,979,000","19,901,000","20,185,000","19,733,000","20,113,000","26,800,000","19,300,000","16,800,000","19,700,000","17,100,000","15,400,000","17,300,000","17,000,000","17,600,000","16,800,000","15,800,000","16,600,000","22,400,000","12,300,000","14,800,000","13,800,000","17,900,000","12,200,000","11,000,000","12,500,000","16,200,000","10,700,000","11,400,000","13,500,000","15,700,000","9,100,000","9,000,000","9,900,000","9,800,000","9,300,000","9,000,000","10,600,000","10,700,000","7,900,000","8,800,000","7,900,000","7,300,000","7,500,000","6,800,000","6,500,000","6,600,000","7,400,000","7,600,000",,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,"138,142,000","41,704,000","35,859,000","36,477,000","29,038,000","36,733,000","31,098,000","40,986,000","37,169,000","31,813,000","25,580,000","29,406,000","29,370,000","42,530,000","38,509,000","41,070,000","31,136,000","34,784,000","32,116,000","39,213,000","40,590,000","42,504,000","35,062,000","26,916,000","36,260,000","37,508,000","31,407,000","28,158,000","33,568,000","35,055,000","42,992,000","39,748,000","46,127,000","56,010,000","59,344,000","33,764,000","31,162,000","30,866,000","41,978,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"138,142,000","41,704,000","35,859,000","36,477,000","29,038,000","36,733,000","31,098,000","40,986,000","37,169,000","31,813,000","25,580,000","29,406,000","29,370,000","42,530,000","38,509,000","41,070,000","31,136,000","34,784,000","32,116,000","39,213,000","40,590,000","42,504,000","35,062,000","26,916,000","36,260,000","37,508,000","31,407,000","28,158,000","33,568,000","35,055,000","42,992,000","39,748,000","46,127,000","56,010,000","59,344,000","33,764,000","31,162,000","30,866,000","41,978,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,465,000","57,557,000","60,653,000","62,356,000","67,000,000","61,700,000","67,500,000","55,900,000","68,400,000","48,400,000","42,600,000","42,900,000","43,600,000","38,900,000","37,800,000","37,300,000","28,700,000","34,600,000","34,700,000","31,800,000","30,500,000","24,700,000","22,400,000","20,800,000","28,500,000","17,100,000","16,300,000","14,200,000","21,800,000","12,600,000","11,800,000","12,000,000","12,400,000","12,500,000","11,200,000","11,300,000","10,600,000","8,400,000","7,800,000","8,200,000","7,300,000","6,200,000","6,900,000","6,600,000","-7,600,000","10,100,000","10,900,000",,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,465,000","57,557,000","60,653,000","62,356,000","67,000,000","61,700,000","67,500,000","55,900,000","68,400,000","48,400,000","42,600,000","42,900,000","43,600,000","38,900,000","37,800,000","37,300,000","28,700,000","34,600,000","34,700,000","31,800,000","30,500,000","24,700,000","22,400,000","20,800,000","28,500,000","17,100,000","16,300,000","14,200,000","21,800,000","12,600,000","11,800,000","12,000,000","12,400,000","12,500,000","11,200,000","11,300,000","10,600,000","8,400,000","7,800,000","8,200,000","7,300,000","6,200,000","6,900,000","6,600,000","-7,600,000","10,100,000","10,900,000",,,,,,,,,,,,,,
