name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
MarketCap,"1,556,010,939","2,232,537,434","2,418,806,667","3,842,524,429","5,574,165,727","9,094,018,200"
EnterpriseValue,"2,012,476,939","2,561,085,434","2,679,388,667","4,070,394,429","5,809,888,727","9,094,018,200"
PsRatio,"1,899.513","2,337.905","6,041.861","7,887.94","9,447.671",
EnterprisesValueRevenueRatio,"2,487.611","182,934.674","6,870.227","61,672.643","17,138.315","65,424.591"
EnterprisesValueEBITDARatio,"-5.975","-28.325","-32.101","-50.172","-71.006","-122.338"
