name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
TotalRevenue,"6,408,995,000","1,596,816,000","1,724,644,000","1,681,000,000","1,406,535,000","1,326,150,000","1,371,041,000","1,354,023,000","1,172,909,000","1,152,616,000","1,178,464,000","1,083,917,000","895,305,000","894,964,000","1,081,271,000","1,144,192,000","1,065,684,000","1,025,319,000","1,148,423,000","1,135,027,000","989,447,000","913,600,000","1,021,613,000","1,086,014,000","917,326,000","868,682,000","670,644,000","734,362,000","736,722,000","742,875,000","853,113,000","812,824,000","767,459,000","696,044,000","754,875,000","767,987,000","746,059,000","687,529,000","722,656,000","695,353,000","686,527,000","655,010,000","683,769,000","740,007,000","687,633,000","664,950,000","750,609,000","793,971,000","749,165,000","645,738,000","667,612,000","616,205,000","506,516,000","388,776,000","548,712,000","719,731,000","690,676,000","699,483,000","746,888,000","689,083,000","652,486,000","650,988,000","683,011,000","713,829,000","686,631,000","645,089,000","643,492,000","549,641,000","489,335,000","417,481,000","453,254,000","490,843,000","492,536,000","464,646,000","458,906,000","423,784,000","377,947,000","343,131,000","426,254,000","453,928,000","409,884,000","349,641,000","352,354,000","334,716,000","350,169,000","480,623,000","636,871,000","648,576,000","547,036,000","554,811,000","538,274,000","801,816,000","449,925,000","419,957,000","424,808,000","386,718,000","384,724,000","371,733,000"
	OperatingRevenue,"6,408,995,000","1,596,816,000","1,724,644,000","1,681,000,000","1,406,535,000","1,326,150,000","1,371,041,000","1,354,023,000","1,172,909,000","1,152,616,000","1,178,464,000","1,083,917,000","895,305,000","894,964,000","1,081,271,000","1,144,192,000","1,065,684,000","1,025,319,000","1,148,423,000","1,135,027,000","989,447,000","913,600,000","1,021,613,000","1,086,014,000","917,326,000","868,682,000","670,644,000","734,362,000","736,722,000","742,875,000","853,113,000","812,824,000","767,459,000","696,044,000","754,875,000","767,987,000","746,059,000","687,529,000","722,656,000","695,353,000","686,527,000","655,010,000","683,769,000","740,007,000","687,633,000","664,950,000","750,609,000","793,971,000","749,165,000","645,738,000","667,612,000","616,205,000","506,516,000","388,776,000","548,712,000","719,731,000","690,676,000","699,483,000","746,888,000","689,083,000","652,486,000","650,988,000","683,011,000","713,829,000","686,631,000","645,089,000","643,492,000","549,641,000","489,335,000","417,481,000","453,254,000","490,843,000","492,536,000","464,646,000","458,906,000","423,784,000","377,947,000","343,131,000","426,254,000","453,928,000","409,884,000","349,641,000","352,354,000","334,716,000","350,169,000","480,623,000","636,871,000","648,576,000","547,036,000","554,811,000","538,274,000","501,816,000","449,925,000","419,957,000","424,808,000","386,718,000","384,724,000","371,733,000"
CostOfRevenue,"5,123,645,000","1,271,486,000","1,362,276,000","1,356,168,000","1,133,715,000","1,060,616,000","1,092,540,000","1,112,938,000","980,589,000","963,708,000","955,480,000","901,677,000","771,851,000","774,203,000","898,901,000","943,485,000","895,967,000","867,548,000","922,929,000","918,389,000","817,212,000","770,694,000","794,426,000","872,214,000","785,720,000","745,798,000","568,024,000","607,762,000","621,624,000","607,928,000","733,042,000","659,607,000","616,745,000","567,224,000","604,702,000","626,979,000","607,680,000","572,576,000","609,934,000","578,566,000","597,207,000","550,029,000","571,942,000","617,768,000","557,816,000","538,264,000","591,266,000","605,713,000","569,966,000","508,782,000","492,258,000","461,589,000","404,129,000","340,737,000","451,088,000","590,700,000","531,745,000","523,331,000","543,976,000","519,152,000","490,794,000","503,650,000","509,879,000","536,062,000","517,307,000","490,071,000","487,776,000","459,297,000","422,837,000","374,086,000","379,812,000","403,076,000","397,761,000","352,798,000","344,685,000","322,369,000","303,686,000","296,562,000","359,717,000","401,555,000","397,503,000","363,112,000","360,713,000","346,355,000","342,158,000","398,838,000","465,419,000","469,518,000","407,441,000","445,968,000","432,355,000","404,327,000","383,162,000","357,382,000","358,230,000","321,758,000","317,106,000","310,056,000"
GrossProfit,"1,285,350,000","325,330,000","362,368,000","324,832,000","272,820,000","265,534,000","278,501,000","241,085,000","192,320,000","188,908,000","222,984,000","182,240,000","123,454,000","120,761,000","182,370,000","200,707,000","169,717,000","157,771,000","225,494,000","216,638,000","172,235,000","142,906,000","227,187,000","213,800,000","131,606,000","122,884,000","102,620,000","126,600,000","115,098,000","134,947,000","120,071,000","153,217,000","150,714,000","128,820,000","150,173,000","141,008,000","138,379,000","114,953,000","112,722,000","116,787,000","89,320,000","104,981,000","111,827,000","122,239,000","129,817,000","126,686,000","159,343,000","188,258,000","179,199,000","136,956,000","175,354,000","154,616,000","102,387,000","48,039,000","97,624,000","129,031,000","158,931,000","176,152,000","202,912,000","169,931,000","161,692,000","147,338,000","173,132,000","177,767,000","169,324,000","155,018,000","155,716,000","90,344,000","66,498,000","43,395,000","73,442,000","87,767,000","94,775,000","111,848,000","114,221,000","101,415,000","74,261,000","46,569,000","66,537,000","52,373,000","12,381,000","-13,471,000","-8,359,000","-11,639,000","8,011,000","81,785,000","171,452,000","179,058,000","139,595,000","108,843,000","105,919,000","397,489,000","66,763,000","62,575,000","66,578,000","64,960,000","67,618,000","61,677,000"
OperatingExpense,"456,357,000","115,322,000","109,959,000","113,371,000","117,705,000","121,086,000","119,322,000","113,616,000","105,796,000","104,835,000","107,901,000","103,385,000","100,944,000","107,341,000","106,989,000","108,004,000","115,776,000","121,652,000","115,366,000","118,401,000","112,051,000","118,251,000","100,498,000","99,185,000","101,064,000","100,790,000","81,698,000","75,305,000","76,455,000","80,968,000","80,103,000","78,037,000","89,753,000","83,469,000","75,619,000","82,994,000","79,926,000","73,865,000","70,313,000","62,769,000","67,356,000","70,680,000","68,125,000","78,244,000","73,843,000","76,687,000","73,134,000","70,404,000","78,451,000","67,969,000","65,401,000","66,983,000","62,480,000","60,215,000","71,591,000","74,551,000","72,680,000","79,305,000","72,862,000","72,645,000","73,383,000","72,292,000","71,831,000","78,130,000","69,282,000","70,681,000","61,487,000","68,452,000","76,789,000","119,366,000","65,546,000","24,292,000","65,610,000","63,991,000","56,943,000","53,716,000","51,638,000","51,131,000","62,390,000","34,402,000","329,723,000","58,757,000","93,155,000","78,845,000","80,073,000","86,408,000","125,293,000","59,095,000","51,930,000","45,442,000","43,086,000","43,366,000","37,860,000","32,357,000","34,322,000","32,126,000","30,877,000","30,772,000"
	SellingGeneralAndAdministration,"296,275,000","76,959,000","72,546,000","72,581,000","74,189,000","76,768,000","78,219,000","77,781,000","74,260,000","72,582,000","75,130,000","70,458,000","64,758,000","71,587,000","69,353,000","70,463,000","74,700,000","80,723,000","77,410,000","75,567,000","67,783,000","76,695,000","67,437,000","72,363,000","70,896,000","73,635,000","58,800,000","54,232,000","56,435,000","62,942,000","62,800,000","61,600,000","67,674,000","62,424,000","58,255,000","64,347,000","65,618,000","59,559,000","56,959,000","49,297,000","53,489,000","57,255,000","55,660,000","65,011,000","61,284,000","64,558,000","62,037,000","57,735,000","66,356,000","56,296,000","54,775,000","53,619,000","52,445,000","50,068,000","58,399,000","60,467,000","67,441,000","65,449,000","62,142,000","64,080,000","62,360,000","62,667,000","62,494,000","68,477,000","58,967,000","60,251,000","106,242,000","59,582,000","66,865,000","58,492,000","53,345,000","53,236,000","54,079,000","52,178,000","48,124,000","45,023,000","43,470,000","42,613,000","44,170,000","47,103,000","49,607,000","47,687,000","61,527,000","47,847,000","51,365,000","53,994,000","53,237,000","50,257,000","47,058,000","42,071,000","39,734,000","40,376,000","35,017,000","30,106,000","32,175,000","30,017,000","28,939,000","28,715,000"
	ResearchAndDevelopment,"160,082,000","38,363,000","37,413,000","40,790,000","43,516,000","44,318,000","41,103,000","35,835,000","31,536,000","32,253,000","32,771,000","32,927,000","36,186,000","35,754,000","37,636,000","37,541,000","41,076,000","40,929,000","37,956,000","42,834,000","44,268,000","41,556,000","33,061,000","26,822,000","30,168,000","27,155,000","22,898,000","21,073,000","20,020,000","18,026,000","17,303,000","16,437,000","22,079,000","21,045,000","17,364,000","18,647,000","14,308,000","14,306,000","13,354,000","13,472,000","13,867,000","13,425,000","12,465,000","13,233,000","12,559,000","12,129,000","11,097,000","12,669,000","12,095,000","11,673,000","10,907,000","13,364,000","10,035,000","10,147,000","13,192,000","14,084,000","15,095,000","13,856,000","10,720,000","10,282,000","11,023,000","9,625,000","9,337,000","9,653,000","10,315,000","9,430,000","9,653,000","8,870,000","9,924,000","8,900,000","9,166,000","8,664,000","9,900,000","8,977,000","6,330,000","6,836,000","6,130,000","6,488,000","6,654,000","7,622,000","8,769,000","8,144,000","10,365,000","9,784,000","8,135,000","10,502,000","8,976,000","8,838,000","4,872,000","3,371,000","3,352,000","2,990,000","2,843,000","2,251,000","2,147,000","2,109,000","1,938,000","2,057,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,974,000","1,947,000","1,867,000","1,837,000","1,328,000","2,080,000","2,035,000","2,038,000","2,030,000","1,997,000","2,000,000","1,743,000","1,252,000","21,263,000","21,214,000","20,573,000","21,912,000","21,447,000","20,179,000","15,266,000",,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,974,000","1,947,000","1,867,000","1,837,000","1,328,000","2,080,000","2,035,000","2,038,000","2,030,000","1,997,000","2,000,000","1,743,000","1,252,000","21,263,000","21,214,000","20,573,000","21,912,000","21,447,000","20,179,000","15,266,000",,,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,974,000","1,947,000","1,867,000","1,837,000","1,328,000","2,080,000","2,035,000","2,038,000","2,030,000","1,997,000","2,000,000","1,743,000","1,252,000","21,263,000","21,214,000","20,573,000","21,912,000","21,447,000","20,179,000","15,266,000",,,,,,,,,
