name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992
MarketCap,"4,047,987,820","5,317,604,114","5,050,595,200","4,956,524,440","4,364,606,400","4,353,684,480","4,516,730,420","3,832,111,680","3,858,714,160","4,201,860,250","3,881,243,040","3,299,091,600","5,192,975,267","4,929,385,474","4,705,348,330","5,787,193,824","5,966,091,161","5,120,396,144","4,348,195,560","3,712,837,331","3,423,090,000","3,023,154,600","2,406,271,325","2,060,878,660","1,818,093,750","1,673,303,400","1,814,179,080","1,746,634,500","1,510,854,040","1,468,724,660","1,277,230,500","985,804,800","928,447,080","908,679,000","962,148,420","1,000,405,110","1,050,594,158","858,881,221","880,925,940","862,931,966","754,903,483","692,544,203","622,381,185","508,980,800","610,183,100","601,186,960","498,553,500","505,167,630","432,718,670","467,865,450","518,869,160","545,859,740","608,238,150","473,150,887","488,713,956","434,516,052","326,922,962","398,645,118","492,957,094","537,972,527","620,863,019","566,378,416","594,758,726","662,502,884","610,902,758","516,895,074","554,284,244","399,119,402","445,535,133","487,021,695","371,139,652","353,375,012","466,849,489","416,577,302","469,334,842","368,168,782","429,413,468","379,083,233","518,930,207","508,992,971","428,625,518","500,926,098","389,410,644","345,487,198","354,215,589","295,563,800","252,871,941","216,991,131","226,041,210","149,364,696","123,559,551","123,330,000","145,023,912","133,018,407","177,302,029","113,611,396","116,030,964","119,619,670","96,104,250","82,499,242","59,593,092","70,466,250","65,329,834","74,219,581","121,864,750","125,786,494","147,193,071","119,955,024","105,944,781","116,575,449","109,464,733","79,453,478","91,682,161","94,871,061","113,758,755","83,742,128","81,387,498","106,323,746","65,971,017","49,915,042","41,703,716"
EnterpriseValue,"5,455,779,820","4,795,404,114","4,559,370,200","4,528,592,440","3,979,454,400","3,995,047,480","4,206,435,420","3,576,237,680","3,622,353,160","3,945,481,250","3,581,390,040","3,022,836,600","4,918,324,267","4,575,545,474","4,351,508,330","5,551,988,824","5,730,886,161","4,885,191,144","4,112,990,560","3,546,914,331","3,296,228,000","2,578,072,600","2,033,833,325","1,660,263,660","1,434,372,750","1,295,906,400","1,420,116,080","1,379,319,500","1,156,067,040","1,121,960,660","947,486,500","669,957,800","624,600,080","611,788,000","701,303,420","756,422,110","817,034,158","632,722,221","654,766,940","669,440,966","571,318,483","532,559,203","503,289,185","389,888,800","489,371,100","494,359,960","405,196,500","423,271,630","349,644,670","382,951,450","410,734,160","422,474,740","463,585,150","340,333,887","376,924,956","317,121,052","218,338,962","299,510,118","397,314,094","427,696,527","501,731,019","449,460,416","489,257,726","562,035,884","510,435,758","421,040,074","476,161,244","320,996,402","381,234,133","390,944,695","283,798,652","271,796,012","374,939,489","330,829,302","396,197,842","297,054,782","359,860,468","300,229,233","430,465,207","418,773,971","346,533,518","427,899,098","316,383,644","285,592,198","298,268,589","244,777,800","203,046,941","168,300,131","177,350,210","106,925,696","85,159,551","86,230,000","106,823,912","129,118,407","175,302,029","110,411,396","112,430,964","116,319,670","93,104,250","78,299,242","59,293,092","70,166,250","65,029,834","73,919,581","121,564,750","125,486,494","146,893,071","119,655,024","105,644,781","115,575,449","108,664,733","78,653,478","90,882,161","80,471,061","111,958,755","67,242,128","64,987,498","90,023,746","63,171,017","34,815,042","27,603,716"
PeRatio,"83.039","46.97","47.185","49.029","47.529","51.104","56.743","47.47","45.734","43.021","55.198","73.889","99.177","179.947","56.839","70.161","444.924","76.717","148.966","73.169","31.71","41.721","42.71","37.725","36.489","38.132","39.296","47.609","51.708","55.44","39.375","26.742","24.324","22.596","24.41","25.159","25.284","21.054","21.761","19.7","17.164","15.606","17.241","14.1","16.743","17.512","16.368","18.552","18.073","21.531","20.588","19.606","20.678","16.557","19.844","20.687","18.304","26.639","23.848","24.068","23.086","23.902","26.077","29.154","27.077","24.788","43.567","31.956","73.114","101.429","82.848","28.615","26.611","23.362","23.169","19.667","22.63","19.104","29.141","29.772","27.754","34.125","27.813","28.369","30.578","26.923","24.107","20.871","21.779","15.519","14.121","15.624","18.424","17.856","25.582","17.017","18.195","20.165","17.43","17.416","14.119","16.587","14.583","13.286","22.906","27.9","39.514","36.468","38.158","44.262","37.785","27.426","29.531","32.127","38.671","27.259","23.488","29.231","16.951","16.288","19.262"
ForwardPeRatio,"18.519","20.45","21.834","21.459","29.94","29.851","26.525","22.727","29.762","28.49","23.419","19.96","27.027","25.189",,"28.49",,"36.63","33.003","30.581","49.751","41.322","29.155","25.707","25.84","21.008","26.882","28.249","29.499","33.898","31.153","17.731","16.807","16.556","19.608","19.763","19.646","15.873","20","19.92","17.241","17.606","16.835","13.85","16.367","16.42","16.447",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"1.125","1.369","1.459","1.435","3.875","3.868","6.067","5.305","6.726","18.723","10.455","8.917","4.16","3.644",,"2.004",,"2.286","2.087","2.108","3.447","2.874","1.421","2.709",,,,,,"3.387","3.114","1.773","1.68","1.655","1.962","1.975","1.964","1.588","2.002","2.211","1.916","1.956","1.203","0.865","1.167","1.17","1.175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.447","3.684","3.977","3.956","3.533","3.49","3.651","3.137","3.14","3.433","3.127","2.631","4.011","3.693","3.469","4.199","4.419","4.073","4.218","4.556","5.755","6.945","6.702","5.859","5.339","5.026","5.561","5.457","4.777","4.712","4.142","3.165","2.987","2.915","3.025","3.226","3.403","2.739","2.831","2.833","2.48","2.304","2.106","1.722","2.034","2.077","1.777","1.884","1.808","2.11","2.358","2.528","2.789","2.2","2.358","2.284","1.828","2.339","2.922","3.044","3.311","3.033","3.28","3.667","3.406","3.069","4.523","3.318","4.813","6.575","5.414","4.331","5.07","4.603","4.807","4.055","4.975","4.343","6.522","6.541","6.058","7.619","6.21","6.228","6.701","5.642","5.013","4.361","4.55","3.126","2.82","3.02","3.568","3.351","4.656","3.036","3.209","3.656","3.268","3.095","2.418","2.937","2.83","3.164","5.365","5.502","6.003","4.805","5.028","6.273","7.505","5.447","6.262","7.622","10.221","8.465","8.639","10.84","6.631","5.148","4.512"
PbRatio,"1.858","3.291","3.177","3.183","2.87","2.898","3.11","2.714","2.805","3.051","2.896","2.503","4.058","3.904","3.733","4.609","4.885","4.277","3.823","3.318","2.998","4.579","3.712","3.344","3.051","2.886","3.199","3.246","2.916","2.89","2.599","2.031","1.958","1.955","2.224","2.413","2.616","2.199","2.254","2.478","2.238","2.148","2.034","1.658","1.987","2.077","1.818","1.926","1.767","1.906","1.958","1.971","2.266","1.812","1.931","1.811","1.413","1.816","2.305","2.328","2.722","2.519","2.728","3.149","2.904","2.591","3.127","2.251","2.604","2.979","2.374","2.245","2.775","2.592","3.008","2.509","2.922","2.631","3.569","3.735","3.477","4.696","3.65","3.668","4.034","3.545","3.184","2.818","2.935","2.05","1.817","1.852","2.255","2.149","3.046","2.029","2.125","2.341","2.006","1.782","1.316","1.502","1.399","1.458","2.571","2.752","3.361","4.426","3.909","4.466","4.58","3.324","3.885","4.161","5.291","4.208","4.195","5.626","3.77","3.025","2.744"
EnterprisesValueRevenueRatio,"3.54","8.829","13.389","13.476","12.371","12.561","13.127","11.226","11.94","12.007","11.351","9.831","15.75","13.826","12.784","16.97","15.899","13.131","11.112","10.334","9.943","10.406","21.255","17.097","14.83","14.422","15.712","16.036","13.799","13.769","11.859","8.649","7.939","8.354","8.998","9.134","10.387","8.516","7.92","8.224","7.393","7.053","6.582","5.099","6.29","6.917","5.358","5.589","5.077","5.95","5.883","7.829","8.682","6.264","6.642","5.794","4.493","6.707","8.723","9.532","10.262","9.204","9.265","11.565","9.926","8.631","11.015","6.9","9.369","14.434","18.691","16.504","17.307","14.88","13.308","11.638","16.908","9.755","17.84","20.829","15.287","20.469","15.15","17.614","17.595","16.312","12.216","14.387","13.018","7.504","6.501","8.059","9.13","11.326","17.888","11.501","10.811","11.632","10.702","10.169","8.235","10.319","10.005","12.32","19.929","20.914","27.716","26.012","17.607","21.403","21.733","22.472","23.916","19.16","30.259","26.897","28.255","31.043","22.561","13.39","11.502"
EnterprisesValueEBITDARatio,"30.943","400.251","97.345","81.511","66.806","77.154","77.567","70.71","79.701","89.999","83.105","55.901","97.087","86.926","592.526","265.887","121.081","219.441","69.402","154.073","-162.056","107.366","67.33","55.409","49.207","45.081","53.612","52.904","46.77","49.511","49.578","41.292","45.93","41.783","37.678","37.303","51.623","37.804","27.796","30.075","31.214","32.957","31.243","21.756","26.407","29.583","19.252","22.493","22.054","35.117","26.781","36.483","37.26","23.833","23.471","22.325","23.515","49.473","39.632","49.104","51.317","56.664","59.011","51.356","45.787","35.922","48.494","29.152","45.363","48.51","-767.023","-1,161.521","52.779","41.302","31.298","36.399","45.912","23.406","40.148","55.971","37.638","54.323","37.296","48.242","43.954","41.043","31.608","42.77","32.14","19.96","14.434","23.305","26.706","34.897","53.122","34.504","38.769","40.11","34.483","30.115","26.951","28.067","46.45","43.482","57.888","48.264","66.77","74.784","52.822","72.235","98.786","157.307","64.916","42.353","55.979","112.07","92.839","64.303","52.643","29.013","25.094"
