name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,09/30/2006,03/31/2006,09/30/2005
TotalRevenue,"6,869,367,000","1,576,156,000","1,752,349,000","1,789,551,000","1,751,311,000","1,508,029,000","1,800,843,000","1,808,266,000","1,738,779,000","1,316,462,000","1,751,005,000","1,866,967,000","1,760,927,000","1,588,024,000","1,768,301,000","1,848,707,000","1,715,443,000","1,471,504,000","1,645,175,000","1,799,270,000","1,646,610,000","1,380,355,000","1,575,309,000","1,761,019,000","1,472,731,000","1,219,140,000","1,409,557,000","1,591,038,000","1,522,033,000","1,208,921,000","1,522,596,000","1,400,728,000","1,342,052,000","1,059,370,000","1,285,790,000","1,197,346,000","1,199,205,000","945,461,000","1,153,256,000","1,218,681,000","1,180,651,000","1,008,334,000","1,145,315,000","1,230,185,000","1,225,233,000","1,036,410,000","1,149,659,000","1,173,362,000","1,075,852,000","927,840,000","988,739,000","1,058,673,000","986,022,000","857,841,000","1,035,117,000","1,153,635,000","1,072,171,000","987,847,000","1,159,130,000","1,153,606,000","1,121,907,000","1,039,894,000","1,118,968,000","1,032,860,000","1,137,961,000"
	OperatingRevenue,"6,869,367,000","1,576,156,000","1,752,349,000","1,789,551,000","1,751,311,000","1,508,029,000","1,800,843,000","1,808,266,000","1,738,779,000","1,316,462,000","1,751,005,000","1,866,967,000","1,760,927,000","1,588,024,000","1,768,301,000","1,848,707,000","1,715,443,000","1,471,504,000","1,645,175,000","1,799,270,000","1,646,610,000","1,380,355,000","1,575,309,000","1,761,019,000","1,472,731,000","1,219,140,000","1,409,557,000","1,591,038,000","1,522,033,000","1,208,921,000","1,522,596,000","1,400,728,000","1,342,052,000","1,059,370,000","1,285,790,000","1,197,346,000","1,199,205,000","945,461,000","1,153,256,000","1,218,681,000","1,180,651,000","1,008,334,000","1,145,315,000","1,230,185,000","1,225,233,000","1,036,410,000","1,149,659,000","1,173,362,000","1,075,852,000","927,840,000","988,739,000","1,058,673,000","986,022,000","857,841,000","1,035,117,000","1,153,635,000","1,072,171,000","987,847,000","1,159,130,000","1,153,606,000","1,121,907,000","1,039,894,000","1,118,968,000","1,032,860,000","1,137,961,000"
CostOfRevenue,"4,236,171,000","991,978,000","1,084,621,000","1,089,890,000","1,069,682,000","905,348,000","1,676,036,000","1,191,553,000","1,105,767,000","842,730,000","1,039,568,000","1,154,629,000","1,086,248,000","967,148,000","1,063,326,000","1,136,040,000","1,055,487,000","892,583,000","1,018,514,000","1,120,813,000","1,000,708,000","840,824,000","963,174,000","1,111,653,000","915,440,000","761,884,000","868,431,000","1,010,288,000","953,808,000","762,690,000","977,035,000","903,013,000","837,698,000","702,593,000","858,558,000","775,666,000","763,723,000","618,162,000","755,185,000","818,751,000","813,719,000","753,971,000","812,152,000","804,742,000","797,993,000","681,885,000","801,001,000","809,487,000","701,046,000","600,410,000","665,412,000","701,993,000","658,631,000","599,965,000","725,471,000","811,851,000","691,215,000","642,883,000","799,275,000","792,587,000","741,550,000","700,215,000","753,337,000","691,968,000","768,442,000"
GrossProfit,"2,633,196,000","584,178,000","667,728,000","699,661,000","681,629,000","602,681,000","124,807,000","616,713,000","633,012,000","473,732,000","711,437,000","712,338,000","674,679,000","620,876,000","704,975,000","712,667,000","659,956,000","578,921,000","626,661,000","678,457,000","645,902,000","539,531,000","612,135,000","649,366,000","557,291,000","457,256,000","541,126,000","580,750,000","568,225,000","446,231,000","545,561,000","497,715,000","504,354,000","356,777,000","427,232,000","421,680,000","435,482,000","327,299,000","398,071,000","399,930,000","366,932,000","254,363,000","333,163,000","425,443,000","427,240,000","354,525,000","348,658,000","363,875,000","374,806,000","327,430,000","323,327,000","356,680,000","327,391,000","257,876,000","309,646,000","341,784,000","380,956,000","344,964,000","359,855,000","361,019,000","380,357,000","339,679,000","365,631,000","340,892,000","369,519,000"
OperatingExpense,"1,855,078,000","413,666,000","512,162,000","465,015,000","464,235,000","412,559,000","568,543,000","442,142,000","391,476,000","439,602,000","473,518,000","442,582,000","440,662,000","472,838,000","460,034,000","455,778,000","439,893,000","432,863,000","478,990,000","425,153,000","417,225,000","418,263,000","408,453,000","421,014,000","336,081,000","334,851,000","383,200,000","372,422,000","429,292,000","356,300,000","414,411,000","343,823,000","297,230,000","284,989,000","355,534,000","244,782,000","254,035,000","242,156,000","245,060,000","243,422,000","246,981,000","248,285,000","257,875,000","272,761,000","278,772,000","252,682,000","267,047,000","249,815,000","252,001,000","241,718,000","238,326,000","248,267,000","230,699,000","223,238,000","233,340,000","255,228,000","266,427,000","254,612,000","234,793,000","253,233,000","266,017,000","254,567,000","262,426,000","243,370,000","265,471,000"
	SellingGeneralAndAdministration,"1,855,078,000","413,666,000","512,162,000","465,015,000","464,235,000","412,559,000","568,543,000","442,142,000","391,476,000","439,602,000","473,518,000","442,582,000","440,662,000","472,838,000","460,034,000","455,778,000","439,893,000","432,863,000","478,990,000","425,153,000","417,225,000","418,263,000","408,453,000","421,014,000","336,081,000","334,851,000","383,200,000","372,422,000","429,292,000","356,300,000","414,411,000","343,823,000","297,230,000","284,989,000","355,534,000","244,782,000","254,035,000","242,156,000","245,060,000","243,422,000","246,981,000","248,285,000","257,875,000","272,761,000","278,772,000","252,682,000","267,047,000","249,815,000","252,001,000","241,718,000","238,326,000","248,267,000","230,699,000","223,238,000","233,340,000","255,228,000","266,427,000","254,612,000","266,937,000","253,233,000","266,017,000","254,567,000","262,426,000","243,370,000","265,927,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-456,000"
OperatingIncome,"778,118,000","170,512,000","155,566,000","234,646,000","217,394,000","190,122,000","-443,736,000","174,571,000","241,536,000","34,130,000","237,919,000","269,756,000","234,017,000","148,038,000","244,941,000","256,889,000","220,063,000","146,058,000","147,671,000","253,304,000","228,677,000","121,268,000","203,682,000","228,352,000","221,210,000","122,405,000","157,926,000","208,328,000","138,933,000","89,931,000","131,150,000","153,892,000","207,124,000","71,788,000","71,698,000","176,898,000","181,447,000","85,143,000","153,011,000","156,508,000","119,951,000","6,078,000","75,288,000","152,682,000","148,468,000","101,843,000","81,611,000","114,060,000","122,805,000","85,712,000","85,001,000","108,413,000","96,692,000","34,638,000","76,306,000","86,556,000","114,529,000","90,352,000","125,062,000","107,786,000","114,340,000","85,112,000","103,205,000","97,522,000","104,048,000"
NetNonOperatingInterestIncomeExpense,"-150,570,000","-31,963,000","-35,307,000","-40,860,000","-42,440,000","-44,460,000","-44,115,000","-43,868,000","-41,659,000","-36,849,000","-40,907,000","-43,091,000","-46,522,000","-48,059,000","-47,687,000","-52,795,000","-48,430,000","-45,763,000","-44,251,000","-43,917,000","-44,130,000","-42,137,000","-41,153,000","-43,433,000","-36,540,000","-31,566,000","-30,772,000","-31,356,000","-29,020,000","-26,887,000","-29,922,000","-23,528,000","-21,119,000","-21,818,000","-26,038,000","-25,002,000","-25,221,000","-25,623,000","-30,352,000","-32,897,000","-36,611,000","-36,998,000","-37,752,000","-38,262,000","-39,178,000","-41,105,000","260,630,000","-36,326,000","-36,573,000","-37,495,000","-38,731,000","-42,941,000","-44,807,000","-36,800,000",,,,,,,,,,,
	InterestExpenseNonOperating,"150,570,000","31,963,000","35,307,000","40,860,000","42,440,000","44,460,000","44,115,000","43,868,000","41,659,000","36,849,000","40,907,000","43,091,000","46,522,000","48,059,000","47,687,000","52,795,000","48,430,000","45,763,000","44,251,000","43,917,000","44,130,000","42,137,000","41,153,000","43,433,000","36,540,000","31,566,000","30,772,000","31,356,000","29,020,000","26,887,000","29,922,000","23,528,000","21,119,000","21,818,000","26,038,000","25,002,000","25,221,000","25,623,000","30,352,000","32,897,000","36,611,000","36,995,000","37,752,000","38,262,000","39,178,000","41,105,000",,,,,,,,,,,,,,,,,,,
