name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017
MarketCap,"712,920,689","1,002,308,648","1,155,541,088","779,716,301","622,400,318","477,494,541","380,162,415","304,981,039","203,489,843","165,072,436","260,059,518","245,603,452","164,804,269","81,594,963","60,803,856","72,253,358","56,896,688","61,092,818","70,462,133","69,432,654","68,491,612"
EnterpriseValue,"1,694,382,689","1,809,128,648","1,819,107,088","1,401,917,301","1,274,459,318","1,117,889,541","910,036,415","890,625,039","801,005,843","680,726,436","680,548,518","645,410,452","603,392,269","514,440,963","384,465,856","387,407,358","347,145,688","336,492,818","233,185,133","186,172,654","212,890,612"
PsRatio,"3.89","5.957","6.962","4.702","3.74","2.82","2.277","1.69","1.647","1.26","1.747","1.603","1.507","1.648","1.086","1.438","1.792","1.488","3.271","3.336","3.442"
PbRatio,"1.921","2.817","3.615","2.938","2.71","2.402","1.854","2.777","1.918","1.528","2.503","7.173",,,,,,"14.915","6.734","6.102",
EnterprisesValueRevenueRatio,"11.183","42.263","45.609","38.983","38.79","35.026","30.368","32.365","30.646","25.953","30.269","33.75","35.448","30.875","28.193","33.245","28.816","28.327","28.489","27.929","42.349"
EnterprisesValueEBITDARatio,"20.98","73.494","90.905","73.253","73.224","64.899","55.187","61.961","56.532","47.283","55.755","65.899","67.63","60.953","56.79","81.252","130.506","59.367","78.014","60.505","103.95"
