name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
TotalAssets,"638,660,000","666,476,000","675,355,000","685,674,000","608,728,000","152,099,000","153,487,000","80,101,000","84,162,000","93,359,000","95,468,000","103,793,000","111,463,000","107,035,000","111,366,000","116,030,000","82,873,000","88,853,000","93,886,000","96,971,000","104,587,000","112,324,000","116,110,000","109,247,000","95,512,000","103,128,000","100,953,000","110,047,000","95,017,000","98,928,000","107,481,000","101,972,000","100,255,000","116,355,000","117,129,000","126,479,000","142,220,000","156,111,000","178,362,000","117,495,000","127,975,000","133,030,000","133,179,000","141,418,000","151,157,000","51,609,000","57,850,000","48,810,000","37,504,000","26,383,000"
	CurrentAssets,"335,419,000","351,791,000","361,338,000","329,176,000","533,524,000","83,270,000","88,156,000","13,356,000","15,959,000","24,228,000","25,842,000","34,120,000","41,680,000","38,710,000","43,203,000","47,577,000","13,306,000","17,681,000","21,166,000","22,925,000","26,635,000","33,318,000","36,189,000","28,060,000","13,536,000","22,640,000","20,658,000","28,320,000","11,553,000","13,744,000","20,940,000","14,171,000","14,937,000","30,727,000","32,088,000","46,046,000","61,283,000","75,880,000","98,256,000","44,331,000","84,195,000","102,734,000","107,985,000","116,577,000","126,569,000","23,894,000","30,164,000","43,757,000","32,804,000","21,542,000"
		CashCashEquivalentsAndShortTermInvestments,"310,439,000","316,173,000","301,437,000","263,971,000","525,323,000","78,338,000","80,621,000","6,337,000","9,289,000","16,302,000","20,944,000","29,155,000","35,466,000","33,734,000","38,316,000","27,030,000","7,029,000","11,553,000","14,764,000","16,303,000","20,393,000","27,888,000","31,063,000","22,617,000","8,672,000","17,031,000","16,203,000","22,528,000","4,353,000","6,359,000","14,010,000","5,908,000","8,422,000","24,625,000","25,661,000","40,588,000","54,102,000","66,744,000","91,997,000","38,602,000","73,622,000","94,225,000","97,605,000","105,197,000","116,483,000","15,274,000","22,516,000","42,119,000","32,428,000","21,240,000"
			CashAndCashEquivalents,"44,626,000","40,833,000","16,201,000","17,085,000","525,323,000","78,338,000","80,621,000","6,337,000","9,289,000","16,302,000","20,944,000","29,155,000","35,466,000","33,734,000","38,316,000","27,030,000","7,029,000","11,553,000","14,764,000","16,303,000","20,393,000","27,888,000","31,063,000","22,617,000","8,672,000","17,031,000","16,203,000","22,528,000","4,353,000","6,359,000","14,010,000","5,908,000","8,422,000","24,625,000","25,661,000","40,588,000","54,102,000","66,744,000","91,997,000","38,602,000","73,622,000","94,225,000","97,605,000","105,197,000","116,483,000","15,274,000","22,516,000","42,119,000","32,428,000","21,240,000"
			OtherShortTermInvestments,"265,813,000","275,340,000","285,236,000","246,886,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0",,"0","0","0","0",,,,,,
		Receivables,"168,000","978,000","513,000","847,000","92,000","527,000","370,000","746,000","152,000","1,135,000","378,000","166,000","1,125,000","526,000","704,000","15,812,000","1,288,000","1,054,000","1,243,000","1,363,000","1,204,000","1,122,000","1,079,000","1,674,000","869,000","1,391,000","1,134,000","2,319,000","2,148,000","2,361,000","2,042,000","3,085,000","1,664,000","1,358,000","867,000","498,000","1,036,000","698,000","736,000","1,129,000","3,030,000","2,938,000","2,749,000","2,355,000","2,982,000","2,830,000","2,316,000","303,000","186,000","99,000"
			AccountsReceivable,"168,000","978,000","513,000","847,000","92,000","527,000","370,000","746,000","152,000","1,135,000","378,000","166,000","1,125,000","526,000","637,000","1,443,000","1,288,000","1,054,000","1,243,000","1,363,000","1,204,000","1,122,000","1,079,000","1,674,000","869,000","1,391,000","1,134,000","2,319,000","2,148,000","2,361,000","2,042,000","3,085,000","1,664,000","1,358,000","867,000","498,000","1,036,000","698,000","736,000","1,129,000","3,030,000","2,938,000","2,749,000","2,355,000","2,982,000","2,830,000","2,316,000","303,000","186,000","99,000"
			OtherReceivables,,,,,,,,,,,,,,,"67,000","14,369,000",,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0"
		Inventory,"2,735,000","2,751,000","2,341,000","2,216,000","2,452,000","2,256,000","2,551,000","2,480,000","2,680,000","3,201,000","2,962,000","3,329,000","3,187,000","3,166,000","3,301,000","3,846,000","4,356,000","4,362,000","4,331,000","4,295,000","4,178,000","3,458,000","3,203,000","2,885,000","2,987,000","3,487,000","2,703,000","2,902,000","4,499,000","4,292,000","4,027,000","4,243,000","3,723,000","3,581,000","4,196,000","3,431,000","4,432,000","6,659,000","3,798,000","2,855,000","5,454,000","3,814,000","4,974,000","6,410,000","5,233,000","3,765,000","3,048,000",,,"0"
			RawMaterials,"1,633,000","1,749,000","1,772,000","1,502,000","1,487,000","1,495,000","1,641,000","1,667,000","1,691,000","1,972,000","1,866,000","1,745,000","1,743,000","1,684,000","1,676,000","1,891,000","1,659,000","1,801,000","1,824,000","2,071,000","1,844,000","1,776,000","1,823,000","1,756,000","1,837,000","2,219,000","1,704,000","1,797,000","3,014,000","3,167,000","3,176,000","2,906,000","3,267,000","3,165,000","3,578,000","2,761,000","3,822,000","5,926,000","3,378,000","2,805,000","4,531,000","2,992,000","4,183,000","5,414,000","4,067,000","2,683,000",,,,
			WorkInProcess,"135,000","83,000","55,000","4,000","5,000","5,000","29,000","134,000","142,000","376,000","133,000","353,000","308,000","303,000","245,000","296,000","371,000","634,000","479,000","361,000","406,000","336,000","485,000","408,000","459,000","569,000","610,000","535,000","603,000","610,000","228,000","266,000","209,000","224,000","178,000","340,000","372,000","648,000","420,000","50,000","464,000","456,000","511,000","489,000","463,000","301,000",,,,
			FinishedGoods,"764,000","654,000","247,000","300,000","725,000","756,000","881,000","679,000","847,000","853,000","963,000","1,231,000","1,136,000","1,179,000","1,380,000","1,659,000","2,326,000","1,927,000","2,028,000","1,863,000","1,928,000","1,346,000","895,000","721,000","691,000","699,000","389,000","570,000","882,000","515,000","623,000","1,071,000","247,000","192,000","440,000","330,000","238,000","85,000","0","0","459,000","366,000","280,000","507,000","351,000","433,000",,,,
