name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
TotalAssets,"4,188,125,000","4,036,629,000","3,831,487,000","1,622,767,000","1,320,772,000","994,823,000","817,724,000","549,385,000","680,829,000"
	CurrentAssets,"1,651,474,000","1,528,097,000","1,436,450,000","1,344,087,000","1,119,956,000","858,906,000","678,771,000","459,969,000","585,587,000"
		CashCashEquivalentsAndShortTermInvestments,"116,386,000","135,885,000","175,015,000","218,580,000","179,886,000","185,020,000","156,908,000","90,711,000","89,939,000"
			CashAndCashEquivalents,"116,386,000","135,885,000","175,015,000","218,580,000","179,886,000","185,020,000","156,908,000","90,711,000","89,939,000"
		Receivables,"1,534,025,000","1,391,181,000","1,260,419,000","1,121,496,000","936,093,000","669,915,000","518,944,000","369,258,000","495,648,000"
			AccountsReceivable,"34,141,000","32,641,000","34,264,000","42,004,000","32,096,000","27,640,000","27,486,000","34,445,000","25,121,000"
			AccruedInterestReceivable,"1,480,515,000","1,347,448,000","1,215,919,000","1,072,673,000","896,523,000","636,887,000","486,206,000","328,697,000","460,837,000"
			DuefromRelatedPartiesCurrent,"19,369,000","11,092,000","10,236,000","6,819,000","7,474,000","5,388,000","5,252,000","6,116,000","9,690,000"
		RestrictedCash,"1,063,000","1,031,000","1,016,000","4,011,000","3,977,000","3,971,000","2,919,000",,
	TotalNonCurrentAssets,"2,536,650,000","2,508,532,000","2,395,037,000","278,680,000","200,816,000","135,917,000","138,953,000","89,416,000","95,242,000"
		NetPPE,"61,065,000","63,322,000","65,476,000","64,707,000",,,,,
			GrossPPE,"61,065,000","63,322,000","65,476,000","64,707,000",,,,,
				OtherProperties,"61,065,000","63,322,000","65,476,000","64,707,000",,,,,
		GoodwillAndOtherIntangibleAssets,"978,667,000","992,370,000","1,003,105,000","11,662,000","12,283,000","13,118,000","13,952,000","14,787,000","15,622,000"
			Goodwill,"580,542,000","583,196,000","582,973,000","6,792,000","6,792,000","6,792,000","6,792,000","6,792,000","6,792,000"
			OtherIntangibleAssets,"398,125,000","409,174,000","420,132,000","4,870,000","5,491,000","6,326,000","7,160,000","7,995,000","8,830,000"
		InvestmentsAndAdvances,"1,441,626,000","1,410,255,000","1,299,018,000","82,894,000","74,379,000","63,449,000","57,870,000","50,448,000","53,386,000"
			LongTermEquityInvestment,,,,"1,155,567,000","970,902,000","700,336,000","544,076,000","379,145,000","514,223,000"
			InvestmentinFinancialAssets,"107,045,000","98,780,000","90,325,000","82,894,000","74,379,000","63,449,000","57,870,000","50,448,000","53,386,000"
			OtherInvestments,"1,334,581,000","1,311,475,000","1,208,693,000",,,,,,"0"
		NonCurrentDeferredAssets,"27,866,000","18,966,000","678,000","94,447,000","89,439,000","35,658,000","44,283,000",,
			NonCurrentDeferredTaxesAssets,"27,866,000","18,966,000","678,000","94,447,000","89,439,000","35,658,000","44,283,000",,
		OtherNonCurrentAssets,"27,426,000","23,619,000","26,760,000","24,970,000","24,715,000","23,692,000","22,848,000","24,181,000","26,234,000"
TotalLiabilitiesNetMinorityInterest,"2,363,795,000","2,218,575,000","2,099,734,000","861,632,000","661,079,000","460,686,000","393,329,000","393,324,000","443,862,000"
	CurrentLiabilities,"2,252,864,000","2,084,839,000","1,958,436,000","735,117,000","626,855,000","418,189,000","345,511,000","212,810,000","277,533,000"
		PayablesAndAccruedExpenses,"2,189,985,000","2,022,077,000","1,845,792,000","735,117,000","626,855,000","418,189,000","345,511,000","212,810,000","277,533,000"
			Payables,"279,896,000","263,978,000","217,431,000","172,586,000","161,245,000","97,247,000","99,757,000","44,195,000","39,796,000"
				AccountsPayable,"80,541,000","60,007,000","69,197,000","45,992,000","47,723,000","42,030,000","42,880,000","37,322,000","36,222,000"
				DuetoRelatedPartiesCurrent,"199,355,000","203,971,000","148,234,000","126,594,000","113,522,000","55,217,000","56,877,000","6,873,000","3,574,000"
			CurrentAccruedExpenses,"1,910,089,000","1,758,099,000","1,628,361,000","562,531,000","465,610,000","320,942,000","245,754,000","168,615,000","237,737,000"
				InterestPayable,"1,910,089,000","1,758,099,000","1,628,361,000","562,531,000","465,610,000","320,942,000","245,754,000","168,615,000","237,737,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,"37,547,000",
		CurrentDebtAndCapitalLeaseObligation,"62,879,000","62,762,000","112,644,000",,,,,"20,848,000",
			CurrentDebt,"62,879,000","62,762,000","112,644,000",,,,,"20,848,000",
				LineOfCredit,"62,879,000","62,762,000","112,644,000",,,,,,
				OtherCurrentBorrowings,,,,,,,,"20,848,000",
