name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005
OperatingCashFlow,"83,548,000","-24,477,000","63,014,000","19,806,000","25,205,000","26,925,000","56,658,000","19,749,000","79,547,000","-17,542,000","76,188,000","-5,709,000","25,301,000","9,862,000","48,195,000","1,576,000","19,426,000","-3,878,000","51,645,000","10,101,000","-899,000","4,667,000","44,471,000","-2,459,000","3,313,000","3,130,000","48,131,000","-501,000","-711,000","1,688,000","55,502,000","3,920,000","13,945,000","16,570,000","45,231,000","11,787,000","5,474,000","4,402,000","38,039,000","13,673,000","8,714,000","5,799,000","42,887,000","9,991,000","9,080,000","6,107,000","33,249,000","11,034,000","1,743,000","2,666,000","27,944,000","3,737,000","4,488,000","8,947,000","18,510,000","4,129,000","7,366,000","8,332,000","34,905,000","6,125,000","6,234,000","-12,978,000","26,624,000","10,361,000","-5,234,000","-1,820,000","17,735,000","12,138,000","848,000","-9,635,000"
	CashFlowFromContinuingOperatingActivities,"83,548,000","-24,477,000","63,014,000","19,806,000","25,205,000","26,925,000","56,658,000","19,749,000","79,547,000","-17,542,000","76,188,000","-5,709,000","25,301,000","9,862,000","48,195,000","1,576,000","19,426,000","-3,878,000","51,645,000","10,101,000","-899,000","4,667,000","44,471,000","-2,459,000","3,313,000","3,130,000","48,131,000","-501,000","-711,000","1,688,000","55,502,000","3,920,000","13,945,000","16,570,000","45,231,000","11,787,000","5,474,000","4,402,000","38,039,000","13,673,000","8,714,000","5,799,000","42,887,000","9,991,000","9,080,000","6,107,000","33,249,000","11,034,000","1,743,000","2,666,000","27,944,000","3,737,000","4,488,000","8,947,000","18,510,000","4,129,000","7,366,000","8,332,000","34,905,000","6,125,000","6,234,000","-12,978,000","26,624,000","10,361,000","-5,234,000","-1,820,000","17,735,000","12,138,000","848,000","-9,635,000"
		NetIncomeFromContinuingOperations,"92,507,000","-397,000","38,204,000","30,702,000","23,998,000","26,385,000","42,797,000","29,139,000","25,392,000","-21,101,000","37,884,000","19,179,000","9,025,000","793,000","29,612,000","13,823,000","4,377,000","-2,607,000","19,937,000","11,921,000","-608,000","-4,448,000","18,184,000","10,695,000","-838,000","-2,137,000","13,149,000","9,653,000","3,213,000","2,770,000","17,513,000","15,727,000","7,456,000","2,496,000","26,851,000","11,860,000","4,739,000","2,498,000","22,884,000",,,,,,,,"15,005,000","12,312,000","-1,214,000","-1,900,000","8,802,000","5,073,000","-3,086,000","-1,658,000","6,297,000","6,818,000","2,727,000","1,362,000","12,442,000","8,149,000","3,118,000","1,617,000","11,278,000","6,827,000","1,642,000","1,109,000","6,764,000","5,279,000","848,000","-40,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,000","0","258,000","4,000","-38,000","27,000","115,000","1,000","116,000","-19,000","115,000","23,000","9,000","8,000","89,000","11,000","117,000","10,000","-316,000","338,000","42,000","55,000","-78,000","179,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000",,"27,000","115,000","1,000",,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"22,457,000","5,416,000","5,612,000","5,679,000","5,750,000","5,889,000","6,150,000","5,904,000","5,909,000","6,096,000","6,673,000","6,262,000","6,251,000","6,263,000","6,067,000","7,329,000","6,950,000","6,970,000","6,950,000","6,818,000","6,860,000","6,660,000","6,738,000","6,842,000","7,114,000","7,222,000","7,252,000","7,514,000","7,847,000","7,797,000","7,611,000","7,457,000","7,090,000","7,009,000","7,079,000","6,823,000","6,363,000","6,331,000","6,296,000","6,003,000","5,383,000","5,275,000","5,157,000","5,013,000","4,869,000","4,705,000","4,521,000","4,285,000","4,389,000","4,728,000","5,837,000","5,500,000","5,440,000","5,315,000","5,302,000","4,998,000","4,773,000","4,397,000","4,195,000","3,803,000","3,544,000","3,220,000","3,021,000","2,803,000","2,416,000","2,259,000","2,174,000","1,895,000","1,802,000","1,664,000"
			DepreciationAndAmortization,"22,457,000","5,416,000","5,612,000","5,679,000","5,750,000","5,889,000","6,150,000","5,904,000","5,909,000","6,096,000","6,673,000","6,262,000","6,251,000","6,263,000","6,067,000","7,329,000","6,950,000","6,970,000","6,950,000","6,818,000","6,860,000","6,660,000","6,738,000","6,842,000","7,114,000","7,222,000","7,252,000","7,514,000","7,847,000","7,797,000","7,611,000","7,457,000","7,090,000","7,009,000","7,079,000","6,823,000","6,363,000","6,331,000",,,,,,,,,,,,,,"5,500,000","5,440,000","5,315,000","5,302,000","4,998,000","4,773,000","4,397,000","4,195,000","3,803,000","3,544,000","3,220,000","3,021,000","2,803,000","2,416,000","2,259,000","2,174,000","1,895,000","1,802,000","1,664,000"
				Depreciation,,,"5,612,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"149,000","1,838,000","-398,000","-1,488,000","197,000","4,063,000","-1,735,000","-1,011,000","3,712,000","-4,856,000","870,000","-906,000","-314,000","1,249,000","-890,000","71,000","-1,207,000","217,000","5,907,000","-169,000","-423,000","-2,033,000","2,428,000","-1,270,000","-2,127,000","-1,586,000","2,525,000","-2,520,000","-2,081,000","-622,000","4,125,000","-1,076,000","-1,790,000","-1,869,000","1,387,000","-981,000","-1,124,000","-260,000","1,137,000","-1,590,000","-1,142,000","-35,000","1,389,000","541,000","23,000","1,488,000","819,000","1,017,000","-546,000","-753,000","-1,000,000","-1,253,000","-2,448,000","-185,000","1,413,000","-210,000","-473,000","-1,951,000","-310,000","107,000","-941,000","-682,000","305,000","-338,000","-837,000","-436,000","321,000","151,000","-283,000","-245,000"
			DeferredIncomeTax,"149,000","1,838,000","-398,000","-1,488,000","197,000","4,063,000","-1,735,000","-1,011,000","3,712,000","-4,856,000","870,000","-906,000","-314,000","1,249,000","-890,000","71,000","-1,207,000","217,000","5,907,000","-169,000","-423,000","-2,033,000","2,428,000","-1,270,000","-2,127,000","-1,586,000","2,525,000","-2,520,000","-2,081,000","-622,000","4,125,000","-1,076,000","-1,790,000","-1,869,000","1,387,000","-981,000","-1,124,000","-260,000","1,137,000","-1,590,000","-1,142,000","-35,000","1,389,000","541,000","23,000","1,488,000","819,000","1,017,000","-546,000","-753,000","-1,000,000","-1,253,000","-2,448,000","-185,000","1,413,000","-210,000","-473,000","-1,951,000","-310,000","107,000","-941,000","-682,000","305,000","-338,000","-837,000","-436,000","321,000","151,000","-283,000","-245,000"
