name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,610,000","24,599,000","24,970,000","24,651,000","25,060,000","24,626,000","20,253,000","20,353,000","19,437,000","18,283,000","18,030,000","17,849,000","17,815,000","18,020,000","17,633,000","17,012,000","15,210,000","14,983,000","14,036,000","13,086,000","12,465,000","11,614,000","10,629,000","10,249,000","9,213,000","8,789,000","8,274,000","7,982,000","7,355,000","6,932,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102,000","-742,000","-183,000","-120,000","-108,000","-478,000","-298,000","-52,000","70,000","711,000","774,000","909,000","1,005,000","1,076,000","938,000","1,018,000","1,014,000","804,000","1,071,000","1,256,000","1,087,000","2,603,000","192,000","226,000","179,000","398,000","2,472,000","2,465,000","2,426,000","2,447,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102,000","-742,000","-183,000","-120,000","-108,000","-478,000","-298,000","-52,000","70,000","711,000","774,000","909,000","1,005,000","1,076,000","938,000","1,018,000","1,014,000","804,000","1,071,000","1,256,000","1,087,000","2,603,000","192,000","226,000","179,000","398,000","2,472,000","2,465,000","2,426,000","2,447,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"1,100,000","300,000","200,000","200,000","400,000","-1,800,000","2,000,000","300,000","-100,000","1,600,000","-2,400,000","0","1,255,000","314,000","-1,967,000","-2,000","9,837,000","-38,074,000","-14,934,000","3,133,000","3,576,000","71,298,000","-10,000","54,000","-16,376,000","357,000","-860,000","1,040,000",,,,,,,,,,,,,,,,,,,,,"-11,046,000",,,,"-10,786,000",,,,,,,,"10,370,000","-16,560,000",,,,,,,"13,370,000","3,897,000",,,"6,559,000","6,459,000","3,549,000","3,881,000","-2,472,000","3,630,000","3,180,000","1,371,000","-6,361,000","-16,386,000","-11,213,000","2,760,000","-5,777,000","6,130,000","11,682,000","1,479,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"1,100,000","300,000","200,000","200,000","400,000","-1,800,000","2,000,000","300,000","-100,000","1,600,000","-2,400,000","0","1,255,000","314,000","-1,967,000","-2,000","9,837,000","-38,074,000","-14,934,000","3,133,000","3,576,000","71,298,000","-10,000","54,000","-16,376,000","357,000","-860,000","1,040,000",,,,,,,,,,,,,,,,,,,,,"-11,046,000",,,,"-10,786,000",,,,,,,,"10,370,000","-16,560,000",,,,,,,"13,370,000","3,897,000",,,"6,559,000","6,459,000","3,549,000","3,881,000","-2,472,000","3,630,000","3,180,000","1,371,000","-6,361,000","-16,386,000","-11,213,000","2,760,000","-5,777,000","6,130,000","11,682,000","1,479,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,"6,500,000","1,300,000","1,500,000","1,700,000","2,000,000","1,700,000","1,700,000","1,500,000","1,200,000","400,000","100,000","0","287,000","568,000","758,000","787,000","866,000","1,312,000","1,321,000","1,310,000","1,277,000","1,401,000","1,367,000","1,382,000","1,214,000","1,353,000","1,386,000","1,361,000","1,343,000","1,272,000","1,125,000","2,412,000","2,484,000","2,631,000","2,608,000","2,435,000","2,428,000","2,331,000","2,480,000","2,264,000","2,231,000","2,082,000","2,095,000","1,922,000","3,985,000","4,093,000","3,858,000","3,760,000","3,731,000","3,231,000","1,836,000","705,000","663,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,"105,700,000",,,,,"12,220,000",,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,"898,000","1,393,000","816,000","497,000","775,000","646,000",,,,"452,000","3,286,000","110,000","293,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"58,100,000","15,200,000","15,400,000","14,600,000","12,900,000","12,900,000","11,700,000","15,700,000","12,000,000","11,400,000","13,000,000","16,900,000","37,503,000","15,435,000","13,009,000","12,053,000","9,884,000","11,157,000","12,027,000","10,135,000","9,308,000","11,561,000","12,206,000","14,650,000","14,410,000","14,856,000","14,388,000","15,074,000","15,039,000","16,064,000","16,437,000","16,759,000","15,425,000","16,011,000","15,672,000","14,578,000","12,954,000","13,916,000","14,544,000","12,485,000","11,509,000","12,249,000","11,195,000","11,440,000","9,947,000","10,312,000","9,977,000","8,004,000","6,633,000","5,753,000","6,069,000","5,612,000","5,320,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,"0","3,000","0","11,000","-12,000","0","0","-9,000","-3,000","261,000","-5,000","-203,000","-1,448,000","-839,000","-3,543,000","-9,187,000","-5,666,000","-7,754,000","-3,519,000","-75,000","-42,000","-14,000","-62,000","60,000","-261,000","11,000","-875,000","-6,303,000","-2,974,000","-4,941,000","-1,255,000","-13,454,000","-2,072,000","-573,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"93,500,000","3,900,000","3,900,000","5,100,000","80,600,000","-129,200,000","145,900,000","9,400,000","9,100,000","5,800,000","5,800,000","5,600,000","5,613,000","5,490,000","5,411,000","1,786,000",,,,,,,,,,,,,,,,,,,,,,,,"16,123,000","10,026,000","9,489,000","12,078,000","12,819,000",,,,,"891,000","-104,000","-195,000","146,000","242,000","-10,701,000","5,658,000","5,849,000","5,338,000","-672,000","3,353,000","2,269,000","2,975,000","2,588,000","2,803,000","3,798,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"0","100,000","0",,,,,,"-100,000","200,000","0",,,"100,000","0","-200,000",,,,"-200,000",,,,,,"-100,000","-300,000"
		ChangeInWorkingCapital,"-115,400,000","-12,400,000","-15,200,000","-49,200,000","-38,600,000","-14,500,000","-15,700,000","14,900,000","27,700,000","-35,300,000","20,500,000","-30,900,000","-5,814,000","25,748,000","35,931,000","-17,065,000","9,676,000","-14,130,000","23,244,000","16,126,000","13,852,000","15,252,000","49,920,000","-35,920,000","34,809,000","-39,015,000","13,143,000","-25,748,000","74,601,000","478,000","-60,762,000","-60,351,000","-2,642,000","-24,052,000","13,087,000","-12,746,000","-14,725,000","-27,947,000","14,711,000","17,484,000","15,129,000","-12,786,000","18,492,000","-17,178,000","15,301,000","-19,760,000","-25,530,000","-3,175,000","22,819,000","-4,904,000","-28,680,000","12,940,000","11,215,000","13,593,000","-715,000","7,652,000","-1,295,000","-23,575,000","110,000","-995,000","-9,730,000","-4,542,000","-6,132,000","6,035,000","-10,391,000","-11,321,000","13,466,000","-12,603,000","-17,071,000","-23,990,000","-378,000","13,144,000","3,334,000","-6,336,000","21,402,000","-7,808,000","-8,100,000","3,089,000","4,849,000","-4,471,000","2,939,000","-1,517,000","-4,915,000","-4,518,000","-5,773,000","-5,765,000","5,622,000","-17,054,000","7,301,000","-1,886,000","900,000","800,000","-3,800,000","1,300,000","-1,900,000","-2,700,000","-2,600,000","3,000,000","-700,000","-200,000","1,300,000","-2,300,000","4,600,000","-5,400,000","-300,000","-1,000,000","-1,700,000","-1,000,000","-600,000","-100,000","-1,200,000","-200,000","500,000","-400,000","-800,000","-100,000","-200,000"
			ChangeInReceivables,"-38,300,000","-12,400,000","-3,600,000","-10,500,000","-11,800,000","-2,200,000","-15,000,000","5,500,000","46,800,000","-23,700,000","600,000","-8,800,000","78,639,000","-18,235,000","15,455,000","-53,559,000","-10,492,000","9,931,000","1,793,000","-5,996,000","875,000","2,433,000","22,874,000","-9,227,000","13,206,000","4,709,000","10,291,000","-6,406,000","30,274,000","2,008,000","17,589,000","-12,018,000","-2,822,000","-8,800,000","-4,416,000","-16,613,000","-10,806,000","-37,307,000","17,737,000","-10,054,000","15,956,000","-12,348,000","8,752,000","-21,725,000","6,660,000","8,415,000","-10,660,000","-5,378,000","7,350,000","-12,275,000","-20,115,000","9,747,000","-109,000","4,785,000","-5,571,000","7,104,000","-404,000","-19,940,000","-4,462,000","-6,240,000","2,123,000","4,003,000","8,110,000","-3,048,000","-10,447,000","-9,536,000","1,654,000","-16,790,000","23,441,000","-5,117,000","-7,816,000","1,713,000","-9,704,000","1,258,000","18,349,000","-13,870,000","-8,615,000","4,087,000","1,224,000","-9,985,000","2,217,000","-3,731,000","5,738,000","-4,779,000","-2,319,000","-5,311,000","-1,283,000","-9,519,000","8,200,000","-6,091,000","-1,600,000","-600,000","-2,300,000","-1,900,000","-800,000","-1,200,000","-2,100,000","2,000,000","-1,400,000","-900,000","-300,000","-700,000","3,400,000","-3,300,000","-1,000,000","-800,000","-1,300,000","-400,000","-600,000","0","-1,100,000","200,000","0","-200,000",,,"-200,000"
				ChangesInAccountReceivables,"-38,300,000","-12,400,000","-3,600,000","-10,500,000","-11,800,000","-2,200,000","-15,000,000","5,500,000","46,800,000","-23,700,000","600,000","-8,800,000","78,639,000","-18,235,000","15,455,000","-53,559,000","-10,492,000","9,931,000","1,793,000","-5,996,000","875,000","2,433,000","22,874,000","-9,227,000","13,206,000","4,709,000","10,291,000","-6,406,000","30,274,000","2,008,000","17,589,000","-12,018,000","-2,822,000","-8,800,000","-4,416,000","-16,613,000","-10,806,000","-37,307,000","17,737,000","-10,054,000","15,956,000","-12,348,000","8,752,000","-21,725,000","6,660,000","8,415,000","-10,660,000","-5,378,000","7,350,000","-12,275,000","-20,115,000","9,747,000","-109,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-80,800,000","-20,600,000","-18,500,000","-22,500,000","-19,200,000","-4,300,000","-13,400,000","-7,700,000","-8,500,000","-4,600,000","18,000,000","5,000,000","-24,063,000","-2,455,000","-6,638,000","-10,144,000","15,638,000","-15,979,000","4,379,000","6,960,000","5,854,000","10,774,000","12,098,000","-10,808,000","-5,752,000","-17,003,000","7,914,000","-8,428,000","18,629,000","32,601,000","-22,028,000","-25,674,000","-33,501,000","-16,879,000","-16,850,000","-19,782,000","-1,540,000","-10,720,000","-5,148,000","9,002,000","7,720,000","-9,388,000","16,141,000","12,431,000","-6,662,000","-23,917,000","-19,344,000","-13,527,000","-5,221,000","-13,556,000","-7,067,000","-7,285,000","-1,475,000","1,108,000","585,000","602,000","4,999,000","-9,989,000","-10,410,000","6,147,000","4,638,000","-1,457,000","-8,843,000","-8,965,000","-1,176,000","-1,623,000","2,072,000","2,599,000","-2,555,000","-4,237,000","-2,296,000","-3,385,000","-1,657,000","-368,000","-531,000","1,449,000","-38,000","-2,492,000","779,000","2,043,000","-3,154,000","3,405,000","-1,295,000","-1,720,000","868,000","1,112,000","-2,771,000","-1,244,000","-2,229,000","-2,505,000","-500,000","-100,000","-100,000","-400,000","-200,000","-700,000","0","200,000","500,000","700,000","1,100,000","0","-600,000","-1,200,000","-100,000","-700,000","-300,000","-400,000","-400,000","-300,000","-200,000","-100,000",,,,"100,000","-100,000"
			ChangeInPrepaidAssets,"4,900,000","2,400,000","-6,900,000","1,200,000","8,200,000","-26,400,000","-5,300,000","3,500,000","-2,900,000","-5,900,000","-100,000","7,900,000","283,000","463,000","2,958,000","96,000","-7,399,000","-2,973,000","-4,309,000","9,323,000","5,960,000","8,743,000","4,657,000","-1,922,000","22,895,000","-26,218,000","12,928,000","-1,502,000","-11,912,000","6,257,000","-2,281,000","-3,176,000","-2,373,000","19,156,000","30,850,000","-36,998,000","-18,878,000","-2,828,000","-614,000","-3,030,000","-7,935,000","-1,751,000","6,944,000","1,811,000","-5,078,000","-14,003,000","1,557,000","434,000","-13,780,000","-2,299,000","-2,181,000","176,000","-1,554,000","19,367,000","-1,334,000","-1,894,000","-10,678,000","-5,000","7,780,000","-4,338,000","4,929,000","-7,050,000","2,163,000","1,447,000","-117,000","-1,385,000","9,247,000","362,000","-5,705,000","-2,877,000","-2,255,000","-27,000","-733,000","-1,960,000","731,000","968,000","1,289,000","14,027,000","-15,458,000","1,906,000","-465,000","-3,994,000","443,000","243,000","-117,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"15,100,000","28,300,000","9,600,000","-20,100,000","-2,700,000","11,900,000","12,100,000","15,700,000","-1,900,000","1,600,000","800,000","-42,200,000","-82,273,000","45,975,000","24,156,000","46,542,000","11,929,000","-5,109,000","21,381,000","5,839,000","1,163,000","-6,698,000","10,291,000","-13,963,000","4,460,000","-503,000","-17,990,000","-9,412,000","37,610,000","-40,388,000","-54,042,000","-19,483,000","36,054,000","-17,529,000","3,503,000","60,647,000","16,499,000","22,908,000","14,622,000","9,680,000","2,234,000","10,701,000","-13,345,000","-9,695,000","20,381,000","9,745,000","2,917,000","15,296,000","34,470,000","23,226,000","683,000","10,302,000","14,353,000","-11,194,000","3,549,000","3,423,000","-7,447,000","6,691,000","5,091,000","-1,925,000","-5,773,000","-6,494,000","-1,800,000","11,881,000","828,000","749,000","2,538,000","-3,288,000","-4,240,000","-10,934,000","7,543,000","5,738,000","12,159,000","-4,970,000","2,640,000","357,000","-1,478,000","343,000","3,422,000","-447,000","4,403,000","1,770,000","-3,385,000","-3,861,000","-1,617,000","-3,222,000","6,414,000","-2,499,000","6,947,000","900,000","700,000","-2,100,000","2,900,000","2,100,000","-600,000","-2,500,000","1,800,000","100,000","100,000","-900,000","700,000","-200,000","100,000","-800,000","400,000","500,000","-100,000","-100,000",,,"200,000","-100,000","0","100,000","0","-200,000","0"
