name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,02/28/2021
TotalAssets,"250,752,227","251,200,501","251,442,657","622,804","25,117","25,000"
	CurrentAssets,"594,977","944,677","1,439,615","243,138",,
		CashCashEquivalentsAndShortTermInvestments,"51,889","440,488","542,304","223,538",,
			CashAndCashEquivalents,"51,889","440,488","542,304","223,538",,
				CashFinancial,"51,889","440,488","542,304","223,538",,
		PrepaidAssets,"543,088","504,189","897,311","19,600",,
	TotalNonCurrentAssets,"250,157,250","250,255,824","250,003,042","379,666","25,117","25,000"
		NonCurrentDeferredAssets,,,,"379,666","25,117","25,000"
		NonCurrentPrepaidAssets,"123,750","247,500",,,,
		OtherNonCurrentAssets,"250,033,500","250,008,324","250,003,042",,,
TotalLiabilitiesNetMinorityInterest,"13,112,547","9,579,796","7,755,138","603,129","5,299","5,138"
	CurrentLiabilities,"5,412,547","1,879,796","55,138","603,129","5,299","5,138"
		PayablesAndAccruedExpenses,"5,412,547","1,879,796","55,138","303,129","5,044","5,000"
			Payables,"70,358","15,000","55,138","25,643",,
				AccountsPayable,"26,735","5,000","16,960",,,
				DuetoRelatedPartiesCurrent,"43,623","10,000","38,178","25,643",,
			CurrentAccruedExpenses,"5,342,189","1,864,796",,"277,486","5,044","5,000"
		CurrentDebtAndCapitalLeaseObligation,,,,"300,000","255","138"
			CurrentDebt,,,,"300,000","255","138"
				CurrentNotesPayable,,,,"300,000","255","138"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"7,700,000","7,700,000","7,700,000","0","0","0"
		TradeandOtherPayablesNonCurrent,"7,700,000","7,700,000","7,700,000",,,
TotalEquityGrossMinorityInterest,"237,639,680","241,620,705","243,687,519","19,675","19,818","19,862"
	StockholdersEquity,"237,639,680","241,620,705","243,687,519","19,675","19,818","19,862"
		CapitalStock,"250,000,689","250,009,013","250,003,731","633","633","633"
			PreferredStock,"0","0","0","0","0","0"
			CommonStock,"250,000,689","250,009,013","250,003,731","633","633","633"
		AdditionalPaidInCapital,"0","0","0","24,367","24,367","24,367"
		RetainedEarnings,"-12,361,009","-8,388,308","-6,316,212","-5,325","-5,182","-5,138"
TotalCapitalization,"237,639,680","241,620,705","243,687,519","19,675","19,818","19,862"
CommonStockEquity,"237,639,680","241,620,705","243,687,519","19,675","19,818","19,862"
NetTangibleAssets,"237,639,680","241,620,705","243,687,519","19,675","19,818","19,862"
WorkingCapital,"-4,817,570","-935,119","1,384,477","-359,991",,
InvestedCapital,"237,639,680","241,620,705","243,687,519","319,675","20,073","20,000"
TangibleBookValue,"237,639,680","241,620,705","243,687,519","19,675","19,818","19,862"
TotalDebt,,,,"300,000","255","138"
NetDebt,,,,"76,462","255","138"
ShareIssued,"31,890,000","31,890,000","31,890,000","28,140,000","28,140,000","28,140,000"
OrdinarySharesNumber,"31,890,000","31,890,000","31,890,000","28,140,000","28,140,000","28,140,000"
