name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
OperatingCashFlow,"1,958,000,000","335,000,000","596,000,000","423,000,000","604,000,000","271,000,000","545,000,000","412,000,000","563,000,000","404,000,000","507,000,000","528,000,000","527,000,000","382,000,000","494,000,000","338,000,000","560,000,000","393,000,000","539,000,000","525,000,000","481,000,000","304,000,000","507,000,000","414,000,000","427,000,000","356,000,000","338,000,000","193,000,000","367,000,000","315,000,000","324,000,000","237,000,000","270,000,000","294,000,000","347,000,000","282,000,000","268,000,000","339,000,000","8,000,000","97,000,000","37,000,000","94,000,000"
	CashFlowFromContinuingOperatingActivities,"1,958,000,000","335,000,000","596,000,000","423,000,000","604,000,000","271,000,000","545,000,000","412,000,000","563,000,000","404,000,000","507,000,000","528,000,000","527,000,000","382,000,000","494,000,000","338,000,000","560,000,000","393,000,000","539,000,000","525,000,000","481,000,000","304,000,000","507,000,000","414,000,000","427,000,000","356,000,000","338,000,000","193,000,000","367,000,000","315,000,000","324,000,000","237,000,000","270,000,000","294,000,000","347,000,000","282,000,000","268,000,000","339,000,000","183,000,000","-16,000,000","-39,000,000","108,000,000"
		NetIncomeFromContinuingOperations,"1,181,000,000","344,000,000","-8,000,000","413,000,000","432,000,000","38,000,000","-1,067,000,000","80,000,000","-24,000,000","292,000,000","192,000,000","208,000,000","243,000,000","92,000,000","191,000,000","283,000,000","248,000,000","282,000,000","1,011,000,000","274,000,000","185,000,000","189,000,000","186,000,000","148,000,000","160,000,000","163,000,000","89,000,000","41,000,000","99,000,000","19,000,000","130,000,000","87,000,000","106,000,000","72,000,000","619,000,000","104,000,000","158,000,000","8,110,000,000","311,000,000","162,000,000","867,000,000","72,000,000"
		OperatingGainsLosses,"244,000,000","-63,000,000","477,000,000","-132,000,000","-38,000,000","189,000,000","449,000,000","197,000,000","294,000,000","-24,000,000","110,000,000","17,000,000","-8,000,000","3,000,000","79,000,000","53,000,000","-61,000,000","-59,000,000","116,000,000","-96,000,000","5,000,000","-3,000,000","22,000,000","-2,000,000","-2,000,000","-7,000,000","-12,000,000","171,000,000","-40,000,000","66,000,000","-21,000,000","35,000,000","40,000,000","99,000,000","-529,000,000","-56,000,000","-42,000,000","-7,593,000,000","-99,000,000","-170,000,000","-1,208,000,000","-123,000,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","1,000,000","11,000,000","13,000,000",,,,,,,,,,
			GainLossOnInvestmentSecurities,"286,000,000","-61,000,000","391,000,000",,,"86,000,000","293,000,000","39,000,000","184,000,000","5,000,000","47,000,000","10,000,000","-15,000,000","-1,000,000","70,000,000","51,000,000","-62,000,000","-58,000,000","78,000,000",,,,,,,,"-48,000,000","200,000,000","-40,000,000","28,000,000","-93,000,000","15,000,000","-25,000,000","65,000,000","-73,000,000","-64,000,000","-61,000,000","-97,000,000","-59,000,000","-135,000,000","73,000,000","-111,000,000"
			EarningsLossesFromEquityInvestments,"-125,000,000","-2,000,000","3,000,000","-174,000,000","48,000,000","103,000,000","116,000,000","158,000,000","110,000,000","-29,000,000","6,000,000","7,000,000","7,000,000","4,000,000","9,000,000","2,000,000","1,000,000","-1,000,000","3,000,000","-34,000,000","5,000,000","-3,000,000","-2,000,000","-2,000,000","-2,000,000","-7,000,000","32,000,000","-29,000,000","0","38,000,000","71,000,000","19,000,000","66,000,000","35,000,000","20,000,000","8,000,000","21,000,000","-17,000,000","-39,000,000","-14,000,000","-1,281,000,000","-12,000,000"
		DepreciationAmortizationDepletion,"606,000,000","152,000,000","152,000,000","152,000,000","150,000,000","149,000,000","141,000,000","142,000,000","142,000,000","148,000,000","141,000,000","135,000,000","136,000,000","125,000,000","95,000,000","93,000,000","92,000,000","89,000,000","82,000,000","93,000,000","87,000,000","90,000,000","77,000,000","79,000,000","77,000,000","79,000,000","90,000,000","96,000,000","92,000,000","84,000,000","87,000,000","90,000,000","92,000,000","90,000,000","78,000,000","79,000,000","88,000,000","70,000,000","785,000,000","12,000,000","11,000,000","9,000,000"
			DepreciationAndAmortization,"606,000,000","152,000,000","152,000,000","152,000,000","150,000,000","149,000,000","141,000,000","142,000,000","142,000,000","148,000,000","141,000,000","135,000,000","136,000,000","125,000,000","95,000,000","93,000,000","92,000,000","89,000,000","82,000,000","93,000,000","87,000,000","90,000,000","77,000,000","79,000,000","77,000,000","79,000,000","90,000,000","96,000,000","92,000,000","84,000,000","87,000,000","90,000,000","92,000,000","90,000,000","78,000,000","79,000,000","88,000,000","70,000,000","785,000,000","12,000,000","11,000,000","9,000,000"
		DeferredTax,"198,000,000","81,000,000","-74,000,000","82,000,000","109,000,000","-120,000,000","8,000,000","9,000,000","-40,000,000","68,000,000","14,000,000","56,000,000","67,000,000","110,000,000","73,000,000","56,000,000","51,000,000","73,000,000","-808,000,000","104,000,000","104,000,000","102,000,000","9,000,000","117,000,000","99,000,000","94,000,000","77,000,000","17,000,000","11,000,000","70,000,000","82,000,000","70,000,000","32,000,000","-93,000,000","18,000,000","85,000,000","102,000,000","-377,000,000","-51,000,000","106,000,000","364,000,000","31,000,000"
			DeferredIncomeTax,"198,000,000","81,000,000","-74,000,000","82,000,000","109,000,000","-120,000,000","8,000,000","9,000,000","-40,000,000","68,000,000","14,000,000","56,000,000","67,000,000","110,000,000","73,000,000","56,000,000","51,000,000","73,000,000","-808,000,000","104,000,000","104,000,000","102,000,000","9,000,000","117,000,000","99,000,000","94,000,000","77,000,000","17,000,000","11,000,000","70,000,000","82,000,000","70,000,000","32,000,000","-93,000,000","18,000,000","85,000,000","102,000,000","-377,000,000","-51,000,000","106,000,000","364,000,000","31,000,000"
		AssetImpairmentCharge,,,"0","-221,000,000","0","245,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"210,000,000","49,000,000","57,000,000","54,000,000","50,000,000","54,000,000","61,000,000","61,000,000","54,000,000","58,000,000","63,000,000","66,000,000","62,000,000","76,000,000","39,000,000","35,000,000","42,000,000","40,000,000","37,000,000","42,000,000","37,000,000","34,000,000","38,000,000","36,000,000","30,000,000","24,000,000","57,000,000","56,000,000","47,000,000","44,000,000","66,000,000","53,000,000","49,000,000","49,000,000","52,000,000","52,000,000","48,000,000","41,000,000","48,000,000","7,000,000","5,000,000","6,000,000"
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000,000","17,000,000","-21,000,000","-14,000,000",,,,,,,,,,,,
		OtherNonCashItems,,"-11,000,000",,"79,000,000","1,000,000","-3,000,000","-35,000,000","42,000,000","27,000,000","4,000,000","-52,000,000","59,000,000","1,000,000","3,000,000","1,000,000","1,000,000","-7,000,000","-1,000,000","-37,000,000","35,000,000","-1,000,000","6,000,000","0","1,000,000","20,000,000","6,000,000","2,000,000","5,000,000","8,000,000","6,000,000","-20,000,000","-8,000,000","-48,000,000","30,000,000","12,000,000","50,000,000","-23,000,000","-13,000,000","-882,000,000","69,000,000","-11,000,000","4,000,000"
		ChangeInWorkingCapital,"-250,000,000","-217,000,000","71,000,000","-4,000,000","-100,000,000","-281,000,000","4,000,000","-119,000,000","110,000,000","-142,000,000","40,000,000","-13,000,000","28,000,000","-27,000,000","36,000,000","-183,000,000","195,000,000","-31,000,000","138,000,000","73,000,000","60,000,000","-114,000,000","170,000,000","32,000,000","44,000,000","-3,000,000","36,000,000","-210,000,000","171,000,000","40,000,000","3,000,000","-90,000,000","-1,000,000","47,000,000","103,000,000","-32,000,000","-63,000,000","101,000,000","217,000,000","-202,000,000","-67,000,000","109,000,000"
			ChangeInPayablesAndAccruedExpense,"-154,000,000","-238,000,000","184,000,000","-148,000,000","48,000,000","-339,000,000","122,000,000","-65,000,000","-22,000,000","-214,000,000","65,000,000","-41,000,000","34,000,000","-19,000,000","7,000,000","-149,000,000","182,000,000","-19,000,000","126,000,000","40,000,000","61,000,000","-100,000,000","117,000,000","33,000,000","24,000,000","10,000,000","103,000,000","-225,000,000","305,000,000","62,000,000","5,000,000","-73,000,000","27,000,000","74,000,000","58,000,000","-97,000,000","-74,000,000","35,000,000","93,000,000","-117,000,000","-45,000,000","116,000,000"
				ChangeInPayable,"-154,000,000","-238,000,000","184,000,000","-148,000,000","48,000,000","-339,000,000","122,000,000","-65,000,000","-22,000,000","-214,000,000","65,000,000","-41,000,000","34,000,000","-19,000,000","7,000,000","-149,000,000","182,000,000","-19,000,000","126,000,000","40,000,000","61,000,000","-100,000,000","117,000,000","33,000,000","24,000,000","10,000,000","103,000,000","-225,000,000","305,000,000","62,000,000","5,000,000","-73,000,000","27,000,000","74,000,000","58,000,000","-97,000,000","-74,000,000","35,000,000","93,000,000","-117,000,000","-45,000,000","116,000,000"
					ChangeInAccountPayable,"-19,000,000",,,,,,,,,,,"-41,000,000","34,000,000","-19,000,000","7,000,000","-149,000,000","182,000,000","-19,000,000","126,000,000","40,000,000","61,000,000","-100,000,000","117,000,000","33,000,000","24,000,000","10,000,000","103,000,000","-225,000,000","305,000,000","62,000,000","5,000,000","-73,000,000","27,000,000","74,000,000","58,000,000","-97,000,000","-74,000,000","35,000,000","93,000,000","-117,000,000","-45,000,000","116,000,000"
			ChangeInOtherCurrentAssets,"-96,000,000","21,000,000","-113,000,000","144,000,000","-148,000,000","58,000,000","-118,000,000","-54,000,000","132,000,000","72,000,000","-25,000,000","28,000,000","-6,000,000","-8,000,000","29,000,000","-34,000,000","13,000,000","-12,000,000","12,000,000","33,000,000","-1,000,000","-14,000,000","53,000,000","-1,000,000","20,000,000","-13,000,000","-67,000,000","15,000,000","-134,000,000","-22,000,000","-2,000,000","-17,000,000","-28,000,000","-27,000,000","45,000,000","65,000,000","11,000,000","66,000,000","124,000,000","-85,000,000","-22,000,000","-7,000,000"
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,,,,,"12,000,000","33,000,000","-1,000,000","-14,000,000","53,000,000","-1,000,000","20,000,000","-13,000,000","-67,000,000","15,000,000","-134,000,000","-22,000,000","-2,000,000",,"-28,000,000","-27,000,000","45,000,000","65,000,000","11,000,000","66,000,000","124,000,000","-85,000,000","-22,000,000","-7,000,000"
		TaxesRefundPaid,,,,,,,,,,,"-1,000,000","0",,,,,,,"0","0",,,"5,000,000",,,,,,,,,,,,,,,,,,,
	CashFromDiscontinuedOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0",,"113,000,000","76,000,000","-14,000,000"
InvestingCashFlow,"-79,000,000","-90,000,000","2,000,000","169,000,000","-160,000,000","-75,000,000","-395,000,000","-74,000,000","-121,000,000","-144,000,000","-124,000,000","-80,000,000","300,000,000","288,000,000","-124,000,000","-66,000,000","-95,000,000","-471,000,000","-182,000,000","-405,000,000","-606,000,000","-61,000,000","-74,000,000","-65,000,000","-37,000,000","-34,000,000","-337,000,000","-66,000,000","-27,000,000","144,000,000","-10,000,000","-132,000,000","-158,000,000","-111,000,000","-524,000,000","-35,000,000","-2,562,000,000","357,000,000","347,000,000","-718,000,000","4,000,000","581,000,000"
	CashFlowFromContinuingInvestingActivities,"-79,000,000","-90,000,000","2,000,000","169,000,000","-160,000,000","-75,000,000","-395,000,000","-74,000,000","-121,000,000","-144,000,000","-124,000,000","-80,000,000","300,000,000","288,000,000","-124,000,000","-66,000,000","-95,000,000","-471,000,000","-182,000,000","-405,000,000","-606,000,000","-61,000,000","-74,000,000","-65,000,000","-37,000,000","-34,000,000","-337,000,000","-66,000,000","-27,000,000","144,000,000","-10,000,000","-132,000,000","-158,000,000","-111,000,000","-524,000,000","-35,000,000","-2,562,000,000","357,000,000","332,000,000","-706,000,000","-4,000,000","592,000,000"
