name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
TotalAssets,"4,591,325,000","4,553,405,000","4,567,094,000","4,616,422,000","4,605,958,000","4,483,615,000","4,428,319,000","4,464,906,000","4,101,206,000","4,058,921,000","3,949,020,000","3,737,424,000","3,655,996,000","3,653,121,000","2,852,800,000","2,879,714,000","2,735,577,000","2,684,920,000","2,659,459,000","2,632,070,000","2,566,144,000","2,448,310,000","2,347,133,000","2,266,758,000","2,244,768,000","2,163,142,000"
TotalLiabilitiesNetMinorityInterest,"3,942,260,000","3,874,144,000","3,887,062,000","3,910,951,000","3,907,885,000","3,787,301,000","3,734,216,000","3,780,451,000","3,426,067,000","3,393,127,000","3,289,466,000","3,366,306,000","3,292,548,000","3,295,547,000","2,499,455,000","2,531,138,000","2,390,720,000","2,341,436,000","2,318,858,000","2,295,435,000","2,233,409,000","2,118,926,000","2,019,219,000","1,942,468,000","2,052,887,000","1,972,454,000"
TotalEquityGrossMinorityInterest,"649,065,000","679,261,000","680,032,000","705,471,000","698,073,000","696,314,000","694,103,000","684,455,000","675,139,000","665,794,000","659,554,000","371,118,000","363,448,000","357,574,000","353,345,000","348,576,000","344,857,000","343,484,000","340,601,000","336,635,000","332,735,000","329,384,000","327,914,000","324,290,000","191,881,000","190,688,000"
	StockholdersEquity,"649,065,000","679,261,000","680,032,000","705,471,000","698,073,000","696,314,000","694,103,000","684,455,000","675,139,000","665,794,000","659,554,000","371,118,000","363,448,000","357,574,000","353,345,000","348,576,000","344,857,000","343,484,000","340,601,000","336,635,000","332,735,000","329,384,000","327,914,000","324,290,000","191,881,000","190,688,000"
		CapitalStock,"591,000","585,000","585,000","585,000","585,000","584,000","584,000","584,000","584,000","584,000","584,000","327,000","327,000","327,000","327,000","327,000","327,000","327,000","327,000","321,000","321,000","321,000","321,000","321,000",,
			CommonStock,"591,000","585,000","585,000","585,000","585,000","584,000","584,000","584,000","584,000","584,000","584,000","327,000","327,000","327,000","327,000","327,000","327,000","327,000","327,000","321,000","321,000","321,000","321,000","321,000",,
		AdditionalPaidInCapital,"477,302,000","469,934,000","468,526,000","467,194,000","465,832,000","464,176,000","463,531,000","462,881,000","461,616,000","460,232,000","458,599,000","154,730,000","153,326,000","152,156,000","150,732,000","150,063,000","148,559,000","147,060,000","145,525,000","144,705,000","144,555,000","144,420,000","144,175,000","144,107,000",,
		RetainedEarnings,"332,734,000","325,699,000","315,683,000","305,831,000","294,116,000","277,312,000","261,304,000","251,032,000","242,080,000","237,356,000","233,049,000","225,936,000","221,155,000","219,088,000","218,977,000","213,049,000","209,946,000","207,590,000","205,997,000","203,159,000","199,946,000","197,211,000","194,275,000","190,723,000","191,404,000","191,280,000"
		TreasuryStock,"113,513,000","85,859,000","73,723,000","38,588,000","31,460,000","16,644,000","1,333,000","721,000","721,000","721,000","721,000","1,548,000","1,548,000","1,548,000","1,548,000","742,000","742,000","280,000",,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-19,047,000","-1,637,000","-1,118,000","829,000","-160,000","2,185,000","1,776,000","2,897,000","4,258,000","1,480,000","1,881,000","1,466,000","130,000","-2,358,000","-4,904,000","-3,733,000","-2,697,000","-528,000","-415,000","-568,000","-957,000","-1,290,000","718,000","1,011,000","477,000","-592,000"
