name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
MarketCap,"4,778,091,218","6,480,010,414","7,984,667,590","10,246,325,728","14,102,809,897","13,067,371,450","14,724,680,628","12,869,886,476"
EnterpriseValue,"5,199,991,218","6,769,810,414","8,024,967,590","10,212,825,728","13,985,909,897","12,663,667,450","14,255,792,628","13,317,332,476"
PsRatio,"2.689","4.176","5.705","9.173","14.425","13.453","18.237","17.485"
PbRatio,,"126.07","52.879","47.045","51.715","31.398","31.988",
EnterprisesValueRevenueRatio,"3.152","13.176","20.363","26.274","39.609","42.682","57.321","61.118"
EnterprisesValueEBITDARatio,"-12.264","-76.668","-59.269","-97.451","-146.603","-209.317","-162.812","-253.988"
