name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017
TotalRevenue,"862,374,000","239,355,000","223,944,000","205,980,000","193,095,000","177,610,000","157,115,000","144,894,000","128,870,000","123,623,000","113,181,000","101,106,000","89,710,000","80,599,000","70,835,000","63,575,000","56,644,000","49,572,000","41,681,000","37,038,000","31,644,000"
	OperatingRevenue,"862,374,000","239,355,000","223,944,000","205,980,000","193,095,000","177,610,000","157,115,000","144,894,000","128,870,000","123,623,000","113,181,000","101,106,000","89,710,000","80,599,000","70,835,000","63,575,000","56,644,000","49,572,000","41,681,000","37,038,000","31,644,000"
CostOfRevenue,"232,194,000","67,364,000","61,284,000","53,884,000","49,662,000","45,807,000","41,968,000","38,448,000","34,831,000","34,273,000","33,405,000","28,761,000","26,251,000","23,442,000","20,424,000","18,587,000","15,557,000","13,600,000","10,766,000","8,960,000","7,414,000"
GrossProfit,"630,180,000","171,991,000","162,660,000","152,096,000","143,433,000","131,803,000","115,147,000","106,446,000","94,039,000","89,350,000","79,776,000","72,345,000","63,459,000","57,157,000","50,411,000","44,988,000","41,087,000","35,972,000","30,915,000","28,078,000","24,230,000"
OperatingExpense,"803,860,000","231,613,000","208,509,000","189,271,000","174,467,000","168,880,000","149,608,000","134,867,000","123,558,000","123,924,000","122,044,000","124,306,000","105,761,000","89,242,000","74,197,000","72,058,000","59,502,000","55,207,000","43,374,000","35,204,000","33,404,000"
	SellingGeneralAndAdministration,"530,099,000","152,746,000","136,760,000","125,508,000","115,085,000","113,443,000","98,208,000","88,179,000","77,880,000","78,333,000","75,925,000","85,828,000","70,579,000","58,238,000","48,347,000","46,726,000","40,521,000","37,664,000","28,282,000","23,022,000","22,580,000"
		GeneralAndAdministrativeExpense,"123,441,000","34,143,000","31,691,000","30,555,000","27,052,000","31,278,000","27,121,000","23,705,000","21,729,000","20,153,000","21,096,000","31,808,000","18,568,000","13,194,000","11,151,000","12,092,000","10,099,000","9,737,000","7,555,000","6,117,000","5,533,000"
			OtherGandA,"123,441,000","34,143,000","31,691,000","30,555,000","27,052,000","31,278,000","27,121,000","23,705,000","21,729,000","20,153,000","21,096,000","31,808,000","18,568,000","13,194,000","11,151,000","12,092,000","10,099,000","9,737,000","7,555,000","6,117,000","5,533,000"
		SellingAndMarketingExpense,"406,658,000","118,603,000","105,069,000","94,953,000","88,033,000","82,165,000","71,087,000","64,474,000","56,151,000","58,180,000","54,829,000","54,020,000","52,011,000","45,044,000","37,196,000","34,634,000","30,422,000","27,927,000","20,727,000","16,905,000","17,047,000"
	ResearchAndDevelopment,"273,761,000","78,867,000","71,749,000","63,763,000","59,382,000","55,437,000","51,400,000","46,688,000","45,678,000","45,591,000","46,119,000","38,478,000","35,182,000","31,004,000","25,850,000","25,332,000","18,981,000","17,543,000","15,092,000","12,182,000","10,824,000"
OperatingIncome,"-173,680,000","-59,622,000","-45,849,000","-37,175,000","-31,034,000","-37,077,000","-34,461,000","-28,421,000","-29,519,000","-34,574,000","-42,268,000","-51,961,000","-42,302,000","-32,085,000","-23,786,000","-27,070,000","-18,415,000","-19,235,000","-12,459,000","-7,126,000","-9,174,000"
NetNonOperatingInterestIncomeExpense,"-20,716,000","-6,389,000","-6,175,000","-6,332,000","-1,820,000",,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"20,716,000","6,389,000","6,175,000","6,332,000","1,820,000",,,,,,,,,,,,,,,,
OtherIncomeExpense,"-3,393,000","-2,884,000","-861,000","-666,000","1,018,000","-660,000","-2,377,000","-84,000","10,885,000","687,000","-1,339,000","1,684,000","931,000","704,000","1,877,000","264,000","596,000","-544,000","-175,000","86,000","-724,000"
	OtherNonOperatingIncomeExpenses,"-3,393,000","-2,884,000","-861,000","-666,000","1,018,000","-660,000","-2,377,000","-84,000","10,885,000","687,000","-1,339,000","1,684,000","931,000","704,000","1,877,000","264,000","596,000","-544,000","-175,000","86,000","-724,000"
PretaxIncome,"-197,789,000","-68,895,000","-52,885,000","-44,173,000","-31,836,000","-37,737,000","-36,838,000","-28,505,000","-18,634,000","-33,887,000","-43,607,000","-50,277,000","-41,371,000","-31,381,000","-21,909,000","-26,806,000","-17,819,000","-19,779,000","-12,634,000","-7,040,000","-9,898,000"
TaxProvision,"6,059,000","-3,285,000","3,841,000","2,850,000","2,653,000","5,564,000","1,136,000","653,000","367,000","-2,736,000","674,000","-304,000","398,000","3,454,000","-558,000","733,000","759,000","1,624,000","696,000","987,000","69,000"
NetIncomeCommonStockholders,"-203,848,000","-65,610,000","-56,726,000","-47,023,000","-34,489,000","-43,301,000","-37,974,000","-29,158,000","-19,001,000","-31,151,000","-44,281,000","-49,973,000","-41,769,000","-34,835,000","-21,351,000","-27,539,000","-18,578,000","-21,403,000","-13,330,000","-8,027,000","-9,967,000"
	NetIncome,"-203,848,000","-65,610,000","-56,726,000","-47,023,000","-34,489,000","-43,301,000","-37,974,000","-29,158,000","-19,001,000","-31,151,000","-44,281,000","-49,973,000","-41,769,000","-34,835,000","-21,351,000","-27,539,000","-18,578,000","-21,403,000","-13,330,000","-8,027,000","-9,967,000"
		NetIncomeIncludingNoncontrollingInterests,"-203,848,000","-65,610,000","-56,726,000","-47,023,000","-34,489,000","-43,301,000","-37,974,000","-29,158,000","-19,001,000","-31,151,000","-44,281,000","-49,973,000","-41,769,000","-34,835,000","-21,351,000","-27,539,000","-18,578,000","-21,403,000","-13,330,000","-8,027,000","-9,967,000"
