name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
OperatingCashFlow,"-48,031,000","-5,513,000","-17,988,000","-7,687,000","-16,843,000","-8,750,000"
	CashFlowFromContinuingOperatingActivities,"-48,031,000","-5,513,000","-17,988,000","-7,687,000","-16,843,000","-8,750,000"
		NetIncomeFromContinuingOperations,"-103,133,000","-32,948,000","-29,323,000","-19,363,000","-21,499,000","-25,140,000"
		DepreciationAmortizationDepletion,"4,419,000","1,330,000","970,000","1,047,000","1,072,000","1,083,000"
			DepreciationAndAmortization,"4,419,000","1,330,000","970,000","1,047,000","1,072,000","1,083,000"
		AssetImpairmentCharge,"193,000","-221,000","241,000","82,000","91,000","-97,000"
		StockBasedCompensation,"52,446,000","12,144,000","20,543,000","10,592,000","9,167,000","7,212,000"
		OtherNonCashItems,"-704,000","-582,000","-291,000","138,000","31,000","125,000"
		ChangeInWorkingCapital,"-1,252,000","14,764,000","-10,128,000","-183,000","-5,705,000","8,067,000"
			ChangeInReceivables,"-5,421,000","7,843,000","-3,130,000","-4,959,000","-5,175,000","5,092,000"
				ChangesInAccountReceivables,"-5,421,000","7,843,000","-3,130,000","-4,959,000","-5,175,000","5,092,000"
			ChangeInPrepaidAssets,"409,000","4,499,000","-4,513,000","1,785,000","-1,362,000","3,000"
			ChangeInPayablesAndAccruedExpense,"3,799,000","2,425,000","-2,495,000","3,213,000","656,000","1,805,000"
				ChangeInPayable,"-705,000","-3,143,000","2,538,000","-672,000","572,000","321,000"
					ChangeInAccountPayable,"-705,000","-3,143,000","2,538,000","-672,000","572,000","321,000"
				ChangeInAccruedExpense,"4,504,000","5,568,000","-5,033,000","3,885,000","84,000","1,484,000"
			ChangeInOtherCurrentAssets,"6,658,000","1,713,000","1,707,000","1,457,000","1,781,000","2,030,000"
			ChangeInOtherCurrentLiabilities,"-6,697,000","-1,716,000","-1,697,000","-1,679,000","-1,605,000","-863,000"
InvestingCashFlow,"-470,018,000","-311,540,000","-154,238,000","-8,149,000","3,909,000","8,956,000"
	CashFlowFromContinuingInvestingActivities,"-470,018,000","-311,540,000","-154,238,000","-8,149,000","3,909,000","8,956,000"
		NetPPEPurchaseAndSale,"-7,589,000","-637,000","-757,000","-1,741,000","-4,454,000","-1,894,000"
			PurchaseOfPPE,"-7,589,000","-637,000","-757,000","-1,741,000","-4,454,000","-1,894,000"
		NetInvestmentPurchaseAndSale,"-462,429,000","-310,903,000","-153,481,000","-6,408,000","8,363,000","10,850,000"
			PurchaseOfInvestment,"-513,682,000","-318,245,000","-159,581,000","-25,619,000","-10,237,000","-4,395,000"
			SaleOfInvestment,"51,253,000","7,342,000","6,100,000","19,211,000","18,600,000","15,245,000"
FinancingCashFlow,"635,784,000","3,136,000","627,713,000","2,406,000","2,529,000","4,928,000"
	CashFlowFromContinuingFinancingActivities,"635,784,000","3,136,000","627,713,000","2,406,000","2,529,000","4,928,000"
		ProceedsFromStockOptionExercised,"14,551,000","4,145,000","2,498,000","4,930,000","2,978,000","4,928,000"
		NetOtherFinancingCharges,,"-1,009,000","625,215,000","-2,524,000",,
EndCashPosition,"207,702,000","207,968,000","521,812,000","66,320,000","79,576,000","89,967,000"
	ChangesInCash,"117,735,000","-313,917,000","455,487,000","-13,430,000","-10,405,000","5,134,000"
	EffectOfExchangeRateChanges,"266,000","73,000","5,000","174,000","14,000","90,000"
	BeginningCashPosition,"89,967,000","521,812,000","66,320,000","79,576,000","89,967,000","84,743,000"
IncomeTaxPaidSupplementalData,"178,000","0",,"84,000","77,000","135,000"
CapitalExpenditure,"-7,589,000","-637,000","-757,000","-1,741,000","-4,454,000","-1,894,000"
FreeCashFlow,"-55,620,000","-6,150,000","-18,745,000","-9,428,000","-21,297,000","-10,644,000"
